candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Coahoma,Lula,0,
Newt Gingrich,President,,Republican,Coahoma,Lula,13,
Jon Huntsman,President,,Republican,Coahoma,Lula,0,
Gary Johnson,President,,Republican,Coahoma,Lula,0,
Ron Paul,President,,Republican,Coahoma,Lula,0,
Rick Perry,President,,Republican,Coahoma,Lula,0,
Mitt Romney,President,,Republican,Coahoma,Lula,13,
Rick Santorum,President,,Republican,Coahoma,Lula,12,
E. Allen Hathcock,U.S. Senate,,Republican,Coahoma,Lula,5,
Robert Maloney,U.S. Senate,,Republican,Coahoma,Lula,4,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Lula,28,
Bill Marcy,U.S. House,2,Republican,Coahoma,Lula,27,
Michele Bachmann,President,,Republican,Coahoma,Coahoma,0,
Newt Gingrich,President,,Republican,Coahoma,Coahoma,0,
Jon Huntsman,President,,Republican,Coahoma,Coahoma,0,
Gary Johnson,President,,Republican,Coahoma,Coahoma,0,
Ron Paul,President,,Republican,Coahoma,Coahoma,0,
Rick Perry,President,,Republican,Coahoma,Coahoma,0,
Mitt Romney,President,,Republican,Coahoma,Coahoma,0,
Rick Santorum,President,,Republican,Coahoma,Coahoma,0,
E. Allen Hathcock,U.S. Senate,,Republican,Coahoma,Coahoma,0,
Robert Maloney,U.S. Senate,,Republican,Coahoma,Coahoma,0,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Coahoma,0,
Bill Marcy,U.S. House,2,Republican,Coahoma,Coahoma,0,
Michele Bachmann,President,,Republican,Coahoma,Lyon,0,
Newt Gingrich,President,,Republican,Coahoma,Lyon,24,
Jon Huntsman,President,,Republican,Coahoma,Lyon,0,
Gary Johnson,President,,Republican,Coahoma,Lyon,0,
Ron Paul,President,,Republican,Coahoma,Lyon,2,
Rick Perry,President,,Republican,Coahoma,Lyon,0,
Mitt Romney,President,,Republican,Coahoma,Lyon,45,
Rick Santorum,President,,Republican,Coahoma,Lyon,26,
E. Allen Hathcock,U.S. Senate,,Republican,Coahoma,Lyon,7,
Robert Maloney,U.S. Senate,,Republican,Coahoma,Lyon,4,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Lyon,83,
Bill Marcy,U.S. House,2,Republican,Coahoma,Lyon,73,
Michele Bachmann,President,,Republican,Coahoma,Clarksdale Courthouse,1,
Newt Gingrich,President,,Republican,Coahoma,Clarksdale Courthouse,19,
Jon Huntsman,President,,Republican,Coahoma,Clarksdale Courthouse,0,
Gary Johnson,President,,Republican,Coahoma,Clarksdale Courthouse,1,
Ron Paul,President,,Republican,Coahoma,Clarksdale Courthouse,4,
Rick Perry,President,,Republican,Coahoma,Clarksdale Courthouse,1,
Mitt Romney,President,,Republican,Coahoma,Clarksdale Courthouse,12,
Rick Santorum,President,,Republican,Coahoma,Clarksdale Courthouse,7,
E. Allen Hathcock,U.S. Senate,,Republican,Coahoma,Clarksdale Courthouse,2,
