candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Tunica,Robinsonville,31,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Robinsonville,19,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Robinsonville,6,
Will Oatis,U.S. Senate,,Democratic,Tunica,Robinsonville,1,
Heather McTeer,U.S. House,2,Democratic,Tunica,Robinsonville,1,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Robinsonville,29,
Barack Obama,President,,Democratic,Tunica,Banks/Hambrick,57,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Banks/Hambrick,31,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Banks/Hambrick,2,
Will Oatis,U.S. Senate,,Democratic,Tunica,Banks/Hambrick,15,
Heather McTeer,U.S. House,2,Democratic,Tunica,Banks/Hambrick,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Banks/Hambrick,56,
Barack Obama,President,,Democratic,Tunica,Watsonville,19,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Watsonville,11,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Watsonville,1,
Will Oatis,U.S. Senate,,Democratic,Tunica,Watsonville,5,
Heather McTeer,U.S. House,2,Democratic,Tunica,Watsonville,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Watsonville,18,
Barack Obama,President,,Democratic,Tunica,Prichard,70,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Prichard,44,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Prichard,9,
Will Oatis,U.S. Senate,,Democratic,Tunica,Prichard,10,
Heather McTeer,U.S. House,2,Democratic,Tunica,Prichard,0,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Prichard,74,
Barack Obama,President,,Democratic,Tunica,Tunica,87,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Tunica,52,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Tunica,7,
Will Oatis,U.S. Senate,,Democratic,Tunica,Tunica,11,
Heather McTeer,U.S. House,2,Democratic,Tunica,Tunica,1,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Tunica,87,
Barack Obama,President,,Democratic,Tunica,Courthouse,40,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Courthouse,29,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Courthouse,2,
Will Oatis,U.S. Senate,,Democratic,Tunica,Courthouse,9,
Heather McTeer,U.S. House,2,Democratic,Tunica,Courthouse,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Courthouse,42,
Barack Obama,President,,Democratic,Tunica,Evansville-Highway 61,77,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Evansville-Highway 61,40,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Evansville-Highway 61,5,
Will Oatis,U.S. Senate,,Democratic,Tunica,Evansville-Highway 61,15,
Heather McTeer,U.S. House,2,Democratic,Tunica,Evansville-Highway 61,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Evansville-Highway 61,75,
Barack Obama,President,,Democratic,Tunica,Justice Court Building,67,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Justice Court Building,44,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Justice Court Building,9,
Will Oatis,U.S. Senate,,Democratic,Tunica,Justice Court Building,11,
Heather McTeer,U.S. House,2,Democratic,Tunica,Justice Court Building,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Justice Court Building,66,
Barack Obama,President,,Democratic,Tunica,Mhoon Landing,3,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Mhoon Landing,1,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Mhoon Landing,0,
Will Oatis,U.S. Senate,,Democratic,Tunica,Mhoon Landing,0,
Heather McTeer,U.S. House,2,Democratic,Tunica,Mhoon Landing,0,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Mhoon Landing,3,
Barack Obama,President,,Democratic,Tunica,West End Store,25,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,West End Store,10,
Roger Weiner,U.S. Senate,,Democratic,Tunica,West End Store,6,
Will Oatis,U.S. Senate,,Democratic,Tunica,West End Store,6,
Heather McTeer,U.S. House,2,Democratic,Tunica,West End Store,0,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,West End Store,24,
Barack Obama,President,,Democratic,Tunica,Supt. Of Education,18,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Supt. Of Education,9,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Supt. Of Education,5,
Will Oatis,U.S. Senate,,Democratic,Tunica,Supt. Of Education,4,
Heather McTeer,U.S. House,2,Democratic,Tunica,Supt. Of Education,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Supt. Of Education,17,
Barack Obama,President,,Democratic,Tunica,Two-Mile Lake,77,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,Two-Mile Lake,28,
Roger Weiner,U.S. Senate,,Democratic,Tunica,Two-Mile Lake,24,
Will Oatis,U.S. Senate,,Democratic,Tunica,Two-Mile Lake,11,
Heather McTeer,U.S. House,2,Democratic,Tunica,Two-Mile Lake,3,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,Two-Mile Lake,77,
Barack Obama,President,,Democratic,Tunica,,571,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tunica,,318,TRUE
Roger Weiner,U.S. Senate,,Democratic,Tunica,,76,
Will Oatis,U.S. Senate,,Democratic,Tunica,,98,
Heather McTeer,U.S. House,2,Democratic,Tunica,,23,
Bennie G. Thompson,U.S. House,2,Democratic,Tunica,,568,TRUE
