candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Attala,Aponaug,8,
Barack Obama,President,,Democratic,Attala,Berea,3,
Barack Obama,President,,Democratic,Attala,Carmack,3,
Barack Obama,President,,Democratic,Attala,East,33,
Barack Obama,President,,Democratic,Attala,Ethel,36,
Barack Obama,President,,Democratic,Attala,Hesterville,9,
Barack Obama,President,,Democratic,Attala,Liberty Chapel,31,
Barack Obama,President,,Democratic,Attala,Mcadams,61,
Barack Obama,President,,Democratic,Attala,Mccool,39,
Barack Obama,President,,Democratic,Attala,Newport,48,
Barack Obama,President,,Democratic,Attala,North Central,5,
Barack Obama,President,,Democratic,Attala,North East,306,
Barack Obama,President,,Democratic,Attala,North West,77,
Barack Obama,President,,Democratic,Attala,Possumneck,39,
Barack Obama,President,,Democratic,Attala,Providence,6,
Barack Obama,President,,Democratic,Attala,Sallis,296,
Barack Obama,President,,Democratic,Attala,South Central,122,
Barack Obama,President,,Democratic,Attala,South West,70,
Barack Obama,President,,Democratic,Attala,Thompson,1,
Barack Obama,President,,Democratic,Attala,Williamsville,163,
Barack Obama,President,,Democratic,Attala,Zama,32,
Barack Obama,President,,Democratic,Attala,,1388,TRUE
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Aponaug,8,
Heather McTeer,U.S. House,2,Democratic,Attala,Aponaug,3,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Berea,3,
Heather McTeer,U.S. House,2,Democratic,Attala,Berea,2,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Carmack,1,
Heather McTeer,U.S. House,2,Democratic,Attala,Carmack,2,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,East,29,
Heather McTeer,U.S. House,2,Democratic,Attala,East,14,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Ethel,36,
Heather McTeer,U.S. House,2,Democratic,Attala,Ethel,4,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Hesterville,8,
Heather McTeer,U.S. House,2,Democratic,Attala,Hesterville,2,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Liberty Chapel,27,
Heather McTeer,U.S. House,2,Democratic,Attala,Liberty Chapel,9,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Mcadams,60,
Heather McTeer,U.S. House,2,Democratic,Attala,Mcadams,7,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Mccool,34,
Heather McTeer,U.S. House,2,Democratic,Attala,Mccool,9,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Newport,46,
Heather McTeer,U.S. House,2,Democratic,Attala,Newport,2,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,North Central,8,
Heather McTeer,U.S. House,2,Democratic,Attala,North Central,3,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,North East,293,
Heather McTeer,U.S. House,2,Democratic,Attala,North East,22,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,North West,65,
Heather McTeer,U.S. House,2,Democratic,Attala,North West,16,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Possumneck,35,
Heather McTeer,U.S. House,2,Democratic,Attala,Possumneck,5,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Providence,3,
Heather McTeer,U.S. House,2,Democratic,Attala,Providence,8,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Sallis,289,
Heather McTeer,U.S. House,2,Democratic,Attala,Sallis,18,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,South Central,115,
Heather McTeer,U.S. House,2,Democratic,Attala,South Central,16,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,South West,70,
Heather McTeer,U.S. House,2,Democratic,Attala,South West,2,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Thompson,1,
Heather McTeer,U.S. House,2,Democratic,Attala,Thompson,1,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Williamsville,149,
Heather McTeer,U.S. House,2,Democratic,Attala,Williamsville,17,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,Zama,30,
Heather McTeer,U.S. House,2,Democratic,Attala,Zama,2,
Bennie G. Thompson,U.S. House,2,Democratic,Attala,,1310,TRUE
Heather McTeer,U.S. House,2,Democratic,Attala,,164,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Aponaug,5,
Roger Weiner,U.S. Senate,,Democratic,Attala,Aponaug,4,
Will Oatis,U.S. Senate,,Democratic,Attala,Aponaug,1,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Berea,4,
Roger Weiner,U.S. Senate,,Democratic,Attala,Berea,0,
Will Oatis,U.S. Senate,,Democratic,Attala,Berea,1,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Carmack,0,
Roger Weiner,U.S. Senate,,Democratic,Attala,Carmack,2,
Will Oatis,U.S. Senate,,Democratic,Attala,Carmack,1,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,East,18,
Roger Weiner,U.S. Senate,,Democratic,Attala,East,10,
Will Oatis,U.S. Senate,,Democratic,Attala,East,5,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Ethel,20,
Roger Weiner,U.S. Senate,,Democratic,Attala,Ethel,11,
Will Oatis,U.S. Senate,,Democratic,Attala,Ethel,5,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Hesterville,4,
Roger Weiner,U.S. Senate,,Democratic,Attala,Hesterville,3,
Will Oatis,U.S. Senate,,Democratic,Attala,Hesterville,3,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Liberty Chapel,13,
Roger Weiner,U.S. Senate,,Democratic,Attala,Liberty Chapel,9,
Will Oatis,U.S. Senate,,Democratic,Attala,Liberty Chapel,7,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Mcadams,30,
Roger Weiner,U.S. Senate,,Democratic,Attala,Mcadams,9,
Will Oatis,U.S. Senate,,Democratic,Attala,Mcadams,20,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Mccool,12,
Roger Weiner,U.S. Senate,,Democratic,Attala,Mccool,6,
Will Oatis,U.S. Senate,,Democratic,Attala,Mccool,11,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Newport,18,
Roger Weiner,U.S. Senate,,Democratic,Attala,Newport,11,
Will Oatis,U.S. Senate,,Democratic,Attala,Newport,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,North Central,2,
Roger Weiner,U.S. Senate,,Democratic,Attala,North Central,5,
Will Oatis,U.S. Senate,,Democratic,Attala,North Central,2,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,North East,113,
Roger Weiner,U.S. Senate,,Democratic,Attala,North East,49,
Will Oatis,U.S. Senate,,Democratic,Attala,North East,119,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,North West,42,
Roger Weiner,U.S. Senate,,Democratic,Attala,North West,17,
Will Oatis,U.S. Senate,,Democratic,Attala,North West,13,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Possumneck,20,
Roger Weiner,U.S. Senate,,Democratic,Attala,Possumneck,10,
Will Oatis,U.S. Senate,,Democratic,Attala,Possumneck,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Providence,4,
Roger Weiner,U.S. Senate,,Democratic,Attala,Providence,3,
Will Oatis,U.S. Senate,,Democratic,Attala,Providence,1,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Sallis,152,
Roger Weiner,U.S. Senate,,Democratic,Attala,Sallis,52,
Will Oatis,U.S. Senate,,Democratic,Attala,Sallis,38,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,South Central,58,
Roger Weiner,U.S. Senate,,Democratic,Attala,South Central,15,
Will Oatis,U.S. Senate,,Democratic,Attala,South Central,35,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,South West,27,
Roger Weiner,U.S. Senate,,Democratic,Attala,South West,20,
Will Oatis,U.S. Senate,,Democratic,Attala,South West,11,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Thompson,0,
Roger Weiner,U.S. Senate,,Democratic,Attala,Thompson,1,
Will Oatis,U.S. Senate,,Democratic,Attala,Thompson,0,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Williamsville,86,
Roger Weiner,U.S. Senate,,Democratic,Attala,Williamsville,35,
Will Oatis,U.S. Senate,,Democratic,Attala,Williamsville,15,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,Zama,13,
Roger Weiner,U.S. Senate,,Democratic,Attala,Zama,9,
Will Oatis,U.S. Senate,,Democratic,Attala,Zama,5,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Attala,,641,TRUE
Roger Weiner,U.S. Senate,,Democratic,Attala,,281,
Will Oatis,U.S. Senate,,Democratic,Attala,,301,
