candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Quitman,Crenshaw,0,
Newt Gingrich,President,,Republican,Quitman,Crenshaw,0,
Jon Huntsman,President,,Republican,Quitman,Crenshaw,0,
Gary Johnson,President,,Republican,Quitman,Crenshaw,0,
Ron Paul,President,,Republican,Quitman,Crenshaw,0,
Rick Perry,President,,Republican,Quitman,Crenshaw,0,
Mitt Romney,President,,Republican,Quitman,Crenshaw,0,
Rick Santorum,President,,Republican,Quitman,Crenshaw,0,
E. Allen Hathcock,U.S. Senate,,Republican,Quitman,Crenshaw,0,
Robert Maloney,U.S. Senate,,Republican,Quitman,Crenshaw,0,
Roger F. Wicker,U.S. Senate,,Republican,Quitman,Crenshaw,0,
Bill Marcy,U.S. House,2,Republican,Quitman,Crenshaw,0,
Michele Bachmann,President,,Republican,Quitman,Sledge,0,
Newt Gingrich,President,,Republican,Quitman,Sledge,4,
Jon Huntsman,President,,Republican,Quitman,Sledge,0,
Gary Johnson,President,,Republican,Quitman,Sledge,0,
Ron Paul,President,,Republican,Quitman,Sledge,0,
Rick Perry,President,,Republican,Quitman,Sledge,0,
Mitt Romney,President,,Republican,Quitman,Sledge,2,
Rick Santorum,President,,Republican,Quitman,Sledge,5,
E. Allen Hathcock,U.S. Senate,,Republican,Quitman,Sledge,2,
Robert Maloney,U.S. Senate,,Republican,Quitman,Sledge,1,
Roger F. Wicker,U.S. Senate,,Republican,Quitman,Sledge,8,
Bill Marcy,U.S. House,2,Republican,Quitman,Sledge,8,
Michele Bachmann,President,,Republican,Quitman,Darling,0,
Newt Gingrich,President,,Republican,Quitman,Darling,0,
Jon Huntsman,President,,Republican,Quitman,Darling,0,
Gary Johnson,President,,Republican,Quitman,Darling,0,
Ron Paul,President,,Republican,Quitman,Darling,0,
Rick Perry,President,,Republican,Quitman,Darling,0,
Mitt Romney,President,,Republican,Quitman,Darling,4,
Rick Santorum,President,,Republican,Quitman,Darling,2,
E. Allen Hathcock,U.S. Senate,,Republican,Quitman,Darling,0,
Robert Maloney,U.S. Senate,,Republican,Quitman,Darling,0,
Roger F. Wicker,U.S. Senate,,Republican,Quitman,Darling,6,
Bill Marcy,U.S. House,2,Republican,Quitman,Darling,5,
Michele Bachmann,President,,Republican,Quitman,Belen,0,
Newt Gingrich,President,,Republican,Quitman,Belen,6,
Jon Huntsman,President,,Republican,Quitman,Belen,0,
Gary Johnson,President,,Republican,Quitman,Belen,0,
Ron Paul,President,,Republican,Quitman,Belen,0,
Rick Perry,President,,Republican,Quitman,Belen,0,
Mitt Romney,President,,Republican,Quitman,Belen,4,
Rick Santorum,President,,Republican,Quitman,Belen,11,
E. Allen Hathcock,U.S. Senate,,Republican,Quitman,Belen,1,
Robert Maloney,U.S. Senate,,Republican,Quitman,Belen,1,
Roger F. Wicker,U.S. Senate,,Republican,Quitman,Belen,19,
Bill Marcy,U.S. House,2,Republican,Quitman,Belen,17,
Michele Bachmann,President,,Republican,Quitman,District 3 North,0,
Newt Gingrich,President,,Republican,Quitman,District 3 North,17,
Jon Huntsman,President,,Republican,Quitman,District 3 North,0,
Gary Johnson,President,,Republican,Quitman,District 3 North,0,
Ron Paul,President,,Republican,Quitman,District 3 North,1,
Rick Perry,President,,Republican,Quitman,District 3 North,0,
Mitt Romney,President,,Republican,Quitman,District 3 North,35,
Rick Santorum,President,,Republican,Quitman,District 3 North,21,
E. Allen Hathcock,U.S. Senate,,Republican,Quitman,District 3 North,1,
Robert Maloney,U.S. Senate,,Republican,Quitman,District 3 North,4,
Roger F. Wicker,U.S. Senate,,Republican,Quitman,District 3 North,66,
Bill Marcy,U.S. House,2,Republican,Quitman,District 3 North,59,
Michele Bachmann,President,,Republican,Quitman,North West Marks,0,
Newt Gingrich,President,,Republican,Quitman,North West Marks,21,
Jon Huntsman,President,,Republican,Quitman,North West Marks,0,
