candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Harrison,Biloxi #1,0,
Newt Gingrich,President,,Republican,Harrison,Biloxi #1,10,
Jon Huntsman,President,,Republican,Harrison,Biloxi #1,0,
Gary Johnson,President,,Republican,Harrison,Biloxi #1,1,
Ron Paul,President,,Republican,Harrison,Biloxi #1,1,
Rick Perry,President,,Republican,Harrison,Biloxi #1,0,
Mitt Romney,President,,Republican,Harrison,Biloxi #1,5,
Rick Santorum,President,,Republican,Harrison,Biloxi #1,10,
E. Allen Hathcock,U.S. Senate,,Republican,Harrison,Biloxi #1,1,
Robert Maloney,U.S. Senate,,Republican,Harrison,Biloxi #1,3,
Roger F. Wicker,U.S. Senate,,Republican,Harrison,Biloxi #1,22,
Cindy Burleson,U.S. House,4,Republican,Harrison,Biloxi #1,2,
Steven M. Palazzo,U.S. House,4,Republican,Harrison,Biloxi #1,19,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #1,5,
Michele Bachmann,President,,Republican,Harrison,Biloxi #2,0,
Newt Gingrich,President,,Republican,Harrison,Biloxi #2,12,
Jon Huntsman,President,,Republican,Harrison,Biloxi #2,0,
Gary Johnson,President,,Republican,Harrison,Biloxi #2,0,
Ron Paul,President,,Republican,Harrison,Biloxi #2,2,
Rick Perry,President,,Republican,Harrison,Biloxi #2,1,
Mitt Romney,President,,Republican,Harrison,Biloxi #2,10,
Rick Santorum,President,,Republican,Harrison,Biloxi #2,6,
E. Allen Hathcock,U.S. Senate,,Republican,Harrison,Biloxi #2,3,
Robert Maloney,U.S. Senate,,Republican,Harrison,Biloxi #2,2,
Roger F. Wicker,U.S. Senate,,Republican,Harrison,Biloxi #2,23,
Cindy Burleson,U.S. House,4,Republican,Harrison,Biloxi #2,2,
Steven M. Palazzo,U.S. House,4,Republican,Harrison,Biloxi #2,21,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #2,4,
Michele Bachmann,President,,Republican,Harrison,Biloxi #3,0,
Newt Gingrich,President,,Republican,Harrison,Biloxi #3,14,
Jon Huntsman,President,,Republican,Harrison,Biloxi #3,0,
Gary Johnson,President,,Republican,Harrison,Biloxi #3,0,
Ron Paul,President,,Republican,Harrison,Biloxi #3,5,
Rick Perry,President,,Republican,Harrison,Biloxi #3,0,
Mitt Romney,President,,Republican,Harrison,Biloxi #3,10,
Rick Santorum,President,,Republican,Harrison,Biloxi #3,10,
E. Allen Hathcock,U.S. Senate,,Republican,Harrison,Biloxi #3,4,
Robert Maloney,U.S. Senate,,Republican,Harrison,Biloxi #3,4,
Roger F. Wicker,U.S. Senate,,Republican,Harrison,Biloxi #3,29,
Cindy Burleson,U.S. House,4,Republican,Harrison,Biloxi #3,2,
Steven M. Palazzo,U.S. House,4,Republican,Harrison,Biloxi #3,24,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #3,9,
Michele Bachmann,President,,Republican,Harrison,Biloxi #4,0,
Newt Gingrich,President,,Republican,Harrison,Biloxi #4,7,
Jon Huntsman,President,,Republican,Harrison,Biloxi #4,0,
Gary Johnson,President,,Republican,Harrison,Biloxi #4,0,
Ron Paul,President,,Republican,Harrison,Biloxi #4,2,
Rick Perry,President,,Republican,Harrison,Biloxi #4,0,
Mitt Romney,President,,Republican,Harrison,Biloxi #4,3,
Rick Santorum,President,,Republican,Harrison,Biloxi #4,1,
E. Allen Hathcock,U.S. Senate,,Republican,Harrison,Biloxi #4,0,
Robert Maloney,U.S. Senate,,Republican,Harrison,Biloxi #4,1,
Roger F. Wicker,U.S. Senate,,Republican,Harrison,Biloxi #4,13,
Cindy Burleson,U.S. House,4,Republican,Harrison,Biloxi #4,1,
Steven M. Palazzo,U.S. House,4,Republican,Harrison,Biloxi #4,6,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #4,6,
Michele Bachmann,President,,Republican,Harrison,Biloxi #5,1,
Newt Gingrich,President,,Republican,Harrison,Biloxi #5,10,
Jon Huntsman,President,,Republican,Harrison,Biloxi #5,0,
Gary Johnson,President,,Republican,Harrison,Biloxi #5,0,
Ron Paul,President,,Republican,Harrison,Biloxi #5,5,
Rick Perry,President,,Republican,Harrison,Biloxi #5,1,
Mitt Romney,President,,Republican,Harrison,Biloxi #5,20,
Rick Santorum,President,,Republican,Harrison,Biloxi #5,12,
E. Allen Hathcock,U.S. Senate,,Republican,Harrison,Biloxi #5,2,
Robert Maloney,U.S. Senate,,Republican,Harrison,Biloxi #5,6,
Roger F. Wicker,U.S. Senate,,Republican,Harrison,Biloxi #5,40,
Cindy Burleson,U.S. House,4,Republican,Harrison,Biloxi #5,9,
Steven M. Palazzo,U.S. House,4,Republican,Harrison,Biloxi #5,29,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #5,10,
Michele Bachmann,President,,Republican,Harrison,Biloxi #6,0,
Newt Gingrich,President,,Republican,Harrison,Biloxi #6,4,
Jon Huntsman,President,,Republican,Harrison,Biloxi #6,0,
Gary Johnson,President,,Republican,Harrison,Biloxi #6,0,
Ron Paul,President,,Republican,Harrison,Biloxi #6,0,
Rick Perry,President,,Republican,Harrison,Biloxi #6,0,
Mitt Romney,President,,Republican,Harrison,Biloxi #6,6,
Rick Santorum,President,,Republican,Harrison,Biloxi #6,1,
