candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Covington,Collins,1,
Newt Gingrich,President,,Republican,Covington,Collins,80,
Jon Huntsman,President,,Republican,Covington,Collins,1,
Gary Johnson,President,,Republican,Covington,Collins,0,
Ron Paul,President,,Republican,Covington,Collins,21,
Rick Perry,President,,Republican,Covington,Collins,1,
Mitt Romney,President,,Republican,Covington,Collins,58,
Rick Santorum,President,,Republican,Covington,Collins,55,
E. Allen Hathcock,U.S. Senate,,Republican,Covington,Collins,10,
Robert Maloney,U.S. Senate,,Republican,Covington,Collins,15,
Roger F. Wicker,U.S. Senate,,Republican,Covington,Collins,183,
Robert J. Allen,U.S. House,3,Republican,Covington,Collins,23,
Gregg Harper,U.S. House,3,Republican,Covington,Collins,183,
Michele Bachmann,President,,Republican,Covington,Dry Creek,0,
Newt Gingrich,President,,Republican,Covington,Dry Creek,9,
Jon Huntsman,President,,Republican,Covington,Dry Creek,0,
Gary Johnson,President,,Republican,Covington,Dry Creek,0,
Ron Paul,President,,Republican,Covington,Dry Creek,0,
Rick Perry,President,,Republican,Covington,Dry Creek,0,
Mitt Romney,President,,Republican,Covington,Dry Creek,5,
Rick Santorum,President,,Republican,Covington,Dry Creek,6,
E. Allen Hathcock,U.S. Senate,,Republican,Covington,Dry Creek,0,
Robert Maloney,U.S. Senate,,Republican,Covington,Dry Creek,3,
Roger F. Wicker,U.S. Senate,,Republican,Covington,Dry Creek,15,
Robert J. Allen,U.S. House,3,Republican,Covington,Dry Creek,3,
Gregg Harper,U.S. House,3,Republican,Covington,Dry Creek,14,
Michele Bachmann,President,,Republican,Covington,Killmer,0,
Newt Gingrich,President,,Republican,Covington,Killmer,2,
Jon Huntsman,President,,Republican,Covington,Killmer,0,
Gary Johnson,President,,Republican,Covington,Killmer,0,
Ron Paul,President,,Republican,Covington,Killmer,0,
Rick Perry,President,,Republican,Covington,Killmer,1,
Mitt Romney,President,,Republican,Covington,Killmer,6,
Rick Santorum,President,,Republican,Covington,Killmer,2,
E. Allen Hathcock,U.S. Senate,,Republican,Covington,Killmer,0,
Robert Maloney,U.S. Senate,,Republican,Covington,Killmer,0,
Roger F. Wicker,U.S. Senate,,Republican,Covington,Killmer,11,
Robert J. Allen,U.S. House,3,Republican,Covington,Killmer,0,
Gregg Harper,U.S. House,3,Republican,Covington,Killmer,11,
Michele Bachmann,President,,Republican,Covington,Lone Star/Black Jack,0,
Newt Gingrich,President,,Republican,Covington,Lone Star/Black Jack,39,
Jon Huntsman,President,,Republican,Covington,Lone Star/Black Jack,0,
Gary Johnson,President,,Republican,Covington,Lone Star/Black Jack,0,
Ron Paul,President,,Republican,Covington,Lone Star/Black Jack,0,
Rick Perry,President,,Republican,Covington,Lone Star/Black Jack,0,
Mitt Romney,President,,Republican,Covington,Lone Star/Black Jack,36,
