candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Madison,Bear Creek,141,
Crystal C. Biggs,U.S. House,3,Democrat,Madison,Bear Creek,105,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Bear Creek,71,
Will Oatis,U.S. Senate,,Democrat,Madison,Bear Creek,18,
Roger Weiner,U.S. Senate,,Democrat,Madison,Bear Creek,36,
Barack Obama,President,,Democrat,Madison,Bible Church,112,
Heather McTeer,U.S. House,2,Democrat,Madison,Bible Church,9,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Bible Church,105,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Bible Church,54,
Will Oatis,U.S. Senate,,Democrat,Madison,Bible Church,10,
Roger Weiner,U.S. Senate,,Democrat,Madison,Bible Church,21,
Barack Obama,President,,Democrat,Madison,Camden,209,
Heather McTeer,U.S. House,2,Democrat,Madison,Camden,7,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Camden,209,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Camden,98,
Will Oatis,U.S. Senate,,Democrat,Madison,Camden,23,
Roger Weiner,U.S. Senate,,Democrat,Madison,Camden,36,
Barack Obama,President,,Democrat,Madison,Cameron,32,
Heather McTeer,U.S. House,2,Democrat,Madison,Cameron,1,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Cameron,36,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Cameron,10,
Will Oatis,U.S. Senate,,Democrat,Madison,Cameron,4,
Roger Weiner,U.S. Senate,,Democrat,Madison,Cameron,7,
Barack Obama,President,,Democrat,Madison,Canton Fire Station #4,80,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Fire Station #4,11,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Fire Station #4,71,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Fire Station #4,39,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Fire Station #4,9,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Fire Station #4,13,
Barack Obama,President,,Democrat,Madison,Canton Precinct 1,263,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Precinct 1,24,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 1,246,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Precinct 1,120,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Precinct 1,32,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Precinct 1,49,
Barack Obama,President,,Democrat,Madison,Canton Precinct 2,281,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Precinct 2,22,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 2,267,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Precinct 2,129,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Precinct 2,25,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Precinct 2,49,
Barack Obama,President,,Democrat,Madison,Canton Precinct 3,34,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Precinct 3,2,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 3,32,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Precinct 3,20,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Precinct 3,4,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Precinct 3,4,
Barack Obama,President,,Democrat,Madison,Canton Precinct 4,363,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Precinct 4,29,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 4,335,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Precinct 4,174,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Precinct 4,29,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Precinct 4,50,
Barack Obama,President,,Democrat,Madison,Canton Precinct 5,280,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Precinct 5,10,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 5,273,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Precinct 5,77,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Precinct 5,29,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Precinct 5,48,
Barack Obama,President,,Democrat,Madison,Canton Precinct 7,81,
Heather McTeer,U.S. House,2,Democrat,Madison,Canton Precinct 7,7,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 7,77,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Canton Precinct 7,42,
Will Oatis,U.S. Senate,,Democrat,Madison,Canton Precinct 7,5,
Roger Weiner,U.S. Senate,,Democrat,Madison,Canton Precinct 7,21,
Barack Obama,President,,Democrat,Madison,Cedar Grove Baptist,4,
Heather McTeer,U.S. House,2,Democrat,Madison,Cedar Grove Baptist,1,
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Cedar Grove Baptist,4,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Madison,Cedar Grove Baptist,1,
Will Oatis,U.S. Senate,,Democrat,Madison,Cedar Grove Baptist,0,
Roger Weiner,U.S. Senate,,Democrat,Madison,Cedar Grove Baptist,1,
Barack Obama,President,,Democrat,Madison,Colonial Heights,51,
