candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Wayne,Waynesboro City 1,0,
Newt Gingrich,President,,Republican,Wayne,Waynesboro City 1,2,
Jon Huntsman,President,,Republican,Wayne,Waynesboro City 1,0,
Gary Johnson,President,,Republican,Wayne,Waynesboro City 1,0,
Ron Paul,President,,Republican,Wayne,Waynesboro City 1,0,
Rick Perry,President,,Republican,Wayne,Waynesboro City 1,0,
Mitt Romney,President,,Republican,Wayne,Waynesboro City 1,0,
Rick Santorum,President,,Republican,Wayne,Waynesboro City 1,1,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Waynesboro City 1,1,
Robert Maloney,U.S. Senate,,Republican,Wayne,Waynesboro City 1,0,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Waynesboro City 1,2,
Cindy Burleson,U.S. House,4,Republican,Wayne,Waynesboro City 1,1,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Waynesboro City 1,1,
Ron Vincent,U.S. House,4,Republican,Wayne,Waynesboro City 1,0,
Michele Bachmann,President,,Republican,Wayne,Waynesboro City 2,1,
Newt Gingrich,President,,Republican,Wayne,Waynesboro City 2,84,
Jon Huntsman,President,,Republican,Wayne,Waynesboro City 2,0,
Gary Johnson,President,,Republican,Wayne,Waynesboro City 2,0,
Ron Paul,President,,Republican,Wayne,Waynesboro City 2,9,
Rick Perry,President,,Republican,Wayne,Waynesboro City 2,1,
Mitt Romney,President,,Republican,Wayne,Waynesboro City 2,45,
Rick Santorum,President,,Republican,Wayne,Waynesboro City 2,65,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Waynesboro City 2,13,
Robert Maloney,U.S. Senate,,Republican,Wayne,Waynesboro City 2,9,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Waynesboro City 2,179,
Cindy Burleson,U.S. House,4,Republican,Wayne,Waynesboro City 2,7,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Waynesboro City 2,171,
Ron Vincent,U.S. House,4,Republican,Wayne,Waynesboro City 2,25,
Michele Bachmann,President,,Republican,Wayne,Waynesboro City 3,2,
Newt Gingrich,President,,Republican,Wayne,Waynesboro City 3,107,
Jon Huntsman,President,,Republican,Wayne,Waynesboro City 3,0,
Gary Johnson,President,,Republican,Wayne,Waynesboro City 3,1,
Ron Paul,President,,Republican,Wayne,Waynesboro City 3,6,
Rick Perry,President,,Republican,Wayne,Waynesboro City 3,2,
Mitt Romney,President,,Republican,Wayne,Waynesboro City 3,106,
Rick Santorum,President,,Republican,Wayne,Waynesboro City 3,86,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Waynesboro City 3,14,
Robert Maloney,U.S. Senate,,Republican,Wayne,Waynesboro City 3,16,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Waynesboro City 3,273,
Cindy Burleson,U.S. House,4,Republican,Wayne,Waynesboro City 3,8,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Waynesboro City 3,261,
Ron Vincent,U.S. House,4,Republican,Wayne,Waynesboro City 3,33,
Michele Bachmann,President,,Republican,Wayne,Waynesboro City 4,2,
Newt Gingrich,President,,Republican,Wayne,Waynesboro City 4,15,
Jon Huntsman,President,,Republican,Wayne,Waynesboro City 4,0,
Gary Johnson,President,,Republican,Wayne,Waynesboro City 4,0,
Ron Paul,President,,Republican,Wayne,Waynesboro City 4,1,
Rick Perry,President,,Republican,Wayne,Waynesboro City 4,0,
Mitt Romney,President,,Republican,Wayne,Waynesboro City 4,18,
Rick Santorum,President,,Republican,Wayne,Waynesboro City 4,8,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Waynesboro City 4,4,
Robert Maloney,U.S. Senate,,Republican,Wayne,Waynesboro City 4,7,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Waynesboro City 4,34,
Cindy Burleson,U.S. House,4,Republican,Wayne,Waynesboro City 4,2,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Waynesboro City 4,40,
Ron Vincent,U.S. House,4,Republican,Wayne,Waynesboro City 4,3,
Michele Bachmann,President,,Republican,Wayne,Waynesboro City 5,0,
Newt Gingrich,President,,Republican,Wayne,Waynesboro City 5,19,
Jon Huntsman,President,,Republican,Wayne,Waynesboro City 5,0,
Gary Johnson,President,,Republican,Wayne,Waynesboro City 5,0,
Ron Paul,President,,Republican,Wayne,Waynesboro City 5,6,
Rick Perry,President,,Republican,Wayne,Waynesboro City 5,1,
Mitt Romney,President,,Republican,Wayne,Waynesboro City 5,11,
Rick Santorum,President,,Republican,Wayne,Waynesboro City 5,19,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Waynesboro City 5,4,
Robert Maloney,U.S. Senate,,Republican,Wayne,Waynesboro City 5,3,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Waynesboro City 5,48,
Cindy Burleson,U.S. House,4,Republican,Wayne,Waynesboro City 5,2,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Waynesboro City 5,47,
Ron Vincent,U.S. House,4,Republican,Wayne,Waynesboro City 5,7,
Michele Bachmann,President,,Republican,Wayne,State Line,3,
Newt Gingrich,President,,Republican,Wayne,State Line,32,
Jon Huntsman,President,,Republican,Wayne,State Line,0,
Gary Johnson,President,,Republican,Wayne,State Line,0,
Ron Paul,President,,Republican,Wayne,State Line,4,
Rick Perry,President,,Republican,Wayne,State Line,1,
Mitt Romney,President,,Republican,Wayne,State Line,23,
Rick Santorum,President,,Republican,Wayne,State Line,31,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,State Line,3,
Robert Maloney,U.S. Senate,,Republican,Wayne,State Line,14,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,State Line,72,
Cindy Burleson,U.S. House,4,Republican,Wayne,State Line,6,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,State Line,79,
Ron Vincent,U.S. House,4,Republican,Wayne,State Line,7,
Michele Bachmann,President,,Republican,Wayne,Eucutta,0,
Newt Gingrich,President,,Republican,Wayne,Eucutta,23,
Jon Huntsman,President,,Republican,Wayne,Eucutta,0,
Gary Johnson,President,,Republican,Wayne,Eucutta,0,
Ron Paul,President,,Republican,Wayne,Eucutta,6,
Rick Perry,President,,Republican,Wayne,Eucutta,1,
Mitt Romney,President,,Republican,Wayne,Eucutta,11,
Rick Santorum,President,,Republican,Wayne,Eucutta,31,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Eucutta,8,
Robert Maloney,U.S. Senate,,Republican,Wayne,Eucutta,7,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Eucutta,54,
Cindy Burleson,U.S. House,4,Republican,Wayne,Eucutta,4,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Eucutta,46,
Ron Vincent,U.S. House,4,Republican,Wayne,Eucutta,21,
Michele Bachmann,President,,Republican,Wayne,Buckatunna,0,
Newt Gingrich,President,,Republican,Wayne,Buckatunna,47,
Jon Huntsman,President,,Republican,Wayne,Buckatunna,0,
Gary Johnson,President,,Republican,Wayne,Buckatunna,0,
Ron Paul,President,,Republican,Wayne,Buckatunna,2,
Rick Perry,President,,Republican,Wayne,Buckatunna,0,
Mitt Romney,President,,Republican,Wayne,Buckatunna,21,
Rick Santorum,President,,Republican,Wayne,Buckatunna,20,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Buckatunna,6,
Robert Maloney,U.S. Senate,,Republican,Wayne,Buckatunna,10,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Buckatunna,69,
Cindy Burleson,U.S. House,4,Republican,Wayne,Buckatunna,2,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Buckatunna,80,
Ron Vincent,U.S. House,4,Republican,Wayne,Buckatunna,7,
Michele Bachmann,President,,Republican,Wayne,Winchester,1,
Newt Gingrich,President,,Republican,Wayne,Winchester,34,
Jon Huntsman,President,,Republican,Wayne,Winchester,0,
Gary Johnson,President,,Republican,Wayne,Winchester,0,
Ron Paul,President,,Republican,Wayne,Winchester,3,
Rick Perry,President,,Republican,Wayne,Winchester,0,
Mitt Romney,President,,Republican,Wayne,Winchester,11,
Rick Santorum,President,,Republican,Wayne,Winchester,25,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Winchester,1,
Robert Maloney,U.S. Senate,,Republican,Wayne,Winchester,4,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Winchester,68,
Cindy Burleson,U.S. House,4,Republican,Wayne,Winchester,2,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Winchester,68,
Ron Vincent,U.S. House,4,Republican,Wayne,Winchester,4,
Michele Bachmann,President,,Republican,Wayne,Diamond,0,
Newt Gingrich,President,,Republican,Wayne,Diamond,1,
Jon Huntsman,President,,Republican,Wayne,Diamond,0,
Gary Johnson,President,,Republican,Wayne,Diamond,0,
Ron Paul,President,,Republican,Wayne,Diamond,0,
Rick Perry,President,,Republican,Wayne,Diamond,0,
Mitt Romney,President,,Republican,Wayne,Diamond,0,
Rick Santorum,President,,Republican,Wayne,Diamond,5,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Diamond,0,
Robert Maloney,U.S. Senate,,Republican,Wayne,Diamond,0,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Diamond,6,
Cindy Burleson,U.S. House,4,Republican,Wayne,Diamond,0,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Diamond,6,
Ron Vincent,U.S. House,4,Republican,Wayne,Diamond,0,
Michele Bachmann,President,,Republican,Wayne,Beat Four,0,
Newt Gingrich,President,,Republican,Wayne,Beat Four,75,
Jon Huntsman,President,,Republican,Wayne,Beat Four,0,
Gary Johnson,President,,Republican,Wayne,Beat Four,1,
Ron Paul,President,,Republican,Wayne,Beat Four,17,
Rick Perry,President,,Republican,Wayne,Beat Four,1,
Mitt Romney,President,,Republican,Wayne,Beat Four,53,
Rick Santorum,President,,Republican,Wayne,Beat Four,81,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Beat Four,15,
Robert Maloney,U.S. Senate,,Republican,Wayne,Beat Four,19,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Beat Four,193,
Cindy Burleson,U.S. House,4,Republican,Wayne,Beat Four,12,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Beat Four,176,
Ron Vincent,U.S. House,4,Republican,Wayne,Beat Four,36,
Michele Bachmann,President,,Republican,Wayne,Corinth,0,
Newt Gingrich,President,,Republican,Wayne,Corinth,37,
Jon Huntsman,President,,Republican,Wayne,Corinth,0,
Gary Johnson,President,,Republican,Wayne,Corinth,0,
Ron Paul,President,,Republican,Wayne,Corinth,3,
Rick Perry,President,,Republican,Wayne,Corinth,0,
Mitt Romney,President,,Republican,Wayne,Corinth,7,
Rick Santorum,President,,Republican,Wayne,Corinth,45,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Corinth,6,
Robert Maloney,U.S. Senate,,Republican,Wayne,Corinth,5,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Corinth,80,
Cindy Burleson,U.S. House,4,Republican,Wayne,Corinth,4,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Corinth,78,
Ron Vincent,U.S. House,4,Republican,Wayne,Corinth,10,
Michele Bachmann,President,,Republican,Wayne,Denham,1,
Newt Gingrich,President,,Republican,Wayne,Denham,40,
Jon Huntsman,President,,Republican,Wayne,Denham,0,
Gary Johnson,President,,Republican,Wayne,Denham,0,
Ron Paul,President,,Republican,Wayne,Denham,1,
Rick Perry,President,,Republican,Wayne,Denham,2,
Mitt Romney,President,,Republican,Wayne,Denham,39,
Rick Santorum,President,,Republican,Wayne,Denham,31,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Denham,4,
Robert Maloney,U.S. Senate,,Republican,Wayne,Denham,11,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Denham,94,
Cindy Burleson,U.S. House,4,Republican,Wayne,Denham,9,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Denham,93,
Ron Vincent,U.S. House,4,Republican,Wayne,Denham,8,
Michele Bachmann,President,,Republican,Wayne,Hiwannee,0,
Newt Gingrich,President,,Republican,Wayne,Hiwannee,18,
Jon Huntsman,President,,Republican,Wayne,Hiwannee,0,
Gary Johnson,President,,Republican,Wayne,Hiwannee,0,
Ron Paul,President,,Republican,Wayne,Hiwannee,2,
Rick Perry,President,,Republican,Wayne,Hiwannee,0,
Mitt Romney,President,,Republican,Wayne,Hiwannee,13,
Rick Santorum,President,,Republican,Wayne,Hiwannee,13,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Hiwannee,0,
Robert Maloney,U.S. Senate,,Republican,Wayne,Hiwannee,8,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Hiwannee,37,
Cindy Burleson,U.S. House,4,Republican,Wayne,Hiwannee,3,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Hiwannee,39,
Ron Vincent,U.S. House,4,Republican,Wayne,Hiwannee,3,
Michele Bachmann,President,,Republican,Wayne,Strengthford,3,
Newt Gingrich,President,,Republican,Wayne,Strengthford,38,
Jon Huntsman,President,,Republican,Wayne,Strengthford,0,
Gary Johnson,President,,Republican,Wayne,Strengthford,1,
Ron Paul,President,,Republican,Wayne,Strengthford,5,
Rick Perry,President,,Republican,Wayne,Strengthford,1,
Mitt Romney,President,,Republican,Wayne,Strengthford,18,
Rick Santorum,President,,Republican,Wayne,Strengthford,19,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Strengthford,6,
Robert Maloney,U.S. Senate,,Republican,Wayne,Strengthford,8,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Strengthford,66,
Cindy Burleson,U.S. House,4,Republican,Wayne,Strengthford,2,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Strengthford,61,
Ron Vincent,U.S. House,4,Republican,Wayne,Strengthford,18,
Michele Bachmann,President,,Republican,Wayne,Chicora,0,
Newt Gingrich,President,,Republican,Wayne,Chicora,20,
Jon Huntsman,President,,Republican,Wayne,Chicora,0,
Gary Johnson,President,,Republican,Wayne,Chicora,0,
Ron Paul,President,,Republican,Wayne,Chicora,4,
Rick Perry,President,,Republican,Wayne,Chicora,2,
Mitt Romney,President,,Republican,Wayne,Chicora,17,
Rick Santorum,President,,Republican,Wayne,Chicora,33,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Chicora,4,
Robert Maloney,U.S. Senate,,Republican,Wayne,Chicora,4,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Chicora,63,
Cindy Burleson,U.S. House,4,Republican,Wayne,Chicora,5,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Chicora,60,
Ron Vincent,U.S. House,4,Republican,Wayne,Chicora,9,
Michele Bachmann,President,,Republican,Wayne,Big Rock,0,
Newt Gingrich,President,,Republican,Wayne,Big Rock,25,
Jon Huntsman,President,,Republican,Wayne,Big Rock,0,
Gary Johnson,President,,Republican,Wayne,Big Rock,0,
Ron Paul,President,,Republican,Wayne,Big Rock,2,
Rick Perry,President,,Republican,Wayne,Big Rock,0,
Mitt Romney,President,,Republican,Wayne,Big Rock,7,
Rick Santorum,President,,Republican,Wayne,Big Rock,13,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Big Rock,0,
Robert Maloney,U.S. Senate,,Republican,Wayne,Big Rock,10,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Big Rock,35,
Cindy Burleson,U.S. House,4,Republican,Wayne,Big Rock,1,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Big Rock,40,
Ron Vincent,U.S. House,4,Republican,Wayne,Big Rock,4,
Michele Bachmann,President,,Republican,Wayne,Matherville,0,
Newt Gingrich,President,,Republican,Wayne,Matherville,12,
Jon Huntsman,President,,Republican,Wayne,Matherville,1,
Gary Johnson,President,,Republican,Wayne,Matherville,0,
Ron Paul,President,,Republican,Wayne,Matherville,0,
Rick Perry,President,,Republican,Wayne,Matherville,0,
Mitt Romney,President,,Republican,Wayne,Matherville,9,
Rick Santorum,President,,Republican,Wayne,Matherville,10,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Matherville,1,
Robert Maloney,U.S. Senate,,Republican,Wayne,Matherville,3,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Matherville,23,
Cindy Burleson,U.S. House,4,Republican,Wayne,Matherville,1,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Matherville,26,
Ron Vincent,U.S. House,4,Republican,Wayne,Matherville,0,
Michele Bachmann,President,,Republican,Wayne,Mozingo,1,
Newt Gingrich,President,,Republican,Wayne,Mozingo,35,
Jon Huntsman,President,,Republican,Wayne,Mozingo,0,
Gary Johnson,President,,Republican,Wayne,Mozingo,0,
Ron Paul,President,,Republican,Wayne,Mozingo,6,
Rick Perry,President,,Republican,Wayne,Mozingo,0,
Mitt Romney,President,,Republican,Wayne,Mozingo,19,
Rick Santorum,President,,Republican,Wayne,Mozingo,44,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Mozingo,4,
Robert Maloney,U.S. Senate,,Republican,Wayne,Mozingo,9,
Roger F. Wicker,U.S. Senate,,Republican,Wayne,Mozingo,87,
Cindy Burleson,U.S. House,4,Republican,Wayne,Mozingo,2,
Steven M. Palazzo,U.S. House,4,Republican,Wayne,Mozingo,85,
Ron Vincent,U.S. House,4,Republican,Wayne,Mozingo,16,
Michele Bachmann,President,,Republican,Wayne,Coyt,2,
Newt Gingrich,President,,Republican,Wayne,Coyt,11,
Jon Huntsman,President,,Republican,Wayne,Coyt,0,
Gary Johnson,President,,Republican,Wayne,Coyt,0,
Ron Paul,President,,Republican,Wayne,Coyt,0,
Rick Perry,President,,Republican,Wayne,Coyt,0,
Mitt Romney,President,,Republican,Wayne,Coyt,12,
Rick Santorum,President,,Republican,Wayne,Coyt,15,
E. Allen Hathcock,U.S. Senate,,Republican,Wayne,Coyt,2,
