candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Warren,Oak Ridge,29,
Mitt Romney,President,,Republican,Warren,Oak Ridge,93,
Virgil Goode,President,,Constitution,Warren,Oak Ridge,0,
Gary Johnson,President,,Libertarian,Warren,Oak Ridge,1,
Jill Stein,President,,Green,Warren,Oak Ridge,0,
Barbara Dale Washer,President,,Reform,Warren,Oak Ridge,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Oak Ridge,28,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Oak Ridge,92,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Oak Ridge,0,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Oak Ridge,1,
Bill Marcy,U.S. House,2,Republican,Warren,Oak Ridge,89,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Oak Ridge,29,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Oak Ridge,0,
Lajena Williams,U.S. House,2,Reform,Warren,Oak Ridge,1,
Barack Obama,President,,Democrat,Warren,Redwood,18,
Mitt Romney,President,,Republican,Warren,Redwood,120,
Barack Obama,President,,Democrat,Warren,Bovina,248,
Mitt Romney,President,,Republican,Warren,Bovina,729,
Barack Obama,President,,Democrat,Warren,Culkin,1081,
Mitt Romney,President,,Republican,Warren,Culkin,2615,
Barack Obama,President,,Democrat,Warren,Cedar Grove,833,
Mitt Romney,President,,Republican,Warren,Cedar Grove,159,
Barack Obama,President,,Democrat,Warren,Kings,650,
Mitt Romney,President,,Republican,Warren,Kings,303,
Barack Obama,President,,Democrat,Warren,St. Aloysius,315,
Mitt Romney,President,,Republican,Warren,St. Aloysius,10,
Barack Obama,President,,Democrat,Warren,Auditorium,1068,
Mitt Romney,President,,Republican,Warren,Auditorium,90,
Barack Obama,President,,Democrat,Warren,Brunswick,37,
Mitt Romney,President,,Republican,Warren,Brunswick,222,
Barack Obama,President,,Democrat,Warren,3-61,48,
Mitt Romney,President,,Republican,Warren,3-61,86,
Barack Obama,President,,Democrat,Warren,American Legion Post,1143,
Mitt Romney,President,,Republican,Warren,American Legion Post,242,
Barack Obama,President,,Democrat,Warren,Vicksburg Junior High School,1221,
Mitt Romney,President,,Republican,Warren,Vicksburg Junior High School,383,
Barack Obama,President,,Democrat,Warren,No. 7 Fire Station,459,
Mitt Romney,President,,Republican,Warren,No. 7 Fire Station,201,
Barack Obama,President,,Democrat,Warren,Jett,873,
Mitt Romney,President,,Republican,Warren,Jett,488,
Barack Obama,President,,Democrat,Warren,Goodrum,241,
Mitt Romney,President,,Republican,Warren,Goodrum,569,
Barack Obama,President,,Democrat,Warren,Yokena,177,
Mitt Romney,President,,Republican,Warren,Yokena,370,
Barack Obama,President,,Democrat,Warren,Elks Lodge,550,
Mitt Romney,President,,Republican,Warren,Elks Lodge,680,
Barack Obama,President,,Democrat,Warren,Beechwood,287,
Mitt Romney,President,,Republican,Warren,Beechwood,965,
Barack Obama,President,,Democrat,Warren,Moose Lodge,262,
Mitt Romney,President,,Republican,Warren,Moose Lodge,706,
Barack Obama,President,,Democrat,Warren,Tingleville,735,
Mitt Romney,President,,Republican,Warren,Tingleville,470,
Barack Obama,President,,Democrat,Warren,Plumbers & Pipefitters,299,
Mitt Romney,President,,Republican,Warren,Plumbers & Pipefitters,608,
Barack Obama,President,,Democrat,Warren,YMCA,212,
Mitt Romney,President,,Republican,Warren,YMCA,348,
Barack Obama,President,,Democrat,Warren,,10786,TRUE
Mitt Romney,President,,Republican,Warren,,10457,
Virgil Goode,President,,Constitution,Warren,Oak Ridge,0,
Gary Johnson,President,,Libertarian,Warren,Oak Ridge,1,
Jill Stein,President,,Green,Warren,Oak Ridge,0,
Barbara Dale Washer,President,,Reform,Warren,Oak Ridge,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Oak Ridge,28,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Oak Ridge,92,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Oak Ridge,0,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Oak Ridge,1,
Bill Marcy,U.S. House,2,Republican,Warren,Oak Ridge,89,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Oak Ridge,29,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Oak Ridge,0,
Lajena Williams,U.S. House,2,Reform,Warren,Oak Ridge,1,
Virgil Goode,President,,Constitution,Warren,Redwood,0,
Gary Johnson,President,,Libertarian,Warren,Redwood,0,
Jill Stein,President,,Green,Warren,Redwood,0,
Barbara Dale Washer,President,,Reform,Warren,Redwood,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Redwood,15,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Redwood,118,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Redwood,2,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Redwood,1,
Bill Marcy,U.S. House,2,Republican,Warren,Redwood,111,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Redwood,20,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Redwood,3,
Lajena Williams,U.S. House,2,Reform,Warren,Redwood,1,
Virgil Goode,President,,Constitution,Warren,Bovina,1,
Gary Johnson,President,,Libertarian,Warren,Bovina,4,
Jill Stein,President,,Green,Warren,Bovina,2,
Barbara Dale Washer,President,,Reform,Warren,Bovina,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Bovina,218,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Bovina,722,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Bovina,10,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Bovina,12,
Bill Marcy,U.S. House,2,Republican,Warren,Bovina,691,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Bovina,242,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Bovina,16,
Lajena Williams,U.S. House,2,Reform,Warren,Bovina,3,
Virgil Goode,President,,Constitution,Warren,Culkin,4,
Gary Johnson,President,,Libertarian,Warren,Culkin,16,
Jill Stein,President,,Green,Warren,Culkin,1,
Barbara Dale Washer,President,,Reform,Warren,Culkin,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Culkin,984,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Culkin,2568,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Culkin,39,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Culkin,27,
Bill Marcy,U.S. House,2,Republican,Warren,Culkin,2488,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Culkin,1070,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Culkin,57,
Lajena Williams,U.S. House,2,Reform,Warren,Culkin,8,
Virgil Goode,President,,Constitution,Warren,Cedar Grove,1,
Gary Johnson,President,,Libertarian,Warren,Cedar Grove,5,
Jill Stein,President,,Green,Warren,Cedar Grove,1,
Barbara Dale Washer,President,,Reform,Warren,Cedar Grove,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Cedar Grove,733,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Cedar Grove,184,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Cedar Grove,15,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Cedar Grove,9,
Bill Marcy,U.S. House,2,Republican,Warren,Cedar Grove,165,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Cedar Grove,791,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Cedar Grove,15,
Lajena Williams,U.S. House,2,Reform,Warren,Cedar Grove,4,
Virgil Goode,President,,Constitution,Warren,Kings,0,
Gary Johnson,President,,Libertarian,Warren,Kings,7,
Jill Stein,President,,Green,Warren,Kings,1,
Barbara Dale Washer,President,,Reform,Warren,Kings,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Kings,558,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Kings,322,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Kings,15,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Kings,14,
Bill Marcy,U.S. House,2,Republican,Warren,Kings,292,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Kings,619,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Kings,10,
Lajena Williams,U.S. House,2,Reform,Warren,Kings,7,
Virgil Goode,President,,Constitution,Warren,St. Aloysius,1,
Gary Johnson,President,,Libertarian,Warren,St. Aloysius,0,
Jill Stein,President,,Green,Warren,St. Aloysius,1,
Barbara Dale Washer,President,,Reform,Warren,St. Aloysius,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,St. Aloysius,256,
Roger F. Wicker,U.S. Senate,,Republican,Warren,St. Aloysius,26,
Thomas Cramer,U.S. Senate,,Constitution,Warren,St. Aloysius,5,
Shawn O'Hara,U.S. Senate,,Reform,Warren,St. Aloysius,4,
Bill Marcy,U.S. House,2,Republican,Warren,St. Aloysius,8,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,St. Aloysius,295,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,St. Aloysius,7,
Lajena Williams,U.S. House,2,Reform,Warren,St. Aloysius,0,
Virgil Goode,President,,Constitution,Warren,Auditorium,0,
Gary Johnson,President,,Libertarian,Warren,Auditorium,5,
Jill Stein,President,,Green,Warren,Auditorium,1,
Barbara Dale Washer,President,,Reform,Warren,Auditorium,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Auditorium,895,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Auditorium,147,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Auditorium,13,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Auditorium,14,
Bill Marcy,U.S. House,2,Republican,Warren,Auditorium,103,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Auditorium,1019,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Auditorium,7,
Lajena Williams,U.S. House,2,Reform,Warren,Auditorium,4,
Virgil Goode,President,,Constitution,Warren,Brunswick,0,
Gary Johnson,President,,Libertarian,Warren,Brunswick,0,
Jill Stein,President,,Green,Warren,Brunswick,0,
Barbara Dale Washer,President,,Reform,Warren,Brunswick,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Brunswick,39,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Brunswick,211,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Brunswick,2,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Brunswick,1,
Bill Marcy,U.S. House,2,Republican,Warren,Brunswick,197,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Brunswick,44,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Brunswick,4,
Lajena Williams,U.S. House,2,Reform,Warren,Brunswick,1,
Virgil Goode,President,,Constitution,Warren,3-61,0,
Gary Johnson,President,,Libertarian,Warren,3-61,0,
Jill Stein,President,,Green,Warren,3-61,0,
Barbara Dale Washer,President,,Reform,Warren,3-61,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,3-61,42,
Roger F. Wicker,U.S. Senate,,Republican,Warren,3-61,84,
Thomas Cramer,U.S. Senate,,Constitution,Warren,3-61,1,
Shawn O'Hara,U.S. Senate,,Reform,Warren,3-61,1,
Bill Marcy,U.S. House,2,Republican,Warren,3-61,82,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,3-61,44,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,3-61,2,
Lajena Williams,U.S. House,2,Reform,Warren,3-61,1,
Virgil Goode,President,,Constitution,Warren,American Legion Post,0,
Gary Johnson,President,,Libertarian,Warren,American Legion Post,4,
Jill Stein,President,,Green,Warren,American Legion Post,0,
Barbara Dale Washer,President,,Reform,Warren,American Legion Post,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,American Legion Post,974,
Roger F. Wicker,U.S. Senate,,Republican,Warren,American Legion Post,287,
Thomas Cramer,U.S. Senate,,Constitution,Warren,American Legion Post,12,
Shawn O'Hara,U.S. Senate,,Reform,Warren,American Legion Post,11,
Bill Marcy,U.S. House,2,Republican,Warren,American Legion Post,252,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,American Legion Post,1058,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,American Legion Post,12,
Lajena Williams,U.S. House,2,Reform,Warren,American Legion Post,5,
Virgil Goode,President,,Constitution,Warren,Vicksburg Junior High School,3,
Gary Johnson,President,,Libertarian,Warren,Vicksburg Junior High School,6,
Jill Stein,President,,Green,Warren,Vicksburg Junior High School,0,
Barbara Dale Washer,President,,Reform,Warren,Vicksburg Junior High School,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Vicksburg Junior High School,1038,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Vicksburg Junior High School,427,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Vicksburg Junior High School,17,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Vicksburg Junior High School,18,
Bill Marcy,U.S. House,2,Republican,Warren,Vicksburg Junior High School,383,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Vicksburg Junior High School,1171,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Vicksburg Junior High School,21,
Lajena Williams,U.S. House,2,Reform,Warren,Vicksburg Junior High School,7,
Virgil Goode,President,,Constitution,Warren,No. 7 Fire Station,0,
Gary Johnson,President,,Libertarian,Warren,No. 7 Fire Station,4,
Jill Stein,President,,Green,Warren,No. 7 Fire Station,1,
Barbara Dale Washer,President,,Reform,Warren,No. 7 Fire Station,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,No. 7 Fire Station,381,
Roger F. Wicker,U.S. Senate,,Republican,Warren,No. 7 Fire Station,210,
Thomas Cramer,U.S. Senate,,Constitution,Warren,No. 7 Fire Station,6,
Shawn O'Hara,U.S. Senate,,Reform,Warren,No. 7 Fire Station,12,
Bill Marcy,U.S. House,2,Republican,Warren,No. 7 Fire Station,197,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,No. 7 Fire Station,442,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,No. 7 Fire Station,5,
Lajena Williams,U.S. House,2,Reform,Warren,No. 7 Fire Station,1,
Virgil Goode,President,,Constitution,Warren,Jett,1,
Gary Johnson,President,,Libertarian,Warren,Jett,5,
Jill Stein,President,,Green,Warren,Jett,0,
Barbara Dale Washer,President,,Reform,Warren,Jett,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Jett,777,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Jett,519,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Jett,11,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Jett,15,
Bill Marcy,U.S. House,2,Republican,Warren,Jett,457,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Jett,826,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Jett,23,
Lajena Williams,U.S. House,2,Reform,Warren,Jett,9,
Virgil Goode,President,,Constitution,Warren,Goodrum,3,
Gary Johnson,President,,Libertarian,Warren,Goodrum,4,
Jill Stein,President,,Green,Warren,Goodrum,1,
Barbara Dale Washer,President,,Reform,Warren,Goodrum,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Goodrum,213,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Goodrum,568,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Goodrum,16,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Goodrum,5,
Bill Marcy,U.S. House,2,Republican,Warren,Goodrum,526,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Goodrum,245,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Goodrum,19,
Lajena Williams,U.S. House,2,Reform,Warren,Goodrum,5,
Virgil Goode,President,,Constitution,Warren,Yokena,0,
Gary Johnson,President,,Libertarian,Warren,Yokena,2,
Jill Stein,President,,Green,Warren,Yokena,1,
Barbara Dale Washer,President,,Reform,Warren,Yokena,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Yokena,157,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Yokena,360,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Yokena,6,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Yokena,8,
Bill Marcy,U.S. House,2,Republican,Warren,Yokena,335,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Yokena,196,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Yokena,9,
Lajena Williams,U.S. House,2,Reform,Warren,Yokena,4,
Virgil Goode,President,,Constitution,Warren,Elks Lodge,0,
Gary Johnson,President,,Libertarian,Warren,Elks Lodge,3,
Jill Stein,President,,Green,Warren,Elks Lodge,3,
Barbara Dale Washer,President,,Reform,Warren,Elks Lodge,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Elks Lodge,491,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Elks Lodge,684,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Elks Lodge,16,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Elks Lodge,12,
Bill Marcy,U.S. House,2,Republican,Warren,Elks Lodge,660,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Elks Lodge,531,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Elks Lodge,13,
Lajena Williams,U.S. House,2,Reform,Warren,Elks Lodge,3,
Virgil Goode,President,,Constitution,Warren,Beechwood,3,
Gary Johnson,President,,Libertarian,Warren,Beechwood,11,
Jill Stein,President,,Green,Warren,Beechwood,2,
Barbara Dale Washer,President,,Reform,Warren,Beechwood,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Warren,Beechwood,246,
Roger F. Wicker,U.S. Senate,,Republican,Warren,Beechwood,956,
Thomas Cramer,U.S. Senate,,Constitution,Warren,Beechwood,13,
Shawn O'Hara,U.S. Senate,,Reform,Warren,Beechwood,9,
Bill Marcy,U.S. House,2,Republican,Warren,Beechwood,908,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Beechwood,278,
Cobby Mondale Williams,U.S. House,2,Independent,Warren,Beechwood,23,
