candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Tishomingo,Burnsville,31,
Mitt Romney,President,,Republican,Tishomingo,Burnsville,230,
Virgil Goode,President,,Constitution,Tishomingo,Burnsville,2,
Gary Johnson,President,,Libertarian,Tishomingo,Burnsville,3,
Jill Stein,President,,Green,Tishomingo,Burnsville,2,
Barbara Dale Washer,President,,Reform,Tishomingo,Burnsville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Burnsville,60,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Burnsville,198,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Burnsville,5,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Burnsville,1,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Burnsville,59,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Burnsville,191,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Burnsville,3,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Burnsville,2,
Chris Potts,U.S. House,1,Reform,Tishomingo,Burnsville,3,
Barack Obama,President,,Democrat,Tishomingo,Belmont,56,
Mitt Romney,President,,Republican,Tishomingo,Belmont,420,
Virgil Goode,President,,Constitution,Tishomingo,Belmont,3,
Gary Johnson,President,,Libertarian,Tishomingo,Belmont,3,
Jill Stein,President,,Green,Tishomingo,Belmont,0,
Barbara Dale Washer,President,,Reform,Tishomingo,Belmont,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Belmont,52,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Belmont,414,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Belmont,2,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Belmont,5,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Belmont,75,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Belmont,378,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Belmont,3,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Belmont,3,
Chris Potts,U.S. House,1,Reform,Tishomingo,Belmont,3,
Barack Obama,President,,Democrat,Tishomingo,Coles Mill,86,
Mitt Romney,President,,Republican,Tishomingo,Coles Mill,330,
Virgil Goode,President,,Constitution,Tishomingo,Coles Mill,6,
Gary Johnson,President,,Libertarian,Tishomingo,Coles Mill,10,
Jill Stein,President,,Green,Tishomingo,Coles Mill,0,
Barbara Dale Washer,President,,Reform,Tishomingo,Coles Mill,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Coles Mill,96,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Coles Mill,306,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Coles Mill,9,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Coles Mill,6,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Coles Mill,111,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Coles Mill,273,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Coles Mill,15,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Coles Mill,5,
Chris Potts,U.S. House,1,Reform,Tishomingo,Coles Mill,8,
Barack Obama,President,,Democrat,Tishomingo,Cotton Springs,19,
Mitt Romney,President,,Republican,Tishomingo,Cotton Springs,154,
Virgil Goode,President,,Constitution,Tishomingo,Cotton Springs,0,
Gary Johnson,President,,Libertarian,Tishomingo,Cotton Springs,2,
Jill Stein,President,,Green,Tishomingo,Cotton Springs,0,
Barbara Dale Washer,President,,Reform,Tishomingo,Cotton Springs,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Cotton Springs,17,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Cotton Springs,151,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Cotton Springs,5,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Cotton Springs,2,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Cotton Springs,32,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Cotton Springs,134,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Cotton Springs,2,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Cotton Springs,2,
Chris Potts,U.S. House,1,Reform,Tishomingo,Cotton Springs,3,
Barack Obama,President,,Democrat,Tishomingo,Dennis,30,
Mitt Romney,President,,Republican,Tishomingo,Dennis,178,
Virgil Goode,President,,Constitution,Tishomingo,Dennis,0,
Gary Johnson,President,,Libertarian,Tishomingo,Dennis,0,
Jill Stein,President,,Green,Tishomingo,Dennis,0,
Barbara Dale Washer,President,,Reform,Tishomingo,Dennis,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Dennis,32,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Dennis,170,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Dennis,1,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Dennis,1,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Dennis,39,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Dennis,162,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Dennis,2,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Dennis,0,
Chris Potts,U.S. House,1,Reform,Tishomingo,Dennis,0,
Barack Obama,President,,Democrat,Tishomingo,East Belmont,49,
Mitt Romney,President,,Republican,Tishomingo,East Belmont,258,
Virgil Goode,President,,Constitution,Tishomingo,East Belmont,0,
Gary Johnson,President,,Libertarian,Tishomingo,East Belmont,1,
Jill Stein,President,,Green,Tishomingo,East Belmont,0,
Barbara Dale Washer,President,,Reform,Tishomingo,East Belmont,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,East Belmont,56,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,East Belmont,249,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,East Belmont,1,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,East Belmont,0,
Brad Morris,U.S. House,1,Democrat,Tishomingo,East Belmont,73,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,East Belmont,226,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,East Belmont,1,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,East Belmont,2,
Chris Potts,U.S. House,1,Reform,Tishomingo,East Belmont,1,
Barack Obama,President,,Democrat,Tishomingo,East Iuka,218,
Mitt Romney,President,,Republican,Tishomingo,East Iuka,691,
Virgil Goode,President,,Constitution,Tishomingo,East Iuka,4,
Gary Johnson,President,,Libertarian,Tishomingo,East Iuka,15,
Jill Stein,President,,Green,Tishomingo,East Iuka,3,
Barbara Dale Washer,President,,Reform,Tishomingo,East Iuka,4,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,East Iuka,236,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,East Iuka,667,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,East Iuka,10,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,East Iuka,4,
Brad Morris,U.S. House,1,Democrat,Tishomingo,East Iuka,267,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,East Iuka,598,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,East Iuka,11,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,East Iuka,6,
Chris Potts,U.S. House,1,Reform,Tishomingo,East Iuka,8,
Barack Obama,President,,Democrat,Tishomingo,Golden,77,
Mitt Romney,President,,Republican,Tishomingo,Golden,412,
Virgil Goode,President,,Constitution,Tishomingo,Golden,0,
Gary Johnson,President,,Libertarian,Tishomingo,Golden,6,
Jill Stein,President,,Green,Tishomingo,Golden,0,
Barbara Dale Washer,President,,Reform,Tishomingo,Golden,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Golden,70,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Golden,411,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Golden,0,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Golden,0,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Golden,94,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Golden,378,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Golden,4,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Golden,0,
Chris Potts,U.S. House,1,Reform,Tishomingo,Golden,2,
Barack Obama,President,,Democrat,Tishomingo,Hubbard Salem,21,
Mitt Romney,President,,Republican,Tishomingo,Hubbard Salem,90,
Virgil Goode,President,,Constitution,Tishomingo,Hubbard Salem,0,
Gary Johnson,President,,Libertarian,Tishomingo,Hubbard Salem,0,
Jill Stein,President,,Green,Tishomingo,Hubbard Salem,0,
Barbara Dale Washer,President,,Reform,Tishomingo,Hubbard Salem,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Hubbard Salem,26,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Hubbard Salem,78,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Hubbard Salem,1,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Hubbard Salem,1,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Hubbard Salem,22,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Hubbard Salem,81,
Danny Bedwell,U.S. House,1,Libertarian,Tishomingo,Hubbard Salem,1,
Jim R. Bourland,U.S. House,1,Constitution,Tishomingo,Hubbard Salem,0,
Chris Potts,U.S. House,1,Reform,Tishomingo,Hubbard Salem,4,
Barack Obama,President,,Democrat,Tishomingo,Iuka,161,
Mitt Romney,President,,Republican,Tishomingo,Iuka,533,
Virgil Goode,President,,Constitution,Tishomingo,Iuka,5,
Gary Johnson,President,,Libertarian,Tishomingo,Iuka,5,
Jill Stein,President,,Green,Tishomingo,Iuka,1,
Barbara Dale Washer,President,,Reform,Tishomingo,Iuka,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tishomingo,Iuka,162,
Roger F. Wicker,U.S. Senate,,Republican,Tishomingo,Iuka,522,
Thomas Cramer,U.S. Senate,,Constitution,Tishomingo,Iuka,10,
Shawn O'Hara,U.S. Senate,,Reform,Tishomingo,Iuka,8,
Brad Morris,U.S. House,1,Democrat,Tishomingo,Iuka,191,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Iuka,469,
