candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Lowndes,Caledonia,3,
Newt Gingrich,President,,Republican,Lowndes,Caledonia,267,
Jon Huntsman,President,,Republican,Lowndes,Caledonia,3,
Gary Johnson,President,,Republican,Lowndes,Caledonia,2,
Ron Paul,President,,Republican,Lowndes,Caledonia,21,
Rick Perry,President,,Republican,Lowndes,Caledonia,3,
Mitt Romney,President,,Republican,Lowndes,Caledonia,207,
Rick Santorum,President,,Republican,Lowndes,Caledonia,279,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Caledonia,19,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Caledonia,32,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Caledonia,718,
Robert Estes,U.S. House,1,Republican,Lowndes,Caledonia,38,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Caledonia,510,
Henry Ross,U.S. House,1,Republican,Lowndes,Caledonia,226,
Michele Bachmann,President,,Republican,Lowndes,Columbus High School,3,
Newt Gingrich,President,,Republican,Lowndes,Columbus High School,115,
Jon Huntsman,President,,Republican,Lowndes,Columbus High School,1,
Gary Johnson,President,,Republican,Lowndes,Columbus High School,0,
Ron Paul,President,,Republican,Lowndes,Columbus High School,10,
Rick Perry,President,,Republican,Lowndes,Columbus High School,0,
Mitt Romney,President,,Republican,Lowndes,Columbus High School,116,
Rick Santorum,President,,Republican,Lowndes,Columbus High School,97,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Columbus High School,10,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Columbus High School,15,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Columbus High School,311,
Robert Estes,U.S. House,1,Republican,Lowndes,Columbus High School,24,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Columbus High School,216,
Henry Ross,U.S. House,1,Republican,Lowndes,Columbus High School,94,
Michele Bachmann,President,,Republican,Lowndes,Steens,1,
Newt Gingrich,President,,Republican,Lowndes,Steens,55,
Jon Huntsman,President,,Republican,Lowndes,Steens,0,
Gary Johnson,President,,Republican,Lowndes,Steens,1,
Ron Paul,President,,Republican,Lowndes,Steens,5,
Rick Perry,President,,Republican,Lowndes,Steens,0,
Mitt Romney,President,,Republican,Lowndes,Steens,47,
Rick Santorum,President,,Republican,Lowndes,Steens,54,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Steens,4,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Steens,6,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Steens,150,
Robert Estes,U.S. House,1,Republican,Lowndes,Steens,7,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Steens,108,
Henry Ross,U.S. House,1,Republican,Lowndes,Steens,46,
Michele Bachmann,President,,Republican,Lowndes,Trinity,2,
Newt Gingrich,President,,Republican,Lowndes,Trinity,61,
Jon Huntsman,President,,Republican,Lowndes,Trinity,1,
Gary Johnson,President,,Republican,Lowndes,Trinity,2,
Ron Paul,President,,Republican,Lowndes,Trinity,3,
Rick Perry,President,,Republican,Lowndes,Trinity,2,
Mitt Romney,President,,Republican,Lowndes,Trinity,72,
Rick Santorum,President,,Republican,Lowndes,Trinity,51,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Trinity,8,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Trinity,7,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Trinity,175,
Robert Estes,U.S. House,1,Republican,Lowndes,Trinity,9,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Trinity,119,
Henry Ross,U.S. House,1,Republican,Lowndes,Trinity,54,
Michele Bachmann,President,,Republican,Lowndes,Immanuel School,0,
Newt Gingrich,President,,Republican,Lowndes,Immanuel School,71,
Jon Huntsman,President,,Republican,Lowndes,Immanuel School,0,
Gary Johnson,President,,Republican,Lowndes,Immanuel School,0,
Ron Paul,President,,Republican,Lowndes,Immanuel School,4,
Rick Perry,President,,Republican,Lowndes,Immanuel School,1,
Mitt Romney,President,,Republican,Lowndes,Immanuel School,66,
Rick Santorum,President,,Republican,Lowndes,Immanuel School,60,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Immanuel School,5,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Immanuel School,12,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Immanuel School,182,
Robert Estes,U.S. House,1,Republican,Lowndes,Immanuel School,11,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Immanuel School,118,
Henry Ross,U.S. House,1,Republican,Lowndes,Immanuel School,69,
Michele Bachmann,President,,Republican,Lowndes,Airbase,1,
Newt Gingrich,President,,Republican,Lowndes,Airbase,50,
Jon Huntsman,President,,Republican,Lowndes,Airbase,2,
Gary Johnson,President,,Republican,Lowndes,Airbase,0,
Ron Paul,President,,Republican,Lowndes,Airbase,2,
Rick Perry,President,,Republican,Lowndes,Airbase,0,
Mitt Romney,President,,Republican,Lowndes,Airbase,47,
Rick Santorum,President,,Republican,Lowndes,Airbase,46,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Airbase,4,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Airbase,7,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Airbase,136,
Robert Estes,U.S. House,1,Republican,Lowndes,Airbase,11,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Airbase,78,
Henry Ross,U.S. House,1,Republican,Lowndes,Airbase,59,
Michele Bachmann,President,,Republican,Lowndes,Brandon,1,
Newt Gingrich,President,,Republican,Lowndes,Brandon,169,
Jon Huntsman,President,,Republican,Lowndes,Brandon,1,
Gary Johnson,President,,Republican,Lowndes,Brandon,0,
Ron Paul,President,,Republican,Lowndes,Brandon,12,
Rick Perry,President,,Republican,Lowndes,Brandon,1,
Mitt Romney,President,,Republican,Lowndes,Brandon,189,
Rick Santorum,President,,Republican,Lowndes,Brandon,121,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Brandon,15,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Brandon,15,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Brandon,456,
Robert Estes,U.S. House,1,Republican,Lowndes,Brandon,31,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Brandon,294,
Henry Ross,U.S. House,1,Republican,Lowndes,Brandon,157,
Michele Bachmann,President,,Republican,Lowndes,Lee Middle,2,
Newt Gingrich,President,,Republican,Lowndes,Lee Middle,350,
Jon Huntsman,President,,Republican,Lowndes,Lee Middle,2,
Gary Johnson,President,,Republican,Lowndes,Lee Middle,0,
Ron Paul,President,,Republican,Lowndes,Lee Middle,41,
Rick Perry,President,,Republican,Lowndes,Lee Middle,3,
Mitt Romney,President,,Republican,Lowndes,Lee Middle,419,
Rick Santorum,President,,Republican,Lowndes,Lee Middle,231,
E. Allen Hathcock,U.S. Senate,,Republican,Lowndes,Lee Middle,28,
Robert Maloney,U.S. Senate,,Republican,Lowndes,Lee Middle,42,
Roger F. Wicker,U.S. Senate,,Republican,Lowndes,Lee Middle,950,
Robert Estes,U.S. House,1,Republican,Lowndes,Lee Middle,44,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Lee Middle,632,
Henry Ross,U.S. House,1,Republican,Lowndes,Lee Middle,350,
Michele Bachmann,President,,Republican,Lowndes,New Hope,4,
Newt Gingrich,President,,Republican,Lowndes,New Hope,415,
Jon Huntsman,President,,Republican,Lowndes,New Hope,2,
Gary Johnson,President,,Republican,Lowndes,New Hope,0,
Ron Paul,President,,Republican,Lowndes,New Hope,45,
Rick Perry,President,,Republican,Lowndes,New Hope,3,
Mitt Romney,President,,Republican,Lowndes,New Hope,338,
Rick Santorum,President,,Republican,Lowndes,New Hope,460,
