candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Greene,Leakesville,133,
Mitt Romney,President,,Republican,Greene,Leakesville,1020,
Virgil Goode,President,,Constitution,Greene,Leakesville,4,
Gary Johnson,President,,Libertarian,Greene,Leakesville,12,
Jill Stein,President,,Green,Greene,Leakesville,1,
Barbara Dale Washer,President,,Reform,Greene,Leakesville,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Leakesville,194,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Leakesville,885,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Leakesville,29,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Leakesville,36,
Matt Moore,U.S. House,4,Democrat,Greene,Leakesville,149,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Leakesville,927,
Robert W. Claunch,U.S. House,4,Reform,Greene,Leakesville,1,
Ron Williams,U.S. House,4,Libertarian,Greene,Leakesville,83,
Barack Obama,President,,Democrat,Greene,North Leakesville,235,
Mitt Romney,President,,Republican,Greene,North Leakesville,109,
Virgil Goode,President,,Constitution,Greene,North Leakesville,0,
Gary Johnson,President,,Libertarian,Greene,North Leakesville,1,
Jill Stein,President,,Green,Greene,North Leakesville,0,
Barbara Dale Washer,President,,Reform,Greene,North Leakesville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,North Leakesville,186,
Roger F. Wicker,U.S. Senate,,Republican,Greene,North Leakesville,107,
Thomas Cramer,U.S. Senate,,Constitution,Greene,North Leakesville,6,
Shawn O'Hara,U.S. Senate,,Reform,Greene,North Leakesville,16,
Matt Moore,U.S. House,4,Democrat,Greene,North Leakesville,189,
Steven M. Palazzo,U.S. House,4,Republican,Greene,North Leakesville,112,
Robert W. Claunch,U.S. House,4,Reform,Greene,North Leakesville,3,
Ron Williams,U.S. House,4,Libertarian,Greene,North Leakesville,15,
Barack Obama,President,,Democrat,Greene,State Line,435,
Mitt Romney,President,,Republican,Greene,State Line,270,
Virgil Goode,President,,Constitution,Greene,State Line,1,
Gary Johnson,President,,Libertarian,Greene,State Line,3,
Jill Stein,President,,Green,Greene,State Line,1,
Barbara Dale Washer,President,,Reform,Greene,State Line,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,State Line,393,
Roger F. Wicker,U.S. Senate,,Republican,Greene,State Line,252,
Thomas Cramer,U.S. Senate,,Constitution,Greene,State Line,12,
Shawn O'Hara,U.S. Senate,,Reform,Greene,State Line,14,
Matt Moore,U.S. House,4,Democrat,Greene,State Line,391,
Steven M. Palazzo,U.S. House,4,Republican,Greene,State Line,250,
Robert W. Claunch,U.S. House,4,Reform,Greene,State Line,7,
Ron Williams,U.S. House,4,Libertarian,Greene,State Line,15,
Barack Obama,President,,Democrat,Greene,Mutual Rights,16,
Mitt Romney,President,,Republican,Greene,Mutual Rights,197,
Virgil Goode,President,,Constitution,Greene,Mutual Rights,1,
Gary Johnson,President,,Libertarian,Greene,Mutual Rights,1,
Jill Stein,President,,Green,Greene,Mutual Rights,0,
Barbara Dale Washer,President,,Reform,Greene,Mutual Rights,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Mutual Rights,33,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Mutual Rights,164,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Mutual Rights,2,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Mutual Rights,6,
Matt Moore,U.S. House,4,Democrat,Greene,Mutual Rights,21,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Mutual Rights,168,
Robert W. Claunch,U.S. House,4,Reform,Greene,Mutual Rights,3,
Ron Williams,U.S. House,4,Libertarian,Greene,Mutual Rights,14,
Barack Obama,President,,Democrat,Greene,Wade,29,
Mitt Romney,President,,Republican,Greene,Wade,476,
Virgil Goode,President,,Constitution,Greene,Wade,0,
Gary Johnson,President,,Libertarian,Greene,Wade,4,
Jill Stein,President,,Green,Greene,Wade,0,
Barbara Dale Washer,President,,Reform,Greene,Wade,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Wade,44,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Wade,425,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Wade,9,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Wade,14,
Matt Moore,U.S. House,4,Democrat,Greene,Wade,40,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Wade,428,
Robert W. Claunch,U.S. House,4,Reform,Greene,Wade,1,
Ron Williams,U.S. House,4,Libertarian,Greene,Wade,23,
Barack Obama,President,,Democrat,Greene,Jones,5,
Mitt Romney,President,,Republican,Greene,Jones,194,
Virgil Goode,President,,Constitution,Greene,Jones,1,
Gary Johnson,President,,Libertarian,Greene,Jones,1,
Jill Stein,President,,Green,Greene,Jones,1,
Barbara Dale Washer,President,,Reform,Greene,Jones,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Jones,11,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Jones,179,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Jones,0,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Jones,9,
Matt Moore,U.S. House,4,Democrat,Greene,Jones,7,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Jones,188,
Robert W. Claunch,U.S. House,4,Reform,Greene,Jones,0,
Ron Williams,U.S. House,4,Libertarian,Greene,Jones,8,
Barack Obama,President,,Democrat,Greene,Piave,4,
Mitt Romney,President,,Republican,Greene,Piave,343,
Virgil Goode,President,,Constitution,Greene,Piave,1,
Gary Johnson,President,,Libertarian,Greene,Piave,0,
Jill Stein,President,,Green,Greene,Piave,0,
Barbara Dale Washer,President,,Reform,Greene,Piave,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Piave,22,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Piave,310,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Piave,2,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Piave,2,
Matt Moore,U.S. House,4,Democrat,Greene,Piave,13,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Piave,315,
Robert W. Claunch,U.S. House,4,Reform,Greene,Piave,0,
Ron Williams,U.S. House,4,Libertarian,Greene,Piave,10,
Barack Obama,President,,Democrat,Greene,Maples,86,
Mitt Romney,President,,Republican,Greene,Maples,493,
Virgil Goode,President,,Constitution,Greene,Maples,2,
Gary Johnson,President,,Libertarian,Greene,Maples,5,
Jill Stein,President,,Green,Greene,Maples,0,
Barbara Dale Washer,President,,Reform,Greene,Maples,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Maples,117,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Maples,395,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Maples,13,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Maples,24,
Matt Moore,U.S. House,4,Democrat,Greene,Maples,99,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Maples,415,
Robert W. Claunch,U.S. House,4,Reform,Greene,Maples,7,
Ron Williams,U.S. House,4,Libertarian,Greene,Maples,32,
Barack Obama,President,,Democrat,Greene,Vernal,87,
Mitt Romney,President,,Republican,Greene,Vernal,495,
Virgil Goode,President,,Constitution,Greene,Vernal,2,
Gary Johnson,President,,Libertarian,Greene,Vernal,0,
Jill Stein,President,,Green,Greene,Vernal,0,
Barbara Dale Washer,President,,Reform,Greene,Vernal,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Vernal,116,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Vernal,407,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Vernal,14,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Vernal,21,
Matt Moore,U.S. House,4,Democrat,Greene,Vernal,92,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Vernal,441,
Robert W. Claunch,U.S. House,4,Reform,Greene,Vernal,3,
Ron Williams,U.S. House,4,Libertarian,Greene,Vernal,40,
Barack Obama,President,,Democrat,Greene,Washington Neely,15,
Mitt Romney,President,,Republican,Greene,Washington Neely,350,
Virgil Goode,President,,Constitution,Greene,Washington Neely,5,
Gary Johnson,President,,Libertarian,Greene,Washington Neely,0,
Jill Stein,President,,Green,Greene,Washington Neely,1,
Barbara Dale Washer,President,,Reform,Greene,Washington Neely,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Greene,Washington Neely,41,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Washington Neely,273,
Thomas Cramer,U.S. Senate,,Constitution,Greene,Washington Neely,7,
Shawn O'Hara,U.S. Senate,,Reform,Greene,Washington Neely,16,
Matt Moore,U.S. House,4,Democrat,Greene,Washington Neely,26,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Washington Neely,281,
Robert W. Claunch,U.S. House,4,Reform,Greene,Washington Neely,2,
Ron Williams,U.S. House,4,Libertarian,Greene,Washington Neely,46,
Barack Obama,President,,Democrat,Greene,Leaf,55,
Mitt Romney,President,,Republican,Greene,Leaf,82,
Virgil Goode,President,,Constitution,Greene,Leaf,1,
Gary Johnson,President,,Libertarian,Greene,Leaf,4,
