candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Marshall,1 North Holly Springs,90,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,1 North Holly Springs,58,
Will Oatis,U.S. Senate,,Democratic,Marshall,1 North Holly Springs,6,
Roger Weiner,U.S. Senate,,Democratic,Marshall,1 North Holly Springs,15,
Brad Morris,U.S. House,1,Democratic,Marshall,1 North Holly Springs,72,
Barack Obama,President,,Democratic,Marshall,1 Red Banks,28,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,1 Red Banks,19,
Will Oatis,U.S. Senate,,Democratic,Marshall,1 Red Banks,1,
Roger Weiner,U.S. Senate,,Democratic,Marshall,1 Red Banks,6,
Brad Morris,U.S. House,1,Democratic,Marshall,1 Red Banks,23,
Barack Obama,President,,Democratic,Marshall,1 West Holly Springs,110,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,1 West Holly Springs,73,
Will Oatis,U.S. Senate,,Democratic,Marshall,1 West Holly Springs,10,
Roger Weiner,U.S. Senate,,Democratic,Marshall,1 West Holly Springs,22,
Brad Morris,U.S. House,1,Democratic,Marshall,1 West Holly Springs,90,
Barack Obama,President,,Democratic,Marshall,2 North Cayce,33,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,2 North Cayce,22,
Will Oatis,U.S. Senate,,Democratic,Marshall,2 North Cayce,3,
Roger Weiner,U.S. Senate,,Democratic,Marshall,2 North Cayce,6,
Brad Morris,U.S. House,1,Democratic,Marshall,2 North Cayce,28,
Barack Obama,President,,Democratic,Marshall,2 Early Grove,22,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,2 Early Grove,11,
Will Oatis,U.S. Senate,,Democratic,Marshall,2 Early Grove,2,
Roger Weiner,U.S. Senate,,Democratic,Marshall,2 Early Grove,8,
Brad Morris,U.S. House,1,Democratic,Marshall,2 Early Grove,19,
Barack Obama,President,,Democratic,Marshall,2 Hudsonville,49,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,2 Hudsonville,46,
Will Oatis,U.S. Senate,,Democratic,Marshall,2 Hudsonville,1,
Roger Weiner,U.S. Senate,,Democratic,Marshall,2 Hudsonville,5,
Brad Morris,U.S. House,1,Democratic,Marshall,2 Hudsonville,41,
Barack Obama,President,,Democratic,Marshall,2 Mt Pleasant,43,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,2 Mt Pleasant,38,
Will Oatis,U.S. Senate,,Democratic,Marshall,2 Mt Pleasant,2,
Roger Weiner,U.S. Senate,,Democratic,Marshall,2 Mt Pleasant,5,
Brad Morris,U.S. House,1,Democratic,Marshall,2 Mt Pleasant,42,
Barack Obama,President,,Democratic,Marshall,2 North Holly Springs,53,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Marshall,2 North Holly Springs,46,
