candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Alcorn,2nd District Central,15,
Barack Obama,President,,Democratic,Alcorn,Bethel,0,
Barack Obama,President,,Democratic,Alcorn,Biggersville,22,
Barack Obama,President,,Democratic,Alcorn,College Hill,29,
Barack Obama,President,,Democratic,Alcorn,East Corinth,20,
Barack Obama,President,,Democratic,Alcorn,East Third Street,11,
Barack Obama,President,,Democratic,Alcorn,Five Points 1st Dist,16,
Barack Obama,President,,Democratic,Alcorn,Glen,12,
Barack Obama,President,,Democratic,Alcorn,Jacinto,5,
Barack Obama,President,,Democratic,Alcorn,Kossuth,4,
Barack Obama,President,,Democratic,Alcorn,North Corinth,9,
Barack Obama,President,,Democratic,Alcorn,Rienzi,13,
Barack Obama,President,,Democratic,Alcorn,South Corinth,65,
Barack Obama,President,,Democratic,Alcorn,Union Center,3,
Barack Obama,President,,Democratic,Alcorn,Wenasoga,14,
Barack Obama,President,,Democratic,Alcorn,West Corinth,9,
Barack Obama,President,,Democratic,Alcorn,,247,TRUE
Brad Morris,U.S. House,1,Democratic,Alcorn,2nd District Central,19,
Brad Morris,U.S. House,1,Democratic,Alcorn,Bethel,0,
Brad Morris,U.S. House,1,Democratic,Alcorn,Biggersville,18,
Brad Morris,U.S. House,1,Democratic,Alcorn,College Hill,38,
Brad Morris,U.S. House,1,Democratic,Alcorn,East Corinth,19,
Brad Morris,U.S. House,1,Democratic,Alcorn,East Third Street,15,
Brad Morris,U.S. House,1,Democratic,Alcorn,Five Points 1st Dist,17,
Brad Morris,U.S. House,1,Democratic,Alcorn,Glen,18,
Brad Morris,U.S. House,1,Democratic,Alcorn,Jacinto,7,
Brad Morris,U.S. House,1,Democratic,Alcorn,Kossuth,14,
Brad Morris,U.S. House,1,Democratic,Alcorn,North Corinth,9,
Brad Morris,U.S. House,1,Democratic,Alcorn,Rienzi,14,
Brad Morris,U.S. House,1,Democratic,Alcorn,South Corinth,56,
Brad Morris,U.S. House,1,Democratic,Alcorn,Union Center,7,
Brad Morris,U.S. House,1,Democratic,Alcorn,Wenasoga,10,
Brad Morris,U.S. House,1,Democratic,Alcorn,West Corinth,17,
Brad Morris,U.S. House,1,Democratic,Alcorn,,278,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,2nd District Central,15,
Will Oatis,U.S. Senate,,Democratic,Alcorn,2nd District Central,0,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,2nd District Central,5,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Bethel,0,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Bethel,0,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Bethel,0,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Biggersville,8,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Biggersville,2,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Biggersville,8,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,College Hill,28,
Will Oatis,U.S. Senate,,Democratic,Alcorn,College Hill,3,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,College Hill,13,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,East Corinth,13,
Will Oatis,U.S. Senate,,Democratic,Alcorn,East Corinth,0,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,East Corinth,6,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,East Third Street,13,
Will Oatis,U.S. Senate,,Democratic,Alcorn,East Third Street,2,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,East Third Street,2,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Five Points 1st Dist,11,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Five Points 1st Dist,1,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Five Points 1st Dist,6,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Glen,13,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Glen,1,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Glen,8,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Jacinto,7,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Jacinto,1,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Jacinto,1,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Kossuth,4,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Kossuth,1,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Kossuth,9,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,North Corinth,6,
Will Oatis,U.S. Senate,,Democratic,Alcorn,North Corinth,0,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,North Corinth,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Rienzi,4,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Rienzi,6,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Rienzi,7,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,South Corinth,57,
Will Oatis,U.S. Senate,,Democratic,Alcorn,South Corinth,3,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,South Corinth,7,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Union Center,3,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Union Center,1,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Union Center,2,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,Wenasoga,7,
Will Oatis,U.S. Senate,,Democratic,Alcorn,Wenasoga,0,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,Wenasoga,6,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,West Corinth,11,
Will Oatis,U.S. Senate,,Democratic,Alcorn,West Corinth,2,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,West Corinth,7,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Alcorn,,200,TRUE
Will Oatis,U.S. Senate,,Democratic,Alcorn,,23,
Roger Weiner,U.S. Senate,,Democratic,Alcorn,,91,
