candidate,office,district,party,county,precinct,votes,winner
Virgil Goode,President,,Constitution,Sunflower,11-Inverness,3,
Gary Johnson,President,,Libertarian,Sunflower,11-Inverness,3,
Barack Obama,President,,Democrat,Sunflower,11-Inverness,360,
Mitt Romney,President,,Republican,Sunflower,11-Inverness,407,
Jill Stein,President,,Green,Sunflower,11-Inverness,0,
Barbara Dale Washer,President,,Reform,Sunflower,11-Inverness,1,
Thomas Cramer,U.S. Senate,,Constitution,Sunflower,11-Inverness,10,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sunflower,11-Inverness,295,
Shawn O'Hara,U.S. Senate,,Reform,Sunflower,11-Inverness,9,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,11-Inverness,420,
Bill Marcy,U.S. House,2,Republican,Sunflower,11-Inverness,365,
Bennie G. Thompson,U.S. House,2,Democrat,Sunflower,11-Inverness,396,
Cobby Mondale Williams,U.S. House,2,Independent,Sunflower,11-Inverness,4,
Lajena Williams,U.S. House,2,Reform,Sunflower,11-Inverness,3,
Virgil Goode,President,,Constitution,Sunflower,22-Indianola #2 East,10,
Gary Johnson,President,,Libertarian,Sunflower,22-Indianola #2 East,1,
Barack Obama,President,,Democrat,Sunflower,22-Indianola #2 East,1877,
Mitt Romney,President,,Republican,Sunflower,22-Indianola #2 East,9,
Jill Stein,President,,Green,Sunflower,22-Indianola #2 East,3,
Barbara Dale Washer,President,,Reform,Sunflower,22-Indianola #2 East,0,
Thomas Cramer,U.S. Senate,,Constitution,Sunflower,22-Indianola #2 East,52,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sunflower,22-Indianola #2 East,1593,
Shawn O'Hara,U.S. Senate,,Reform,Sunflower,22-Indianola #2 East,39,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,22-Indianola #2 East,80,
Bill Marcy,U.S. House,2,Republican,Sunflower,22-Indianola #2 East,24,
Bennie G. Thompson,U.S. House,2,Democrat,Sunflower,22-Indianola #2 East,1833,
Cobby Mondale Williams,U.S. House,2,Independent,Sunflower,22-Indianola #2 East,14,
Lajena Williams,U.S. House,2,Reform,Sunflower,22-Indianola #2 East,5,
Virgil Goode,President,,Constitution,Sunflower,33-Indianola #3 Northeast,6,
Gary Johnson,President,,Libertarian,Sunflower,33-Indianola #3 Northeast,3,
Barack Obama,President,,Democrat,Sunflower,33-Indianola #3 Northeast,194,
Mitt Romney,President,,Republican,Sunflower,33-Indianola #3 Northeast,210,
Jill Stein,President,,Green,Sunflower,33-Indianola #3 Northeast,0,
Barbara Dale Washer,President,,Reform,Sunflower,33-Indianola #3 Northeast,0,
Thomas Cramer,U.S. Senate,,Constitution,Sunflower,33-Indianola #3 Northeast,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sunflower,33-Indianola #3 Northeast,170,
Shawn O'Hara,U.S. Senate,,Reform,Sunflower,33-Indianola #3 Northeast,4,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,33-Indianola #3 Northeast,218,
Bill Marcy,U.S. House,2,Republican,Sunflower,33-Indianola #3 Northeast,197,
Bennie G. Thompson,U.S. House,2,Democrat,Sunflower,33-Indianola #3 Northeast,205,
Cobby Mondale Williams,U.S. House,2,Independent,Sunflower,33-Indianola #3 Northeast,1,
Lajena Williams,U.S. House,2,Reform,Sunflower,33-Indianola #3 Northeast,3,
Virgil Goode,President,,Constitution,Sunflower,12-Moorhead,2,
Gary Johnson,President,,Libertarian,Sunflower,12-Moorhead,0,
Barack Obama,President,,Democrat,Sunflower,12-Moorhead,930,
Mitt Romney,President,,Republican,Sunflower,12-Moorhead,156,
Jill Stein,President,,Green,Sunflower,12-Moorhead,0,
Barbara Dale Washer,President,,Reform,Sunflower,12-Moorhead,0,
Thomas Cramer,U.S. Senate,,Constitution,Sunflower,12-Moorhead,14,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sunflower,12-Moorhead,789,
Shawn O'Hara,U.S. Senate,,Reform,Sunflower,12-Moorhead,16,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,12-Moorhead,192,
Bill Marcy,U.S. House,2,Republican,Sunflower,12-Moorhead,130,
Bennie G. Thompson,U.S. House,2,Democrat,Sunflower,12-Moorhead,925,
Cobby Mondale Williams,U.S. House,2,Independent,Sunflower,12-Moorhead,5,
Lajena Williams,U.S. House,2,Reform,Sunflower,12-Moorhead,8,
Virgil Goode,President,,Constitution,Sunflower,34-Sunflower 3,0,
Gary Johnson,President,,Libertarian,Sunflower,34-Sunflower 3,0,
Barack Obama,President,,Democrat,Sunflower,34-Sunflower 3,20,
Mitt Romney,President,,Republican,Sunflower,34-Sunflower 3,56,
Jill Stein,President,,Green,Sunflower,34-Sunflower 3,0,
Barbara Dale Washer,President,,Reform,Sunflower,34-Sunflower 3,0,
Thomas Cramer,U.S. Senate,,Constitution,Sunflower,34-Sunflower 3,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sunflower,34-Sunflower 3,16,
Shawn O'Hara,U.S. Senate,,Reform,Sunflower,34-Sunflower 3,1,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,34-Sunflower 3,56,
Bill Marcy,U.S. House,2,Republican,Sunflower,34-Sunflower 3,53,
Bennie G. Thompson,U.S. House,2,Democrat,Sunflower,34-Sunflower 3,20,
Cobby Mondale Williams,U.S. House,2,Independent,Sunflower,34-Sunflower 3,0,
Lajena Williams,U.S. House,2,Reform,Sunflower,34-Sunflower 3,0,
