candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Marion,National Guard,26,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,National Guard,17,
Will Oatis,U.S. Senate,,Democrat,Marion,National Guard,3,
Roger Weiner,U.S. Senate,,Democrat,Marion,National Guard,3,
Michael Herrington,U.S. House,4,Democrat,Marion,National Guard,17,
Jason Vitosky,U.S. House,4,Democrat,Marion,National Guard,4,
Barack Obama,President,,Democrat,Marion,Morris,105,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Morris,23,
Will Oatis,U.S. Senate,,Democrat,Marion,Morris,71,
Roger Weiner,U.S. Senate,,Democrat,Marion,Morris,9,
Michael Herrington,U.S. House,4,Democrat,Marion,Morris,86,
Jason Vitosky,U.S. House,4,Democrat,Marion,Morris,14,
Barack Obama,President,,Democrat,Marion,Union,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Union,1,
Will Oatis,U.S. Senate,,Democrat,Marion,Union,2,
Roger Weiner,U.S. Senate,,Democrat,Marion,Union,3,
Michael Herrington,U.S. House,4,Democrat,Marion,Union,5,
Jason Vitosky,U.S. House,4,Democrat,Marion,Union,1,
Barack Obama,President,,Democrat,Marion,Popetown,50,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Popetown,28,
Will Oatis,U.S. Senate,,Democrat,Marion,Popetown,17,
Roger Weiner,U.S. Senate,,Democrat,Marion,Popetown,5,
Michael Herrington,U.S. House,4,Democrat,Marion,Popetown,43,
Jason Vitosky,U.S. House,4,Democrat,Marion,Popetown,7,
Barack Obama,President,,Democrat,Marion,Carley,17,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Carley,11,
Will Oatis,U.S. Senate,,Democrat,Marion,Carley,5,
Roger Weiner,U.S. Senate,,Democrat,Marion,Carley,5,
Michael Herrington,U.S. House,4,Democrat,Marion,Carley,18,
Jason Vitosky,U.S. House,4,Democrat,Marion,Carley,2,
Barack Obama,President,,Democrat,Marion,Cedar Grove,41,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Cedar Grove,19,
Will Oatis,U.S. Senate,,Democrat,Marion,Cedar Grove,17,
Roger Weiner,U.S. Senate,,Democrat,Marion,Cedar Grove,4,
Michael Herrington,U.S. House,4,Democrat,Marion,Cedar Grove,32,
Jason Vitosky,U.S. House,4,Democrat,Marion,Cedar Grove,3,
Barack Obama,President,,Democrat,Marion,Goss,10,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Goss,3,
Will Oatis,U.S. Senate,,Democrat,Marion,Goss,2,
Roger Weiner,U.S. Senate,,Democrat,Marion,Goss,3,
Michael Herrington,U.S. House,4,Democrat,Marion,Goss,8,
Jason Vitosky,U.S. House,4,Democrat,Marion,Goss,1,
Barack Obama,President,,Democrat,Marion,Foxworth,79,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Foxworth,52,
Will Oatis,U.S. Senate,,Democrat,Marion,Foxworth,19,
Roger Weiner,U.S. Senate,,Democrat,Marion,Foxworth,9,
Michael Herrington,U.S. House,4,Democrat,Marion,Foxworth,73,
Jason Vitosky,U.S. House,4,Democrat,Marion,Foxworth,8,
Barack Obama,President,,Democrat,Marion,Morgantown,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Morgantown,1,
Will Oatis,U.S. Senate,,Democrat,Marion,Morgantown,0,
Roger Weiner,U.S. Senate,,Democrat,Marion,Morgantown,0,
Michael Herrington,U.S. House,4,Democrat,Marion,Morgantown,1,
Jason Vitosky,U.S. House,4,Democrat,Marion,Morgantown,0,
Barack Obama,President,,Democrat,Marion,Stovall,95,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Stovall,90,
Will Oatis,U.S. Senate,,Democrat,Marion,Stovall,4,
Roger Weiner,U.S. Senate,,Democrat,Marion,Stovall,1,
Michael Herrington,U.S. House,4,Democrat,Marion,Stovall,90,
Jason Vitosky,U.S. House,4,Democrat,Marion,Stovall,2,
Barack Obama,President,,Democrat,Marion,City Hall,29,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,City Hall,17,
Will Oatis,U.S. Senate,,Democrat,Marion,City Hall,9,
Roger Weiner,U.S. Senate,,Democrat,Marion,City Hall,2,
Michael Herrington,U.S. House,4,Democrat,Marion,City Hall,25,
Jason Vitosky,U.S. House,4,Democrat,Marion,City Hall,2,
Barack Obama,President,,Democrat,Marion,White Bluff,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,White Bluff,0,
Will Oatis,U.S. Senate,,Democrat,Marion,White Bluff,0,
Roger Weiner,U.S. Senate,,Democrat,Marion,White Bluff,0,
Michael Herrington,U.S. House,4,Democrat,Marion,White Bluff,0,
Jason Vitosky,U.S. House,4,Democrat,Marion,White Bluff,0,
Barack Obama,President,,Democrat,Marion,Darbun,22,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Darbun,20,
Will Oatis,U.S. Senate,,Democrat,Marion,Darbun,3,
Roger Weiner,U.S. Senate,,Democrat,Marion,Darbun,0,
Michael Herrington,U.S. House,4,Democrat,Marion,Darbun,22,
Jason Vitosky,U.S. House,4,Democrat,Marion,Darbun,0,
Barack Obama,President,,Democrat,Marion,Court House,18,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Court House,7,
Will Oatis,U.S. Senate,,Democrat,Marion,Court House,4,
Roger Weiner,U.S. Senate,,Democrat,Marion,Court House,8,
Michael Herrington,U.S. House,4,Democrat,Marion,Court House,19,
Jason Vitosky,U.S. House,4,Democrat,Marion,Court House,1,
Barack Obama,President,,Democrat,Marion,Balls Mill,34,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Balls Mill,11,
Will Oatis,U.S. Senate,,Democrat,Marion,Balls Mill,20,
Roger Weiner,U.S. Senate,,Democrat,Marion,Balls Mill,9,
Michael Herrington,U.S. House,4,Democrat,Marion,Balls Mill,38,
Jason Vitosky,U.S. House,4,Democrat,Marion,Balls Mill,1,
Barack Obama,President,,Democrat,Marion,Kokomo,47,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Kokomo,44,
Will Oatis,U.S. Senate,,Democrat,Marion,Kokomo,4,
Roger Weiner,U.S. Senate,,Democrat,Marion,Kokomo,5,
Michael Herrington,U.S. House,4,Democrat,Marion,Kokomo,49,
Jason Vitosky,U.S. House,4,Democrat,Marion,Kokomo,3,
Barack Obama,President,,Democrat,Marion,Pittman,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Pittman,4,
Will Oatis,U.S. Senate,,Democrat,Marion,Pittman,1,
Roger Weiner,U.S. Senate,,Democrat,Marion,Pittman,0,
Michael Herrington,U.S. House,4,Democrat,Marion,Pittman,3,
Jason Vitosky,U.S. House,4,Democrat,Marion,Pittman,0,
Barack Obama,President,,Democrat,Marion,Sandy Hook,18,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Sandy Hook,13,
Will Oatis,U.S. Senate,,Democrat,Marion,Sandy Hook,5,
Roger Weiner,U.S. Senate,,Democrat,Marion,Sandy Hook,3,
Michael Herrington,U.S. House,4,Democrat,Marion,Sandy Hook,18,
Jason Vitosky,U.S. House,4,Democrat,Marion,Sandy Hook,2,
Barack Obama,President,,Democrat,Marion,South Columbia,33,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,South Columbia,20,
Will Oatis,U.S. Senate,,Democrat,Marion,South Columbia,8,
Roger Weiner,U.S. Senate,,Democrat,Marion,South Columbia,3,
Michael Herrington,U.S. House,4,Democrat,Marion,South Columbia,25,
Jason Vitosky,U.S. House,4,Democrat,Marion,South Columbia,3,
Barack Obama,President,,Democrat,Marion,Jefferson School,72,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Jefferson School,31,
Will Oatis,U.S. Senate,,Democrat,Marion,Jefferson School,27,
Roger Weiner,U.S. Senate,,Democrat,Marion,Jefferson School,9,
Michael Herrington,U.S. House,4,Democrat,Marion,Jefferson School,55,
Jason Vitosky,U.S. House,4,Democrat,Marion,Jefferson School,10,
Barack Obama,President,,Democrat,Marion,East Columbia,170,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,East Columbia,99,
Will Oatis,U.S. Senate,,Democrat,Marion,East Columbia,50,
Roger Weiner,U.S. Senate,,Democrat,Marion,East Columbia,14,
Michael Herrington,U.S. House,4,Democrat,Marion,East Columbia,153,
Jason Vitosky,U.S. House,4,Democrat,Marion,East Columbia,8,
Barack Obama,President,,Democrat,Marion,Hub,92,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Marion,Hub,49,
Will Oatis,U.S. Senate,,Democrat,Marion,Hub,19,
Roger Weiner,U.S. Senate,,Democrat,Marion,Hub,10,
