candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Madison,New Life,1,
Newt Gingrich,President,,Republican,Madison,New Life,126,
Jon Huntsman,President,,Republican,Madison,New Life,0,
Gary Johnson,President,,Republican,Madison,New Life,0,
Ron Paul,President,,Republican,Madison,New Life,21,
Rick Perry,President,,Republican,Madison,New Life,0,
Mitt Romney,President,,Republican,Madison,New Life,173,
Rick Santorum,President,,Republican,Madison,New Life,142,
E. Allen Hathcock,U.S. Senate,,Republican,Madison,New Life,16,
Robert Maloney,U.S. Senate,,Republican,Madison,New Life,29,
Roger F. Wicker,U.S. Senate,,Republican,Madison,New Life,405,
Robert J. Allen,U.S. House,3,Republican,Madison,New Life,37,
Gregg Harper,U.S. House,3,Republican,Madison,New Life,414,
Michele Bachmann,President,,Republican,Madison,Ridgeland Recreation Center,2,
Newt Gingrich,President,,Republican,Madison,Ridgeland Recreation Center,125,
Jon Huntsman,President,,Republican,Madison,Ridgeland Recreation Center,0,
Gary Johnson,President,,Republican,Madison,Ridgeland Recreation Center,0,
Ron Paul,President,,Republican,Madison,Ridgeland Recreation Center,30,
Rick Perry,President,,Republican,Madison,Ridgeland Recreation Center,1,
Mitt Romney,President,,Republican,Madison,Ridgeland Recreation Center,250,
Rick Santorum,President,,Republican,Madison,Ridgeland Recreation Center,96,
E. Allen Hathcock,U.S. Senate,,Republican,Madison,Ridgeland Recreation Center,15,
Robert Maloney,U.S. Senate,,Republican,Madison,Ridgeland Recreation Center,37,
Roger F. Wicker,U.S. Senate,,Republican,Madison,Ridgeland Recreation Center,432,
Robert J. Allen,U.S. House,3,Republican,Madison,Ridgeland Recreation Center,46,
Gregg Harper,U.S. House,3,Republican,Madison,Ridgeland Recreation Center,438,
Michele Bachmann,President,,Republican,Madison,Victory Baptist,1,
Newt Gingrich,President,,Republican,Madison,Victory Baptist,115,
Jon Huntsman,President,,Republican,Madison,Victory Baptist,1,
Gary Johnson,President,,Republican,Madison,Victory Baptist,0,
Ron Paul,President,,Republican,Madison,Victory Baptist,26,
Rick Perry,President,,Republican,Madison,Victory Baptist,0,
Mitt Romney,President,,Republican,Madison,Victory Baptist,224,
Rick Santorum,President,,Republican,Madison,Victory Baptist,138,
E. Allen Hathcock,U.S. Senate,,Republican,Madison,Victory Baptist,6,
Robert Maloney,U.S. Senate,,Republican,Madison,Victory Baptist,24,
Roger F. Wicker,U.S. Senate,,Republican,Madison,Victory Baptist,464,
Robert J. Allen,U.S. House,3,Republican,Madison,Victory Baptist,20,
Gregg Harper,U.S. House,3,Republican,Madison,Victory Baptist,478,
Michele Bachmann,President,,Republican,Madison,Ridgeland Precinct 4,0,
Newt Gingrich,President,,Republican,Madison,Ridgeland Precinct 4,29,
Jon Huntsman,President,,Republican,Madison,Ridgeland Precinct 4,0,
Gary Johnson,President,,Republican,Madison,Ridgeland Precinct 4,0,
Ron Paul,President,,Republican,Madison,Ridgeland Precinct 4,6,
Rick Perry,President,,Republican,Madison,Ridgeland Precinct 4,0,
Mitt Romney,President,,Republican,Madison,Ridgeland Precinct 4,58,
Rick Santorum,President,,Republican,Madison,Ridgeland Precinct 4,34,
E. Allen Hathcock,U.S. Senate,,Republican,Madison,Ridgeland Precinct 4,8,
Robert Maloney,U.S. Senate,,Republican,Madison,Ridgeland Precinct 4,3,
Roger F. Wicker,U.S. Senate,,Republican,Madison,Ridgeland Precinct 4,110,
Robert J. Allen,U.S. House,3,Republican,Madison,Ridgeland Precinct 4,15,
Gregg Harper,U.S. House,3,Republican,Madison,Ridgeland Precinct 4,104,
Michele Bachmann,President,,Republican,Madison,FBC Madison Campus,0,
Newt Gingrich,President,,Republican,Madison,FBC Madison Campus,167,
Jon Huntsman,President,,Republican,Madison,FBC Madison Campus,1,
Gary Johnson,President,,Republican,Madison,FBC Madison Campus,0,
Ron Paul,President,,Republican,Madison,FBC Madison Campus,23,
Rick Perry,President,,Republican,Madison,FBC Madison Campus,1,
Mitt Romney,President,,Republican,Madison,FBC Madison Campus,249,
Rick Santorum,President,,Republican,Madison,FBC Madison Campus,147,
E. Allen Hathcock,U.S. Senate,,Republican,Madison,FBC Madison Campus,25,
Robert Maloney,U.S. Senate,,Republican,Madison,FBC Madison Campus,29,
Roger F. Wicker,U.S. Senate,,Republican,Madison,FBC Madison Campus,519,
Robert J. Allen,U.S. House,3,Republican,Madison,FBC Madison Campus,42,
Gregg Harper,U.S. House,3,Republican,Madison,FBC Madison Campus,531,
Michele Bachmann,President,,Republican,Madison,Sunnybrook,0,
Newt Gingrich,President,,Republican,Madison,Sunnybrook,54,
Jon Huntsman,President,,Republican,Madison,Sunnybrook,0,
Gary Johnson,President,,Republican,Madison,Sunnybrook,1,
Ron Paul,President,,Republican,Madison,Sunnybrook,1,
Rick Perry,President,,Republican,Madison,Sunnybrook,0,
Mitt Romney,President,,Republican,Madison,Sunnybrook,67,
Rick Santorum,President,,Republican,Madison,Sunnybrook,48,
E. Allen Hathcock,U.S. Senate,,Republican,Madison,Sunnybrook,8,
Robert Maloney,U.S. Senate,,Republican,Madison,Sunnybrook,7,
