candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Sunflower,11-Inverness,140,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,11-Inverness,64,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,11-Inverness,28,
Will Oatis,U.S. Senate,,Democratic,Sunflower,11-Inverness,38,
Heather McTeer,U.S. House,2,Democratic,Sunflower,11-Inverness,49,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,11-Inverness,100,
Barack Obama,President,,Democratic,Sunflower,22-Indianola #2 East,614,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,22-Indianola #2 East,299,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,22-Indianola #2 East,91,
Will Oatis,U.S. Senate,,Democratic,Sunflower,22-Indianola #2 East,145,
Heather McTeer,U.S. House,2,Democratic,Sunflower,22-Indianola #2 East,87,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,22-Indianola #2 East,535,
Barack Obama,President,,Democratic,Sunflower,33-Indianola #3 Northeast,49,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,33-Indianola #3 Northeast,24,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,33-Indianola #3 Northeast,7,
Will Oatis,U.S. Senate,,Democratic,Sunflower,33-Indianola #3 Northeast,22,
Heather McTeer,U.S. House,2,Democratic,Sunflower,33-Indianola #3 Northeast,25,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,33-Indianola #3 Northeast,36,
Barack Obama,President,,Democratic,Sunflower,12-Moorhead,308,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,12-Moorhead,100,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,12-Moorhead,125,
Will Oatis,U.S. Senate,,Democratic,Sunflower,12-Moorhead,52,
Heather McTeer,U.S. House,2,Democratic,Sunflower,12-Moorhead,37,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,12-Moorhead,283,
Barack Obama,President,,Democratic,Sunflower,34-Sunflower 3,5,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,34-Sunflower 3,2,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,34-Sunflower 3,1,
Will Oatis,U.S. Senate,,Democratic,Sunflower,34-Sunflower 3,2,
Heather McTeer,U.S. House,2,Democratic,Sunflower,34-Sunflower 3,1,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,34-Sunflower 3,4,
Barack Obama,President,,Democratic,Sunflower,31-Indianola #3 South,158,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,31-Indianola #3 South,98,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,31-Indianola #3 South,23,
Will Oatis,U.S. Senate,,Democratic,Sunflower,31-Indianola #3 South,37,
Heather McTeer,U.S. House,2,Democratic,Sunflower,31-Indianola #3 South,41,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,31-Indianola #3 South,136,
Barack Obama,President,,Democratic,Sunflower,41-Fairview-Hale,3,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,41-Fairview-Hale,0,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,41-Fairview-Hale,2,
Will Oatis,U.S. Senate,,Democratic,Sunflower,41-Fairview-Hale,4,
Heather McTeer,U.S. House,2,Democratic,Sunflower,41-Fairview-Hale,3,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,41-Fairview-Hale,4,
Barack Obama,President,,Democratic,Sunflower,32-Indianola #3 North,59,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,32-Indianola #3 North,29,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,32-Indianola #3 North,15,
Will Oatis,U.S. Senate,,Democratic,Sunflower,32-Indianola #3 North,17,
Heather McTeer,U.S. House,2,Democratic,Sunflower,32-Indianola #3 North,26,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,32-Indianola #3 North,47,
Barack Obama,President,,Democratic,Sunflower,44-Ruleville,391,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,44-Ruleville,133,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,44-Ruleville,103,
Will Oatis,U.S. Senate,,Democratic,Sunflower,44-Ruleville,88,
Heather McTeer,U.S. House,2,Democratic,Sunflower,44-Ruleville,58,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,44-Ruleville,344,
Barack Obama,President,,Democratic,Sunflower,43-Doddsville,69,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,43-Doddsville,33,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,43-Doddsville,16,
Will Oatis,U.S. Senate,,Democratic,Sunflower,43-Doddsville,10,
Heather McTeer,U.S. House,2,Democratic,Sunflower,43-Doddsville,5,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,43-Doddsville,64,
Barack Obama,President,,Democratic,Sunflower,42-Boyer-Linn,95,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,42-Boyer-Linn,55,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,42-Boyer-Linn,16,
Will Oatis,U.S. Senate,,Democratic,Sunflower,42-Boyer-Linn,15,
Heather McTeer,U.S. House,2,Democratic,Sunflower,42-Boyer-Linn,16,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,42-Boyer-Linn,82,
Barack Obama,President,,Democratic,Sunflower,52-Sunflower Plantation,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Sunflower,52-Sunflower Plantation,3,
Roger Weiner,U.S. Senate,,Democratic,Sunflower,52-Sunflower Plantation,0,
Will Oatis,U.S. Senate,,Democratic,Sunflower,52-Sunflower Plantation,0,
Heather McTeer,U.S. House,2,Democratic,Sunflower,52-Sunflower Plantation,3,
Bennie G. Thompson,U.S. House,2,Democratic,Sunflower,52-Sunflower Plantation,2,
