candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Calhoun,Calhoun City #1,51,
Barack Obama,President,,Democrat,Calhoun,Pittsboro #1,57,
Barack Obama,President,,Democrat,Calhoun,Northeast Calhoun,23,
Barack Obama,President,,Democrat,Calhoun,Pittsboro #2,12,
Barack Obama,President,,Democrat,Calhoun,Bruce #3,36,
Barack Obama,President,,Democrat,Calhoun,Banner,7,
Barack Obama,President,,Democrat,Calhoun,Calhoun City #4,33,
Barack Obama,President,,Democrat,Calhoun,Derma #4,14,
Barack Obama,President,,Democrat,Calhoun,Derma #5,15,
Barack Obama,President,,Democrat,Calhoun,Vardaman,34,
Barack Obama,President,,Democrat,Calhoun,,282,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Calhoun City #1,20,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Pittsboro #1,34,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Northeast Calhoun,12,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Pittsboro #2,9,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Bruce #3,23,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Banner,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Calhoun City #4,18,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Derma #4,12,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Derma #5,12,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,Vardaman,22,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Calhoun,,164,TRUE
Will Oatis,U.S. Senate,,Democrat,Calhoun,Calhoun City #1,18,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Pittsboro #1,11,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Northeast Calhoun,3,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Pittsboro #2,2,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Bruce #3,5,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Banner,2,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Calhoun City #4,6,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Derma #4,2,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Derma #5,1,
Will Oatis,U.S. Senate,,Democrat,Calhoun,Vardaman,4,
Will Oatis,U.S. Senate,,Democrat,Calhoun,,54,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Calhoun City #1,11,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Pittsboro #1,11,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Northeast Calhoun,6,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Pittsboro #2,2,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Bruce #3,9,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Banner,3,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Calhoun City #4,7,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Derma #4,5,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Derma #5,6,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,Vardaman,9,
Roger Weiner,U.S. Senate,,Democrat,Calhoun,,69,
