candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Greene,Leakesville,2,
Newt Gingrich,President,,Republican,Greene,Leakesville,134,
Jon Huntsman,President,,Republican,Greene,Leakesville,1,
Gary Johnson,President,,Republican,Greene,Leakesville,0,
Ron Paul,President,,Republican,Greene,Leakesville,15,
Rick Perry,President,,Republican,Greene,Leakesville,4,
Mitt Romney,President,,Republican,Greene,Leakesville,79,
Rick Santorum,President,,Republican,Greene,Leakesville,101,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Leakesville,26,
Robert Maloney,U.S. Senate,,Republican,Greene,Leakesville,39,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Leakesville,259,
Cindy Burleson,U.S. House,4,Republican,Greene,Leakesville,21,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Leakesville,279,
Ron Vincent,U.S. House,4,Republican,Greene,Leakesville,35,
Michele Bachmann,President,,Republican,Greene,North Leakesville,0,
Newt Gingrich,President,,Republican,Greene,North Leakesville,27,
Jon Huntsman,President,,Republican,Greene,North Leakesville,0,
Gary Johnson,President,,Republican,Greene,North Leakesville,0,
Ron Paul,President,,Republican,Greene,North Leakesville,1,
Rick Perry,President,,Republican,Greene,North Leakesville,0,
Mitt Romney,President,,Republican,Greene,North Leakesville,4,
Rick Santorum,President,,Republican,Greene,North Leakesville,6,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,North Leakesville,2,
Robert Maloney,U.S. Senate,,Republican,Greene,North Leakesville,4,
Roger F. Wicker,U.S. Senate,,Republican,Greene,North Leakesville,28,
Cindy Burleson,U.S. House,4,Republican,Greene,North Leakesville,2,
Steven M. Palazzo,U.S. House,4,Republican,Greene,North Leakesville,33,
Ron Vincent,U.S. House,4,Republican,Greene,North Leakesville,4,
Michele Bachmann,President,,Republican,Greene,State Line,0,
Newt Gingrich,President,,Republican,Greene,State Line,25,
Jon Huntsman,President,,Republican,Greene,State Line,0,
Gary Johnson,President,,Republican,Greene,State Line,1,
Ron Paul,President,,Republican,Greene,State Line,1,
Rick Perry,President,,Republican,Greene,State Line,2,
Mitt Romney,President,,Republican,Greene,State Line,29,
Rick Santorum,President,,Republican,Greene,State Line,24,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,State Line,3,
Robert Maloney,U.S. Senate,,Republican,Greene,State Line,13,
Roger F. Wicker,U.S. Senate,,Republican,Greene,State Line,61,
Cindy Burleson,U.S. House,4,Republican,Greene,State Line,4,
Steven M. Palazzo,U.S. House,4,Republican,Greene,State Line,70,
Ron Vincent,U.S. House,4,Republican,Greene,State Line,5,
Michele Bachmann,President,,Republican,Greene,Mutual Rights,0,
Newt Gingrich,President,,Republican,Greene,Mutual Rights,27,
Jon Huntsman,President,,Republican,Greene,Mutual Rights,0,
Gary Johnson,President,,Republican,Greene,Mutual Rights,0,
Ron Paul,President,,Republican,Greene,Mutual Rights,2,
Rick Perry,President,,Republican,Greene,Mutual Rights,0,
Mitt Romney,President,,Republican,Greene,Mutual Rights,17,
Rick Santorum,President,,Republican,Greene,Mutual Rights,29,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Mutual Rights,5,
Robert Maloney,U.S. Senate,,Republican,Greene,Mutual Rights,7,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Mutual Rights,55,
Cindy Burleson,U.S. House,4,Republican,Greene,Mutual Rights,5,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Mutual Rights,55,
Ron Vincent,U.S. House,4,Republican,Greene,Mutual Rights,12,
Michele Bachmann,President,,Republican,Greene,Wade,0,
Newt Gingrich,President,,Republican,Greene,Wade,82,
Jon Huntsman,President,,Republican,Greene,Wade,0,
Gary Johnson,President,,Republican,Greene,Wade,0,
Ron Paul,President,,Republican,Greene,Wade,5,
Rick Perry,President,,Republican,Greene,Wade,1,
Mitt Romney,President,,Republican,Greene,Wade,40,
Rick Santorum,President,,Republican,Greene,Wade,52,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Wade,10,
Robert Maloney,U.S. Senate,,Republican,Greene,Wade,22,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Wade,137,
Cindy Burleson,U.S. House,4,Republican,Greene,Wade,12,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Wade,132,
Ron Vincent,U.S. House,4,Republican,Greene,Wade,25,
Michele Bachmann,President,,Republican,Greene,Jones,0,
Newt Gingrich,President,,Republican,Greene,Jones,21,
Jon Huntsman,President,,Republican,Greene,Jones,0,
Gary Johnson,President,,Republican,Greene,Jones,0,
Ron Paul,President,,Republican,Greene,Jones,0,
Rick Perry,President,,Republican,Greene,Jones,0,
Mitt Romney,President,,Republican,Greene,Jones,15,
Rick Santorum,President,,Republican,Greene,Jones,29,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Jones,2,
Robert Maloney,U.S. Senate,,Republican,Greene,Jones,6,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Jones,53,
Cindy Burleson,U.S. House,4,Republican,Greene,Jones,4,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Jones,48,
Ron Vincent,U.S. House,4,Republican,Greene,Jones,11,
Michele Bachmann,President,,Republican,Greene,Piave,1,
Newt Gingrich,President,,Republican,Greene,Piave,44,
Jon Huntsman,President,,Republican,Greene,Piave,2,
Gary Johnson,President,,Republican,Greene,Piave,0,
Ron Paul,President,,Republican,Greene,Piave,3,
Rick Perry,President,,Republican,Greene,Piave,0,
Mitt Romney,President,,Republican,Greene,Piave,3,
Rick Santorum,President,,Republican,Greene,Piave,33,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Piave,4,
Robert Maloney,U.S. Senate,,Republican,Greene,Piave,10,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Piave,69,
Cindy Burleson,U.S. House,4,Republican,Greene,Piave,7,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Piave,65,
Ron Vincent,U.S. House,4,Republican,Greene,Piave,14,
Michele Bachmann,President,,Republican,Greene,Maples,1,
Newt Gingrich,President,,Republican,Greene,Maples,41,
Jon Huntsman,President,,Republican,Greene,Maples,0,
Gary Johnson,President,,Republican,Greene,Maples,0,
Ron Paul,President,,Republican,Greene,Maples,5,
Rick Perry,President,,Republican,Greene,Maples,1,
Mitt Romney,President,,Republican,Greene,Maples,42,
Rick Santorum,President,,Republican,Greene,Maples,56,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Maples,9,
Robert Maloney,U.S. Senate,,Republican,Greene,Maples,15,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Maples,106,
Cindy Burleson,U.S. House,4,Republican,Greene,Maples,9,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Maples,99,
Ron Vincent,U.S. House,4,Republican,Greene,Maples,28,
Michele Bachmann,President,,Republican,Greene,Vernal,0,
Newt Gingrich,President,,Republican,Greene,Vernal,61,
Jon Huntsman,President,,Republican,Greene,Vernal,0,
Gary Johnson,President,,Republican,Greene,Vernal,0,
Ron Paul,President,,Republican,Greene,Vernal,12,
Rick Perry,President,,Republican,Greene,Vernal,0,
Mitt Romney,President,,Republican,Greene,Vernal,24,
Rick Santorum,President,,Republican,Greene,Vernal,48,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Vernal,8,
Robert Maloney,U.S. Senate,,Republican,Greene,Vernal,17,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Vernal,116,
Cindy Burleson,U.S. House,4,Republican,Greene,Vernal,6,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Vernal,117,
Ron Vincent,U.S. House,4,Republican,Greene,Vernal,19,
Michele Bachmann,President,,Republican,Greene,Washington Neely,1,
Newt Gingrich,President,,Republican,Greene,Washington Neely,28,
Jon Huntsman,President,,Republican,Greene,Washington Neely,0,
Gary Johnson,President,,Republican,Greene,Washington Neely,0,
Ron Paul,President,,Republican,Greene,Washington Neely,3,
Rick Perry,President,,Republican,Greene,Washington Neely,4,
Mitt Romney,President,,Republican,Greene,Washington Neely,18,
Rick Santorum,President,,Republican,Greene,Washington Neely,40,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Washington Neely,4,
Robert Maloney,U.S. Senate,,Republican,Greene,Washington Neely,7,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Washington Neely,77,
Cindy Burleson,U.S. House,4,Republican,Greene,Washington Neely,5,
Steven M. Palazzo,U.S. House,4,Republican,Greene,Washington Neely,76,
Ron Vincent,U.S. House,4,Republican,Greene,Washington Neely,7,
Michele Bachmann,President,,Republican,Greene,Leaf,0,
Newt Gingrich,President,,Republican,Greene,Leaf,15,
Jon Huntsman,President,,Republican,Greene,Leaf,0,
Gary Johnson,President,,Republican,Greene,Leaf,0,
Ron Paul,President,,Republican,Greene,Leaf,0,
Rick Perry,President,,Republican,Greene,Leaf,0,
Mitt Romney,President,,Republican,Greene,Leaf,6,
Rick Santorum,President,,Republican,Greene,Leaf,17,
E. Allen Hathcock,U.S. Senate,,Republican,Greene,Leaf,6,
Robert Maloney,U.S. Senate,,Republican,Greene,Leaf,3,
Roger F. Wicker,U.S. Senate,,Republican,Greene,Leaf,26,
