candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Benton,"Ashland, District 3",42,
Barack Obama,President,,Democratic,Benton,"Canaan, District 1",50,
Barack Obama,President,,Democratic,Benton,"Floyd, District 4",16,
Barack Obama,President,,Democratic,Benton,"Hickory Flat, District 5",19,
Barack Obama,President,,Democratic,Benton,"Lamar, District 2",57,
Barack Obama,President,,Democratic,Benton,,184,TRUE
Brad Morris,U.S. House,1,Democratic,Benton,"Ashland, District 3",37,
Brad Morris,U.S. House,1,Democratic,Benton,"Canaan, District 1",45,
Brad Morris,U.S. House,1,Democratic,Benton,"Floyd, District 4",15,
Brad Morris,U.S. House,1,Democratic,Benton,"Hickory Flat, District 5",20,
Brad Morris,U.S. House,1,Democratic,Benton,"Lamar, District 2",41,
Brad Morris,U.S. House,1,Democratic,Benton,,158,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democratic,Benton,"Ashland, District 3",21,
Will Oatis,U.S. Senate,,Democratic,Benton,"Ashland, District 3",8,
Roger Weiner,U.S. Senate,,Democratic,Benton,"Ashland, District 3",13,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Benton,"Canaan, District 1",27,
Will Oatis,U.S. Senate,,Democratic,Benton,"Canaan, District 1",6,
Roger Weiner,U.S. Senate,,Democratic,Benton,"Canaan, District 1",11,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Benton,"Floyd, District 4",12,
Will Oatis,U.S. Senate,,Democratic,Benton,"Floyd, District 4",1,
Roger Weiner,U.S. Senate,,Democratic,Benton,"Floyd, District 4",4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Benton,"Hickory Flat, District 5",16,
Will Oatis,U.S. Senate,,Democratic,Benton,"Hickory Flat, District 5",2,
Roger Weiner,U.S. Senate,,Democratic,Benton,"Hickory Flat, District 5",7,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Benton,"Lamar, District 2",20,
Will Oatis,U.S. Senate,,Democratic,Benton,"Lamar, District 2",24,
Roger Weiner,U.S. Senate,,Democratic,Benton,"Lamar, District 2",9,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Benton,,96,TRUE
Will Oatis,U.S. Senate,,Democratic,Benton,,41,
Roger Weiner,U.S. Senate,,Democratic,Benton,,44,
