page,candidate,office,district,party,county,precinct,votes,winner
2,David Baria,U.S. Senate,,Democrat,Walthall,3rd District Tylertown,95,
2,Roger F. Wicker,U.S. Senate,,Republican,Walthall,3rd District Tylertown,265,
2,Danny Bedwell,U.S. Senate,,Libertarian,Walthall,3rd District Tylertown,2,
2,Shawn O'Hara,U.S. Senate,,Reform,Walthall,3rd District Tylertown,1,
2,Tobey Bernard Bartee,U.S. Senate,Unexpired Term,,Walthall,3rd District Tylertown,1,
2,Mike Espy,U.S. Senate,Unexpired Term,,Walthall,3rd District Tylertown,108,
2,Cindy Hyde-Smith,U.S. Senate,Unexpired Term,,Walthall,3rd District Tylertown,210,
2,Chris McDaniel,U.S. Senate,Unexpired Term,,Walthall,3rd District Tylertown,50,
2,Michael Ted Evans,U.S. House,3,Democrat,Walthall,3rd District Tylertown,106,
2,Michael Guest,U.S. House,3,Republican,Walthall,3rd District Tylertown,255,
2,Matthew Holland,U.S. House,3,Reform,Walthall,3rd District Tylertown,2,
2,David Baria,U.S. Senate,,Democrat,Walthall,4th Distrcit West Tylertown,56,
2,Roger F. Wicker,U.S. Senate,,Republican,Walthall,4th Distrcit West Tylertown,238,
2,Danny Bedwell,U.S. Senate,,Libertarian,Walthall,4th Distrcit West Tylertown,6,
2,Shawn O'Hara,U.S. Senate,,Reform,Walthall,4th Distrcit West Tylertown,1,
2,Tobey Bernard Bartee,U.S. Senate,Unexpired Term,,Walthall,4th Distrcit West Tylertown,1,
2,Mike Espy,U.S. Senate,Unexpired Term,,Walthall,4th Distrcit West Tylertown,54,
2,Cindy Hyde-Smith,U.S. Senate,Unexpired Term,,Walthall,4th Distrcit West Tylertown,173,
2,Chris McDaniel,U.S. Senate,Unexpired Term,,Walthall,4th Distrcit West Tylertown,80,
2,Michael Ted Evans,U.S. House,3,Democrat,Walthall,4th Distrcit West Tylertown,58,
2,Michael Guest,U.S. House,3,Republican,Walthall,4th Distrcit West Tylertown,250,
2,Matthew Holland,U.S. House,3,Reform,Walthall,4th Distrcit West Tylertown,3,
2,David Baria,U.S. Senate,,Democrat,Walthall,4th District Tylertown,24,
2,Roger F. Wicker,U.S. Senate,,Republican,Walthall,4th District Tylertown,214,
2,Danny Bedwell,U.S. Senate,,Libertarian,Walthall,4th District Tylertown,3,
2,Shawn O'Hara,U.S. Senate,,Reform,Walthall,4th District Tylertown,2,
2,Tobey Bernard Bartee,U.S. Senate,Unexpired Term,,Walthall,4th District Tylertown,3,
2,Mike Espy,U.S. Senate,Unexpired Term,,Walthall,4th District Tylertown,16,
2,Cindy Hyde-Smith,U.S. Senate,Unexpired Term,,Walthall,4th District Tylertown,174,
2,Chris McDaniel,U.S. Senate,Unexpired Term,,Walthall,4th District Tylertown,51,
2,Michael Ted Evans,U.S. House,3,Democrat,Walthall,4th District Tylertown,23,
2,Michael Guest,U.S. House,3,Republican,Walthall,4th District Tylertown,220,
