page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Noxubee,Brooksville,506
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Brooksville,254
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Brooksville,6
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Brooksville,4
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Brooksville,29
2,Mike Espy,US Senate Special,,,Noxubee,Brooksville,502
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Brooksville,218
2,Chris McDaniel,US Senate Special,,,Noxubee,Brooksville,34
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Brooksville,546
2,Michael Guest,US House,3,Republican ,Noxubee,Brooksville,223
2,Matthew Holland,US House,3,Reform,Noxubee,Brooksville,9
2,David Baria,US Senate ,,Democrat ,Noxubee,Cliftonville,295
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Cliftonville,33
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Cliftonville,2
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Cliftonville,3
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Cliftonville,11
2,Mike Espy,US Senate Special,,,Noxubee,Cliftonville,295
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Cliftonville,26
2,Chris McDaniel,US Senate Special,,,Noxubee,Cliftonville,16
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Cliftonville,311
2,Michael Guest,US House,3,Republican ,Noxubee,Cliftonville,29
2,Matthew Holland,US House,3,Reform,Noxubee,Cliftonville,3
2,David Baria,US Senate ,,Democrat ,Noxubee,District 3 Central,644
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,District 3 Central,160
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,District 3 Central,5
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,District 3 Central,2
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,District 3 Central,24
2,Mike Espy,US Senate Special,,,Noxubee,District 3 Central,657
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,District 3 Central,130
2,Chris McDaniel,US Senate Special,,,Noxubee,District 3 Central,20
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,District 3 Central,677
2,Michael Guest,US House,3,Republican ,Noxubee,District 3 Central,135
2,Matthew Holland,US House,3,Reform,Noxubee,District 3 Central,12
2,David Baria,US Senate ,,Democrat ,Noxubee,Earl Nash Gym,612
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Earl Nash Gym,193
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Earl Nash Gym,2
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Earl Nash Gym,6
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Earl Nash Gym,16
2,Mike Espy,US Senate Special,,,Noxubee,Earl Nash Gym,620
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Earl Nash Gym,151
2,Chris McDaniel,US Senate Special,,,Noxubee,Earl Nash Gym,33
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Earl Nash Gym,641
2,Michael Guest,US House,3,Republican ,Noxubee,Earl Nash Gym,166
2,Matthew Holland,US House,3,Reform,Noxubee,Earl Nash Gym,4
2,David Baria,US Senate ,,Democrat ,Noxubee,Mashulaville,114
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Mashulaville,144
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Mashulaville,2
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Mashulaville,2
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Mashulaville,1
2,Mike Espy,US Senate Special,,,Noxubee,Mashulaville,118
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Mashulaville,125
2,Chris McDaniel,US Senate Special,,,Noxubee,Mashulaville,21
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Mashulaville,135
2,Michael Guest,US House,3,Republican ,Noxubee,Mashulaville,123
2,Matthew Holland,US House,3,Reform,Noxubee,Mashulaville,1
2,David Baria,US Senate ,,Democrat ,Noxubee,Prairie Point,222
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Prairie Point,113
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Prairie Point,3
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Prairie Point,1
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Prairie Point,15
2,Mike Espy,US Senate Special,,,Noxubee,Prairie Point,215
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Prairie Point,86
2,Chris McDaniel,US Senate Special,,,Noxubee,Prairie Point,22
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Prairie Point,245
2,Michael Guest,US House,3,Republican ,Noxubee,Prairie Point,94
2,Matthew Holland,US House,3,Reform,Noxubee,Prairie Point,1
2,David Baria,US Senate ,,Democrat ,Noxubee,Shuqualak,374
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Shuqualak,109
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Shuqualak,1
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Shuqualak,2
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Shuqualak,7
2,Mike Espy,US Senate Special,,,Noxubee,Shuqualak,364
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Shuqualak,91
2,Chris McDaniel,US Senate Special,,,Noxubee,Shuqualak,19
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Shuqualak,403
2,Michael Guest,US House,3,Republican ,Noxubee,Shuqualak,80
2,Matthew Holland,US House,3,Reform,Noxubee,Shuqualak,5
2,David Baria,US Senate ,,Democrat ,Noxubee,Summerville,21
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,Summerville,79
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,Summerville,1
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,Summerville,4
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,Summerville,0
2,Mike Espy,US Senate Special,,,Noxubee,Summerville,28
2,Cindy Hyde-Smith,US Senate Special,,,Noxubee,Summerville,64
2,Chris McDaniel,US Senate Special,,,Noxubee,Summerville,15
2,Michael Ted Evans,US House,3,Democrat ,Noxubee,Summerville,68
2,Michael Guest,US House,3,Republican ,Noxubee,Summerville,39
2,Matthew Holland,US House,3,Reform,Noxubee,Summerville,0
2,David Baria,US Senate ,,Democrat ,Noxubee,TOTAL,2788
2,Roger F. Wicker,US Senate ,,Republican ,Noxubee,TOTAL,1085
2,Danny Bedwell,US Senate ,,Libertarian,Noxubee,TOTAL,22
2,Shawn O'Hara,US Senate ,,Reform,Noxubee,TOTAL,24
2,Tobey Bernard Bartee,US Senate Special,,,Noxubee,TOTAL,103
