page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Montgomery,Duck Hill,133
2,Roger F. Wicker,US Senate ,,Republican ,Montgomery,Duck Hill,209
2,Danny Bedwell,US Senate ,,Libertarian,Montgomery,Duck Hill,5
2,Shawn O'Hara,US Senate ,,Reform,Montgomery,Duck Hill,1
2,Tobey Bernard Bartee,US Senate Special,,,Montgomery,Duck Hill,4
2,Mike Espy,US Senate Special,,,Montgomery,Duck Hill,135
2,Cindy Hyde-Smith,US Senate Special,,,Montgomery,Duck Hill,160
2,Chris McDaniel,US Senate Special,,,Montgomery,Duck Hill,50
2,Bennie G. Thompson,US House,2,Republican ,Montgomery,Duck Hill,175
2,Irving Harris,US House,2,Democrat ,Montgomery,Duck Hill,34
2,Troy Ray,US House,2,Reform,Montgomery,Duck Hill,114
2,David Baria,US Senate ,,Democrat ,Montgomery,East Winona,251
2,Roger F. Wicker,US Senate ,,Republican ,Montgomery,East Winona,169
2,Danny Bedwell,US Senate ,,Libertarian,Montgomery,East Winona,3
2,Shawn O'Hara,US Senate ,,Reform,Montgomery,East Winona,0
2,Tobey Bernard Bartee,US Senate Special,,,Montgomery,East Winona,10
2,Mike Espy,US Senate Special,,,Montgomery,East Winona,244
2,Cindy Hyde-Smith,US Senate Special,,,Montgomery,East Winona,143
2,Chris McDaniel,US Senate Special,,,Montgomery,East Winona,29
2,Bennie G. Thompson,US House,2,Republican ,Montgomery,East Winona,289
2,Irving Harris,US House,2,Democrat ,Montgomery,East Winona,18
2,Troy Ray,US House,2,Reform,Montgomery,East Winona,101
2,David Baria,US Senate ,,Democrat ,Montgomery,Kilmichael,144
2,Roger F. Wicker,US Senate ,,Republican ,Montgomery,Kilmichael,219
2,Danny Bedwell,US Senate ,,Libertarian,Montgomery,Kilmichael,6
2,Shawn O'Hara,US Senate ,,Reform,Montgomery,Kilmichael,4
2,Tobey Bernard Bartee,US Senate Special,,,Montgomery,Kilmichael,6
2,Mike Espy,US Senate Special,,,Montgomery,Kilmichael,165
2,Cindy Hyde-Smith,US Senate Special,,,Montgomery,Kilmichael,178
2,Chris McDaniel,US Senate Special,,,Montgomery,Kilmichael,34
2,Bennie G. Thompson,US House,2,Republican ,Montgomery,Kilmichael,205
2,Irving Harris,US House,2,Democrat ,Montgomery,Kilmichael,23
2,Troy Ray,US House,2,Reform,Montgomery,Kilmichael,133
2,David Baria,US Senate ,,Democrat ,Montgomery,Lodi,93
