page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Lawrence,Arm,175
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Arm,141
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Arm,5
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Arm,4
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Arm,0
2,Mike Espy,US Senate Special,,,Lawrence,Arm,205
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Arm,142
2,Chris McDaniel,US Senate Special,,,Lawrence,Arm,8
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Arm,201
2,Michael Guest,US House,3,Republican ,Lawrence,Arm,144
2,Matthew Holland,US House,3,Reform,Lawrence,Arm,3
2,David Baria,US Senate ,,Democrat ,Lawrence,Armory,17
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Armory,70
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Armory,3
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Armory,1
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Armory,0
2,Mike Espy,US Senate Special,,,Lawrence,Armory,19
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Armory,70
2,Chris McDaniel,US Senate Special,,,Lawrence,Armory,5
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Armory,23
2,Michael Guest,US House,3,Republican ,Lawrence,Armory,68
2,Matthew Holland,US House,3,Reform,Lawrence,Armory,1
2,David Baria,US Senate ,,Democrat ,Lawrence,Center,12
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Center,96
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Center,2
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Center,2
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Center,0
2,Mike Espy,US Senate Special,,,Lawrence,Center,8
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Center,96
2,Chris McDaniel,US Senate Special,,,Lawrence,Center,16
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Center,7
2,Michael Guest,US House,3,Republican ,Lawrence,Center,112
2,Matthew Holland,US House,3,Reform,Lawrence,Center,1
2,David Baria,US Senate ,,Democrat ,Lawrence,Coopers Creek (A-Z),23
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Coopers Creek (A-Z),295
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Coopers Creek (A-Z),5
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Coopers Creek (A-Z),1
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Coopers Creek (A-Z),1
2,Mike Espy,US Senate Special,,,Lawrence,Coopers Creek (A-Z),16
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Coopers Creek (A-Z),289
2,Chris McDaniel,US Senate Special,,,Lawrence,Coopers Creek (A-Z),34
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Coopers Creek (A-Z),24
2,Michael Guest,US House,3,Republican ,Lawrence,Coopers Creek (A-Z),308
2,Matthew Holland,US House,3,Reform,Lawrence,Coopers Creek (A-Z),2
2,David Baria,US Senate ,,Democrat ,Lawrence,Courthouse A-Z,143
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Courthouse A-Z,661
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Courthouse A-Z,14
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Courthouse A-Z,4
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Courthouse A-Z,1
2,Mike Espy,US Senate Special,,,Lawrence,Courthouse A-Z,145
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Courthouse A-Z,661
2,Chris McDaniel,US Senate Special,,,Lawrence,Courthouse A-Z,60
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Courthouse A-Z,180
2,Michael Guest,US House,3,Republican ,Lawrence,Courthouse A-Z,663
2,Matthew Holland,US House,3,Reform,Lawrence,Courthouse A-Z,9
2,David Baria,US Senate ,,Democrat ,Lawrence,Grange,17
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Grange,126
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Grange,1
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Grange,0
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Grange,0
2,Mike Espy,US Senate Special,,,Lawrence,Grange,23
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Grange,115
2,Chris McDaniel,US Senate Special,,,Lawrence,Grange,15
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Grange,23
2,Michael Guest,US House,3,Republican ,Lawrence,Grange,129
2,Matthew Holland,US House,3,Reform,Lawrence,Grange,0
2,David Baria,US Senate ,,Democrat ,Lawrence,Hooker,83
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Hooker,40
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Hooker,1
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Hooker,4
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Hooker,3
2,Mike Espy,US Senate Special,,,Lawrence,Hooker,103
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Hooker,38
2,Chris McDaniel,US Senate Special,,,Lawrence,Hooker,0
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Hooker,97
2,Michael Guest,US House,3,Republican ,Lawrence,Hooker,42
2,Matthew Holland,US House,3,Reform,Lawrence,Hooker,1
2,David Baria,US Senate ,,Democrat ,Lawrence,Jayess,21
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Jayess,286
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Jayess,6
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Jayess,3
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Jayess,2
2,Mike Espy,US Senate Special,,,Lawrence,Jayess,21
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Jayess,263
2,Chris McDaniel,US Senate Special,,,Lawrence,Jayess,42
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Jayess,24
2,Michael Guest,US House,3,Republican ,Lawrence,Jayess,296
2,Matthew Holland,US House,3,Reform,Lawrence,Jayess,4
2,David Baria,US Senate ,,Democrat ,Lawrence,Monticello-Beat 5,65
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Monticello-Beat 5,6
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Monticello-Beat 5,1
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Monticello-Beat 5,3
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Monticello-Beat 5,2
2,Mike Espy,US Senate Special,,,Lawrence,Monticello-Beat 5,73
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Monticello-Beat 5,5
2,Chris McDaniel,US Senate Special,,,Lawrence,Monticello-Beat 5,0
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Monticello-Beat 5,73
2,Michael Guest,US House,3,Republican ,Lawrence,Monticello-Beat 5,6
2,Matthew Holland,US House,3,Reform,Lawrence,Monticello-Beat 5,1
2,David Baria,US Senate ,,Democrat ,Lawrence,New Hebron,72
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,New Hebron,228
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,New Hebron,6
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,New Hebron,1
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,New Hebron,2
2,Mike Espy,US Senate Special,,,Lawrence,New Hebron,84
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,New Hebron,198
2,Chris McDaniel,US Senate Special,,,Lawrence,New Hebron,42
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,New Hebron,85
2,Michael Guest,US House,3,Republican ,Lawrence,New Hebron,230
2,Matthew Holland,US House,3,Reform,Lawrence,New Hebron,1
2,David Baria,US Senate ,,Democrat ,Lawrence,Nola,3
2,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Nola,41
2,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Nola,0
2,Shawn O'Hara,US Senate ,,Reform,Lawrence,Nola,0
2,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Nola,0
2,Mike Espy,US Senate Special,,,Lawrence,Nola,5
2,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Nola,39
2,Chris McDaniel,US Senate Special,,,Lawrence,Nola,4
2,Michael Ted Evans,US House,3,Democrat ,Lawrence,Nola,4
2,Michael Guest,US House,3,Republican ,Lawrence,Nola,38
2,Matthew Holland,US House,3,Reform,Lawrence,Nola,2
3,David Baria,US Senate ,,Democrat ,Lawrence,Nola 91,37
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Nola 91,1
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Nola 91,1
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Nola 91,0
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Nola 91,5
3,Mike Espy,US Senate Special,,,Lawrence,Nola 91,34
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Nola 91,1
3,Chris McDaniel,US Senate Special,,,Lawrence,Nola 91,0
3,Michael Ted Evans,US House,3,Democrat ,Lawrence,Nola 91,39
3,Michael Guest,US House,3,Republican ,Lawrence,Nola 91,2
3,Matthew Holland,US House,3,Reform,Lawrence,Nola 91,0
3,David Baria,US Senate ,,Democrat ,Lawrence,Oakvale,4
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Oakvale,75
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Oakvale,4
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Oakvale,0
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Oakvale,0
3,Mike Espy,US Senate Special,,,Lawrence,Oakvale,8
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Oakvale,75
3,Chris McDaniel,US Senate Special,,,Lawrence,Oakvale,4
3,Michael Ted Evans,US House,3,Democrat ,Lawrence,Oakvale,12
3,Michael Guest,US House,3,Republican ,Lawrence,Oakvale,74
3,Matthew Holland,US House,3,Reform,Lawrence,Oakvale,1
3,David Baria,US Senate ,,Democrat ,Lawrence,Oma,163
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Oma,52
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Oma,3
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Oma,7
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Oma,4
3,Mike Espy,US Senate Special,,,Lawrence,Oma,185
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Oma,43
3,Chris McDaniel,US Senate Special,,,Lawrence,Oma,6
3,Michael Ted Evans,US House,3,Democrat ,Lawrence,Oma,186
3,Michael Guest,US House,3,Republican ,Lawrence,Oma,46
3,Matthew Holland,US House,3,Reform,Lawrence,Oma,7
3,David Baria,US Senate ,,Democrat ,Lawrence,Peyton Town,91
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Peyton Town,26
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Peyton Town,0
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Peyton Town,1
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Peyton Town,1
3,Mike Espy,US Senate Special,,,Lawrence,Peyton Town,109
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Peyton Town,18
3,Chris McDaniel,US Senate Special,,,Lawrence,Peyton Town,3
3,Michael Ted Evans,US House,3,Democrat ,Lawrence,Peyton Town,107
3,Michael Guest,US House,3,Republican ,Lawrence,Peyton Town,21
3,Matthew Holland,US House,3,Reform,Lawrence,Peyton Town,2
3,David Baria,US Senate ,,Democrat ,Lawrence,Silver Creek,168
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Silver Creek,115
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Silver Creek,4
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Silver Creek,2
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Silver Creek,0
3,Mike Espy,US Senate Special,,,Lawrence,Silver Creek,183
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Silver Creek,106
3,Chris McDaniel,US Senate Special,,,Lawrence,Silver Creek,12
3,Michael Ted Evans,US House,3,Democrat ,Lawrence,Silver Creek,179
3,Michael Guest,US House,3,Republican ,Lawrence,Silver Creek,113
3,Matthew Holland,US House,3,Reform,Lawrence,Silver Creek,4
3,David Baria,US Senate ,,Democrat ,Lawrence,Sontag,69
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Sontag,161
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Sontag,3
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Sontag,1
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Sontag,0
3,Mike Espy,US Senate Special,,,Lawrence,Sontag,74
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Sontag,164
3,Chris McDaniel,US Senate Special,,,Lawrence,Sontag,18
3,Michael Ted Evans,US House,3,Democrat ,Lawrence,Sontag,85
3,Michael Guest,US House,3,Republican ,Lawrence,Sontag,169
3,Matthew Holland,US House,3,Reform,Lawrence,Sontag,0
3,David Baria,US Senate ,,Democrat ,Lawrence,Stringer,136
3,Roger F. Wicker,US Senate ,,Republican ,Lawrence,Stringer,86
3,Danny Bedwell,US Senate ,,Libertarian,Lawrence,Stringer,0
3,Shawn O'Hara,US Senate ,,Reform,Lawrence,Stringer,4
3,Tobey Bernard Bartee,US Senate Special,,,Lawrence,Stringer,3
3,Mike Espy,US Senate Special,,,Lawrence,Stringer,151
3,Cindy Hyde-Smith,US Senate Special,,,Lawrence,Stringer,81
3,Chris McDaniel,US Senate Special,,,Lawrence,Stringer,12
