page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Marion,Balls Mill,89
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Balls Mill,331
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Balls Mill,8
2,Shawn O'Hara,US Senate ,,Reform,Marion,Balls Mill,3
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Balls Mill,0
2,Mike Espy,US Senate Special,,,Marion,Balls Mill,94
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Balls Mill,259
2,Chris McDaniel,US Senate Special,,,Marion,Balls Mill,84
2,Jeramy Anderson,US House,4,Democrat ,Marion,Balls Mill,92
2,Steven Palazzo,US House,4,Republican ,Marion,Balls Mill,346
2,Lajena Sheets,US House,4,Reform,Marion,Balls Mill,0
2,David Baria,US Senate ,,Democrat ,Marion,Carley,40
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Carley,489
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Carley,13
2,Shawn O'Hara,US Senate ,,Reform,Marion,Carley,2
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Carley,0
2,Mike Espy,US Senate Special,,,Marion,Carley,39
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Carley,343
2,Chris McDaniel,US Senate Special,,,Marion,Carley,168
2,Jeramy Anderson,US House,4,Democrat ,Marion,Carley,38
2,Steven Palazzo,US House,4,Republican ,Marion,Carley,514
2,Lajena Sheets,US House,4,Reform,Marion,Carley,2
2,David Baria,US Senate ,,Democrat ,Marion,Cedar Grove,89
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Cedar Grove,209
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Cedar Grove,1
2,Shawn O'Hara,US Senate ,,Reform,Marion,Cedar Grove,4
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Cedar Grove,3
2,Mike Espy,US Senate Special,,,Marion,Cedar Grove,86
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Cedar Grove,158
2,Chris McDaniel,US Senate Special,,,Marion,Cedar Grove,48
2,Jeramy Anderson,US House,4,Democrat ,Marion,Cedar Grove,95
2,Steven Palazzo,US House,4,Republican ,Marion,Cedar Grove,210
2,Lajena Sheets,US House,4,Reform,Marion,Cedar Grove,0
2,David Baria,US Senate ,,Democrat ,Marion,City Hall,92
2,Roger F. Wicker,US Senate ,,Republican ,Marion,City Hall,100
2,Danny Bedwell,US Senate ,,Libertarian,Marion,City Hall,2
2,Shawn O'Hara,US Senate ,,Reform,Marion,City Hall,2
2,Tobey Bernard Bartee,US Senate Special,,,Marion,City Hall,3
2,Mike Espy,US Senate Special,,,Marion,City Hall,92
2,Cindy Hyde-Smith,US Senate Special,,,Marion,City Hall,83
2,Chris McDaniel,US Senate Special,,,Marion,City Hall,24
2,Jeramy Anderson,US House,4,Democrat ,Marion,City Hall,98
2,Steven Palazzo,US House,4,Republican ,Marion,City Hall,107
2,Lajena Sheets,US House,4,Reform,Marion,City Hall,0
2,David Baria,US Senate ,,Democrat ,Marion,Court House,99
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Court House,242
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Court House,5
2,Shawn O'Hara,US Senate ,,Reform,Marion,Court House,2
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Court House,9
2,Mike Espy,US Senate Special,,,Marion,Court House,98
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Court House,179
2,Chris McDaniel,US Senate Special,,,Marion,Court House,65
2,Jeramy Anderson,US House,4,Democrat ,Marion,Court House,106
2,Steven Palazzo,US House,4,Republican ,Marion,Court House,242
2,Lajena Sheets,US House,4,Reform,Marion,Court House,5
2,David Baria,US Senate ,,Democrat ,Marion,Darbun,33
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Darbun,160
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Darbun,5
2,Shawn O'Hara,US Senate ,,Reform,Marion,Darbun,3
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Darbun,1
2,Mike Espy,US Senate Special,,,Marion,Darbun,37
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Darbun,127
2,Chris McDaniel,US Senate Special,,,Marion,Darbun,43
2,Jeramy Anderson,US House,4,Democrat ,Marion,Darbun,33
2,Steven Palazzo,US House,4,Republican ,Marion,Darbun,171
2,Lajena Sheets,US House,4,Reform,Marion,Darbun,0
2,David Baria,US Senate ,,Democrat ,Marion,East Columbia,507
2,Roger F. Wicker,US Senate ,,Republican ,Marion,East Columbia,215
2,Danny Bedwell,US Senate ,,Libertarian,Marion,East Columbia,5
2,Shawn O'Hara,US Senate ,,Reform,Marion,East Columbia,8
2,Tobey Bernard Bartee,US Senate Special,,,Marion,East Columbia,10
2,Mike Espy,US Senate Special,,,Marion,East Columbia,515
2,Cindy Hyde-Smith,US Senate Special,,,Marion,East Columbia,159
2,Chris McDaniel,US Senate Special,,,Marion,East Columbia,58
2,Jeramy Anderson,US House,4,Democrat ,Marion,East Columbia,510
2,Steven Palazzo,US House,4,Republican ,Marion,East Columbia,226
2,Lajena Sheets,US House,4,Reform,Marion,East Columbia,7
2,David Baria,US Senate ,,Democrat ,Marion,Foxworth,219
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Foxworth,395
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Foxworth,11
2,Shawn O'Hara,US Senate ,,Reform,Marion,Foxworth,8
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Foxworth,9
2,Mike Espy,US Senate Special,,,Marion,Foxworth,247
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Foxworth,271
2,Chris McDaniel,US Senate Special,,,Marion,Foxworth,120
2,Jeramy Anderson,US House,4,Democrat ,Marion,Foxworth,232
2,Steven Palazzo,US House,4,Republican ,Marion,Foxworth,417
2,Lajena Sheets,US House,4,Reform,Marion,Foxworth,3
2,David Baria,US Senate ,,Democrat ,Marion,Goss,39
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Goss,255
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Goss,4
2,Shawn O'Hara,US Senate ,,Reform,Marion,Goss,3
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Goss,1
2,Mike Espy,US Senate Special,,,Marion,Goss,50
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Goss,184
2,Chris McDaniel,US Senate Special,,,Marion,Goss,73
2,Jeramy Anderson,US House,4,Democrat ,Marion,Goss,40
2,Steven Palazzo,US House,4,Republican ,Marion,Goss,264
2,Lajena Sheets,US House,4,Reform,Marion,Goss,2
2,David Baria,US Senate ,,Democrat ,Marion,Hub,169
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Hub,125
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Hub,2
2,Shawn O'Hara,US Senate ,,Reform,Marion,Hub,1
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Hub,26
2,Mike Espy,US Senate Special,,,Marion,Hub,151
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Hub,84
2,Chris McDaniel,US Senate Special,,,Marion,Hub,45
2,Jeramy Anderson,US House,4,Democrat ,Marion,Hub,174
2,Steven Palazzo,US House,4,Republican ,Marion,Hub,133
2,Lajena Sheets,US House,4,Reform,Marion,Hub,2
2,David Baria,US Senate ,,Democrat ,Marion,Jefferson School,114
2,Roger F. Wicker,US Senate ,,Republican ,Marion,Jefferson School,8
2,Danny Bedwell,US Senate ,,Libertarian,Marion,Jefferson School,3
2,Shawn O'Hara,US Senate ,,Reform,Marion,Jefferson School,5
2,Tobey Bernard Bartee,US Senate Special,,,Marion,Jefferson School,3
2,Mike Espy,US Senate Special,,,Marion,Jefferson School,129
2,Cindy Hyde-Smith,US Senate Special,,,Marion,Jefferson School,1
2,Chris McDaniel,US Senate Special,,,Marion,Jefferson School,1
2,Jeramy Anderson,US House,4,Democrat ,Marion,Jefferson School,120
2,Steven Palazzo,US House,4,Republican ,Marion,Jefferson School,9
2,Lajena Sheets,US House,4,Reform,Marion,Jefferson School,3
3,David Baria,US Senate ,,Democrat ,Marion,Kokomo,91
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Kokomo,276
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Kokomo,6
3,Shawn O'Hara,US Senate ,,Reform,Marion,Kokomo,2
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Kokomo,5
3,Mike Espy,US Senate Special,,,Marion,Kokomo,100
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Kokomo,174
3,Chris McDaniel,US Senate Special,,,Marion,Kokomo,102
3,Jeramy Anderson,US House,4,Democrat ,Marion,Kokomo,95
3,Steven Palazzo,US House,4,Republican ,Marion,Kokomo,285
3,Lajena Sheets,US House,4,Reform,Marion,Kokomo,2
3,David Baria,US Senate ,,Democrat ,Marion,Little Rock,151
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Little Rock,167
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Little Rock,9
3,Shawn O'Hara,US Senate ,,Reform,Marion,Little Rock,1
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Little Rock,5
3,Mike Espy,US Senate Special,,,Marion,Little Rock,147
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Little Rock,132
3,Chris McDaniel,US Senate Special,,,Marion,Little Rock,40
3,Jeramy Anderson,US House,4,Democrat ,Marion,Little Rock,141
3,Steven Palazzo,US House,4,Republican ,Marion,Little Rock,186
3,Lajena Sheets,US House,4,Reform,Marion,Little Rock,2
3,David Baria,US Senate ,,Democrat ,Marion,Morgantown,13
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Morgantown,282
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Morgantown,3
3,Shawn O'Hara,US Senate ,,Reform,Marion,Morgantown,2
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Morgantown,4
3,Mike Espy,US Senate Special,,,Marion,Morgantown,21
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Morgantown,176
3,Chris McDaniel,US Senate Special,,,Marion,Morgantown,104
3,Jeramy Anderson,US House,4,Democrat ,Marion,Morgantown,18
3,Steven Palazzo,US House,4,Republican ,Marion,Morgantown,288
3,Lajena Sheets,US House,4,Reform,Marion,Morgantown,1
3,David Baria,US Senate ,,Democrat ,Marion,Morris,324
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Morris,608
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Morris,16
3,Shawn O'Hara,US Senate ,,Reform,Marion,Morris,8
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Morris,15
3,Mike Espy,US Senate Special,,,Marion,Morris,320
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Morris,425
3,Chris McDaniel,US Senate Special,,,Marion,Morris,210
3,Jeramy Anderson,US House,4,Democrat ,Marion,Morris,329
3,Steven Palazzo,US House,4,Republican ,Marion,Morris,638
3,Lajena Sheets,US House,4,Reform,Marion,Morris,4
3,David Baria,US Senate ,,Democrat ,Marion,National Guard,80
3,Roger F. Wicker,US Senate ,,Republican ,Marion,National Guard,895
3,Danny Bedwell,US Senate ,,Libertarian,Marion,National Guard,11
3,Shawn O'Hara,US Senate ,,Reform,Marion,National Guard,3
3,Tobey Bernard Bartee,US Senate Special,,,Marion,National Guard,7
3,Mike Espy,US Senate Special,,,Marion,National Guard,94
3,Cindy Hyde-Smith,US Senate Special,,,Marion,National Guard,653
3,Chris McDaniel,US Senate Special,,,Marion,National Guard,248
3,Jeramy Anderson,US House,4,Democrat ,Marion,National Guard,85
3,Steven Palazzo,US House,4,Republican ,Marion,National Guard,909
3,Lajena Sheets,US House,4,Reform,Marion,National Guard,9
3,David Baria,US Senate ,,Democrat ,Marion,Pine Burr,74
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Pine Burr,174
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Pine Burr,5
3,Shawn O'Hara,US Senate ,,Reform,Marion,Pine Burr,3
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Pine Burr,9
3,Mike Espy,US Senate Special,,,Marion,Pine Burr,76
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Pine Burr,114
3,Chris McDaniel,US Senate Special,,,Marion,Pine Burr,62
3,Jeramy Anderson,US House,4,Democrat ,Marion,Pine Burr,76
3,Steven Palazzo,US House,4,Republican ,Marion,Pine Burr,181
3,Lajena Sheets,US House,4,Reform,Marion,Pine Burr,4
3,David Baria,US Senate ,,Democrat ,Marion,Pittman,15
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Pittman,321
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Pittman,9
3,Shawn O'Hara,US Senate ,,Reform,Marion,Pittman,1
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Pittman,4
3,Mike Espy,US Senate Special,,,Marion,Pittman,17
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Pittman,221
3,Chris McDaniel,US Senate Special,,,Marion,Pittman,108
3,Jeramy Anderson,US House,4,Democrat ,Marion,Pittman,17
3,Steven Palazzo,US House,4,Republican ,Marion,Pittman,336
3,Lajena Sheets,US House,4,Reform,Marion,Pittman,0
3,David Baria,US Senate ,,Democrat ,Marion,Popetown,310
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Popetown,265
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Popetown,6
3,Shawn O'Hara,US Senate ,,Reform,Marion,Popetown,5
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Popetown,17
3,Mike Espy,US Senate Special,,,Marion,Popetown,298
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Popetown,206
3,Chris McDaniel,US Senate Special,,,Marion,Popetown,76
3,Jeramy Anderson,US House,4,Democrat ,Marion,Popetown,324
3,Steven Palazzo,US House,4,Republican ,Marion,Popetown,277
3,Lajena Sheets,US House,4,Reform,Marion,Popetown,1
3,David Baria,US Senate ,,Democrat ,Marion,Sandy Hook,84
3,Roger F. Wicker,US Senate ,,Republican ,Marion,Sandy Hook,163
3,Danny Bedwell,US Senate ,,Libertarian,Marion,Sandy Hook,5
3,Shawn O'Hara,US Senate ,,Reform,Marion,Sandy Hook,1
3,Tobey Bernard Bartee,US Senate Special,,,Marion,Sandy Hook,0
3,Mike Espy,US Senate Special,,,Marion,Sandy Hook,83
3,Cindy Hyde-Smith,US Senate Special,,,Marion,Sandy Hook,117
3,Chris McDaniel,US Senate Special,,,Marion,Sandy Hook,59
3,Jeramy Anderson,US House,4,Democrat ,Marion,Sandy Hook,87
