page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Smith,Ag-Complex,42
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Ag-Complex,333
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Ag-Complex,8
2,Shawn O'Hara,US Senate ,,Reform,Smith,Ag-Complex,7
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Ag-Complex,4
2,Mike Espy,US Senate Special,,,Smith,Ag-Complex,39
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Ag-Complex,216
2,Chris McDaniel,US Senate Special,,,Smith,Ag-Complex,136
2,Michael Ted Evans,US House,3,Democrat ,Smith,Ag-Complex,43
2,Michael Guest,US House,3,Republican ,Smith,Ag-Complex,344
2,Matthew Holland,US House,3,Reform,Smith,Ag-Complex,5
2,David Baria,US Senate ,,Democrat ,Smith,Burns,45
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Burns,139
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Burns,5
2,Shawn O'Hara,US Senate ,,Reform,Smith,Burns,1
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Burns,2
2,Mike Espy,US Senate Special,,,Smith,Burns,50
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Burns,104
2,Chris McDaniel,US Senate Special,,,Smith,Burns,41
2,Michael Ted Evans,US House,3,Democrat ,Smith,Burns,44
2,Michael Guest,US House,3,Republican ,Smith,Burns,147
2,Matthew Holland,US House,3,Reform,Smith,Burns,5
2,David Baria,US Senate ,,Democrat ,Smith,Cedar Grove,41
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Cedar Grove,71
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Cedar Grove,3
2,Shawn O'Hara,US Senate ,,Reform,Smith,Cedar Grove,0
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Cedar Grove,0
2,Mike Espy,US Senate Special,,,Smith,Cedar Grove,44
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Cedar Grove,51
2,Chris McDaniel,US Senate Special,,,Smith,Cedar Grove,33
2,Michael Ted Evans,US House,3,Democrat ,Smith,Cedar Grove,45
2,Michael Guest,US House,3,Republican ,Smith,Cedar Grove,77
2,Matthew Holland,US House,3,Reform,Smith,Cedar Grove,3
2,David Baria,US Senate ,,Democrat ,Smith,Center Ridge,17
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Center Ridge,251
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Center Ridge,2
2,Shawn O'Hara,US Senate ,,Reform,Smith,Center Ridge,2
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Center Ridge,0
2,Mike Espy,US Senate Special,,,Smith,Center Ridge,19
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Center Ridge,121
2,Chris McDaniel,US Senate Special,,,Smith,Center Ridge,138
2,Michael Ted Evans,US House,3,Democrat ,Smith,Center Ridge,24
2,Michael Guest,US House,3,Republican ,Smith,Center Ridge,251
2,Matthew Holland,US House,3,Reform,Smith,Center Ridge,1
2,David Baria,US Senate ,,Democrat ,Smith,Clear Springs-Pineville,10
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Clear Springs-Pineville,172
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Clear Springs-Pineville,0
2,Shawn O'Hara,US Senate ,,Reform,Smith,Clear Springs-Pineville,0
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Clear Springs-Pineville,0
2,Mike Espy,US Senate Special,,,Smith,Clear Springs-Pineville,14
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Clear Springs-Pineville,110
2,Chris McDaniel,US Senate Special,,,Smith,Clear Springs-Pineville,61
2,Michael Ted Evans,US House,3,Democrat ,Smith,Clear Springs-Pineville,13
2,Michael Guest,US House,3,Republican ,Smith,Clear Springs-Pineville,166
2,Matthew Holland,US House,3,Reform,Smith,Clear Springs-Pineville,4
2,David Baria,US Senate ,,Democrat ,Smith,Lorena-Spinola,27
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Lorena-Spinola,211
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Lorena-Spinola,2
2,Shawn O'Hara,US Senate ,,Reform,Smith,Lorena-Spinola,2
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Lorena-Spinola,1
2,Mike Espy,US Senate Special,,,Smith,Lorena-Spinola,32
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Lorena-Spinola,137
2,Chris McDaniel,US Senate Special,,,Smith,Lorena-Spinola,79
2,Michael Ted Evans,US House,3,Democrat ,Smith,Lorena-Spinola,31
2,Michael Guest,US House,3,Republican ,Smith,Lorena-Spinola,215
2,Matthew Holland,US House,3,Reform,Smith,Lorena-Spinola,6
2,David Baria,US Senate ,,Democrat ,Smith,Mize,25
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Mize,338
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Mize,14
2,Shawn O'Hara,US Senate ,,Reform,Smith,Mize,3
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Mize,0
2,Mike Espy,US Senate Special,,,Smith,Mize,20
2,Cindy Hyde-Smith,US Senate Special,,,Smith,Mize,185
2,Chris McDaniel,US Senate Special,,,Smith,Mize,188
2,Michael Ted Evans,US House,3,Democrat ,Smith,Mize,23
2,Michael Guest,US House,3,Republican ,Smith,Mize,363
2,Matthew Holland,US House,3,Reform,Smith,Mize,7
2,David Baria,US Senate ,,Democrat ,Smith,North Raleigh,160
2,Roger F. Wicker,US Senate ,,Republican ,Smith,North Raleigh,311
2,Danny Bedwell,US Senate ,,Libertarian,Smith,North Raleigh,8
2,Shawn O'Hara,US Senate ,,Reform,Smith,North Raleigh,5
2,Tobey Bernard Bartee,US Senate Special,,,Smith,North Raleigh,6
2,Mike Espy,US Senate Special,,,Smith,North Raleigh,172
2,Cindy Hyde-Smith,US Senate Special,,,Smith,North Raleigh,227
2,Chris McDaniel,US Senate Special,,,Smith,North Raleigh,99
2,Michael Ted Evans,US House,3,Democrat ,Smith,North Raleigh,167
2,Michael Guest,US House,3,Republican ,Smith,North Raleigh,327
2,Matthew Holland,US House,3,Reform,Smith,North Raleigh,10
2,David Baria,US Senate ,,Democrat ,Smith,Polkville,20
2,Roger F. Wicker,US Senate ,,Republican ,Smith,Polkville,319
2,Danny Bedwell,US Senate ,,Libertarian,Smith,Polkville,6
2,Shawn O'Hara,US Senate ,,Reform,Smith,Polkville,3
2,Tobey Bernard Bartee,US Senate Special,,,Smith,Polkville,1
2,Mike Espy,US Senate Special,,,Smith,Polkville,26
