page,candidate,office,district,party,county,precinct,votes,winner
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Belzoni - 4010,2,
2,Roger F. Wicker,States Senate,,R,Humphreys,Belzoni - 4010,58,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Belzoni North - 1bn 1020,1,
2,Roger F. Wicker,States Senate,,R,Humphreys,Belzoni North - 1bn 1020,24,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Belzoni North - 2bn 2020,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Belzoni North - 2bn 2020,0,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Belzoni South - 3bs 3010,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Belzoni South - 3bs 3010,0,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Belzoni South - 5bs 5010,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Belzoni South - 5bs 5010,0,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Fourmile North - 1fn 1010,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Fourmile North - 1fn 1010,4,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Gooden Lake North - 2gn 2030,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Gooden Lake North - 2gn 2030,9,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Isola North - 2in 2010,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Isola North - 2in 2010,33,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Lake City South - 3ls 3030,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Lake City South - 3ls 3030,9,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Louise South - 5ls 5030,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Louise South - 5ls 5030,18,
2,Richard Warren Boyanton,States Senate,,R,Humphreys,Midnight South - 5ms 5020,0,
2,Roger F. Wicker,States Senate,,R,Humphreys,Midnight South - 5ms 5020,11,
3,Richard Warren Boyanton,States Senate,,R,Humphreys,Putnam South -4ps 4030,1,
3,Roger F. Wicker,States Senate,,R,Humphreys,Putnam South -4ps 4030,13,
3,Richard Warren Boyanton,States Senate,,R,Humphreys,Silver City South - 3ss 3020,2,
3,Roger F. Wicker,States Senate,,R,Humphreys,Silver City South - 3ss 3020,20,
3,Richard Warren Boyanton,States Senate,,R,Humphreys,TOTAL,6,
3,Roger F. Wicker,States Senate,,R,Humphreys,TOTAL,199,
2,David Baria,States Senate,,D,Humphreys,Belzoni - 4010,23,
2,Jensen Bohren,States Senate,,D,Humphreys,Belzoni - 4010,4,
2,Jerone Garland,States Senate,,D,Humphreys,Belzoni - 4010,2,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Belzoni - 4010,4,
2,Omeria Scott,States Senate,,D,Humphreys,Belzoni - 4010,13,
2,Howard Sherman,States Senate,,D,Humphreys,Belzoni - 4010,29,
2,David Baria,States Senate,,D,Humphreys,Belzoni North - 1bn 1020,40,
2,Jensen Bohren,States Senate,,D,Humphreys,Belzoni North - 1bn 1020,3,
2,Jerone Garland,States Senate,,D,Humphreys,Belzoni North - 1bn 1020,5,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Belzoni North - 1bn 1020,7,
2,Omeria Scott,States Senate,,D,Humphreys,Belzoni North - 1bn 1020,14,
2,Howard Sherman,States Senate,,D,Humphreys,Belzoni North - 1bn 1020,45,
2,David Baria,States Senate,,D,Humphreys,Belzoni North - 2bn 2020,14,
2,Jensen Bohren,States Senate,,D,Humphreys,Belzoni North - 2bn 2020,1,
2,Jerone Garland,States Senate,,D,Humphreys,Belzoni North - 2bn 2020,0,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Belzoni North - 2bn 2020,1,
2,Omeria Scott,States Senate,,D,Humphreys,Belzoni North - 2bn 2020,5,
2,Howard Sherman,States Senate,,D,Humphreys,Belzoni North - 2bn 2020,7,
2,David Baria,States Senate,,D,Humphreys,Belzoni South - 3bs 3010,12,
2,Jensen Bohren,States Senate,,D,Humphreys,Belzoni South - 3bs 3010,3,
2,Jerone Garland,States Senate,,D,Humphreys,Belzoni South - 3bs 3010,0,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Belzoni South - 3bs 3010,0,
2,Omeria Scott,States Senate,,D,Humphreys,Belzoni South - 3bs 3010,6,
2,Howard Sherman,States Senate,,D,Humphreys,Belzoni South - 3bs 3010,6,
2,David Baria,States Senate,,D,Humphreys,Belzoni South - 5bs 5010,15,
2,Jensen Bohren,States Senate,,D,Humphreys,Belzoni South - 5bs 5010,5,
2,Jerone Garland,States Senate,,D,Humphreys,Belzoni South - 5bs 5010,2,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Belzoni South - 5bs 5010,3,
2,Omeria Scott,States Senate,,D,Humphreys,Belzoni South - 5bs 5010,5,
2,Howard Sherman,States Senate,,D,Humphreys,Belzoni South - 5bs 5010,11,
2,David Baria,States Senate,,D,Humphreys,Fourmile North - 1fn 1010,0,
2,Jensen Bohren,States Senate,,D,Humphreys,Fourmile North - 1fn 1010,0,
2,Jerone Garland,States Senate,,D,Humphreys,Fourmile North - 1fn 1010,0,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Fourmile North - 1fn 1010,0,
2,Omeria Scott,States Senate,,D,Humphreys,Fourmile North - 1fn 1010,0,
2,Howard Sherman,States Senate,,D,Humphreys,Fourmile North - 1fn 1010,0,
2,David Baria,States Senate,,D,Humphreys,Gooden Lake North - 2gn 2030,0,
2,Jensen Bohren,States Senate,,D,Humphreys,Gooden Lake North - 2gn 2030,0,
2,Jerone Garland,States Senate,,D,Humphreys,Gooden Lake North - 2gn 2030,0,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Gooden Lake North - 2gn 2030,1,
2,Omeria Scott,States Senate,,D,Humphreys,Gooden Lake North - 2gn 2030,1,
2,Howard Sherman,States Senate,,D,Humphreys,Gooden Lake North - 2gn 2030,2,
2,David Baria,States Senate,,D,Humphreys,Isola North - 2in 2010,11,
2,Jensen Bohren,States Senate,,D,Humphreys,Isola North - 2in 2010,1,
2,Jerone Garland,States Senate,,D,Humphreys,Isola North - 2in 2010,1,
2,Victor G. Maurice Jr.,States Senate,,D,Humphreys,Isola North - 2in 2010,2,
