county,precinct,office,district,Candidate,party,Votes,
Pike,Holmesville,U.S. Senate,,Danny Bedwell,Libertarian,10,
Pike,Calvary Baptist Church,U.S. Senate,,Danny Bedwell,Libertarian,11,
Pike,Old Jones School,U.S. Senate,,Danny Bedwell,Libertarian,7,
Pike,Summit City Hall,U.S. Senate,,Danny Bedwell,Libertarian,14,
Pike,SMCC Work Force Training Ctr,U.S. Senate,,Danny Bedwell,Libertarian,11,
Pike,Johnston Chapel Meth. Church,U.S. Senate,,Danny Bedwell,Libertarian,23,
Pike,Pisgah Methodist Church,U.S. Senate,,Danny Bedwell,Libertarian,5,
Pike,Pike Co. Nat. Bank,U.S. Senate,,Danny Bedwell,Libertarian,12,
Pike,Old Progress Volunteer Fire,U.S. Senate,,Danny Bedwell,Libertarian,12,
Pike,Church of Christ,U.S. Senate,,Danny Bedwell,Libertarian,2,
Pike,West McComb Bapt. Church,U.S. Senate,,Danny Bedwell,Libertarian,3,
Pike,St. Mary of the Pines,U.S. Senate,,Danny Bedwell,Libertarian,7,
Pike,Osyka City Hall,U.S. Senate,,Danny Bedwell,Libertarian,1,
Pike,TOTAL,U.S. Senate,,Danny Bedwell,Libertarian,179,
Pike,New Hope Baptist Church,U.S. Senate,,Shawn O'Hara,Reform,5,
Pike,S MCCOMB BAPTIST CHURCH,U.S. Senate,,Shawn O'Hara,Reform,1,
Pike,"Fiest Bapt. Church, Summit",U.S. Senate,,Shawn O'Hara,Reform,3,
Pike,Mlk Center,U.S. Senate,,Shawn O'Hara,Reform,1,
Pike,North McComb Baptist Church,U.S. Senate,,Shawn O'Hara,Reform,2,
Pike,Lifepointe Nazarene Church,U.S. Senate,,Shawn O'Hara,Reform,4,
Pike,St Mary Free Will Bapt. Ch.,U.S. Senate,,Shawn O'Hara,Reform,6,
Pike,Fernwood Baptist Church,U.S. Senate,,Shawn O'Hara,Reform,2,
Pike,Magnolia Comm Ctr.,U.S. Senate,,Shawn O'Hara,Reform,3,
Pike,Braswell Education Complex,U.S. Senate,,Shawn O'Hara,Reform,3,
Pike,Leggett Community,U.S. Senate,,Shawn O'Hara,Reform,1,
Pike,Navilla Baptist Church Fellowship,U.S. Senate,,Shawn O'Hara,Reform,6,
Pike,Holmesville,U.S. Senate,,Shawn O'Hara,Reform,3,
Pike,Calvary Baptist Church,U.S. Senate,,Shawn O'Hara,Reform,1,
Pike,Old Jones School,U.S. Senate,,Shawn O'Hara,Reform,1,
Pike,Summit City Hall,U.S. Senate,,Shawn O'Hara,Reform,2,
Pike,SMCC Work Force Training Ctr,U.S. Senate,,Shawn O'Hara,Reform,2,
Pike,Johnston Chapel Meth. Church,U.S. Senate,,Shawn O'Hara,Reform,3,
Pike,Pisgah Methodist Church,U.S. Senate,,Shawn O'Hara,Reform,0,
Pike,Pike Co. Nat. Bank,U.S. Senate,,Shawn O'Hara,Reform,1,
Pike,Old Progress Volunteer Fire,U.S. Senate,,Shawn O'Hara,Reform,4,
Pike,Church of Christ,U.S. Senate,,Shawn O'Hara,Reform,12,
Pike,West McComb Bapt. Church,U.S. Senate,,Shawn O'Hara,Reform,2,
Pike,St. Mary of the Pines,U.S. Senate,,Shawn O'Hara,Reform,0,
Pike,Osyka City Hall,U.S. Senate,,Shawn O'Hara,Reform,2,
Pike,TOTAL,U.S. Senate,,Shawn O'Hara,Reform,60,
Pike,New Hope Baptist Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,8,
Pike,S MCCOMB BAPTIST CHURCH,U.S. SenateSpecial,,Tobey Bernard Bartee,,9,
Pike,"Fiest Bapt. Church, Summit",U.S. SenateSpecial,,Tobey Bernard Bartee,,6,
Pike,Mlk Center,U.S. SenateSpecial,,Tobey Bernard Bartee,,15,
Pike,North McComb Baptist Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,5,
Pike,Lifepointe Nazarene Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,12,
Pike,St Mary Free Will Bapt. Ch.,U.S. SenateSpecial,,Tobey Bernard Bartee,,13,
Pike,Fernwood Baptist Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,10,
Pike,Magnolia Comm Ctr.,U.S. SenateSpecial,,Tobey Bernard Bartee,,19,
Pike,Braswell Education Complex,U.S. SenateSpecial,,Tobey Bernard Bartee,,10,
Pike,Leggett Community,U.S. SenateSpecial,,Tobey Bernard Bartee,,4,
Pike,Navilla Baptist Church Fellowship,U.S. SenateSpecial,,Tobey Bernard Bartee,,14,
Pike,Holmesville,U.S. SenateSpecial,,Tobey Bernard Bartee,,7,
Pike,Calvary Baptist Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,5,
Pike,Old Jones School,U.S. SenateSpecial,,Tobey Bernard Bartee,,3,
Pike,Summit City Hall,U.S. SenateSpecial,,Tobey Bernard Bartee,,3,
Pike,SMCC Work Force Training Ctr,U.S. SenateSpecial,,Tobey Bernard Bartee,,2,
Pike,Johnston Chapel Meth. Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,8,
Pike,Pisgah Methodist Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,6,
Pike,Pike Co. Nat. Bank,U.S. SenateSpecial,,Tobey Bernard Bartee,,6,
Pike,Old Progress Volunteer Fire,U.S. SenateSpecial,,Tobey Bernard Bartee,,17,
Pike,Church of Christ,U.S. SenateSpecial,,Tobey Bernard Bartee,,302,
Pike,West McComb Bapt. Church,U.S. SenateSpecial,,Tobey Bernard Bartee,,9,
Pike,St. Mary of the Pines,U.S. SenateSpecial,,Tobey Bernard Bartee,,11,
Pike,Osyka City Hall,U.S. SenateSpecial,,Tobey Bernard Bartee,,9,
Pike,TOTAL,U.S. SenateSpecial,,Tobey Bernard Bartee,,223,
Pike,New Hope Baptist Church,U.S. SenateSpecial,,Mike Espy,,405,
Pike,S MCCOMB BAPTIST CHURCH,U.S. SenateSpecial,,Mike Espy,,137,
Pike,"Fiest Bapt. Church, Summit",U.S. SenateSpecial,,Mike Espy,,196,
Pike,Mlk Center,U.S. SenateSpecial,,Mike Espy,,438,
Pike,North McComb Baptist Church,U.S. SenateSpecial,,Mike Espy,,126,
Pike,Lifepointe Nazarene Church,U.S. SenateSpecial,,Mike Espy,,193,
Pike,St Mary Free Will Bapt. Ch.,U.S. SenateSpecial,,Mike Espy,,245,
Pike,Fernwood Baptist Church,U.S. SenateSpecial,,Mike Espy,,349,
Pike,Magnolia Comm Ctr.,U.S. SenateSpecial,,Mike Espy,,360,
Pike,Braswell Education Complex,U.S. SenateSpecial,,Mike Espy,,361,
Pike,Leggett Community,U.S. SenateSpecial,,Mike Espy,,168,
Pike,Navilla Baptist Church Fellowship,U.S. SenateSpecial,,Mike Espy,,344,
Pike,Holmesville,U.S. SenateSpecial,,Mike Espy,,198,
Pike,Calvary Baptist Church,U.S. SenateSpecial,,Mike Espy,,178,
Pike,Old Jones School,U.S. SenateSpecial,,Mike Espy,,78,
Pike,Summit City Hall,U.S. SenateSpecial,,Mike Espy,,288,
Pike,SMCC Work Force Training Ctr,U.S. SenateSpecial,,Mike Espy,,188,
Pike,Johnston Chapel Meth. Church,U.S. SenateSpecial,,Mike Espy,,115,
Pike,Pisgah Methodist Church,U.S. SenateSpecial,,Mike Espy,,143,
Pike,Pike Co. Nat. Bank,U.S. SenateSpecial,,Mike Espy,,226,
Pike,Old Progress Volunteer Fire,U.S. SenateSpecial,,Mike Espy,,348,
Pike,Church of Christ,U.S. SenateSpecial,,Mike Espy,,214,
Pike,West McComb Bapt. Church,U.S. SenateSpecial,,Mike Espy,,173,
Pike,St. Mary of the Pines,U.S. SenateSpecial,,Mike Espy,,280,
Pike,Osyka City Hall,U.S. SenateSpecial,,Mike Espy,,70,
Pike,TOTAL,U.S. SenateSpecial,,Mike Espy,,5909,
Pike,New Hope Baptist Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,32,
Pike,S MCCOMB BAPTIST CHURCH,U.S. SenateSpecial,,Cindy Hyde-Smith,,48,
Pike,"Fiest Bapt. Church, Summit",U.S. SenateSpecial,,Cindy Hyde-Smith,,41,
Pike,Mlk Center,U.S. SenateSpecial,,Cindy Hyde-Smith,,12,
Pike,North McComb Baptist Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,232,
Pike,Lifepointe Nazarene Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,13,
Pike,St Mary Free Will Bapt. Ch.,U.S. SenateSpecial,,Cindy Hyde-Smith,,55,
Pike,Fernwood Baptist Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,117,
Pike,Magnolia Comm Ctr.,U.S. SenateSpecial,,Cindy Hyde-Smith,,176,
Pike,Braswell Education Complex,U.S. SenateSpecial,,Cindy Hyde-Smith,,197,
Pike,Leggett Community,U.S. SenateSpecial,,Cindy Hyde-Smith,,100,
Pike,Navilla Baptist Church Fellowship,U.S. SenateSpecial,,Cindy Hyde-Smith,,385,
Pike,Holmesville,U.S. SenateSpecial,,Cindy Hyde-Smith,,184,
Pike,Calvary Baptist Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,260,
Pike,Old Jones School,U.S. SenateSpecial,,Cindy Hyde-Smith,,308,
Pike,Summit City Hall,U.S. SenateSpecial,,Cindy Hyde-Smith,,226,
Pike,SMCC Work Force Training Ctr,U.S. SenateSpecial,,Cindy Hyde-Smith,,341,
Pike,Johnston Chapel Meth. Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,434,
Pike,Pisgah Methodist Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,475,
Pike,Pike Co. Nat. Bank,U.S. SenateSpecial,,Cindy Hyde-Smith,,153,
Pike,Old Progress Volunteer Fire,U.S. SenateSpecial,,Cindy Hyde-Smith,,211,
Pike,Church of Christ,U.S. SenateSpecial,,Cindy Hyde-Smith,,59,
Pike,West McComb Bapt. Church,U.S. SenateSpecial,,Cindy Hyde-Smith,,259,
Pike,St. Mary of the Pines,U.S. SenateSpecial,,Cindy Hyde-Smith,,286,
Pike,Osyka City Hall,U.S. SenateSpecial,,Cindy Hyde-Smith,,128,
Pike,TOTAL,U.S. SenateSpecial,,Cindy Hyde-Smith,,4887,
Pike,New Hope Baptist Church,U.S. SenateSpecial,,Chris McDaniel,,13,
Pike,S MCCOMB BAPTIST CHURCH,U.S. SenateSpecial,,Chris McDaniel,,25,
Pike,"Fiest Bapt. Church, Summit",U.S. SenateSpecial,,Chris McDaniel,,24,
Pike,Mlk Center,U.S. SenateSpecial,,Chris McDaniel,,8,
Pike,North McComb Baptist Church,U.S. SenateSpecial,,Chris McDaniel,,70,
Pike,Lifepointe Nazarene Church,U.S. SenateSpecial,,Chris McDaniel,,6,
Pike,St Mary Free Will Bapt. Ch.,U.S. SenateSpecial,,Chris McDaniel,,20,
Pike,Fernwood Baptist Church,U.S. SenateSpecial,,Chris McDaniel,,51,
Pike,Magnolia Comm Ctr.,U.S. SenateSpecial,,Chris McDaniel,,39,
Pike,Braswell Education Complex,U.S. SenateSpecial,,Chris McDaniel,,67,
Pike,Leggett Community,U.S. SenateSpecial,,Chris McDaniel,,9,
Pike,Navilla Baptist Church Fellowship,U.S. SenateSpecial,,Chris McDaniel,,139,
Pike,Holmesville,U.S. SenateSpecial,,Chris McDaniel,,100,
Pike,Calvary Baptist Church,U.S. SenateSpecial,,Chris McDaniel,,100,
Pike,Old Jones School,U.S. SenateSpecial,,Chris McDaniel,,114,
Pike,Summit City Hall,U.S. SenateSpecial,,Chris McDaniel,,63,
Pike,SMCC Work Force Training Ctr,U.S. SenateSpecial,,Chris McDaniel,,118,
Pike,Johnston Chapel Meth. Church,U.S. SenateSpecial,,Chris McDaniel,,169,
Pike,Pisgah Methodist Church,U.S. SenateSpecial,,Chris McDaniel,,155,
Pike,Pike Co. Nat. Bank,U.S. SenateSpecial,,Chris McDaniel,,63,
Pike,Old Progress Volunteer Fire,U.S. SenateSpecial,,Chris McDaniel,,84,
Pike,Church of Christ,U.S. SenateSpecial,,Chris McDaniel,,303,
Pike,West McComb Bapt. Church,U.S. SenateSpecial,,Chris McDaniel,,82,
Pike,St. Mary of the Pines,U.S. SenateSpecial,,Chris McDaniel,,101,
Pike,Osyka City Hall,U.S. SenateSpecial,,Chris McDaniel,,48,
Pike,TOTAL,U.S. SenateSpecial,,Chris McDaniel,,1727,
Pike,New Hope Baptist Church,U.S. House,3,Michael Ted Evans,Democrat,412,
Pike,S MCCOMB BAPTIST CHURCH,U.S. House,3,Michael Ted Evans,Democrat,154,
Pike,"Fiest Bapt. Church, Summit",U.S. House,3,Michael Ted Evans,Democrat,200,
Pike,Mlk Center,U.S. House,3,Michael Ted Evans,Democrat,446,
Pike,North McComb Baptist Church,U.S. House,3,Michael Ted Evans,Democrat,127,
Pike,Lifepointe Nazarene Church,U.S. House,3,Michael Ted Evans,Democrat,207,
Pike,St Mary Free Will Bapt. Ch.,U.S. House,3,Michael Ted Evans,Democrat,245,
Pike,Fernwood Baptist Church,U.S. House,3,Michael Ted Evans,Democrat,352,
Pike,Magnolia Comm Ctr.,U.S. House,3,Michael Ted Evans,Democrat,380,
Pike,Braswell Education Complex,U.S. House,3,Michael Ted Evans,Democrat,385,
Pike,Leggett Community,U.S. House,3,Michael Ted Evans,Democrat,163,
Pike,Navilla Baptist Church Fellowship,U.S. House,3,Michael Ted Evans,Democrat,366,
Pike,Holmesville,U.S. House,3,Michael Ted Evans,Democrat,195,
Pike,Calvary Baptist Church,U.S. House,3,Michael Ted Evans,Democrat,186,
Pike,Old Jones School,U.S. House,3,Michael Ted Evans,Democrat,80,
Pike,Summit City Hall,U.S. House,3,Michael Ted Evans,Democrat,281,
Pike,SMCC Work Force Training Ctr,U.S. House,3,Michael Ted Evans,Democrat,185,
Pike,Johnston Chapel Meth. Church,U.S. House,3,Michael Ted Evans,Democrat,109,
Pike,Pisgah Methodist Church,U.S. House,3,Michael Ted Evans,Democrat,146,
Pike,Pike Co. Nat. Bank,U.S. House,3,Michael Ted Evans,Democrat,222,
Pike,Old Progress Volunteer Fire,U.S. House,3,Michael Ted Evans,Democrat,356,
Pike,Church of Christ,U.S. House,3,Michael Ted Evans,Democrat,272,
Pike,West McComb Bapt. Church,U.S. House,3,Michael Ted Evans,Democrat,185,
Pike,St. Mary of the Pines,U.S. House,3,Michael Ted Evans,Democrat,284,
Pike,Osyka City Hall,U.S. House,3,Michael Ted Evans,Democrat,82,
Pike,TOTAL,U.S. House,3,Michael Ted Evans,Democrat,6051,
Pike,New Hope Baptist Church,U.S. House,3,Michael Guest,Republican,42,
Pike,S MCCOMB BAPTIST CHURCH,U.S. House,3,Michael Guest,Republican,61,
Pike,"Fiest Bapt. Church, Summit",U.S. House,3,Michael Guest,Republican,64,
Pike,Mlk Center,U.S. House,3,Michael Guest,Republican,17,
Pike,North McComb Baptist Church,U.S. House,3,Michael Guest,Republican,303,
Pike,Lifepointe Nazarene Church,U.S. House,3,Michael Guest,Republican,11,
Pike,St Mary Free Will Bapt. Ch.,U.S. House,3,Michael Guest,Republican,80,
Pike,Fernwood Baptist Church,U.S. House,3,Michael Guest,Republican,170,
Pike,Magnolia Comm Ctr.,U.S. House,3,Michael Guest,Republican,207,
Pike,Braswell Education Complex,U.S. House,3,Michael Guest,Republican,249,
Pike,Leggett Community,U.S. House,3,Michael Guest,Republican,108,
Pike,Navilla Baptist Church Fellowship,U.S. House,3,Michael Guest,Republican,513,
Pike,Holmesville,U.S. House,3,Michael Guest,Republican,283,
Pike,Calvary Baptist Church,U.S. House,3,Michael Guest,Republican,355,
Pike,Old Jones School,U.S. House,3,Michael Guest,Republican,416,
Pike,Summit City Hall,U.S. House,3,Michael Guest,Republican,296,
Pike,SMCC Work Force Training Ctr,U.S. House,3,Michael Guest,Republican,462,
Pike,Johnston Chapel Meth. Church,U.S. House,3,Michael Guest,Republican,609,
Pike,Pisgah Methodist Church,U.S. House,3,Michael Guest,Republican,622,
Pike,Pike Co. Nat. Bank,U.S. House,3,Michael Guest,Republican,223,
Pike,Old Progress Volunteer Fire,U.S. House,3,Michael Guest,Republican,298,
Pike,Church of Christ,U.S. House,3,Michael Guest,Republican,11,
Pike,West McComb Bapt. Church,U.S. House,3,Michael Guest,Republican,335,
Pike,St. Mary of the Pines,U.S. House,3,Michael Guest,Republican,391,
Pike,Osyka City Hall,U.S. House,3,Michael Guest,Republican,172,
Pike,TOTAL,U.S. House,3,Michael Guest,Republican,6559,
Pike,New Hope Baptist Church,U.S. House,3,Matthew Holland,Reform,6,
Pike,S MCCOMB BAPTIST CHURCH,U.S. House,3,Matthew Holland,Reform,4,
Pike,"Fiest Bapt. Church, Summit",U.S. House,3,Matthew Holland,Reform,7,
Pike,Mlk Center,U.S. House,3,Matthew Holland,Reform,9,
Pike,North McComb Baptist Church,U.S. House,3,Matthew Holland,Reform,5,
Pike,Lifepointe Nazarene Church,U.S. House,3,Matthew Holland,Reform,4,
Pike,St Mary Free Will Bapt. Ch.,U.S. House,3,Matthew Holland,Reform,2,
Pike,Fernwood Baptist Church,U.S. House,3,Matthew Holland,Reform,8,
Pike,Magnolia Comm Ctr.,U.S. House,3,Matthew Holland,Reform,8,
Pike,Braswell Education Complex,U.S. House,3,Matthew Holland,Reform,5,
Pike,Leggett Community,U.S. House,3,Matthew Holland,Reform,3,
Pike,Navilla Baptist Church Fellowship,U.S. House,3,Matthew Holland,Reform,14,
Pike,Holmesville,U.S. House,3,Matthew Holland,Reform,6,
Pike,Calvary Baptist Church,U.S. House,3,Matthew Holland,Reform,5,
Pike,Old Jones School,U.S. House,3,Matthew Holland,Reform,2,
Pike,Summit City Hall,U.S. House,3,Matthew Holland,Reform,3,
Pike,SMCC Work Force Training Ctr,U.S. House,3,Matthew Holland,Reform,3,
Pike,Johnston Chapel Meth. Church,U.S. House,3,Matthew Holland,Reform,6,
Pike,Pisgah Methodist Church,U.S. House,3,Matthew Holland,Reform,8,
Pike,Pike Co. Nat. Bank,U.S. House,3,Matthew Holland,Reform,7,
Pike,Old Progress Volunteer Fire,U.S. House,3,Matthew Holland,Reform,8,
Pike,Church of Christ,U.S. House,3,Matthew Holland,Reform,11,
Pike,West McComb Bapt. Church,U.S. House,3,Matthew Holland,Reform,4,
Pike,St. Mary of the Pines,U.S. House,3,Matthew Holland,Reform,6,
Pike,Osyka City Hall,U.S. House,3,Matthew Holland,Reform,6,
Pike,TOTAL,U.S. House,3,Matthew Holland,Reform,150,
