page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Leflore,Central Gwd,173
2,Roger F. Wicker,US Senate ,,Republican ,Leflore,Central Gwd,58
2,Danny Bedwell,US Senate ,,Libertarian,Leflore,Central Gwd,5
2,Shawn O'Hara,US Senate ,,Reform,Leflore,Central Gwd,4
2,Tobey Bernard Bartee,US Senate Special,,,Leflore,Central Gwd,6
2,Mike Espy,US Senate Special,,,Leflore,Central Gwd,206
2,Cindy Hyde-Smith,US Senate Special,,,Leflore,Central Gwd,29
2,Chris McDaniel,US Senate Special,,,Leflore,Central Gwd,14
2,Bennie G. Thompson,US House,2,Democrat ,Leflore,Central Gwd,217
2,Irving Harris,US House,2,Reform,Leflore,Central Gwd,8
2,Troy Ray,US House,2,Independent,Leflore,Central Gwd,28
2,David Baria,US Senate ,,Democrat ,Leflore,East Gwd,777
2,Roger F. Wicker,US Senate ,,Republican ,Leflore,East Gwd,46
2,Danny Bedwell,US Senate ,,Libertarian,Leflore,East Gwd,8
2,Shawn O'Hara,US Senate ,,Reform,Leflore,East Gwd,4
2,Tobey Bernard Bartee,US Senate Special,,,Leflore,East Gwd,12
2,Mike Espy,US Senate Special,,,Leflore,East Gwd,844
2,Cindy Hyde-Smith,US Senate Special,,,Leflore,East Gwd,11
2,Chris McDaniel,US Senate Special,,,Leflore,East Gwd,9
2,Bennie G. Thompson,US House,2,Democrat ,Leflore,East Gwd,874
2,Irving Harris,US House,2,Reform,Leflore,East Gwd,5
2,Troy Ray,US House,2,Independent,Leflore,East Gwd,2
2,David Baria,US Senate ,,Democrat ,Leflore,Minter City,60
2,Roger F. Wicker,US Senate ,,Republican ,Leflore,Minter City,94
2,Danny Bedwell,US Senate ,,Libertarian,Leflore,Minter City,0
2,Shawn O'Hara,US Senate ,,Reform,Leflore,Minter City,1
2,Tobey Bernard Bartee,US Senate Special,,,Leflore,Minter City,6
2,Mike Espy,US Senate Special,,,Leflore,Minter City,65
2,Cindy Hyde-Smith,US Senate Special,,,Leflore,Minter City,80
2,Chris McDaniel,US Senate Special,,,Leflore,Minter City,12
2,Bennie G. Thompson,US House,2,Democrat ,Leflore,Minter City,79
2,Irving Harris,US House,2,Reform,Leflore,Minter City,12
2,Troy Ray,US House,2,Independent,Leflore,Minter City,59
2,David Baria,US Senate ,,Democrat ,Leflore,Money,20
2,Roger F. Wicker,US Senate ,,Republican ,Leflore,Money,70
2,Danny Bedwell,US Senate ,,Libertarian,Leflore,Money,0
2,Shawn O'Hara,US Senate ,,Reform,Leflore,Money,1
2,Tobey Bernard Bartee,US Senate Special,,,Leflore,Money,0
2,Mike Espy,US Senate Special,,,Leflore,Money,28
2,Cindy Hyde-Smith,US Senate Special,,,Leflore,Money,54
2,Chris McDaniel,US Senate Special,,,Leflore,Money,8
2,Bennie G. Thompson,US House,2,Democrat ,Leflore,Money,32
2,Irving Harris,US House,2,Reform,Leflore,Money,13
2,Troy Ray,US House,2,Independent,Leflore,Money,42
2,David Baria,US Senate ,,Democrat ,Leflore,Morgan City,70
2,Roger F. Wicker,US Senate ,,Republican ,Leflore,Morgan City,56
2,Danny Bedwell,US Senate ,,Libertarian,Leflore,Morgan City,4
2,Shawn O'Hara,US Senate ,,Reform,Leflore,Morgan City,0
2,Tobey Bernard Bartee,US Senate Special,,,Leflore,Morgan City,2
2,Mike Espy,US Senate Special,,,Leflore,Morgan City,86
2,Cindy Hyde-Smith,US Senate Special,,,Leflore,Morgan City,41
2,Chris McDaniel,US Senate Special,,,Leflore,Morgan City,10
2,Bennie G. Thompson,US House,2,Democrat ,Leflore,Morgan City,94
2,Irving Harris,US House,2,Reform,Leflore,Morgan City,11
2,Troy Ray,US House,2,Independent,Leflore,Morgan City,28
2,David Baria,US Senate ,,Democrat ,Leflore,Mvsu,179
2,Roger F. Wicker,US Senate ,,Republican ,Leflore,Mvsu,23
2,Danny Bedwell,US Senate ,,Libertarian,Leflore,Mvsu,2
