page,candidate,office,district,party,county,precinct,votes,winner
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Balls Mill,25,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Balls Mill,75,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Carley,30,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Carley,116,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Cedar Grove,4,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Cedar Grove,63,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,City Hall,3,
2,Roger F. Wicker,U.S. Senate,,R,Marion,City Hall,34,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Court House,20,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Court House,76,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Darbun,6,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Darbun,45,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,East Columbia,6,
2,Roger F. Wicker,U.S. Senate,,R,Marion,East Columbia,61,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Foxworth,23,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Foxworth,90,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Goss,32,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Goss,69,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Hub,9,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Hub,35,
2,Richard Warren Boyanton,U.S. Senate,,R,Marion,Jefferson School,0,
2,Roger F. Wicker,U.S. Senate,,R,Marion,Jefferson School,0,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Kokomo,14,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Kokomo,55,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Little Rock,8,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Little Rock,32,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Morgantown,23,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Morgantown,60,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Morris ,39,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Morris ,143,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,National Guard,41,
3,Roger F. Wicker,U.S. Senate,,R,Marion,National Guard,284,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Pine Burr,15,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Pine Burr,44,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Pittman,9,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Pittman,59,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Popetown,18,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Popetown,61,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Sandy Hook,12,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Sandy Hook,49,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,South Columbia,0,
3,Roger F. Wicker,U.S. Senate,,R,Marion,South Columbia,0,
3,Richard Warren Boyanton,U.S. Senate,,R,Marion,Union,13,
3,Roger F. Wicker,U.S. Senate,,R,Marion,Union,62,
4,Richard Warren Boyanton,U.S. Senate,,R,Marion,TOTAL,350,
4,Roger F. Wicker,U.S. Senate,,R,Marion,TOTAL,1513,
2,Steven Palazzo,U.S. House,04,R,Marion,Balls Mill,88,
2,E. Brian Rose,U.S. House,04,R,Marion,Balls Mill,12,
2,Steven Palazzo,U.S. House,04,R,Marion,Carley,120,
2,E. Brian Rose,U.S. House,04,R,Marion,Carley,26,
2,Steven Palazzo,U.S. House,04,R,Marion,Cedar Grove,61,
2,E. Brian Rose,U.S. House,04,R,Marion,Cedar Grove,6,
2,Steven Palazzo,U.S. House,04,R,Marion,City Hall,34,
2,E. Brian Rose,U.S. House,04,R,Marion,City Hall,3,
2,Steven Palazzo,U.S. House,04,R,Marion,Court House,79,
2,E. Brian Rose,U.S. House,04,R,Marion,Court House,18,
2,Steven Palazzo,U.S. House,04,R,Marion,Darbun,43,
2,E. Brian Rose,U.S. House,04,R,Marion,Darbun,7,
2,Steven Palazzo,U.S. House,04,R,Marion,East Columbia,62,
2,E. Brian Rose,U.S. House,04,R,Marion,East Columbia,5,
