page,candidate,office,district,party,county,precinct,votes
2,David Baria,US Senate ,,Democrat ,Panola,Batesville Courthouse,369
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Batesville Courthouse,932
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Batesville Courthouse,15
2,Shawn O'Hara,US Senate ,,Reform,Panola,Batesville Courthouse,1
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Batesville Courthouse,19
2,Mike Espy,US Senate Special,,,Panola,Batesville Courthouse,407
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Batesville Courthouse,666
2,Chris McDaniel,US Senate Special,,,Panola,Batesville Courthouse,228
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Batesville Courthouse,561
2,Irving Harris,US House,2,Republican ,Panola,Batesville Courthouse,119
2,Troy Ray,US House,2,Reform,Panola,Batesville Courthouse,535
2,David Baria,US Senate ,,Democrat ,Panola,Blackjack Community Center,173
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Blackjack Community Center,341
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Blackjack Community Center,5
2,Shawn O'Hara,US Senate ,,Reform,Panola,Blackjack Community Center,5
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Blackjack Community Center,10
2,Mike Espy,US Senate Special,,,Panola,Blackjack Community Center,189
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Blackjack Community Center,248
2,Chris McDaniel,US Senate Special,,,Panola,Blackjack Community Center,77
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Blackjack Community Center,239
2,Irving Harris,US House,2,Republican ,Panola,Blackjack Community Center,48
2,Troy Ray,US House,2,Reform,Panola,Blackjack Community Center,199
2,David Baria,US Senate ,,Democrat ,Panola,Cliff Finch Building,73
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Cliff Finch Building,334
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Cliff Finch Building,6
2,Shawn O'Hara,US Senate ,,Reform,Panola,Cliff Finch Building,1
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Cliff Finch Building,5
2,Mike Espy,US Senate Special,,,Panola,Cliff Finch Building,79
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Cliff Finch Building,243
2,Chris McDaniel,US Senate Special,,,Panola,Cliff Finch Building,88
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Cliff Finch Building,128
2,Irving Harris,US House,2,Republican ,Panola,Cliff Finch Building,54
2,Troy Ray,US House,2,Reform,Panola,Cliff Finch Building,186
2,David Baria,US Senate ,,Democrat ,Panola,Cole's Point Fire Dept.,24
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Cole's Point Fire Dept.,203
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Cole's Point Fire Dept.,8
2,Shawn O'Hara,US Senate ,,Reform,Panola,Cole's Point Fire Dept.,2
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Cole's Point Fire Dept.,2
2,Mike Espy,US Senate Special,,,Panola,Cole's Point Fire Dept.,37
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Cole's Point Fire Dept.,123
2,Chris McDaniel,US Senate Special,,,Panola,Cole's Point Fire Dept.,69
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Cole's Point Fire Dept.,51
2,Irving Harris,US House,2,Republican ,Panola,Cole's Point Fire Dept.,36
2,Troy Ray,US House,2,Reform,Panola,Cole's Point Fire Dept.,119
2,David Baria,US Senate ,,Democrat ,Panola,Como Library,521
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Como Library,263
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Como Library,7
2,Shawn O'Hara,US Senate ,,Reform,Panola,Como Library,6
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Como Library,19
2,Mike Espy,US Senate Special,,,Panola,Como Library,536
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Como Library,178
2,Chris McDaniel,US Senate Special,,,Panola,Como Library,70
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Como Library,587
2,Irving Harris,US House,2,Republican ,Panola,Como Library,43
2,Troy Ray,US House,2,Reform,Panola,Como Library,160
2,David Baria,US Senate ,,Democrat ,Panola,Courtland Fire Station ,539
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Courtland Fire Station ,256
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Courtland Fire Station ,10
2,Shawn O'Hara,US Senate ,,Reform,Panola,Courtland Fire Station ,2
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Courtland Fire Station ,20
2,Mike Espy,US Senate Special,,,Panola,Courtland Fire Station ,545
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Courtland Fire Station ,155
2,Chris McDaniel,US Senate Special,,,Panola,Courtland Fire Station ,92
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Courtland Fire Station ,628
2,Irving Harris,US House,2,Republican ,Panola,Courtland Fire Station ,39
2,Troy Ray,US House,2,Reform,Panola,Courtland Fire Station ,129
2,David Baria,US Senate ,,Democrat ,Panola,Crenshaw Old City Hall,181
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Crenshaw Old City Hall,92
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Crenshaw Old City Hall,1
2,Shawn O'Hara,US Senate ,,Reform,Panola,Crenshaw Old City Hall,2
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Crenshaw Old City Hall,2
2,Mike Espy,US Senate Special,,,Panola,Crenshaw Old City Hall,188
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Crenshaw Old City Hall,76
2,Chris McDaniel,US Senate Special,,,Panola,Crenshaw Old City Hall,14
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Crenshaw Old City Hall,228
2,Irving Harris,US House,2,Republican ,Panola,Crenshaw Old City Hall,12
2,Troy Ray,US House,2,Reform,Panola,Crenshaw Old City Hall,37
2,David Baria,US Senate ,,Democrat ,Panola,Crowder Wastewater Treatment Building,116
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Crowder Wastewater Treatment Building,40
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Crowder Wastewater Treatment Building,3
2,Shawn O'Hara,US Senate ,,Reform,Panola,Crowder Wastewater Treatment Building,2
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Crowder Wastewater Treatment Building,0
2,Mike Espy,US Senate Special,,,Panola,Crowder Wastewater Treatment Building,123
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Crowder Wastewater Treatment Building,22
2,Chris McDaniel,US Senate Special,,,Panola,Crowder Wastewater Treatment Building,14
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Crowder Wastewater Treatment Building,136
2,Irving Harris,US House,2,Republican ,Panola,Crowder Wastewater Treatment Building,8
2,Troy Ray,US House,2,Reform,Panola,Crowder Wastewater Treatment Building,11
2,David Baria,US Senate ,,Democrat ,Panola,Enon Water Building,23
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Enon Water Building,65
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Enon Water Building,1
2,Shawn O'Hara,US Senate ,,Reform,Panola,Enon Water Building,3
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Enon Water Building,1
2,Mike Espy,US Senate Special,,,Panola,Enon Water Building,28
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Enon Water Building,52
2,Chris McDaniel,US Senate Special,,,Panola,Enon Water Building,12
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Enon Water Building,43
2,Irving Harris,US House,2,Republican ,Panola,Enon Water Building,12
2,Troy Ray,US House,2,Reform,Panola,Enon Water Building,35
2,David Baria,US Senate ,,Democrat ,Panola,Eureka Community Center,130
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Eureka Community Center,520
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Eureka Community Center,1
2,Shawn O'Hara,US Senate ,,Reform,Panola,Eureka Community Center,2
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Eureka Community Center,4
2,Mike Espy,US Senate Special,,,Panola,Eureka Community Center,159
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Eureka Community Center,367
2,Chris McDaniel,US Senate Special,,,Panola,Eureka Community Center,119
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Eureka Community Center,215
2,Irving Harris,US House,2,Republican ,Panola,Eureka Community Center,56
2,Troy Ray,US House,2,Reform,Panola,Eureka Community Center,314
2,David Baria,US Senate ,,Democrat ,Panola,Longtown Fire Station ,96
2,Roger F. Wicker,US Senate ,,Republican ,Panola,Longtown Fire Station ,62
2,Danny Bedwell,US Senate ,,Libertarian,Panola,Longtown Fire Station ,1
2,Shawn O'Hara,US Senate ,,Reform,Panola,Longtown Fire Station ,4
2,Tobey Bernard Bartee,US Senate Special,,,Panola,Longtown Fire Station ,2
2,Mike Espy,US Senate Special,,,Panola,Longtown Fire Station ,97
2,Cindy Hyde-Smith,US Senate Special,,,Panola,Longtown Fire Station ,44
2,Chris McDaniel,US Senate Special,,,Panola,Longtown Fire Station ,20
2,Bennie G. Thompson,US House,2,Democrat ,Panola,Longtown Fire Station ,113
2,Irving Harris,US House,2,Republican ,Panola,Longtown Fire Station ,9
2,Troy Ray,US House,2,Reform,Panola,Longtown Fire Station ,36
3,David Baria,US Senate ,,Democrat ,Panola,Macedonia-Concord Community Center,440
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Macedonia-Concord Community Center,109
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Macedonia-Concord Community Center,1
3,Shawn O'Hara,US Senate ,,Reform,Panola,Macedonia-Concord Community Center,3
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Macedonia-Concord Community Center,14
3,Mike Espy,US Senate Special,,,Panola,Macedonia-Concord Community Center,453
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Macedonia-Concord Community Center,65
3,Chris McDaniel,US Senate Special,,,Panola,Macedonia-Concord Community Center,28
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Macedonia-Concord Community Center,510
3,Irving Harris,US House,2,Republican ,Panola,Macedonia-Concord Community Center,7
3,Troy Ray,US House,2,Reform,Panola,Macedonia-Concord Community Center,54
3,David Baria,US Senate ,,Democrat ,Panola,Mt Olivet Fire Dept. ,245
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Mt Olivet Fire Dept. ,457
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Mt Olivet Fire Dept. ,10
3,Shawn O'Hara,US Senate ,,Reform,Panola,Mt Olivet Fire Dept. ,5
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Mt Olivet Fire Dept. ,8
3,Mike Espy,US Senate Special,,,Panola,Mt Olivet Fire Dept. ,271
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Mt Olivet Fire Dept. ,296
3,Chris McDaniel,US Senate Special,,,Panola,Mt Olivet Fire Dept. ,138
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Mt Olivet Fire Dept. ,321
3,Irving Harris,US House,2,Republican ,Panola,Mt Olivet Fire Dept. ,66
3,Troy Ray,US House,2,Reform,Panola,Mt Olivet Fire Dept. ,279
3,David Baria,US Senate ,,Democrat ,Panola,Panola County Extension Building,79
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Panola County Extension Building,353
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Panola County Extension Building,8
3,Shawn O'Hara,US Senate ,,Reform,Panola,Panola County Extension Building,4
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Panola County Extension Building,7
3,Mike Espy,US Senate Special,,,Panola,Panola County Extension Building,93
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Panola County Extension Building,259
3,Chris McDaniel,US Senate Special,,,Panola,Panola County Extension Building,80
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Panola County Extension Building,156
3,Irving Harris,US House,2,Republican ,Panola,Panola County Extension Building,50
3,Troy Ray,US House,2,Reform,Panola,Panola County Extension Building,193
3,David Baria,US Senate ,,Democrat ,Panola,Patton Lane Community Center,598
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Patton Lane Community Center,79
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Patton Lane Community Center,8
3,Shawn O'Hara,US Senate ,,Reform,Panola,Patton Lane Community Center,7
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Patton Lane Community Center,24
3,Mike Espy,US Senate Special,,,Panola,Patton Lane Community Center,584
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Patton Lane Community Center,46
3,Chris McDaniel,US Senate Special,,,Panola,Patton Lane Community Center,39
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Patton Lane Community Center,649
3,Irving Harris,US House,2,Republican ,Panola,Patton Lane Community Center,15
3,Troy Ray,US House,2,Reform,Panola,Patton Lane Community Center,37
3,David Baria,US Senate ,,Democrat ,Panola,Pleasant Grove Fire Station ,42
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Pleasant Grove Fire Station ,116
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Pleasant Grove Fire Station ,2
3,Shawn O'Hara,US Senate ,,Reform,Panola,Pleasant Grove Fire Station ,0
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Pleasant Grove Fire Station ,2
3,Mike Espy,US Senate Special,,,Panola,Pleasant Grove Fire Station ,45
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Pleasant Grove Fire Station ,85
3,Chris McDaniel,US Senate Special,,,Panola,Pleasant Grove Fire Station ,28
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Pleasant Grove Fire Station ,58
3,Irving Harris,US House,2,Republican ,Panola,Pleasant Grove Fire Station ,16
3,Troy Ray,US House,2,Reform,Panola,Pleasant Grove Fire Station ,65
3,David Baria,US Senate ,,Democrat ,Panola,Pleasant Mount Fire Station ,166
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Pleasant Mount Fire Station ,165
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Pleasant Mount Fire Station ,3
3,Shawn O'Hara,US Senate ,,Reform,Panola,Pleasant Mount Fire Station ,2
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Pleasant Mount Fire Station ,8
3,Mike Espy,US Senate Special,,,Panola,Pleasant Mount Fire Station ,174
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Pleasant Mount Fire Station ,102
3,Chris McDaniel,US Senate Special,,,Panola,Pleasant Mount Fire Station ,55
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Pleasant Mount Fire Station ,202
3,Irving Harris,US House,2,Republican ,Panola,Pleasant Mount Fire Station ,23
3,Troy Ray,US House,2,Reform,Panola,Pleasant Mount Fire Station ,89
3,David Baria,US Senate ,,Democrat ,Panola,Pope City Hall ,185
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Pope City Hall ,415
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Pope City Hall ,7
3,Shawn O'Hara,US Senate ,,Reform,Panola,Pope City Hall ,3
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Pope City Hall ,5
3,Mike Espy,US Senate Special,,,Panola,Pope City Hall ,206
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Pope City Hall ,279
3,Chris McDaniel,US Senate Special,,,Panola,Pope City Hall ,117
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Pope City Hall ,252
3,Irving Harris,US House,2,Republican ,Panola,Pope City Hall ,71
3,Troy Ray,US House,2,Reform,Panola,Pope City Hall ,255
3,David Baria,US Senate ,,Democrat ,Panola,Sardis Courthouse,471
3,Roger F. Wicker,US Senate ,,Republican ,Panola,Sardis Courthouse,272
3,Danny Bedwell,US Senate ,,Libertarian,Panola,Sardis Courthouse,12
3,Shawn O'Hara,US Senate ,,Reform,Panola,Sardis Courthouse,6
3,Tobey Bernard Bartee,US Senate Special,,,Panola,Sardis Courthouse,18
3,Mike Espy,US Senate Special,,,Panola,Sardis Courthouse,496
3,Cindy Hyde-Smith,US Senate Special,,,Panola,Sardis Courthouse,181
3,Chris McDaniel,US Senate Special,,,Panola,Sardis Courthouse,77
3,Bennie G. Thompson,US House,2,Democrat ,Panola,Sardis Courthouse,540
3,Irving Harris,US House,2,Republican ,Panola,Sardis Courthouse,43
3,Troy Ray,US House,2,Reform,Panola,Sardis Courthouse,155
3,David Baria,US Senate ,,Democrat ,Panola,Sardis Lake Fire Department ,121
