county,precinct,office,district,candidate,party,votes
Adams,"Dist. 1, Bellemont Precinct",U.S. House,2,Brian Flowers,REP,701
Adams,"Dist. 1, Bellemont Precinct",U.S. House,2,Bennie G. Thompson,DEM,339
Adams,"Dist. 1, By-Pass Fire Precinct",U.S. House,2,Brian Flowers,REP,141
Adams,"Dist. 1, By-Pass Fire Precinct",U.S. House,2,Bennie G. Thompson,DEM,279
Adams,"Dist. 1, Courthouse Precinct",U.S. House,2,Brian Flowers,REP,272
Adams,"Dist. 1, Courthouse Precinct",U.S. House,2,Bennie G. Thompson,DEM,148
Adams,"Dist. 2, Beau Pre Precinct",U.S. House,2,Brian Flowers,REP,390
Adams,"Dist. 2, Beau Pre Precinct",U.S. House,2,Bennie G. Thompson,DEM,200
Adams,"Dist. 2, Duncan Park Precinct",U.S. House,2,Brian Flowers,REP,285
Adams,"Dist. 2, Duncan Park Precinct",U.S. House,2,Bennie G. Thompson,DEM,195
Adams,"Dist. 2, Kingston Precinct",U.S. House,2,Brian Flowers,REP,363
Adams,"Dist. 2, Kingston Precinct",U.S. House,2,Bennie G. Thompson,DEM,59
Adams,"Dist. 2, Liberty Park Precinct",U.S. House,2,Brian Flowers,REP,321
Adams,"Dist. 2, Liberty Park Precinct",U.S. House,2,Bennie G. Thompson,DEM,114
Adams,"Dist. 3, Concord Precinct",U.S. House,2,Brian Flowers,REP,23
Adams,"Dist. 3, Concord Precinct",U.S. House,2,Bennie G. Thompson,DEM,244
Adams,"Dist. 3, Maryland Hgts. Precinct",U.S. House,2,Brian Flowers,REP,24
Adams,"Dist. 3, Maryland Hgts. Precinct",U.S. House,2,Bennie G. Thompson,DEM,230
Adams,"Dist. 3, Nps Multi Purpose Bldg.",U.S. House,2,Brian Flowers,REP,96
Adams,"Dist. 3, Nps Multi Purpose Bldg.",U.S. House,2,Bennie G. Thompson,DEM,142
Adams,"Dist. 3, Palestine Precinct",U.S. House,2,Brian Flowers,REP,233
Adams,"Dist. 3, Palestine Precinct",U.S. House,2,Bennie G. Thompson,DEM,274
Adams,"Dist. 4, Carpenter Precinct",U.S. House,2,Brian Flowers,REP,88
Adams,"Dist. 4, Carpenter Precinct",U.S. House,2,Bennie G. Thompson,DEM,161
Adams,"Dist. 4, Morgantown Precinct",U.S. House,2,Brian Flowers,REP,72
Adams,"Dist. 4, Morgantown Precinct",U.S. House,2,Bennie G. Thompson,DEM,184
Adams,"Dist. 4, Northside Precinct",U.S. House,2,Brian Flowers,REP,44
Adams,"Dist. 4, Northside Precinct",U.S. House,2,Bennie G. Thompson,DEM,589
Adams,"Dist. 4, Pine Ridge Precinct",U.S. House,2,Brian Flowers,REP,49
Adams,"Dist. 4, Pine Ridge Precinct",U.S. House,2,Bennie G. Thompson,DEM,222
Adams,"Dist. 5, Airport Precinct",U.S. House,2,Brian Flowers,REP,137
Adams,"Dist. 5, Airport Precinct",U.S. House,2,Bennie G. Thompson,DEM,227
Adams,"Dist. 5, Foster Mound Precinct",U.S. House,2,Brian Flowers,REP,45
Adams,"Dist. 5, Foster Mound Precinct",U.S. House,2,Bennie G. Thompson,DEM,488
Adams,"Dist. 5, Oakland Precinct",U.S. House,2,Brian Flowers,REP,320
Adams,"Dist. 5, Oakland Precinct",U.S. House,2,Bennie G. Thompson,DEM,280
Adams,"Dist. 5, Washington Precinct",U.S. House,2,Brian Flowers,REP,213
Adams,"Dist. 5, Washington Precinct",U.S. House,2,Bennie G. Thompson,DEM,94
