candidate,office,district,party,county,precinct,votes
Michael Guest,U.S. House,3,REP,Walthall,3rd District Tylertown,204
Shuwaski A. Young,U.S. House,3,DEM,Walthall,3rd District Tylertown,48
Michael Guest,U.S. House,3,REP,Walthall,4th District West Tylertown,204
Shuwaski A. Young,U.S. House,3,DEM,Walthall,4th District West Tylertown,26
Michael Guest,U.S. House,3,REP,Walthall,4th District Tylertown,190
Shuwaski A. Young,U.S. House,3,DEM,Walthall,4th District Tylertown,10
Michael Guest,U.S. House,3,REP,Walthall,Darbun,56
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Darbun,3
Michael Guest,U.S. House,3,REP,Walthall,Dexter,242
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Dexter,48
Michael Guest,U.S. House,3,REP,Walthall,Dinan,113
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Dinan,243
Michael Guest,U.S. House,3,REP,Walthall,East Tylertown,42
Shuwaski A. Young,U.S. House,3,DEM,Walthall,East Tylertown,2
Michael Guest,U.S. House,3,REP,Walthall,Enon,127
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Enon,8
Michael Guest,U.S. House,3,REP,Walthall,Hope,23
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Hope,92
Michael Guest,U.S. House,3,REP,Walthall,Improve,203
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Improve,46
Michael Guest,U.S. House,3,REP,Walthall,Lexie,295
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Lexie,45
Michael Guest,U.S. House,3,REP,Walthall,Mesa,30
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Mesa,5
Michael Guest,U.S. House,3,REP,Walthall,Midway,143
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Midway,27
Michael Guest,U.S. House,3,REP,Walthall,North Kirklin,139
Shuwaski A. Young,U.S. House,3,DEM,Walthall,North Kirklin,118
Michael Guest,U.S. House,3,REP,Walthall,North Knoxo,57
Shuwaski A. Young,U.S. House,3,DEM,Walthall,North Knoxo,227
Michael Guest,U.S. House,3,REP,Walthall,Sartinsville,59
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Sartinsville,23
Michael Guest,U.S. House,3,REP,Walthall,South Kirklin,79
Shuwaski A. Young,U.S. House,3,DEM,Walthall,South Kirklin,18
Michael Guest,U.S. House,3,REP,Walthall,St Paul,53
Shuwaski A. Young,U.S. House,3,DEM,Walthall,St Paul,52
Michael Guest,U.S. House,3,REP,Walthall,Varnel,228
Shuwaski A. Young,U.S. House,3,DEM,Walthall,Varnel,52
Michael Guest,U.S. House,3,REP,Walthall,West Tylertown,116
Shuwaski A. Young,U.S. House,3,DEM,Walthall,West Tylertown,81
