candidate,office,district,party,county,precinct,votes
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Amackertown 2,11
Mike Ezell,U.S. House,4,REP,Pearl River,Amackertown 2,184
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Amackertown 2,3
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Carriere 3,69
Mike Ezell,U.S. House,4,REP,Pearl River,Carriere 3,437
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Carriere 3,7
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Carriere 5,80
Mike Ezell,U.S. House,4,REP,Pearl River,Carriere 5,902
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Carriere 5,18
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Ceasar 3,6
Mike Ezell,U.S. House,4,REP,Pearl River,Ceasar 3,113
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Ceasar 3,0
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Crossroads 2,27
Mike Ezell,U.S. House,4,REP,Pearl River,Crossroads 2,372
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Crossroads 2,9
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Derby 1,45
Mike Ezell,U.S. House,4,REP,Pearl River,Derby 1,246
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Derby 1,9
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,F Z Goss 4,71
Mike Ezell,U.S. House,4,REP,Pearl River,F Z Goss 4,926
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,F Z Goss 4,14
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Gumpond/Hickory Grove 3,29
Mike Ezell,U.S. House,4,REP,Pearl River,Gumpond/Hickory Grove 3,504
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Gumpond/Hickory Grove 3,6
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Henleyfield 2,40
Mike Ezell,U.S. House,4,REP,Pearl River,Henleyfield 2,493
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Henleyfield 2,10
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Mcneill 3,21
Mike Ezell,U.S. House,4,REP,Pearl River,Mcneill 3,413
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Mcneill 3,7
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Mill Creek 2,35
Mike Ezell,U.S. House,4,REP,Pearl River,Mill Creek 2,295
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Mill Creek 2,3
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Nicholson 4,38
Mike Ezell,U.S. House,4,REP,Pearl River,Nicholson 4,274
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Nicholson 4,4
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Pic/Hawl/Nh 5,191
Mike Ezell,U.S. House,4,REP,Pearl River,Pic/Hawl/Nh 5,1450
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Pic/Hawl/Nh 5,19
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Picayune 1 Eastside,203
Mike Ezell,U.S. House,4,REP,Pearl River,Picayune 1 Eastside,259
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Picayune 1 Eastside,4
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Picayune 1 Southside,417
Mike Ezell,U.S. House,4,REP,Pearl River,Picayune 1 Southside,113
Alden Patrick Johnson,U.S. House,4,LIB,Pearl River,Picayune 1 Southside,8
Johnny L. DuPree,U.S. House,4,DEM,Pearl River,Picayune 2,103
Mike Ezell,U.S. House,4,REP,Pearl River,Picayune 2,708
