candidate,office,district,party,county,precinct,votes
Dianne Black,U.S. House,1,DEM,Monroe,1 Amory First,25
Trent Kelly,U.S. House,1,REP,Monroe,1 Amory First,321
Dianne Black,U.S. House,1,DEM,Monroe,1 Bigbee,1
Trent Kelly,U.S. House,1,REP,Monroe,1 Bigbee,79
Dianne Black,U.S. House,1,DEM,Monroe,1 Boyds,6
Trent Kelly,U.S. House,1,REP,Monroe,1 Boyds,179
Dianne Black,U.S. House,1,DEM,Monroe,1 Hatley,38
Trent Kelly,U.S. House,1,REP,Monroe,1 Hatley,793
Dianne Black,U.S. House,1,DEM,Monroe,1 Smithville,34
Trent Kelly,U.S. House,1,REP,Monroe,1 Smithville,422
Dianne Black,U.S. House,1,DEM,Monroe,2 Amory Second,132
Trent Kelly,U.S. House,1,REP,Monroe,2 Amory Second,627
Dianne Black,U.S. House,1,DEM,Monroe,2 Becker,33
Trent Kelly,U.S. House,1,REP,Monroe,2 Becker,517
Dianne Black,U.S. House,1,DEM,Monroe,2 Parham,13
Trent Kelly,U.S. House,1,REP,Monroe,2 Parham,79
Dianne Black,U.S. House,1,DEM,Monroe,2 Sipsey,3
Trent Kelly,U.S. House,1,REP,Monroe,2 Sipsey,129
Dianne Black,U.S. House,1,DEM,Monroe,2 Williams,0
Trent Kelly,U.S. House,1,REP,Monroe,2 Williams,58
Dianne Black,U.S. House,1,DEM,Monroe,3 Aberdeen Third,108
Trent Kelly,U.S. House,1,REP,Monroe,3 Aberdeen Third,209
Dianne Black,U.S. House,1,DEM,Monroe,3 Athens,41
Trent Kelly,U.S. House,1,REP,Monroe,3 Athens,199
Dianne Black,U.S. House,1,DEM,Monroe,3 Bartahatchie,4
Trent Kelly,U.S. House,1,REP,Monroe,3 Bartahatchie,134
Dianne Black,U.S. House,1,DEM,Monroe,3 Greenwood Springs,3
Trent Kelly,U.S. House,1,REP,Monroe,3 Greenwood Springs,57
Dianne Black,U.S. House,1,DEM,Monroe,3 Hamilton,89
Trent Kelly,U.S. House,1,REP,Monroe,3 Hamilton,648
Dianne Black,U.S. House,1,DEM,Monroe,3 Lackey,45
Trent Kelly,U.S. House,1,REP,Monroe,3 Lackey,392
Dianne Black,U.S. House,1,DEM,Monroe,4 Darracott,9
Trent Kelly,U.S. House,1,REP,Monroe,4 Darracott,75
Dianne Black,U.S. House,1,DEM,Monroe,4 Gibson,141
Trent Kelly,U.S. House,1,REP,Monroe,4 Gibson,54
Dianne Black,U.S. House,1,DEM,Monroe,4 North Aberdeen,244
Trent Kelly,U.S. House,1,REP,Monroe,4 North Aberdeen,238
Dianne Black,U.S. House,1,DEM,Monroe,4 Prairie,219
Trent Kelly,U.S. House,1,REP,Monroe,4 Prairie,39
Dianne Black,U.S. House,1,DEM,Monroe,4 South Aberdeen,222
Trent Kelly,U.S. House,1,REP,Monroe,4 South Aberdeen,88
Dianne Black,U.S. House,1,DEM,Monroe,5 Amory Fifth,184
Trent Kelly,U.S. House,1,REP,Monroe,5 Amory Fifth,9
Dianne Black,U.S. House,1,DEM,Monroe,5 Central Grove,86
Trent Kelly,U.S. House,1,REP,Monroe,5 Central Grove,63
Dianne Black,U.S. House,1,DEM,Monroe,5 Nettleton,143
Trent Kelly,U.S. House,1,REP,Monroe,5 Nettleton,232
Dianne Black,U.S. House,1,DEM,Monroe,5 Willis,202
Trent Kelly,U.S. House,1,REP,Monroe,5 Willis,105
Dianne Black,U.S. House,1,DEM,Monroe,5 Wren,80
Trent Kelly,U.S. House,1,REP,Monroe,5 Wren,378
