candidate,office,district,party,county,precinct,votes
Brian Flowers,U.S. House,2,REP,Warren,Ridgeway,198
Bennie G Thompson,U.S. House,2,DEM,Warren,Ridgeway,29
Brian Flowers,U.S. House,2,REP,Warren,Bovina,655
Bennie G Thompson,U.S. House,2,DEM,Warren,Bovina,170
Brian Flowers,U.S. House,2,REP,Warren,Gibson,910
Bennie G Thompson,U.S. House,2,DEM,Warren,Gibson,448
Brian Flowers,U.S. House,2,REP,Warren,Oakland,431
Bennie G Thompson,U.S. House,2,DEM,Warren,Oakland,107
Brian Flowers,U.S. House,2,REP,Warren,Medgar Foundation,265
Bennie G Thompson,U.S. House,2,DEM,Warren,Medgar Foundation,162
Brian Flowers,U.S. House,2,REP,Warren,Elizabeth Circle,23
Bennie G Thompson,U.S. House,2,DEM,Warren,Elizabeth Circle,238
Brian Flowers,U.S. House,2,REP,Warren,Triumph Kings,45
Bennie G Thompson,U.S. House,2,DEM,Warren,Triumph Kings,180
Brian Flowers,U.S. House,2,REP,Warren,Springhill,37
Bennie G Thompson,U.S. House,2,DEM,Warren,Springhill,184
Brian Flowers,U.S. House,2,REP,Warren,Auditorium,65
Bennie G Thompson,U.S. House,2,DEM,Warren,Auditorium,327
Brian Flowers,U.S. House,2,REP,Warren,Eagle Lake Fire,177
Bennie G Thompson,U.S. House,2,DEM,Warren,Eagle Lake Fire,16
Brian Flowers,U.S. House,2,REP,Warren,International Paper,53
Bennie G Thompson,U.S. House,2,DEM,Warren,International Paper,19
Brian Flowers,U.S. House,2,REP,Warren,Calvary Indiana,242
Bennie G Thompson,U.S. House,2,DEM,Warren,Calvary Indiana,268
Brian Flowers,U.S. House,2,REP,Warren,American Legion,78
Bennie G Thompson,U.S. House,2,DEM,Warren,American Legion,389
Brian Flowers,U.S. House,2,REP,Warren,Travelers Rest,136
Bennie G Thompson,U.S. House,2,DEM,Warren,Travelers Rest,497
Brian Flowers,U.S. House,2,REP,Warren,Plumbers & Pipefitters,134
Bennie G Thompson,U.S. House,2,DEM,Warren,Plumbers & Pipefitters,98
Brian Flowers,U.S. House,2,REP,Warren,Immanuel,247
Bennie G Thompson,U.S. House,2,DEM,Warren,Immanuel,384
Brian Flowers,U.S. House,2,REP,Warren,Goodrum,350
Bennie G Thompson,U.S. House,2,DEM,Warren,Goodrum,102
Brian Flowers,U.S. House,2,REP,Warren,Yokena,216
Bennie G Thompson,U.S. House,2,DEM,Warren,Yokena,18
Brian Flowers,U.S. House,2,REP,Warren,Elks Lodge,349
Bennie G Thompson,U.S. House,2,DEM,Warren,Elks Lodge,526
Brian Flowers,U.S. House,2,REP,Warren,Calvary Old 27,452
Bennie G Thompson,U.S. House,2,DEM,Warren,Calvary Old 27,337
Brian Flowers,U.S. House,2,REP,Warren,Life,526
Bennie G Thompson,U.S. House,2,DEM,Warren,Life,177
Brian Flowers,U.S. House,2,REP,Warren,Lee Rd Fire,515
Bennie G Thompson,U.S. House,2,DEM,Warren,Lee Rd Fire,380
Brian Flowers,U.S. House,2,REP,Warren,Porters Chapel,454
Bennie G Thompson,U.S. House,2,DEM,Warren,Porters Chapel,202
