candidate,office,district,party,county,precinct,votes
Dianne Black,U.S. House,1,D,Prentiss,Ag-Ctr/Thrasher,91
Trent Kelly,U.S. House,1,R,Prentiss,Ag-Ctr/Thrasher,665
Dianne Black,U.S. House,1,D,Prentiss,Baldwyn,134
Trent Kelly,U.S. House,1,R,Prentiss,Baldwyn,308
Dianne Black,U.S. House,1,D,Prentiss,Blackland,13
Trent Kelly,U.S. House,1,R,Prentiss,Blackland,176
Dianne Black,U.S. House,1,D,Prentiss,Cairo,20
Trent Kelly,U.S. House,1,R,Prentiss,Cairo,173
Dianne Black,U.S. House,1,D,Prentiss,Cross Roads,17
Trent Kelly,U.S. House,1,R,Prentiss,Cross Roads,204
Dianne Black,U.S. House,1,D,Prentiss,East Booneville,46
Trent Kelly,U.S. House,1,R,Prentiss,East Booneville,280
Dianne Black,U.S. House,1,D,Prentiss,Hills Chapel - New Hope,12
Trent Kelly,U.S. House,1,R,Prentiss,Hills Chapel - New Hope,360
Dianne Black,U.S. House,1,D,Prentiss,Ingram,6
Trent Kelly,U.S. House,1,R,Prentiss,Ingram,145
Dianne Black,U.S. House,1,D,Prentiss,Marietta,15
Trent Kelly,U.S. House,1,R,Prentiss,Marietta,249
Dianne Black,U.S. House,1,D,Prentiss,New Site,6
Trent Kelly,U.S. House,1,R,Prentiss,New Site,227
Dianne Black,U.S. House,1,D,Prentiss,North Booneville/Sunflower,105
Trent Kelly,U.S. House,1,R,Prentiss,North Booneville/Sunflower,98
Dianne Black,U.S. House,1,D,Prentiss,Tuscumbia-New Candler,35
Trent Kelly,U.S. House,1,R,Prentiss,Tuscumbia-New Candler,305
Dianne Black,U.S. House,1,D,Prentiss,West Booneville,88
Trent Kelly,U.S. House,1,R,Prentiss,West Booneville,693
Dianne Black,U.S. House,1,D,Prentiss,Wheeler,37
Trent Kelly,U.S. House,1,R,Prentiss,Wheeler,294
