county,precinct,office,district,candidate,party,votes
Alcorn,2nd District Central Precinct,U.S. House,1,Dianne Black,DEM,56
Alcorn,2nd District Central Precinct,U.S. House,1,Trent Kelly,REP,580
Alcorn,Bethel,U.S. House,1,Dianne Black,DEM,0
Alcorn,Bethel,U.S. House,1,Trent Kelly,REP,36
Alcorn,Biggersville,U.S. House,1,Dianne Black,DEM,62
Alcorn,Biggersville,U.S. House,1,Trent Kelly,REP,360
Alcorn,College Hill,U.S. House,1,Dianne Black,DEM,48
Alcorn,College Hill,U.S. House,1,Trent Kelly,REP,183
Alcorn,East Corinth,U.S. House,1,Dianne Black,DEM,106
Alcorn,East Corinth,U.S. House,1,Trent Kelly,REP,447
Alcorn,Five Points 1st Dist,U.S. House,1,Dianne Black,DEM,47
Alcorn,Five Points 1st Dist,U.S. House,1,Trent Kelly,REP,673
Alcorn,Glen,U.S. House,1,Dianne Black,DEM,35
Alcorn,Glen,U.S. House,1,Trent Kelly,REP,477
Alcorn,Jacinto,U.S. House,1,Dianne Black,DEM,13
Alcorn,Jacinto,U.S. House,1,Trent Kelly,REP,196
Alcorn,Kossuth,U.S. House,1,Dianne Black,DEM,26
Alcorn,Kossuth,U.S. House,1,Trent Kelly,REP,607
Alcorn,North Corinth,U.S. House,1,Dianne Black,DEM,53
Alcorn,North Corinth,U.S. House,1,Trent Kelly,REP,450
Alcorn,Pinecrest,U.S. House,1,Dianne Black,DEM,32
Alcorn,Pinecrest,U.S. House,1,Trent Kelly,REP,180
Alcorn,Rienzi,U.S. House,1,Dianne Black,DEM,64
Alcorn,Rienzi,U.S. House,1,Trent Kelly,REP,469
Alcorn,Shady Grove,U.S. House,1,Dianne Black,DEM,42
Alcorn,Shady Grove,U.S. House,1,Trent Kelly,REP,319
Alcorn,South Corinth,U.S. House,1,Dianne Black,DEM,193
Alcorn,South Corinth,U.S. House,1,Trent Kelly,REP,226
Alcorn,Union Center,U.S. House,1,Dianne Black,DEM,14
Alcorn,Union Center,U.S. House,1,Trent Kelly,REP,421
Alcorn,Wenasoga,U.S. House,1,Dianne Black,DEM,58
Alcorn,Wenasoga,U.S. House,1,Trent Kelly,REP,323
Alcorn,West Corinth,U.S. House,1,Dianne Black,DEM,31
Alcorn,West Corinth,U.S. House,1,Trent Kelly,REP,232
