candidate,office,district,party,county,votes
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Neshoba,2400
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Neshoba,4703
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Neshoba,363
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Newton,1991
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Newton,3840
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Newton,285
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Noxubee,2193
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Noxubee,984
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Noxubee,136
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Oktibbeha,5042
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Oktibbeha,4649
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Oktibbeha,735
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Panola,4075
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Panola,3010
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Panola,638
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Pearl River,3347
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Pearl River,8561
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Pearl River,760
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Perry,1463
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Perry,1846
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Perry,173
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Pike,5019
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Pike,5249
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Pike,551
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Pontotoc,2729
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Pontotoc,4892
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Pontotoc,715
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Prentiss,3237
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Prentiss,3033
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Prentiss,579
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Quitman,1270
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Quitman,744
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Quitman,184
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Rankin,9759
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Rankin,21502
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Rankin,3855
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Scott,2829
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Scott,3798
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Scott,372
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Sharkey,1207
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Sharkey,715
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Sharkey,72
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Simpson,3348
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Simpson,4623
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Simpson,596
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Smith,2161
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Smith,3285
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Smith,410
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Stone,1363
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Stone,2974
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Stone,288
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Sunflower,3878
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Sunflower,1872
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Sunflower,431
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Tallahatchie,2714
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Tallahatchie,1549
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Tallahatchie,320
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Tate,2909
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Tate,2959
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Tate,491
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Tippah,2799
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Tippah,3133
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Tippah,711
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Tishomingo,2828
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Tishomingo,2905
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Tishomingo,523
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Tunica,1383
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Tunica,757
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Tunica,184
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Union,2366
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Union,4105
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Union,485
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Walthall,1741
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Walthall,2288
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Walthall,218
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Warren,5387
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Warren,6913
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Warren,628
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Washington,5256
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Washington,3291
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Washington,447
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Wayne,3468
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Wayne,3309
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Wayne,322
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Webster,1192
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Webster,2456
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Webster,317
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Wilkinson,1567
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Wilkinson,928
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Wilkinson,142
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Winston,3246
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Winston,3760
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Winston,358
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Yalobusha,1711
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Yalobusha,1540
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Yalobusha,317
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Yazoo,3393
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Yazoo,3591
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Yazoo,439
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,,308693
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,,371191
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,,47647
Ralph H. Doxey ,State Senate,2,Rep,Benton,610
Bill Stone ,State Senate,2,Dem,Benton,1703
Ralph H. Doxey ,State Senate,2,Rep,Marshall,3007
Bill Stone ,State Senate,2,Dem,Marshall,4142
Ralph H. Doxey ,State Senate,2,Rep,Tippah,1479
Bill Stone ,State Senate,2,Dem,Tippah,2128
Ralph H. Doxey ,State Senate,2,Rep,,5096
Bill Stone ,State Senate,2,Dem,,7973
Nickey Browning ,State Senate,3,Dem,Calhoun,1551
Nickey Browning ,State Senate,3,Dem,Pontotoc,6741
Nickey Browning ,State Senate,3,Dem,Union,6275
Nickey Browning ,State Senate,3,Dem,,14567
James E. Moffitt ,State Senate,4,Rep,Alcorn,3929
Eric Powell ,State Senate,4,Dem,Alcorn,5050
James E. Moffitt ,State Senate,4,Rep,Tippah,3179
Eric Powell ,State Senate,4,Dem,Tippah,1682
James E. Moffitt ,State Senate,4,Rep,Tishomingo,966
Eric Powell ,State Senate,4,Dem,Tishomingo,1839
James E. Moffitt ,State Senate,4,Rep,,8074
Eric Powell ,State Senate,4,Dem,,8571
Guyton W. Hinds ,State Senate,5,Rep,Itawamba,2209
"J. P. Wilemon, Jr. ",State Senate,5,Dem,Itawamba,3815
Guyton W. Hinds ,State Senate,5,Rep,Prentiss,1712
"J. P. Wilemon, Jr. ",State Senate,5,Dem,Prentiss,5115
Guyton W. Hinds ,State Senate,5,Rep,Tishomingo,609
"J. P. Wilemon, Jr. ",State Senate,5,Dem,Tishomingo,3034
Guyton W. Hinds ,State Senate,5,Rep,,4530
"J. P. Wilemon, Jr. ",State Senate,5,Dem,,11964
"Johnathan S. ""Jonny"" Davis ",State Senate,6,Dem,Lee,5047
Alan Nunnelee ,State Senate,6,Rep,Lee,9588
"Johnathan S. ""Jonny"" Davis ",State Senate,6,Dem,Pontotoc,267
Alan Nunnelee ,State Senate,6,Rep,Pontotoc,506
"Johnathan S. ""Jonny"" Davis ",State Senate,6,Dem,,5314
Alan Nunnelee ,State Senate,6,Rep,,10094
Hob Bryan ,State Senate,7,Dem,Itawamba,842
Diane P. Malone ,State Senate,7,Rep,Itawamba,281
Hob Bryan ,State Senate,7,Dem,Lee,1843
Diane P. Malone ,State Senate,7,Rep,Lee,562
Hob Bryan ,State Senate,7,Dem,Monroe,8057
Diane P. Malone ,State Senate,7,Rep,Monroe,2747
Hob Bryan ,State Senate,7,Dem,,10742
Diane P. Malone ,State Senate,7,Rep,,3590
Jack Gordon ,State Senate,8,Dem,Calhoun,2649
Jack Gordon ,State Senate,8,Dem,Chickasaw,4664
Jack Gordon ,State Senate,8,Dem,Grenada,3236
Jack Gordon ,State Senate,8,Dem,Lee,2342
Jack Gordon ,State Senate,8,Dem,,12891
Gray Tollison ,State Senate,9,Dem,Lafayette,7039
Gray Tollison ,State Senate,9,Dem,Tallahatchie,1617
Gray Tollison ,State Senate,9,Dem,Yalobusha,2992
Gray Tollison ,State Senate,9,Dem,,11648
Nolan Mettetal ,State Senate,10,Dem,Panola,6011
Shelly Turner ,State Senate,10,Rep,Panola,1684
Nolan Mettetal ,State Senate,10,Dem,Tate,4037
Shelly Turner ,State Senate,10,Rep,Tate,1772
Nolan Mettetal ,State Senate,10,Dem,,10048
Shelly Turner ,State Senate,10,Rep,,3456
"Robert ""Bobby"" Jackson ",State Senate,11,Dem,Coahoma,3929
"Robert ""Bobby"" Jackson ",State Senate,11,Dem,Quitman,1859
"Robert ""Bobby"" Jackson ",State Senate,11,Dem,Tate,523
"Robert ""Bobby"" Jackson ",State Senate,11,Dem,Tunica,1946
"Robert ""Bobby"" Jackson ",State Senate,11,Dem,,8257
"Johnnie E. Walls, Jr. ",State Senate,12,Dem,Bolivar,3064
"Johnnie E. Walls, Jr. ",State Senate,12,Dem,Washington,3282
"Johnnie E. Walls, Jr. ",State Senate,12,Dem,,9410
Willie L. Simmons ,State Senate,13,Dem,Bolivar,2329
Willie L. Simmons ,State Senate,13,Dem,Humphreys,1755
Willie L. Simmons ,State Senate,13,Dem,Sunflower,5454
Willie L. Simmons ,State Senate,13,Dem,,9538
Lydia Graves Chassaniol ,State Senate,14,Rep,Attala,2587
Lydia Graves Chassaniol ,State Senate,14,Rep,Carroll,3145
Lydia Graves Chassaniol ,State Senate,14,Rep,Grenada,2038
Lydia Graves Chassaniol ,State Senate,14,Rep,Leflore,2845
Lydia Graves Chassaniol ,State Senate,14,Rep,Montgomery,2400
Lydia Graves Chassaniol ,State Senate,14,Rep,Tallahatchie,233
Lydia Graves Chassaniol ,State Senate,14,Rep,,13248
Gary Jackson ,State Senate,15,Rep,Attala,678
Gary Jackson ,State Senate,15,Rep,Calhoun,294
Gary Jackson ,State Senate,15,Rep,Choctaw,2377
Gary Jackson ,State Senate,15,Rep,Montgomery,1039
Gary Jackson ,State Senate,15,Rep,Oktibbeha,5327
Gary Jackson ,State Senate,15,Rep,Webster,3375
Gary Jackson ,State Senate,15,Rep,Winston,461
Gary Jackson ,State Senate,15,Rep,,13551
Bennie L. Turner ,State Senate,16,Dem,Clay,6668
Bennie L. Turner ,State Senate,16,Dem,Lowndes,1771
Bennie L. Turner ,State Senate,16,Dem,Noxubee,1029
Bennie L. Turner ,State Senate,16,Dem,Oktibbeha,3499
Bennie L. Turner ,State Senate,16,Dem,,12967
Giles K. Ward ,State Senate,18,Rep,Leake,2749
Gloria C. Williamson ,State Senate,18,Dem,Leake,3018
Giles K. Ward ,State Senate,18,Rep,Neshoba,4118
Gloria C. Williamson ,State Senate,18,Dem,Neshoba,3422
Giles K. Ward ,State Senate,18,Rep,Winston,1614
Gloria C. Williamson ,State Senate,18,Dem,Winston,1269
Giles K. Ward ,State Senate,18,Rep,,8481
Gloria C. Williamson ,State Senate,18,Dem,,7709
Lee Yancey ,State Senate,20,Rep,Madison,5796
Lee Yancey ,State Senate,20,Rep,Rankin,13055
Lee Yancey ,State Senate,20,Rep,,24647
Kenneth Wayne Jones ,State Senate,21,Dem,Attala,908
Kenneth Wayne Jones ,State Senate,21,Dem,Holmes,607
Kenneth Wayne Jones ,State Senate,21,Dem,Madison,6171
Kenneth Wayne Jones ,State Senate,21,Dem,Yazoo,4107
Kenneth Wayne Jones ,State Senate,21,Dem,,11793
"Eugene S. ""Buck"" Clarke ",State Senate,22,Rep,Bolivar,1417
"Sandra ""Jaribu"" Hill ",State Senate,22,Dem,Bolivar,221
"Eugene S. ""Buck"" Clarke ",State Senate,22,Rep,Humphreys,706
"Sandra ""Jaribu"" Hill ",State Senate,22,Dem,Humphreys,1009
"Eugene S. ""Buck"" Clarke ",State Senate,22,Rep,Sharkey,766
"Sandra ""Jaribu"" Hill ",State Senate,22,Dem,Sharkey,1271
"Eugene S. ""Buck"" Clarke ",State Senate,22,Rep,Washington,3233
"Sandra ""Jaribu"" Hill ",State Senate,22,Dem,Washington,2087
"Eugene S. ""Buck"" Clarke ",State Senate,22,Rep,Yazoo,1144
"Sandra ""Jaribu"" Hill ",State Senate,22,Dem,Yazoo,528
"Eugene S. ""Buck"" Clarke ",State Senate,22,Rep,,7266
"Sandra ""Jaribu"" Hill ",State Senate,22,Dem,,5116
Briggs Hopson ,State Senate,23,Rep,Issaquena,341
Eric E. Rawlings ,State Senate,23,Dem,Issaquena,396
Briggs Hopson ,State Senate,23,Rep,Warren,9047
Eric E. Rawlings ,State Senate,23,Dem,Warren,3972
Briggs Hopson ,State Senate,23,Rep,Yazoo,479
Eric E. Rawlings ,State Senate,23,Dem,Yazoo,75
Briggs Hopson ,State Senate,23,Rep,,9867
Eric E. Rawlings ,State Senate,23,Dem,,4443
David Jordan ,State Senate,24,Dem,Holmes,3792
"Larry ""Blue"" Neal ",State Senate,24,Ind,Holmes,757
David Jordan ,State Senate,24,Dem,Leflore,2440
"Larry ""Blue"" Neal ",State Senate,24,Ind,Leflore,1589
David Jordan ,State Senate,24,Dem,Tallahatchie,1736
"Larry ""Blue"" Neal ",State Senate,24,Ind,Tallahatchie,655
David Jordan ,State Senate,24,Dem,,7968
"Larry ""Blue"" Neal ",State Senate,24,Ind,,3001
Michael Hardin ,State Senate,25,Dem,Hinds,2096
Walter Michel ,State Senate,25,Rep,Hinds,6357
Michael Hardin ,State Senate,25,Dem,Madison,2990
Walter Michel ,State Senate,25,Rep,Madison,8744
Michael Hardin ,State Senate,25,Dem,,5086
Walter Michel ,State Senate,25,Rep,,15101
John A. Horhn ,State Senate,26,Dem,Hinds,10598
John C. Bethea ,State Senate,26,Cns,Hinds,2036
John A. Horhn ,State Senate,26,Dem,Madison,346
John C. Bethea ,State Senate,26,Cns,Madison,253
John A. Horhn ,State Senate,26,Dem,,10944
John C. Bethea ,State Senate,26,Cns,,2289
Terry C. Burton ,State Senate,31,Rep,Lauderdale,4246
Fred Hamilton ,State Senate,31,Dem,Lauderdale,916
Terry C. Burton ,State Senate,31,Rep,Newton,4058
Fred Hamilton ,State Senate,31,Dem,Newton,2059
Terry C. Burton ,State Senate,31,Rep,Scott,2125
Fred Hamilton ,State Senate,31,Dem,Scott,1722
Terry C. Burton ,State Senate,31,Rep,,10429
Fred Hamilton ,State Senate,31,Dem,,4697
"Sampson Jackson, II ",State Senate,32,Dem,Kemper,3314
"Sampson Jackson, II ",State Senate,32,Dem,Lauderdale,2815
"Sampson Jackson, II ",State Senate,32,Dem,Noxubee,1651
"Sampson Jackson, II ",State Senate,32,Dem,Winston,3381
"Sampson Jackson, II ",State Senate,32,Dem,,11161
Videt Carmichael ,State Senate,33,Rep,Clarke,4697
Videt Carmichael ,State Senate,33,Rep,Lauderdale,8397
Videt Carmichael ,State Senate,33,Rep,,13094
Haskins Montgomery ,State Senate,34,Dem,Jasper,4010
Pete Rutland ,State Senate,34,Rep,Jasper,1176
Terry L. Therrell ,State Senate,34,Ind,Jasper,192
Haskins Montgomery ,State Senate,34,Dem,Jones,2033
Pete Rutland ,State Senate,34,Rep,Jones,662
Terry L. Therrell ,State Senate,34,Ind,Jones,117
Haskins Montgomery ,State Senate,34,Dem,Scott,1572
Pete Rutland ,State Senate,34,Rep,Scott,1301
Terry L. Therrell ,State Senate,34,Ind,Scott,188
Haskins Montgomery ,State Senate,34,Dem,Smith,2280
Pete Rutland ,State Senate,34,Rep,Smith,3026
Terry L. Therrell ,State Senate,34,Ind,Smith,587
Haskins Montgomery ,State Senate,34,Dem,,9895
Pete Rutland ,State Senate,34,Rep,,6165
Terry L. Therrell ,State Senate,34,Ind,,1084
Perry E. Lee ,State Senate,35,Rep,Copiah,846
"Parker Dykes, Jr. ",State Senate,35,Cns,Copiah,330
Perry E. Lee ,State Senate,35,Rep,Covington,1756
"Parker Dykes, Jr. ",State Senate,35,Cns,Covington,1561
Perry E. Lee ,State Senate,35,Rep,Rankin,4321
"Parker Dykes, Jr. ",State Senate,35,Cns,Rankin,1163
Perry E. Lee ,State Senate,35,Rep,Simpson,4172
"Parker Dykes, Jr. ",State Senate,35,Cns,Simpson,1488
Perry E. Lee ,State Senate,35,Rep,,11095
"Parker Dykes, Jr. ",State Senate,35,Cns,,4542
E. Vincent Davis ,State Senate,36,Dem,Claiborne,3031
E. Vincent Davis ,State Senate,36,Dem,Copiah,5654
E. Vincent Davis ,State Senate,36,Dem,Hinds,1597
E. Vincent Davis ,State Senate,36,Dem,Jefferson,2697
E. Vincent Davis ,State Senate,36,Dem,,25958
Bob M. Dearing ,State Senate,37,Dem,Adams,6377
Bob M. Dearing ,State Senate,37,Dem,Amite,2446
Bob M. Dearing ,State Senate,37,Dem,Franklin,2279
Bob M. Dearing ,State Senate,37,Dem,Pike,3620
Bob M. Dearing ,State Senate,37,Dem,,14722
Kelvin E. Butler,State Senate,38,Dem,Adams,951
Kelvin E. Butler,State Senate,38,Dem,Amite,1745
Kelvin E. Butler,State Senate,38,Dem,Pike,6291
Kelvin E. Butler,State Senate,38,Dem,Walthall,872
Kelvin E. Butler,State Senate,38,Dem,Wilkinson,2266
Kelvin E. Butler,State Senate,38,Dem,,12125
Edwin Case ,State Senate,39,Rep,Lawrence,725
Cindy Hyde-Smith ,State Senate,39,Dem,Lawrence,3334
Edwin Case ,State Senate,39,Rep,Lincoln,1812
Cindy Hyde-Smith ,State Senate,39,Dem,Lincoln,7651
Edwin Case ,State Senate,39,Rep,Simpson,786
Cindy Hyde-Smith ,State Senate,39,Dem,Simpson,1859
Edwin Case ,State Senate,39,Rep,,3323
Cindy Hyde-Smith ,State Senate,39,Dem,,12844
Sid Albritton ,State Senate,40,Rep,Marion,5990
Sid Albritton ,State Senate,40,Rep,Pearl River,5619
Sid Albritton ,State Senate,40,Rep,Walthall,2381
Sid Albritton ,State Senate,40,Rep,,13990
Gerald Buffington ,State Senate,41,Dem,Covington,1261
Joey Fillingane ,State Senate,41,Rep,Covington,2218
Vince Thornton ,State Senate,41,Cns,Covington,48
Gerald Buffington ,State Senate,41,Dem,Forrest,1298
Joey Fillingane ,State Senate,41,Rep,Forrest,759
Vince Thornton ,State Senate,41,Cns,Forrest,37
Gerald Buffington ,State Senate,41,Dem,Jefferson Davis,3438
Joey Fillingane ,State Senate,41,Rep,Jefferson Davis,2324
Vince Thornton ,State Senate,41,Cns,Jefferson Davis,105
Gerald Buffington ,State Senate,41,Dem,Lamar,784
Joey Fillingane ,State Senate,41,Rep,Lamar,3269
Vince Thornton ,State Senate,41,Cns,Lamar,59
Gerald Buffington ,State Senate,41,Dem,Marion,515
Joey Fillingane ,State Senate,41,Rep,Marion,1247
Vince Thornton ,State Senate,41,Cns,Marion,21
Gerald Buffington ,State Senate,41,Dem,,7296
Joey Fillingane ,State Senate,41,Rep,,9817
Vince Thornton ,State Senate,41,Cns,,270
Tommy Dickerson ,State Senate,43,Dem,George,2477
"James ""Shannon"" Walley ",State Senate,43,Rep,George,2742
Tommy Dickerson ,State Senate,43,Dem,Greene,1481
"James ""Shannon"" Walley ",State Senate,43,Rep,Greene,2018
Tommy Dickerson ,State Senate,43,Dem,Stone,513
"James ""Shannon"" Walley ",State Senate,43,Rep,Stone,611
Tommy Dickerson ,State Senate,43,Dem,Wayne,4540
"James ""Shannon"" Walley ",State Senate,43,Rep,Wayne,2616
Tommy Dickerson ,State Senate,43,Dem,,9011
"James ""Shannon"" Walley ",State Senate,43,Rep,,7987
Tom King,State Senate,44,Rep,Forrest,5512
Tom King,State Senate,44,Rep,Lamar,7962
Tom King,State Senate,44,Rep,Perry,1398
Tom King,State Senate,44,Rep,,14872
Billy Hudson ,State Senate,45,Rep,Forrest,6714
Billy Hudson ,State Senate,45,Rep,Lamar,430
Billy Hudson ,State Senate,45,Rep,Pearl River,3016
Billy Hudson ,State Senate,45,Rep,Perry,1683
Billy Hudson ,State Senate,45,Rep,Stone,631
Billy Hudson ,State Senate,45,Rep,,12474
David Baria ,State Senate,46,Dem,Hancock,7346
"James K. ""Ken"" Overstreet ",State Senate,46,Cns,Hancock,2179
David Baria ,State Senate,46,Dem,Harrison,1726
"James K. ""Ken"" Overstreet ",State Senate,46,Cns,Harrison,533
David Baria ,State Senate,46,Dem,,9072
"James K. ""Ken"" Overstreet ",State Senate,46,Cns,,2712
Ezell Lee ,State Senate,47,Dem,Harrison,1864
Ezell Lee ,State Senate,47,Dem,Jackson,4171
Ezell Lee ,State Senate,47,Dem,Pearl River,2729
Ezell Lee ,State Senate,47,Dem,Stone,2480
Ezell Lee ,State Senate,47,Dem,,11244
"Lester ""Bubba"" Carpenter ",State House,1,Rep,Alcorn,1199
Ricky A. Cummings ,State House,1,Dem,Alcorn,976
"Lester ""Bubba"" Carpenter ",State House,1,Rep,Tishomingo,2730
Ricky A. Cummings ,State House,1,Dem,Tishomingo,2393
"Lester ""Bubba"" Carpenter ",State House,1,Rep,,3929
Ricky A. Cummings ,State House,1,Dem,,3369
William Tracy Arnold ,State House,3,Rep,Alcorn,348
"W. J. ""Billy"" McCoy ",State House,3,Dem,Alcorn,607
William Tracy Arnold ,State House,3,Rep,Prentiss,2199
"W. J. ""Billy"" McCoy ",State House,3,Dem,Prentiss,3576
William Tracy Arnold ,State House,3,Rep,,2547
"W. J. ""Billy"" McCoy ",State House,3,Dem,,4183
Greg Ward ,State House,4,Dem,Benton,53
Greg Ward ,State House,4,Dem,Tippah,6041
Greg Ward ,State House,4,Dem,Union,326
Greg Ward ,State House,4,Dem,,6420
Kelvin O. Buck ,State House,5,Dem,Benton,269
James Richard Dunworth ,State House,5,Rep,Benton,54
Kelvin O. Buck ,State House,5,Dem,Marshall,2885
James Richard Dunworth ,State House,5,Rep,Marshall,1184
Kelvin O. Buck ,State House,5,Dem,,3154
James Richard Dunworth ,State House,5,Rep,,1238
Larry J. Baker ,State House,8,Rep,Desoto,777
Larry J. Baker ,State House,8,Rep,Tate,3864
Larry J. Baker ,State House,8,Rep,,4641
Clara Henderson Burnett ,State House,9,Dem,Coahoma,353
Clara Henderson Burnett ,State House,9,Dem,Panola,375
Clara Henderson Burnett ,State House,9,Dem,Quitman,1038
Clara Henderson Burnett ,State House,9,Dem,Tate,638
Clara Henderson Burnett ,State House,9,Dem,Tunica,1656
Clara Henderson Burnett ,State House,9,Dem,,4060
Warner F. McBride ,State House,10,Dem,Lafayette,1464
Wally Pang ,State House,10,Rep,Lafayette,609
Warner F. McBride ,State House,10,Dem,Panola,2843
Wally Pang ,State House,10,Rep,Panola,1297
Warner F. McBride ,State House,10,Dem,Tallahatchie,174
Wally Pang ,State House,10,Rep,Tallahatchie,60
Warner F. McBride ,State House,10,Dem,,4481
Wally Pang ,State House,10,Rep,,1966
Joe C. Gardner ,State House,11,Dem,Panola,2927
Joe C. Gardner ,State House,11,Dem,Tate,990
Joe C. Gardner ,State House,11,Dem,,6844
Jack Gadd ,State House,13,Dem,Benton,1468
John Helmert ,State House,13,Rep,Benton,408
Jack Gadd ,State House,13,Dem,Lafayette,689
John Helmert ,State House,13,Rep,Lafayette,728
Jack Gadd ,State House,13,Dem,Marshall,1559
John Helmert ,State House,13,Rep,Marshall,621
Jack Gadd ,State House,13,Dem,Union,232
John Helmert ,State House,13,Rep,Union,114
Jack Gadd ,State House,13,Dem,,3948
John Helmert ,State House,13,Rep,,1871
Margaret Ellis Rogers ,State House,14,Dem,Ponotoc,228
Margaret Ellis Rogers ,State House,14,Dem,Union,5575
Margaret Ellis Rogers ,State House,14,Dem,,6031
Lawrence Deas ,State House,18,Dem,Lee,2072
Jerry R. Turner ,State House,18,Rep,Lee,3430
Lawrence Deas ,State House,18,Dem,Prentiss,398
Jerry R. Turner ,State House,18,Rep,Prentiss,844
Lawrence Deas ,State House,18,Dem,,2470
Jerry R. Turner ,State House,18,Rep,,4274
Randy P. Boyd ,State House,19,Rep,Itawamba,1336
Mark A. DuVall ,State House,19,Dem,Itawamba,1776
Randy P. Boyd ,State House,19,Rep,Lee,1645
Mark A. DuVall ,State House,19,Dem,Lee,1336
Randy P. Boyd ,State House,19,Rep,Tishomingo,586
Mark A. DuVall ,State House,19,Dem,Tishomingo,802
Randy P. Boyd ,State House,19,Rep,,3567
Mark A. DuVall ,State House,19,Dem,,3914
Chris Brown ,State House,20,Rep,Lowndes,128
Jimmy G. Puckett ,State House,20,Dem,Lowndes,68
Chris Brown ,State House,20,Rep,Monroe,3095
Jimmy G. Puckett ,State House,20,Dem,Monroe,3288
Chris Brown ,State House,20,Rep,,3223
Jimmy G. Puckett ,State House,20,Dem,,3356
Donnie Bell ,State House,21,Dem,Itawamba,2883
Paul M. Walker ,State House,21,Rep,Itawamba,1288
Donnie Bell ,State House,21,Dem,Monroe,1801
Paul M. Walker ,State House,21,Rep,Monroe,1048
Donnie Bell ,State House,21,Dem,,4684
Paul M. Walker ,State House,21,Rep,,2336
