page,candidate,office,district,party,county,precinct,votes
1,"John Arthur Eaves, Jr.",Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,15
1,Haley Barbour,Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,22
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,18
1,Phil Bryant,Lieutenant Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,18
2,Robert H. 'Rob' Smith,Secretary of State,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,18
2,Delbert Hosemann,Secretary of State,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,17
2,Jim Hood,Attorney General,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,15
2,Al Hopkins,Attorney General,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,21
3,Mike Sumrall,State Auditor,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,22
3,Stacey E Pickering,State Auditor,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,13
3,Shawn O'Hara,State Treasurer,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,17
3,Tate Reeves,State Treasurer,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,15
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Benton,Ashland Precinct District 3 2as3 - BS 1,14
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Benton,Ashland Precinct District 3 2as3 - BS 1,18
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Benton,Ashland Precinct District 3 2as3 - BS 1,2
6,Bill Stone,State Senate,2,D,Benton,Ashland Precinct District 3 2as3 - BS 1,27
6,Ralph H Doxey,State Senate,2,R,Benton,Ashland Precinct District 3 2as3 - BS 1,10
6,Greg Ward,State House,4,D,Benton,Ashland Precinct District 3 2as3 - BS 1,29
7,Kelvin O Buck,State House,5,D,Benton,Ashland Precinct District 3 2as3 - BS 1,
7,James R Dunworth,State House,5,R,Benton,Ashland Precinct District 3 2as3 - BS 1,
7,Jack Gadd,State House,13,D,Benton,Ashland Precinct District 3 2as3 - BS 1,
7,John Helmert,State House,13,R,Benton,Ashland Precinct District 3 2as3 - BS 1,
1,"John Arthur Eaves, Jr.",Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,92
1,Haley Barbour,Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,21
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,92
1,Phil Bryant,Lieutenant Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,17
2,Robert H. 'Rob' Smith,Secretary of State,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,96
2,Delbert Hosemann,Secretary of State,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,12
2,Jim Hood,Attorney General,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,98
2,Al Hopkins,Attorney General,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,13
3,Mike Sumrall,State Auditor,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,93
3,Stacey E Pickering,State Auditor,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,15
3,Shawn O'Hara,State Treasurer,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,94
3,Tate Reeves,State Treasurer,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,12
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Benton,Ashland Precinct District 3 2as3 - BS 4,95
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Benton,Ashland Precinct District 3 2as3 - BS 4,12
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Benton,Ashland Precinct District 3 2as3 - BS 4,2
6,Bill Stone,State Senate,2,D,Benton,Ashland Precinct District 3 2as3 - BS 4,104
6,Ralph H Doxey,State Senate,2,R,Benton,Ashland Precinct District 3 2as3 - BS 4,10
6,Greg Ward,State House,4,D,Benton,Ashland Precinct District 3 2as3 - BS 4,
7,Kelvin O Buck,State House,5,D,Benton,Ashland Precinct District 3 2as3 - BS 4,105
7,James R Dunworth,State House,5,R,Benton,Ashland Precinct District 3 2as3 - BS 4,9
7,Jack Gadd,State House,13,D,Benton,Ashland Precinct District 3 2as3 - BS 4,
7,John Helmert,State House,13,R,Benton,Ashland Precinct District 3 2as3 - BS 4,
1,"John Arthur Eaves, Jr.",Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,116
1,Haley Barbour,Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,180
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,130
1,Phil Bryant,Lieutenant Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,156
2,Robert H. 'Rob' Smith,Secretary of State,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,151
2,Delbert Hosemann,Secretary of State,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,126
2,Jim Hood,Attorney General,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,163
2,Al Hopkins,Attorney General,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,122
3,Mike Sumrall,State Auditor,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,166
3,Stacey E Pickering,State Auditor,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,105
3,Shawn O'Hara,State Treasurer,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,141
3,Tate Reeves,State Treasurer,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,120
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Benton,Ashland Precinct District 3 2as3 - BS 10,124
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Benton,Ashland Precinct District 3 2as3 - BS 10,129
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Benton,Ashland Precinct District 3 2as3 - BS 10,24
6,Bill Stone,State Senate,2,D,Benton,Ashland Precinct District 3 2as3 - BS 10,216
6,Ralph H Doxey,State Senate,2,R,Benton,Ashland Precinct District 3 2as3 - BS 10,83
6,Greg Ward,State House,4,D,Benton,Ashland Precinct District 3 2as3 - BS 10,
7,Kelvin O Buck,State House,5,D,Benton,Ashland Precinct District 3 2as3 - BS 10,
7,James R Dunworth,State House,5,R,Benton,Ashland Precinct District 3 2as3 - BS 10,
7,Jack Gadd,State House,13,D,Benton,Ashland Precinct District 3 2as3 - BS 10,214
7,John Helmert,State House,13,R,Benton,Ashland Precinct District 3 2as3 - BS 10,75
1,"John Arthur Eaves, Jr.",Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 11,35
1,Haley Barbour,Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 11,36
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Benton,Ashland Precinct District 3 2as3 - BS 11,38
1,Phil Bryant,Lieutenant Governor,,R,Benton,Ashland Precinct District 3 2as3 - BS 11,30
2,Robert H. 'Rob' Smith,Secretary of State,,D,Benton,Ashland Precinct District 3 2as3 - BS 11,35
2,Delbert Hosemann,Secretary of State,,R,Benton,Ashland Precinct District 3 2as3 - BS 11,29
2,Jim Hood,Attorney General,,D,Benton,Ashland Precinct District 3 2as3 - BS 11,43
2,Al Hopkins,Attorney General,,R,Benton,Ashland Precinct District 3 2as3 - BS 11,24
3,Mike Sumrall,State Auditor,,D,Benton,Ashland Precinct District 3 2as3 - BS 11,48
3,Stacey E Pickering,State Auditor,,R,Benton,Ashland Precinct District 3 2as3 - BS 11,18
3,Shawn O'Hara,State Treasurer,,D,Benton,Ashland Precinct District 3 2as3 - BS 11,45
