page,candidate,office,district,party,county,precinct,votes
1,Haley Barbour,Governor,,R,Bolivar,Cleveland Courthouse - BS 26,90
1,"John Arthur Eaves, Jr.",Governor,,D,Bolivar,Cleveland Courthouse - BS 26,10
1,Phil Bryant,Lieutenant Governor,,R,Bolivar,Cleveland Courthouse - BS 26,79
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Bolivar,Cleveland Courthouse - BS 26,21
2,Delbert Hosemann,Secretary of State,,R,Bolivar,Cleveland Courthouse - BS 26,66
2,Robert H. 'Rob' Smith,Secretary of State,,D,Bolivar,Cleveland Courthouse - BS 26,34
2,Jim Hood,Attorney General,,D,Bolivar,Cleveland Courthouse - BS 26,43
2,Al Hopkins,Attorney General,,R,Bolivar,Cleveland Courthouse - BS 26,56
3,Stacey E Pickering,State Auditor,,R,Bolivar,Cleveland Courthouse - BS 26,69
3,Mike Sumrall,State Auditor,,D,Bolivar,Cleveland Courthouse - BS 26,31
3,Shawn O'Hara,State Treasurer,,D,Bolivar,Cleveland Courthouse - BS 26,19
3,Tate Reeves,State Treasurer,,R,Bolivar,Cleveland Courthouse - BS 26,79
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Bolivar,Cleveland Courthouse - BS 26,31
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Bolivar,Cleveland Courthouse - BS 26,5
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Bolivar,Cleveland Courthouse - BS 26,62
6,"Johnnie Walls, Jr.",State Senate,12,D,Bolivar,Cleveland Courthouse - BS 26,49
6,Willie L. Simmons,State Senate,13,D,Bolivar,Cleveland Courthouse - BS 26,
7,Buck Clarke,State Senate,22,R,Bolivar,Cleveland Courthouse - BS 26,
7,Jaribu Hill,State Senate,22,D,Bolivar,Cleveland Courthouse - BS 26,
7,David Norquist,State House,28,D,Bolivar,Cleveland Courthouse - BS 26,96
7,Linda F Coleman,State House,29,D,Bolivar,Cleveland Courthouse - BS 26,
8,Robert Huddleston,State House,30,D,Bolivar,Cleveland Courthouse - BS 26,
1,Haley Barbour,Governor,,R,Bolivar,Cleveland Courthouse - BS 34,89
1,"John Arthur Eaves, Jr.",Governor,,D,Bolivar,Cleveland Courthouse - BS 34,15
1,Phil Bryant,Lieutenant Governor,,R,Bolivar,Cleveland Courthouse - BS 34,81
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Bolivar,Cleveland Courthouse - BS 34,26
2,Delbert Hosemann,Secretary of State,,R,Bolivar,Cleveland Courthouse - BS 34,69
2,Robert H. 'Rob' Smith,Secretary of State,,D,Bolivar,Cleveland Courthouse - BS 34,35
2,Jim Hood,Attorney General,,D,Bolivar,Cleveland Courthouse - BS 34,55
2,Al Hopkins,Attorney General,,R,Bolivar,Cleveland Courthouse - BS 34,51
3,Stacey E Pickering,State Auditor,,R,Bolivar,Cleveland Courthouse - BS 34,68
3,Mike Sumrall,State Auditor,,D,Bolivar,Cleveland Courthouse - BS 34,36
3,Shawn O'Hara,State Treasurer,,D,Bolivar,Cleveland Courthouse - BS 34,21
3,Tate Reeves,State Treasurer,,R,Bolivar,Cleveland Courthouse - BS 34,83
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Bolivar,Cleveland Courthouse - BS 34,32
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Bolivar,Cleveland Courthouse - BS 34,7
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Bolivar,Cleveland Courthouse - BS 34,64
6,"Johnnie Walls, Jr.",State Senate,12,D,Bolivar,Cleveland Courthouse - BS 34,71
6,Willie L. Simmons,State Senate,13,D,Bolivar,Cleveland Courthouse - BS 34,
7,Buck Clarke,State Senate,22,R,Bolivar,Cleveland Courthouse - BS 34,
7,Jaribu Hill,State Senate,22,D,Bolivar,Cleveland Courthouse - BS 34,
7,David Norquist,State House,28,D,Bolivar,Cleveland Courthouse - BS 34,
7,Linda F Coleman,State House,29,D,Bolivar,Cleveland Courthouse - BS 34,77
8,Robert Huddleston,State House,30,D,Bolivar,Cleveland Courthouse - BS 34,
1,Haley Barbour,Governor,,R,Bolivar,Pace - BS 31,0
1,"John Arthur Eaves, Jr.",Governor,,D,Bolivar,Pace - BS 31,3
1,Phil Bryant,Lieutenant Governor,,R,Bolivar,Pace - BS 31,2
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Bolivar,Pace - BS 31,1
2,Delbert Hosemann,Secretary of State,,R,Bolivar,Pace - BS 31,2
2,Robert H. 'Rob' Smith,Secretary of State,,D,Bolivar,Pace - BS 31,1
2,Jim Hood,Attorney General,,D,Bolivar,Pace - BS 31,2
2,Al Hopkins,Attorney General,,R,Bolivar,Pace - BS 31,1
3,Stacey E Pickering,State Auditor,,R,Bolivar,Pace - BS 31,1
3,Mike Sumrall,State Auditor,,D,Bolivar,Pace - BS 31,2
3,Shawn O'Hara,State Treasurer,,D,Bolivar,Pace - BS 31,1
3,Tate Reeves,State Treasurer,,R,Bolivar,Pace - BS 31,2
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Bolivar,Pace - BS 31,1
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Bolivar,Pace - BS 31,0
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Bolivar,Pace - BS 31,2
6,"Johnnie Walls, Jr.",State Senate,12,D,Bolivar,Pace - BS 31,
6,Willie L. Simmons,State Senate,13,D,Bolivar,Pace - BS 31,
7,Buck Clarke,State Senate,22,R,Bolivar,Pace - BS 31,2
7,Jaribu Hill,State Senate,22,D,Bolivar,Pace - BS 31,1
7,David Norquist,State House,28,D,Bolivar,Pace - BS 31,2
7,Linda F Coleman,State House,29,D,Bolivar,Pace - BS 31,
8,Robert Huddleston,State House,30,D,Bolivar,Pace - BS 31,
1,Haley Barbour,Governor,,R,Bolivar,Pace - BS 39,41
1,"John Arthur Eaves, Jr.",Governor,,D,Bolivar,Pace - BS 39,149
1,Phil Bryant,Lieutenant Governor,,R,Bolivar,Pace - BS 39,45
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Bolivar,Pace - BS 39,134
2,Delbert Hosemann,Secretary of State,,R,Bolivar,Pace - BS 39,34
2,Robert H. 'Rob' Smith,Secretary of State,,D,Bolivar,Pace - BS 39,144
2,Jim Hood,Attorney General,,D,Bolivar,Pace - BS 39,164
2,Al Hopkins,Attorney General,,R,Bolivar,Pace - BS 39,22
3,Stacey E Pickering,State Auditor,,R,Bolivar,Pace - BS 39,35
3,Mike Sumrall,State Auditor,,D,Bolivar,Pace - BS 39,142
3,Shawn O'Hara,State Treasurer,,D,Bolivar,Pace - BS 39,141
3,Tate Reeves,State Treasurer,,R,Bolivar,Pace - BS 39,34
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Bolivar,Pace - BS 39,138
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Bolivar,Pace - BS 39,7
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Bolivar,Pace - BS 39,34
6,"Johnnie Walls, Jr.",State Senate,12,D,Bolivar,Pace - BS 39,152
6,Willie L. Simmons,State Senate,13,D,Bolivar,Pace - BS 39,
7,Buck Clarke,State Senate,22,R,Bolivar,Pace - BS 39,
7,Jaribu Hill,State Senate,22,D,Bolivar,Pace - BS 39,
7,David Norquist,State House,28,D,Bolivar,Pace - BS 39,
7,Linda F Coleman,State House,29,D,Bolivar,Pace - BS 39,163
8,Robert Huddleston,State House,30,D,Bolivar,Pace - BS 39,
1,Haley Barbour,Governor,,R,Bolivar,South Cleveland - BS 32,33
1,"John Arthur Eaves, Jr.",Governor,,D,Bolivar,South Cleveland - BS 32,277
1,Phil Bryant,Lieutenant Governor,,R,Bolivar,South Cleveland - BS 32,32
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Bolivar,South Cleveland - BS 32,261
2,Delbert Hosemann,Secretary of State,,R,Bolivar,South Cleveland - BS 32,31
2,Robert H. 'Rob' Smith,Secretary of State,,D,Bolivar,South Cleveland - BS 32,255
2,Jim Hood,Attorney General,,D,Bolivar,South Cleveland - BS 32,279
2,Al Hopkins,Attorney General,,R,Bolivar,South Cleveland - BS 32,13
3,Stacey E Pickering,State Auditor,,R,Bolivar,South Cleveland - BS 32,24
3,Mike Sumrall,State Auditor,,D,Bolivar,South Cleveland - BS 32,256
3,Shawn O'Hara,State Treasurer,,D,Bolivar,South Cleveland - BS 32,256
3,Tate Reeves,State Treasurer,,R,Bolivar,South Cleveland - BS 32,27
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Bolivar,South Cleveland - BS 32,260
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Bolivar,South Cleveland - BS 32,3
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Bolivar,South Cleveland - BS 32,23
6,"Johnnie Walls, Jr.",State Senate,12,D,Bolivar,South Cleveland - BS 32,
6,Willie L. Simmons,State Senate,13,D,Bolivar,South Cleveland - BS 32,284
7,Buck Clarke,State Senate,22,R,Bolivar,South Cleveland - BS 32,
7,Jaribu Hill,State Senate,22,D,Bolivar,South Cleveland - BS 32,
7,David Norquist,State House,28,D,Bolivar,South Cleveland - BS 32,271
7,Linda F Coleman,State House,29,D,Bolivar,South Cleveland - BS 32,
8,Robert Huddleston,State House,30,D,Bolivar,South Cleveland - BS 32,
1,Haley Barbour,Governor,,R,Bolivar,South Cleveland - BS 44,13
1,"John Arthur Eaves, Jr.",Governor,,D,Bolivar,South Cleveland - BS 44,62
1,Phil Bryant,Lieutenant Governor,,R,Bolivar,South Cleveland - BS 44,10
1,"James R 'Jamie' Franks, Jr",Lieutenant Governor,,D,Bolivar,South Cleveland - BS 44,66
2,Delbert Hosemann,Secretary of State,,R,Bolivar,South Cleveland - BS 44,10
2,Robert H. 'Rob' Smith,Secretary of State,,D,Bolivar,South Cleveland - BS 44,64
2,Jim Hood,Attorney General,,D,Bolivar,South Cleveland - BS 44,67
2,Al Hopkins,Attorney General,,R,Bolivar,South Cleveland - BS 44,9
3,Stacey E Pickering,State Auditor,,R,Bolivar,South Cleveland - BS 44,11
3,Mike Sumrall,State Auditor,,D,Bolivar,South Cleveland - BS 44,64
3,Shawn O'Hara,State Treasurer,,D,Bolivar,South Cleveland - BS 44,60
3,Tate Reeves,State Treasurer,,R,Bolivar,South Cleveland - BS 44,15
4,Rickey L. Cole,Commissioner of Agriculture & Commerce,,D,Bolivar,South Cleveland - BS 44,67
4,Paul Leslie Riley,Commissioner of Agriculture & Commerce,,Cns,Bolivar,South Cleveland - BS 44,1
4,Lester Spell,Commissioner of Agriculture & Commerce,,R,Bolivar,South Cleveland - BS 44,7
6,"Johnnie Walls, Jr.",State Senate,12,D,Bolivar,South Cleveland - BS 44,
6,Willie L. Simmons,State Senate,13,D,Bolivar,South Cleveland - BS 44,63
