candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Holmes,1 Acona,5
Tate Reeves,Governor ,,R,Holmes,1 Acona,6
Bill Waller Jr.,Governor ,,R,Holmes,1 Acona,0
Delbert Hosemann,Lieutenant Governor,,R,Holmes,1 Acona,8
Shane Quick,Lieutenant Governor,,R,Holmes,1 Acona,2
Sam Britton,Secretary of State,,R,Holmes,1 Acona,7
Michael Watson,Secretary of State,,R,Holmes,1 Acona,4
Mark Baker,Attorney General,,R,Holmes,1 Acona,1
Lynn Fitch,Attorney General,,R,Holmes,1 Acona,6
Andy Taggart,Attorney General,,R,Holmes,1 Acona,4
Shad White,State Auditor,,R,Holmes,1 Acona,8
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,1 Acona,7
David McRae,State Treasurer,,R,Holmes,1 Acona,4
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,1 Acona,9
Mike Chaney,Commissioner of Insurance,,R,Holmes,1 Acona,9
Dana A Gwin,State House,48,R,Holmes,1 Acona,X
Jason White,State House,48,R,Holmes,1 Acona,X
Michael Brown,Governor ,,D,Holmes,1 Acona,19
William Bond Compton Jr.,Governor ,,D,Holmes,1 Acona,9
Jim Hood,Governor ,,D,Holmes,1 Acona,213
Robert J. Ray,Governor ,,D,Holmes,1 Acona,3
Robert Shuler Smith,Governor ,,D,Holmes,1 Acona,23
Gregory Wash,Governor ,,D,Holmes,1 Acona,12
Velesha P Williams,Governor ,,D,Holmes,1 Acona,18
Albert Wilson,Governor ,,D,Holmes,1 Acona,5
Jay Hughes,Lieutenant Governor,,D,Holmes,1 Acona,252
Johnny DuPree,Secretary of State,,D,Holmes,1 Acona,145
Maryra Hodges Hunt,Secretary of State,,D,Holmes,1 Acona,139
Jennifer Riley Collins,Attorney General,,D,Holmes,1 Acona,264
Addie Lee Green,State Treasurer,,D,Holmes,1 Acona,258
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,1 Acona,255
Robert E Amos,Commissioner of Insurance,,D,Holmes,1 Acona,261
Robert Foster,Governor ,,R,Holmes,1 Durant St Anderson,0
Tate Reeves,Governor ,,R,Holmes,1 Durant St Anderson,5
Bill Waller Jr.,Governor ,,R,Holmes,1 Durant St Anderson,7
Delbert Hosemann,Lieutenant Governor,,R,Holmes,1 Durant St Anderson,11
Shane Quick,Lieutenant Governor,,R,Holmes,1 Durant St Anderson,0
Sam Britton,Secretary of State,,R,Holmes,1 Durant St Anderson,4
Michael Watson,Secretary of State,,R,Holmes,1 Durant St Anderson,8
Mark Baker,Attorney General,,R,Holmes,1 Durant St Anderson,1
Lynn Fitch,Attorney General,,R,Holmes,1 Durant St Anderson,7
Andy Taggart,Attorney General,,R,Holmes,1 Durant St Anderson,4
Shad White,State Auditor,,R,Holmes,1 Durant St Anderson,11
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,1 Durant St Anderson,1
David McRae,State Treasurer,,R,Holmes,1 Durant St Anderson,10
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,1 Durant St Anderson,12
Mike Chaney,Commissioner of Insurance,,R,Holmes,1 Durant St Anderson,12
Dana A Gwin,State House,48,R,Holmes,1 Durant St Anderson,0
Jason White,State House,48,R,Holmes,1 Durant St Anderson,2
Michael Brown,Governor ,,D,Holmes,1 Durant St Anderson,10
William Bond Compton Jr.,Governor ,,D,Holmes,1 Durant St Anderson,4
Jim Hood,Governor ,,D,Holmes,1 Durant St Anderson,109
Robert J. Ray,Governor ,,D,Holmes,1 Durant St Anderson,0
Robert Shuler Smith,Governor ,,D,Holmes,1 Durant St Anderson,6
Gregory Wash,Governor ,,D,Holmes,1 Durant St Anderson,3
Velesha P Williams,Governor ,,D,Holmes,1 Durant St Anderson,2
Albert Wilson,Governor ,,D,Holmes,1 Durant St Anderson,0
Jay Hughes,Lieutenant Governor,,D,Holmes,1 Durant St Anderson,114
Johnny DuPree,Secretary of State,,D,Holmes,1 Durant St Anderson,91
Maryra Hodges Hunt,Secretary of State,,D,Holmes,1 Durant St Anderson,37
Jennifer Riley Collins,Attorney General,,D,Holmes,1 Durant St Anderson,119
Addie Lee Green,State Treasurer,,D,Holmes,1 Durant St Anderson,118
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,1 Durant St Anderson,117
Robert E Amos,Commissioner of Insurance,,D,Holmes,1 Durant St Anderson,118
Robert Foster,Governor ,,R,Holmes,Beat 1 Lexington,4
Tate Reeves,Governor ,,R,Holmes,Beat 1 Lexington,13
Bill Waller Jr.,Governor ,,R,Holmes,Beat 1 Lexington,13
Delbert Hosemann,Lieutenant Governor,,R,Holmes,Beat 1 Lexington,24
Shane Quick,Lieutenant Governor,,R,Holmes,Beat 1 Lexington,2
Sam Britton,Secretary of State,,R,Holmes,Beat 1 Lexington,13
Michael Watson,Secretary of State,,R,Holmes,Beat 1 Lexington,14
Mark Baker,Attorney General,,R,Holmes,Beat 1 Lexington,9
Lynn Fitch,Attorney General,,R,Holmes,Beat 1 Lexington,11
Andy Taggart,Attorney General,,R,Holmes,Beat 1 Lexington,8
Shad White,State Auditor,,R,Holmes,Beat 1 Lexington,22
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,Beat 1 Lexington,12
David McRae,State Treasurer,,R,Holmes,Beat 1 Lexington,15
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,Beat 1 Lexington,24
Mike Chaney,Commissioner of Insurance,,R,Holmes,Beat 1 Lexington,28
Dana A Gwin,State House,48,R,Holmes,Beat 1 Lexington,X
Jason White,State House,48,R,Holmes,Beat 1 Lexington,X
Michael Brown,Governor ,,D,Holmes,Beat 1 Lexington,43
William Bond Compton Jr.,Governor ,,D,Holmes,Beat 1 Lexington,9
Jim Hood,Governor ,,D,Holmes,Beat 1 Lexington,375
Robert J. Ray,Governor ,,D,Holmes,Beat 1 Lexington,8
Robert Shuler Smith,Governor ,,D,Holmes,Beat 1 Lexington,56
Gregory Wash,Governor ,,D,Holmes,Beat 1 Lexington,24
Velesha P Williams,Governor ,,D,Holmes,Beat 1 Lexington,28
Albert Wilson,Governor ,,D,Holmes,Beat 1 Lexington,9
Jay Hughes,Lieutenant Governor,,D,Holmes,Beat 1 Lexington,398
Johnny DuPree,Secretary of State,,D,Holmes,Beat 1 Lexington,334
Maryra Hodges Hunt,Secretary of State,,D,Holmes,Beat 1 Lexington,168
Jennifer Riley Collins,Attorney General,,D,Holmes,Beat 1 Lexington,410
Addie Lee Green,State Treasurer,,D,Holmes,Beat 1 Lexington,408
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,Beat 1 Lexington,410
Robert E Amos,Commissioner of Insurance,,D,Holmes,Beat 1 Lexington,405
Robert Foster,Governor ,,R,Holmes,Beat 2 Durant,7
Tate Reeves,Governor ,,R,Holmes,Beat 2 Durant,30
Bill Waller Jr.,Governor ,,R,Holmes,Beat 2 Durant,13
Delbert Hosemann,Lieutenant Governor,,R,Holmes,Beat 2 Durant,48
Shane Quick,Lieutenant Governor,,R,Holmes,Beat 2 Durant,2
Sam Britton,Secretary of State,,R,Holmes,Beat 2 Durant,23
Michael Watson,Secretary of State,,R,Holmes,Beat 2 Durant,25
Mark Baker,Attorney General,,R,Holmes,Beat 2 Durant,6
Lynn Fitch,Attorney General,,R,Holmes,Beat 2 Durant,25
Andy Taggart,Attorney General,,R,Holmes,Beat 2 Durant,18
Shad White,State Auditor,,R,Holmes,Beat 2 Durant,47
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,Beat 2 Durant,14
David McRae,State Treasurer,,R,Holmes,Beat 2 Durant,34
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,Beat 2 Durant,47
Mike Chaney,Commissioner of Insurance,,R,Holmes,Beat 2 Durant,48
Dana A Gwin,State House,48,R,Holmes,Beat 2 Durant,4
Jason White,State House,48,R,Holmes,Beat 2 Durant,42
Michael Brown,Governor ,,D,Holmes,Beat 2 Durant,17
William Bond Compton Jr.,Governor ,,D,Holmes,Beat 2 Durant,3
Jim Hood,Governor ,,D,Holmes,Beat 2 Durant,137
Robert J. Ray,Governor ,,D,Holmes,Beat 2 Durant,4
Robert Shuler Smith,Governor ,,D,Holmes,Beat 2 Durant,14
Gregory Wash,Governor ,,D,Holmes,Beat 2 Durant,8
Velesha P Williams,Governor ,,D,Holmes,Beat 2 Durant,8
Albert Wilson,Governor ,,D,Holmes,Beat 2 Durant,0
Jay Hughes,Lieutenant Governor,,D,Holmes,Beat 2 Durant,156
Johnny DuPree,Secretary of State,,D,Holmes,Beat 2 Durant,131
Maryra Hodges Hunt,Secretary of State,,D,Holmes,Beat 2 Durant,51
Jennifer Riley Collins,Attorney General,,D,Holmes,Beat 2 Durant,161
Addie Lee Green,State Treasurer,,D,Holmes,Beat 2 Durant,153
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,Beat 2 Durant,155
Robert E Amos,Commissioner of Insurance,,D,Holmes,Beat 2 Durant,154
Robert Foster,Governor ,,R,Holmes,Beat 2 Sub Durant,4
Tate Reeves,Governor ,,R,Holmes,Beat 2 Sub Durant,14
Bill Waller Jr.,Governor ,,R,Holmes,Beat 2 Sub Durant,8
Delbert Hosemann,Lieutenant Governor,,R,Holmes,Beat 2 Sub Durant,24
Shane Quick,Lieutenant Governor,,R,Holmes,Beat 2 Sub Durant,1
Sam Britton,Secretary of State,,R,Holmes,Beat 2 Sub Durant,8
Michael Watson,Secretary of State,,R,Holmes,Beat 2 Sub Durant,17
Mark Baker,Attorney General,,R,Holmes,Beat 2 Sub Durant,7
Lynn Fitch,Attorney General,,R,Holmes,Beat 2 Sub Durant,11
Andy Taggart,Attorney General,,R,Holmes,Beat 2 Sub Durant,8
Shad White,State Auditor,,R,Holmes,Beat 2 Sub Durant,24
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,Beat 2 Sub Durant,5
David McRae,State Treasurer,,R,Holmes,Beat 2 Sub Durant,18
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,Beat 2 Sub Durant,25
Mike Chaney,Commissioner of Insurance,,R,Holmes,Beat 2 Sub Durant,26
Dana A Gwin,State House,48,R,Holmes,Beat 2 Sub Durant,X
Jason White,State House,48,R,Holmes,Beat 2 Sub Durant,X
Michael Brown,Governor ,,D,Holmes,Beat 2 Sub Durant,15
William Bond Compton Jr.,Governor ,,D,Holmes,Beat 2 Sub Durant,5
Jim Hood,Governor ,,D,Holmes,Beat 2 Sub Durant,145
Robert J. Ray,Governor ,,D,Holmes,Beat 2 Sub Durant,7
Robert Shuler Smith,Governor ,,D,Holmes,Beat 2 Sub Durant,19
Gregory Wash,Governor ,,D,Holmes,Beat 2 Sub Durant,3
Velesha P Williams,Governor ,,D,Holmes,Beat 2 Sub Durant,5
Albert Wilson,Governor ,,D,Holmes,Beat 2 Sub Durant,3
Jay Hughes,Lieutenant Governor,,D,Holmes,Beat 2 Sub Durant,174
Johnny DuPree,Secretary of State,,D,Holmes,Beat 2 Sub Durant,123
Maryra Hodges Hunt,Secretary of State,,D,Holmes,Beat 2 Sub Durant,66
Jennifer Riley Collins,Attorney General,,D,Holmes,Beat 2 Sub Durant,173
Addie Lee Green,State Treasurer,,D,Holmes,Beat 2 Sub Durant,178
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,Beat 2 Sub Durant,181
Robert E Amos,Commissioner of Insurance,,D,Holmes,Beat 2 Sub Durant,178
Robert Foster,Governor ,,R,Holmes,Beat 2 West,12
Tate Reeves,Governor ,,R,Holmes,Beat 2 West,30
Bill Waller Jr.,Governor ,,R,Holmes,Beat 2 West,37
Delbert Hosemann,Lieutenant Governor,,R,Holmes,Beat 2 West,61
Shane Quick,Lieutenant Governor,,R,Holmes,Beat 2 West,8
Sam Britton,Secretary of State,,R,Holmes,Beat 2 West,24
Michael Watson,Secretary of State,,R,Holmes,Beat 2 West,45
Mark Baker,Attorney General,,R,Holmes,Beat 2 West,19
Lynn Fitch,Attorney General,,R,Holmes,Beat 2 West,32
Andy Taggart,Attorney General,,R,Holmes,Beat 2 West,24
Shad White,State Auditor,,R,Holmes,Beat 2 West,63
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,Beat 2 West,32
David McRae,State Treasurer,,R,Holmes,Beat 2 West,39
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,Beat 2 West,69
Mike Chaney,Commissioner of Insurance,,R,Holmes,Beat 2 West,68
Dana A Gwin,State House,48,R,Holmes,Beat 2 West,3
Jason White,State House,48,R,Holmes,Beat 2 West,74
Michael Brown,Governor ,,D,Holmes,Beat 2 West,10
William Bond Compton Jr.,Governor ,,D,Holmes,Beat 2 West,2
Jim Hood,Governor ,,D,Holmes,Beat 2 West,128
Robert J. Ray,Governor ,,D,Holmes,Beat 2 West,11
Robert Shuler Smith,Governor ,,D,Holmes,Beat 2 West,23
Gregory Wash,Governor ,,D,Holmes,Beat 2 West,5
Velesha P Williams,Governor ,,D,Holmes,Beat 2 West,6
Albert Wilson,Governor ,,D,Holmes,Beat 2 West,0
Jay Hughes,Lieutenant Governor,,D,Holmes,Beat 2 West,116
Johnny DuPree,Secretary of State,,D,Holmes,Beat 2 West,145
Maryra Hodges Hunt,Secretary of State,,D,Holmes,Beat 2 West,33
Jennifer Riley Collins,Attorney General,,D,Holmes,Beat 2 West,112
Addie Lee Green,State Treasurer,,D,Holmes,Beat 2 West,113
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,Beat 2 West,117
Robert E Amos,Commissioner of Insurance,,D,Holmes,Beat 2 West,118
Robert Foster,Governor ,,R,Holmes,Beat 3 Coxburg (A-Z),12
Tate Reeves,Governor ,,R,Holmes,Beat 3 Coxburg (A-Z),25
Bill Waller Jr.,Governor ,,R,Holmes,Beat 3 Coxburg (A-Z),28
Delbert Hosemann,Lieutenant Governor,,R,Holmes,Beat 3 Coxburg (A-Z),54
Shane Quick,Lieutenant Governor,,R,Holmes,Beat 3 Coxburg (A-Z),7
Sam Britton,Secretary of State,,R,Holmes,Beat 3 Coxburg (A-Z),26
Michael Watson,Secretary of State,,R,Holmes,Beat 3 Coxburg (A-Z),36
Mark Baker,Attorney General,,R,Holmes,Beat 3 Coxburg (A-Z),18
Lynn Fitch,Attorney General,,R,Holmes,Beat 3 Coxburg (A-Z),23
Andy Taggart,Attorney General,,R,Holmes,Beat 3 Coxburg (A-Z),23
Shad White,State Auditor,,R,Holmes,Beat 3 Coxburg (A-Z),50
Eugene S. 'Buck' Clarke,State Treasurer,,R,Holmes,Beat 3 Coxburg (A-Z),25
David McRae,State Treasurer,,R,Holmes,Beat 3 Coxburg (A-Z),37
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,Beat 3 Coxburg (A-Z),60
Mike Chaney,Commissioner of Insurance,,R,Holmes,Beat 3 Coxburg (A-Z),60
Dana A Gwin,State House,48,R,Holmes,Beat 3 Coxburg (A-Z),X
Jason White,State House,48,R,Holmes,Beat 3 Coxburg (A-Z),X
Michael Brown,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),3
William Bond Compton Jr.,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),1
Jim Hood,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),27
Robert J. Ray,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),0
Robert Shuler Smith,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),7
Gregory Wash,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),0
Velesha P Williams,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),1
Albert Wilson,Governor ,,D,Holmes,Beat 3 Coxburg (A-Z),1
Jay Hughes,Lieutenant Governor,,D,Holmes,Beat 3 Coxburg (A-Z),39
Johnny DuPree,Secretary of State,,D,Holmes,Beat 3 Coxburg (A-Z),22
Maryra Hodges Hunt,Secretary of State,,D,Holmes,Beat 3 Coxburg (A-Z),18
Jennifer Riley Collins,Attorney General,,D,Holmes,Beat 3 Coxburg (A-Z),38
Addie Lee Green,State Treasurer,,D,Holmes,Beat 3 Coxburg (A-Z),37
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,Beat 3 Coxburg (A-Z),38
Robert E Amos,Commissioner of Insurance,,D,Holmes,Beat 3 Coxburg (A-Z),35
Robert Foster,Governor ,,R,Holmes,Beat 3 Ebenezer (A-Z),2
Tate Reeves,Governor ,,R,Holmes,Beat 3 Ebenezer (A-Z),13
Bill Waller Jr.,Governor ,,R,Holmes,Beat 3 Ebenezer (A-Z),6
Delbert Hosemann,Lieutenant Governor,,R,Holmes,Beat 3 Ebenezer (A-Z),19
Shane Quick,Lieutenant Governor,,R,Holmes,Beat 3 Ebenezer (A-Z),1
Sam Britton,Secretary of State,,R,Holmes,Beat 3 Ebenezer (A-Z),8
Michael Watson,Secretary of State,,R,Holmes,Beat 3 Ebenezer (A-Z),13
Mark Baker,Attorney General,,R,Holmes,Beat 3 Ebenezer (A-Z),4
Lynn Fitch,Attorney General,,R,Holmes,Beat 3 Ebenezer (A-Z),9
Andy Taggart,Attorney General,,R,Holmes,Beat 3 Ebenezer (A-Z),8
Shad White,State Auditor,,R,Holmes,Beat 3 Ebenezer (A-Z),18
