page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Wayne,Beat Four,89
2,Tate Reeves,Governor,,R,Wayne,Beat Four,363
2,Bob Hickingbottom,Governor,,C,Wayne,Beat Four,3
2,David R Singletary,Governor,,IND,Wayne,Beat Four,2
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Beat Four,372
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Beat Four,84
2,Johnny DuPree,Secretary of State,,D,Wayne,Beat Four,73
2,Michael Watson,Secretary of State,,R,Wayne,Beat Four,378
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Beat Four,68
2,Lynn Fitch,Attorney General,,R,Wayne,Beat Four,385
2,Shad White,State Auditor,,R,Wayne,Beat Four,430
5,Addie Lee Green,State Treasurer,,D,Wayne,Beat Four,64
5,David McRae,State Treasurer,,R,Wayne,Beat Four,390
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Beat Four,74
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Beat Four,380
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Beat Four,433
8,Shane Barnett,State House,86,R,Wayne,Beat Four,434
2,Jim Hood,Governor,,D,Wayne,Big Rock,63
2,Tate Reeves,Governor,,R,Wayne,Big Rock,54
2,Bob Hickingbottom,Governor,,C,Wayne,Big Rock,1
2,David R Singletary,Governor,,IND,Wayne,Big Rock,0
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Big Rock,60
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Big Rock,55
2,Johnny DuPree,Secretary of State,,D,Wayne,Big Rock,57
2,Michael Watson,Secretary of State,,R,Wayne,Big Rock,58
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Big Rock,60
2,Lynn Fitch,Attorney General,,R,Wayne,Big Rock,57
2,Shad White,State Auditor,,R,Wayne,Big Rock,86
5,Addie Lee Green,State Treasurer,,D,Wayne,Big Rock,54
5,David McRae,State Treasurer,,R,Wayne,Big Rock,63
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Big Rock,58
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Big Rock,57
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Big Rock,87
8,Shane Barnett,State House,86,R,Wayne,Big Rock,92
2,Jim Hood,Governor,,D,Wayne,Buckatunna,212
2,Tate Reeves,Governor,,R,Wayne,Buckatunna,150
2,Bob Hickingbottom,Governor,,C,Wayne,Buckatunna,0
2,David R Singletary,Governor,,IND,Wayne,Buckatunna,1
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Buckatunna,172
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Buckatunna,181
2,Johnny DuPree,Secretary of State,,D,Wayne,Buckatunna,204
2,Michael Watson,Secretary of State,,R,Wayne,Buckatunna,155
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Buckatunna,192
2,Lynn Fitch,Attorney General,,R,Wayne,Buckatunna,163
2,Shad White,State Auditor,,R,Wayne,Buckatunna,250
5,Addie Lee Green,State Treasurer,,D,Wayne,Buckatunna,187
5,David McRae,State Treasurer,,R,Wayne,Buckatunna,169
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Buckatunna,198
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Buckatunna,152
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Buckatunna,248
8,Shane Barnett,State House,86,R,Wayne,Buckatunna,256
2,Jim Hood,Governor,,D,Wayne,Chapparal/Diamond,189
2,Tate Reeves,Governor,,R,Wayne,Chapparal/Diamond,51
2,Bob Hickingbottom,Governor,,C,Wayne,Chapparal/Diamond,1
2,David R Singletary,Governor,,IND,Wayne,Chapparal/Diamond,4
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Chapparal/Diamond,56
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Chapparal/Diamond,183
2,Johnny DuPree,Secretary of State,,D,Wayne,Chapparal/Diamond,182
2,Michael Watson,Secretary of State,,R,Wayne,Chapparal/Diamond,59
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Chapparal/Diamond,182
2,Lynn Fitch,Attorney General,,R,Wayne,Chapparal/Diamond,61
2,Shad White,State Auditor,,R,Wayne,Chapparal/Diamond,142
5,Addie Lee Green,State Treasurer,,D,Wayne,Chapparal/Diamond,176
5,David McRae,State Treasurer,,R,Wayne,Chapparal/Diamond,64
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Chapparal/Diamond,186
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Chapparal/Diamond,55
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Chapparal/Diamond,141
8,Shane Barnett,State House,86,R,Wayne,Chapparal/Diamond,145
2,Jim Hood,Governor,,D,Wayne,Chicora,50
2,Tate Reeves,Governor,,R,Wayne,Chicora,131
2,Bob Hickingbottom,Governor,,C,Wayne,Chicora,0
2,David R Singletary,Governor,,IND,Wayne,Chicora,4
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Chicora,136
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Chicora,46
2,Johnny DuPree,Secretary of State,,D,Wayne,Chicora,41
2,Michael Watson,Secretary of State,,R,Wayne,Chicora,139
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Chicora,43
2,Lynn Fitch,Attorney General,,R,Wayne,Chicora,140
2,Shad White,State Auditor,,R,Wayne,Chicora,161
5,Addie Lee Green,State Treasurer,,D,Wayne,Chicora,38
5,David McRae,State Treasurer,,R,Wayne,Chicora,144
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Chicora,45
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Chicora,136
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Chicora,165
8,Shane Barnett,State House,86,R,Wayne,Chicora,165
2,Jim Hood,Governor,,D,Wayne,Clara,120
2,Tate Reeves,Governor,,R,Wayne,Clara,820
2,Bob Hickingbottom,Governor,,C,Wayne,Clara,1
2,David R Singletary,Governor,,IND,Wayne,Clara,10
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Clara,878
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Clara,62
2,Johnny DuPree,Secretary of State,,D,Wayne,Clara,86
2,Michael Watson,Secretary of State,,R,Wayne,Clara,849
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Clara,58
2,Lynn Fitch,Attorney General,,R,Wayne,Clara,886
2,Shad White,State Auditor,,R,Wayne,Clara,905
5,Addie Lee Green,State Treasurer,,D,Wayne,Clara,30
5,David McRae,State Treasurer,,R,Wayne,Clara,905
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Clara,75
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Clara,856
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Clara,923
8,Shane Barnett,State House,86,R,Wayne,Clara,921
2,Jim Hood,Governor,,D,Wayne,Corinth,23
2,Tate Reeves,Governor,,R,Wayne,Corinth,166
2,Bob Hickingbottom,Governor,,C,Wayne,Corinth,0
2,David R Singletary,Governor,,IND,Wayne,Corinth,3
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Corinth,176
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Corinth,14
2,Johnny DuPree,Secretary of State,,D,Wayne,Corinth,18
2,Michael Watson,Secretary of State,,R,Wayne,Corinth,170
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Corinth,15
2,Lynn Fitch,Attorney General,,R,Wayne,Corinth,173
2,Shad White,State Auditor,,R,Wayne,Corinth,187
5,Addie Lee Green,State Treasurer,,D,Wayne,Corinth,14
5,David McRae,State Treasurer,,R,Wayne,Corinth,174
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Corinth,32
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Corinth,155
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Corinth,188
8,Shane Barnett,State House,86,R,Wayne,Corinth,190
2,Jim Hood,Governor,,D,Wayne,Denham,79
2,Tate Reeves,Governor,,R,Wayne,Denham,214
2,Bob Hickingbottom,Governor,,C,Wayne,Denham,1
2,David R Singletary,Governor,,IND,Wayne,Denham,6
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Denham,227
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Denham,69
2,Johnny DuPree,Secretary of State,,D,Wayne,Denham,71
2,Michael Watson,Secretary of State,,R,Wayne,Denham,223
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Denham,69
2,Lynn Fitch,Attorney General,,R,Wayne,Denham,229
2,Shad White,State Auditor,,R,Wayne,Denham,267
5,Addie Lee Green,State Treasurer,,D,Wayne,Denham,57
5,David McRae,State Treasurer,,R,Wayne,Denham,239
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Denham,68
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Denham,228
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Denham,262
8,Shane Barnett,State House,86,R,Wayne,Denham,265
2,Jim Hood,Governor,,D,Wayne,Eucutta,48
2,Tate Reeves,Governor,,R,Wayne,Eucutta,112
2,Bob Hickingbottom,Governor,,C,Wayne,Eucutta,2
2,David R Singletary,Governor,,IND,Wayne,Eucutta,2
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Eucutta,121
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Eucutta,41
2,Johnny DuPree,Secretary of State,,D,Wayne,Eucutta,37
2,Michael Watson,Secretary of State,,R,Wayne,Eucutta,121
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Eucutta,44
2,Lynn Fitch,Attorney General,,R,Wayne,Eucutta,119
2,Shad White,State Auditor,,R,Wayne,Eucutta,146
5,Addie Lee Green,State Treasurer,,D,Wayne,Eucutta,42
5,David McRae,State Treasurer,,R,Wayne,Eucutta,120
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Eucutta,45
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Eucutta,116
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Eucutta,144
8,Shane Barnett,State House,86,R,Wayne,Eucutta,141
2,Jim Hood,Governor,,D,Wayne,Hiwannee,172
2,Tate Reeves,Governor,,R,Wayne,Hiwannee,55
2,Bob Hickingbottom,Governor,,C,Wayne,Hiwannee,1
2,David R Singletary,Governor,,IND,Wayne,Hiwannee,1
2,Delbert Hosemann,Lieutenant Governor,,R,Wayne,Hiwannee,65
2,Jay Hughes,Lieutenant Governor,,D,Wayne,Hiwannee,151
2,Johnny DuPree,Secretary of State,,D,Wayne,Hiwannee,162
2,Michael Watson,Secretary of State,,R,Wayne,Hiwannee,62
2,Jennifer Riley Collins,Attorney General,,D,Wayne,Hiwannee,163
2,Lynn Fitch,Attorney General,,R,Wayne,Hiwannee,61
2,Shad White,State Auditor,,R,Wayne,Hiwannee,151
5,Addie Lee Green,State Treasurer,,D,Wayne,Hiwannee,151
5,David McRae,State Treasurer,,R,Wayne,Hiwannee,72
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Hiwannee,158
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Hiwannee,64
8,Dennis Debar Jr.,State Senate,43,R,Wayne,Hiwannee,153
8,Shane Barnett,State House,86,R,Wayne,Hiwannee,153
2,Jim Hood,Governor,,D,Wayne,Matherville/Coyt,32
2,Tate Reeves,Governor,,R,Wayne,Matherville/Coyt,71
2,Bob Hickingbottom,Governor,,C,Wayne,Matherville/Coyt,1
2,David R Singletary,Governor,,IND,Wayne,Matherville/Coyt,0
