candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Quitman,Crenshaw,0
Tate Reeves,Governor,,R,Quitman,Crenshaw,0
Bill Waller Jr.,Governor,,R,Quitman,Crenshaw,0
Delbert Hosemann,Lieutenant Governor,,R,Quitman,Crenshaw,0
Shane Quick,Lieutenant Governor,,R,Quitman,Crenshaw,0
Sam Britton,Secretary of State,,R,Quitman,Crenshaw,0
Michael Watson,Secretary of State,,R,Quitman,Crenshaw,0
Mark Baker,Attorney General,,R,Quitman,Crenshaw,0
Lynn Fitch,Attorney General,,R,Quitman,Crenshaw,0
Andy Taggart,Attorney General,,R,Quitman,Crenshaw,0
Shad White,State Auditor,,R,Quitman,Crenshaw,0
Eugene S. 'Buck' Clarke,State Treasurer,,R,Quitman,Crenshaw,0
David McRae,State Treasurer,,R,Quitman,Crenshaw,0
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Quitman,Crenshaw,0
Mike Chaney,Commissioner of Insurance,,R,Quitman,Crenshaw,0
Michael Brown,Governor,,D,Quitman,Crenshaw,17
William Bond Compton Jr.,Governor,,D,Quitman,Crenshaw,3
Jim Hood,Governor,,D,Quitman,Crenshaw,27
Robert J. Ray,Governor,,D,Quitman,Crenshaw,12
Robert Shuler Smith,Governor,,D,Quitman,Crenshaw,3
Gregory Wash,Governor,,D,Quitman,Crenshaw,1
Velesha P Williams,Governor,,D,Quitman,Crenshaw,12
Albert Wilson,Governor,,D,Quitman,Crenshaw,2
Jay Hughes,Lieutenant Governor,,D,Quitman,Crenshaw,60
Johnny DuPree,Secretary of State,,D,Quitman,Crenshaw,29
Maryra Hodges Hunt,Secretary of State,,D,Quitman,Crenshaw,42
Jennifer Riley Collins,Attorney General,,D,Quitman,Crenshaw,61
Addie Lee Green,State Treasurer,,D,Quitman,Crenshaw,63
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Quitman,Crenshaw,61
Robert E Amos,Commissioner of Insurance,,D,Quitman,Crenshaw,58
Robert L Jackson,State Senate,11,D,Quitman,Crenshaw,62
Kimberlyn Seals,State Senate,11,D,Quitman,Crenshaw,16
Cedric 'Bam Bam' Burnett,State House,9,D,Quitman,Crenshaw,39
Christopher Thomas,State House,9,D,Quitman,Crenshaw,31
Robert Earl Huddleston,State House,30,D,Quitman,Crenshaw,x
Tracey T Rosebud,State House,30,D,Quitman,Crenshaw,x
Robert Foster,Governor,,R,Quitman,Crowder,1
Tate Reeves,Governor,,R,Quitman,Crowder,0
Bill Waller Jr.,Governor,,R,Quitman,Crowder,1
Delbert Hosemann,Lieutenant Governor,,R,Quitman,Crowder,2
Shane Quick,Lieutenant Governor,,R,Quitman,Crowder,0
