page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Claiborne,County Precinct 1-A,461
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 1-A,69
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 1-A,1
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 1-A,1
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 1-A,144
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 1-A,369
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 1-A,430
2,Michael Watson,Secretary of State,,R,Claiborne,County Precinct 1-A,92
2,Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 1-A,441
2,Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 1-A,83
2,Shad White,State Auditor,,R,Claiborne,County Precinct 1-A,320
4,Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 1-A,438
4,David McRae,State Treasurer,,R,Claiborne,County Precinct 1-A,86
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 1-A,423
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 1-A,90
6,Albert Butler,State Senate,36,D,Claiborne,County Precinct 1-A,498
6,Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 1-A,X
6,Jeffery Harness ,State House,85,D,Claiborne,County Precinct 1-A,492
2,Jim Hood,Governor,,D,Claiborne,County Precinct 1-B,275
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 1-B,7
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 1-B,0
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 1-B,5
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 1-B,10
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 1-B,275
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 1-B,269
2,Michael Watson,Secretary of State,,R,Claiborne,County Precinct 1-B,15
2,Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 1-B,278
2,Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 1-B,5
2,Shad White,State Auditor,,R,Claiborne,County Precinct 1-B,182
4,Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 1-B,274
4,David McRae,State Treasurer,,R,Claiborne,County Precinct 1-B,10
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 1-B,274
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 1-B,10
6,Albert Butler,State Senate,36,D,Claiborne,County Precinct 1-B,282
6,Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 1-B,X
6,Jeffery Harness ,State House,85,D,Claiborne,County Precinct 1-B,281
2,Jim Hood,Governor,,D,Claiborne,County Precinct 2-A,340
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 2-A,66
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 2-A,0
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 2-A,1
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 2-A,109
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 2-A,282
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 2-A,315
2,Michael Watson,Secretary of State,,R,Claiborne,County Precinct 2-A,76
2,Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 2-A,324
2,Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 2-A,69
2,Shad White,State Auditor,,R,Claiborne,County Precinct 2-A,257
4,Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 2-A,313
4,David McRae,State Treasurer,,R,Claiborne,County Precinct 2-A,73
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 2-A,307
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 2-A,77
6,Albert Butler,State Senate,36,D,Claiborne,County Precinct 2-A,375
6,Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 2-A,X
6,Jeffery Harness ,State House,85,D,Claiborne,County Precinct 2-A,372
2,Jim Hood,Governor,,D,Claiborne,County Precinct 2-B,179
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 2-B,23
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 2-B,0
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 2-B,3
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 2-B,43
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 2-B,157
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 2-B,166
2,Michael Watson,Secretary of State,,R,Claiborne,County Precinct 2-B,32
2,Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 2-B,169
2,Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 2-B,30
2,Shad White,State Auditor,,R,Claiborne,County Precinct 2-B,119
4,Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 2-B,172
4,David McRae,State Treasurer,,R,Claiborne,County Precinct 2-B,25
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 2-B,174
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 2-B,24
6,Albert Butler,State Senate,36,D,Claiborne,County Precinct 2-B,191
6,Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 2-B,X
6,Jeffery Harness ,State House,85,D,Claiborne,County Precinct 2-B,184
2,Jim Hood,Governor,,D,Claiborne,County Precinct 3-A,546
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 3-A,110
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 3-A,5
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 3-A,3
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 3-A,183
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 3-A,473
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 3-A,514
2,Michael Watson,Secretary of State,,R,Claiborne,County Precinct 3-A,136
2,Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 3-A,536
2,Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 3-A,122
2,Shad White,State Auditor,,R,Claiborne,County Precinct 3-A,429
4,Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 3-A,514
4,David McRae,State Treasurer,,R,Claiborne,County Precinct 3-A,142
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 3-A,503
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 3-A,131
6,Albert Butler,State Senate,36,D,Claiborne,County Precinct 3-A,621
6,Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 3-A,X
6,Jeffery Harness ,State House,85,D,Claiborne,County Precinct 3-A,605
2,Jim Hood,Governor,,D,Claiborne,County Precinct 3-B,17
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 3-B,16
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 3-B,0
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 3-B,0
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 3-B,20
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 3-B,12
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 3-B,15
2,Michael Watson,Secretary of State,,R,Claiborne,County Precinct 3-B,16
2,Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 3-B,14
2,Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 3-B,19
2,Shad White,State Auditor,,R,Claiborne,County Precinct 3-B,26
4,Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 3-B,16
4,David McRae,State Treasurer,,R,Claiborne,County Precinct 3-B,17
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 3-B,17
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 3-B,16
6,Albert Butler,State Senate,36,D,Claiborne,County Precinct 3-B,27
6,Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 3-B,X
6,Jeffery Harness ,State House,85,D,Claiborne,County Precinct 3-B,26
2,Jim Hood,Governor,,D,Claiborne,County Precinct 4-A,289
2,Tate Reeves,Governor,,R,Claiborne,County Precinct 4-A,16
2,Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 4-A,0
2,David R Singletary,Governor,,IND,Claiborne,County Precinct 4-A,1
2,Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 4-A,43
2,Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 4-A,258
2,Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 4-A,266
