page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Grenada,Box 1 Southside Church of Christ,493
2,Tate Reeves,Governor,,R,Grenada,Box 1 Southside Church of Christ,725
2,Bob Hickingbottom,Governor,,C,Grenada,Box 1 Southside Church of Christ,4
2,David R Singletary,Governor,,IND,Grenada,Box 1 Southside Church of Christ,10
2,Delbert Hosemann,Lieutenant Governor,,R,Grenada,Box 1 Southside Church of Christ,787
2,Jay Hughes,Lieutenant Governor,,D,Grenada,Box 1 Southside Church of Christ,424
2,Johnny DuPree,Secretary of State,,D,Grenada,Box 1 Southside Church of Christ,423
2,Michael Watson,Secretary of State,,R,Grenada,Box 1 Southside Church of Christ,777
2,Jennifer Riley Collins,Attorney General,,D,Grenada,Box 1 Southside Church of Christ,385
2,Lynn Fitch,Attorney General,,R,Grenada,Box 1 Southside Church of Christ,823
2,Shad White,State Auditor,,R,Grenada,Box 1 Southside Church of Christ,979
4,Addie Lee Green,State Treasurer,,D,Grenada,Box 1 Southside Church of Christ,357
4,David McRae,State Treasurer,,R,Grenada,Box 1 Southside Church of Christ,841
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Grenada,Box 1 Southside Church of Christ,393
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Grenada,Box 1 Southside Church of Christ,800
6,Lydia Graves Chassaniol,State Senate,14,R,Grenada,Box 1 Southside Church of Christ,986
6,David Jordan,State Senate,24,D,Grenada,Box 1 Southside Church of Christ,X
6,Charles Jim Beckett,State House,23,R,Grenada,Box 1 Southside Church of Christ,328
6,Thomas U 'Tommy' Reynolds,State House,33,D,Grenada,Box 1 Southside Church of Christ,X
6,Kevin Horan,State House,34,D,Grenada,Box 1 Southside Church of Christ,751
6,Karl Oliver,State House,46,R,Grenada,Box 1 Southside Church of Christ,X
2,Jim Hood,Governor,,D,Grenada,Elliott Vol Fire Station ,93
2,Tate Reeves,Governor,,R,Grenada,Elliott Vol Fire Station ,240
2,Bob Hickingbottom,Governor,,C,Grenada,Elliott Vol Fire Station ,0
2,David R Singletary,Governor,,IND,Grenada,Elliott Vol Fire Station ,2
2,Delbert Hosemann,Lieutenant Governor,,R,Grenada,Elliott Vol Fire Station ,244
2,Jay Hughes,Lieutenant Governor,,D,Grenada,Elliott Vol Fire Station ,86
2,Johnny DuPree,Secretary of State,,D,Grenada,Elliott Vol Fire Station ,79
2,Michael Watson,Secretary of State,,R,Grenada,Elliott Vol Fire Station ,249
2,Jennifer Riley Collins,Attorney General,,D,Grenada,Elliott Vol Fire Station ,76
