candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Wilkinson,Centreville 1st 1020,289
Tate Reeves,Governor,,R,Wilkinson,Centreville 1st 1020,70
Bob Hickingbottom,Governor,,C,Wilkinson,Centreville 1st 1020,12
David R Singletary,Governor,,IND,Wilkinson,Centreville 1st 1020,9
Delbert Hosemann,Lieutenant Governor,,R,Wilkinson,Centreville 1st 1020,83
Jay Hughes,Lieutenant Governor,,D,Wilkinson,Centreville 1st 1020,281
Johnny DuPree,Secretary of State,,D,Wilkinson,Centreville 1st 1020,283
Michael Watson,Secretary of State,,R,Wilkinson,Centreville 1st 1020,80
Jennifer Riley Collins,Attorney General,,D,Wilkinson,Centreville 1st 1020,298
Lynn Fitch,Attorney General,,R,Wilkinson,Centreville 1st 1020,74
Shad White,State Auditor,,R,Wilkinson,Centreville 1st 1020,207
Addie Lee Green,State Treasurer,,D,Wilkinson,Centreville 1st 1020,287
David McRae,State Treasurer,,R,Wilkinson,Centreville 1st 1020,80
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wilkinson,Centreville 1st 1020,289
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wilkinson,Centreville 1st 1020,74
Tammy Witherspoon,State Senate,38,D,Wilkinson,Centreville 1st 1020,341
Aisha A Sanders,State House,96,D,Wilkinson,Centreville 1st 1020,148
Angela Cockerham,State House,96,IND,Wilkinson,Centreville 1st 1020,232
Jim Hood,Governor,,D,Wilkinson,Centreville 3rd 3010,379
Tate Reeves,Governor,,R,Wilkinson,Centreville 3rd 3010,242
Bob Hickingbottom,Governor,,C,Wilkinson,Centreville 3rd 3010,13
David R Singletary,Governor,,IND,Wilkinson,Centreville 3rd 3010,7
Delbert Hosemann,Lieutenant Governor,,R,Wilkinson,Centreville 3rd 3010,260
Jay Hughes,Lieutenant Governor,,D,Wilkinson,Centreville 3rd 3010,360
Johnny DuPree,Secretary of State,,D,Wilkinson,Centreville 3rd 3010,369
Michael Watson,Secretary of State,,R,Wilkinson,Centreville 3rd 3010,260
Jennifer Riley Collins,Attorney General,,D,Wilkinson,Centreville 3rd 3010,393
Lynn Fitch,Attorney General,,R,Wilkinson,Centreville 3rd 3010,239
Shad White,State Auditor,,R,Wilkinson,Centreville 3rd 3010,432
Addie Lee Green,State Treasurer,,D,Wilkinson,Centreville 3rd 3010,366
David McRae,State Treasurer,,R,Wilkinson,Centreville 3rd 3010,261
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wilkinson,Centreville 3rd 3010,379
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wilkinson,Centreville 3rd 3010,248
Tammy Witherspoon,State Senate,38,D,Wilkinson,Centreville 3rd 3010,517
Aisha A Sanders,State House,96,D,Wilkinson,Centreville 3rd 3010,196
Angela Cockerham,State House,96,IND,Wilkinson,Centreville 3rd 3010,430
Jim Hood,Governor,,D,Wilkinson,Cold Springs 4020,79
Tate Reeves,Governor,,R,Wilkinson,Cold Springs 4020,84
Bob Hickingbottom,Governor,,C,Wilkinson,Cold Springs 4020,1
David R Singletary,Governor,,IND,Wilkinson,Cold Springs 4020,2
Delbert Hosemann,Lieutenant Governor,,R,Wilkinson,Cold Springs 4020,89
Jay Hughes,Lieutenant Governor,,D,Wilkinson,Cold Springs 4020,70
Johnny DuPree,Secretary of State,,D,Wilkinson,Cold Springs 4020,69
Michael Watson,Secretary of State,,R,Wilkinson,Cold Springs 4020,88
Jennifer Riley Collins,Attorney General,,D,Wilkinson,Cold Springs 4020,77
Lynn Fitch,Attorney General,,R,Wilkinson,Cold Springs 4020,87
Shad White,State Auditor,,R,Wilkinson,Cold Springs 4020,115
Addie Lee Green,State Treasurer,,D,Wilkinson,Cold Springs 4020,70
David McRae,State Treasurer,,R,Wilkinson,Cold Springs 4020,91
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wilkinson,Cold Springs 4020,67
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wilkinson,Cold Springs 4020,90
Tammy Witherspoon,State Senate,38,D,Wilkinson,Cold Springs 4020,97
Aisha A Sanders,State House,96,D,Wilkinson,Cold Springs 4020,56
Angela Cockerham,State House,96,IND,Wilkinson,Cold Springs 4020,100
Jim Hood,Governor,,D,Wilkinson,Fort Adams 2020,218
Tate Reeves,Governor,,R,Wilkinson,Fort Adams 2020,38
Bob Hickingbottom,Governor,,C,Wilkinson,Fort Adams 2020,7
David R Singletary,Governor,,IND,Wilkinson,Fort Adams 2020,4
Delbert Hosemann,Lieutenant Governor,,R,Wilkinson,Fort Adams 2020,58
Jay Hughes,Lieutenant Governor,,D,Wilkinson,Fort Adams 2020,202
Johnny DuPree,Secretary of State,,D,Wilkinson,Fort Adams 2020,205
Michael Watson,Secretary of State,,R,Wilkinson,Fort Adams 2020,57
Jennifer Riley Collins,Attorney General,,D,Wilkinson,Fort Adams 2020,214
Lynn Fitch,Attorney General,,R,Wilkinson,Fort Adams 2020,48
Shad White,State Auditor,,R,Wilkinson,Fort Adams 2020,126
Addie Lee Green,State Treasurer,,D,Wilkinson,Fort Adams 2020,205
David McRae,State Treasurer,,R,Wilkinson,Fort Adams 2020,53
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wilkinson,Fort Adams 2020,206
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wilkinson,Fort Adams 2020,52
Tammy Witherspoon,State Senate,38,D,Wilkinson,Fort Adams 2020,225
Aisha A Sanders,State House,96,D,Wilkinson,Fort Adams 2020,130
Angela Cockerham,State House,96,IND,Wilkinson,Fort Adams 2020,134
Jim Hood,Governor,,D,Wilkinson,Longmire 5020,147
