page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Lincoln ,Alexander,338
2,Tate Reeves,Governor,,R,Lincoln ,Alexander,10
2,Bob Hickingbottom,Governor,,C,Lincoln ,Alexander,0
2,David R Singletary,Governor,,IND,Lincoln ,Alexander,1
2,Delbert Hosemann,Lieutenant Governor,,R,Lincoln ,Alexander,26
2,Jay Hughes,Lieutenant Governor,,D,Lincoln ,Alexander,314
2,Johnny DuPree,Secretary of State,,D,Lincoln ,Alexander,327
2,Michael Watson,Secretary of State,,R,Lincoln ,Alexander,16
2,Jennifer Riley Collins,Attorney General,,D,Lincoln ,Alexander,335
2,Lynn Fitch,Attorney General,,R,Lincoln ,Alexander,12
2,Shad White,State Auditor,,R,Lincoln ,Alexander,141
5,Addie Lee Green,State Treasurer,,D,Lincoln ,Alexander,332
5,David McRae,State Treasurer,,R,Lincoln ,Alexander,15
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lincoln ,Alexander,323
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lincoln ,Alexander,19
8,Sally Doty,State Senate,39,R,Lincoln ,Alexander,133
8,Rita Wilkinson Goss,State House,53,D,Lincoln ,Alexander,323
8,Vince Mangold,State House,53,R,Lincoln ,Alexander,18
8,Becky Currie,State House,92,R,Lincoln ,Alexander,x
2,Jim Hood,Governor,,D,Lincoln ,Arlington,108
2,Tate Reeves,Governor,,R,Lincoln ,Arlington,294
2,Bob Hickingbottom,Governor,,C,Lincoln ,Arlington,1
2,David R Singletary,Governor,,IND,Lincoln ,Arlington,4
2,Delbert Hosemann,Lieutenant Governor,,R,Lincoln ,Arlington,318
2,Jay Hughes,Lieutenant Governor,,D,Lincoln ,Arlington,81
2,Johnny DuPree,Secretary of State,,D,Lincoln ,Arlington,85
2,Michael Watson,Secretary of State,,R,Lincoln ,Arlington,315
2,Jennifer Riley Collins,Attorney General,,D,Lincoln ,Arlington,85
2,Lynn Fitch,Attorney General,,R,Lincoln ,Arlington,323
2,Shad White,State Auditor,,R,Lincoln ,Arlington,346
5,Addie Lee Green,State Treasurer,,D,Lincoln ,Arlington,72
5,David McRae,State Treasurer,,R,Lincoln ,Arlington,330
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lincoln ,Arlington,87
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lincoln ,Arlington,313
8,Sally Doty,State Senate,39,R,Lincoln ,Arlington,340
8,Rita Wilkinson Goss,State House,53,D,Lincoln ,Arlington,124
8,Vince Mangold,State House,53,R,Lincoln ,Arlington,282
8,Becky Currie,State House,92,R,Lincoln ,Arlington,x
2,Jim Hood,Governor,,D,Lincoln ,Big Springs,47
2,Tate Reeves,Governor,,R,Lincoln ,Big Springs,106
2,Bob Hickingbottom,Governor,,C,Lincoln ,Big Springs,0
2,David R Singletary,Governor,,IND,Lincoln ,Big Springs,1
2,Delbert Hosemann,Lieutenant Governor,,R,Lincoln ,Big Springs,115
2,Jay Hughes,Lieutenant Governor,,D,Lincoln ,Big Springs,35
2,Johnny DuPree,Secretary of State,,D,Lincoln ,Big Springs,34
2,Michael Watson,Secretary of State,,R,Lincoln ,Big Springs,119
2,Jennifer Riley Collins,Attorney General,,D,Lincoln ,Big Springs,38
2,Lynn Fitch,Attorney General,,R,Lincoln ,Big Springs,116
2,Shad White,State Auditor,,R,Lincoln ,Big Springs,127
5,Addie Lee Green,State Treasurer,,D,Lincoln ,Big Springs,33
5,David McRae,State Treasurer,,R,Lincoln ,Big Springs,117
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lincoln ,Big Springs,37
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lincoln ,Big Springs,116
8,Sally Doty,State Senate,39,R,Lincoln ,Big Springs,121
