candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Jasper,Antioch,4
Tate Reeves,Governor ,,R,Jasper,Antioch,3
Bill Waller Jr.,Governor ,,R,Jasper,Antioch,3
Delbert Hosemann,Lieutenant Governor,,R,Jasper,Antioch,9
Shane Quick,Lieutenant Governor,,R,Jasper,Antioch,1
Sam Britton,Secretary of State,,R,Jasper,Antioch,4
Michael Watson,Secretary of State,,R,Jasper,Antioch,6
Mark Baker,Attorney General,,R,Jasper,Antioch,5
Lynn Fitch,Attorney General,,R,Jasper,Antioch,1
Andy Taggart,Attorney General,,R,Jasper,Antioch,4
Shad White,State Auditor,,R,Jasper,Antioch,9
Eugene S. 'Buck' Clarke,State Treasurer,,R,Jasper,Antioch,3
David McRae,State Treasurer,,R,Jasper,Antioch,6
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jasper,Antioch,10
Mike Chaney,Commissioner of Insurance,,R,Jasper,Antioch,10
Steven L Wade,State Senate,34,R,Jasper,Antioch,10
Mark K Tullos,State House,79,R,Jasper,Antioch,10
William E Shirley Jr.,State House,84,R,Jasper,Antioch,x
Troy Smith,State House,84,R,Jasper,Antioch,x
Ramona Q Blackledge,State House,88,R,Jasper,Antioch,x
Christopher S Hodge,State House,88,R,Jasper,Antioch,x
Gary V Staples,State House,88,R,Jasper,Antioch,x
Michael Brown,Governor ,,D,Jasper,Antioch,20
William Bond Compton Jr.,Governor ,,D,Jasper,Antioch,4
Jim Hood,Governor ,,D,Jasper,Antioch,92
Robert J. Ray,Governor ,,D,Jasper,Antioch,6
Robert Shuler Smith,Governor ,,D,Jasper,Antioch,10
Gregory Wash,Governor ,,D,Jasper,Antioch,1
Velesha P Williams,Governor ,,D,Jasper,Antioch,8
Albert Wilson,Governor ,,D,Jasper,Antioch,7
Jay Hughes,Lieutenant Governor,,D,Jasper,Antioch,128
Johnny DuPree,Secretary of State,,D,Jasper,Antioch,67
Maryra Hodges Hunt,Secretary of State,,D,Jasper,Antioch,75
Jennifer Riley Collins,Attorney General,,D,Jasper,Antioch,130
Addie Lee Green,State Treasurer,,D,Jasper,Antioch,128
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jasper,Antioch,129
Robert E Amos,Commissioner of Insurance,,D,Jasper,Antioch,126
Juan Barnett,State Senate,34,D,Jasper,Antioch,134
Deborah Denard Delgado ,State Senate,34,D,Jasper,Antioch,23
Omeria Scott,State House,80,D,Jasper,Antioch,x
Robert Foster,Governor ,,R,Jasper,Bay Springs Beat 3,1
Tate Reeves,Governor ,,R,Jasper,Bay Springs Beat 3,5
Bill Waller Jr.,Governor ,,R,Jasper,Bay Springs Beat 3,6
Delbert Hosemann,Lieutenant Governor,,R,Jasper,Bay Springs Beat 3,12
Shane Quick,Lieutenant Governor,,R,Jasper,Bay Springs Beat 3,0
Sam Britton,Secretary of State,,R,Jasper,Bay Springs Beat 3,6
Michael Watson,Secretary of State,,R,Jasper,Bay Springs Beat 3,5
Mark Baker,Attorney General,,R,Jasper,Bay Springs Beat 3,3
Lynn Fitch,Attorney General,,R,Jasper,Bay Springs Beat 3,6
Andy Taggart,Attorney General,,R,Jasper,Bay Springs Beat 3,2
Shad White,State Auditor,,R,Jasper,Bay Springs Beat 3,10
Eugene S. 'Buck' Clarke,State Treasurer,,R,Jasper,Bay Springs Beat 3,4
David McRae,State Treasurer,,R,Jasper,Bay Springs Beat 3,7
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jasper,Bay Springs Beat 3,11
Mike Chaney,Commissioner of Insurance,,R,Jasper,Bay Springs Beat 3,11
Steven L Wade,State Senate,34,R,Jasper,Bay Springs Beat 3,9
Mark K Tullos,State House,79,R,Jasper,Bay Springs Beat 3,10
William E Shirley Jr.,State House,84,R,Jasper,Bay Springs Beat 3,x
Troy Smith,State House,84,R,Jasper,Bay Springs Beat 3,x
Ramona Q Blackledge,State House,88,R,Jasper,Bay Springs Beat 3,x
Christopher S Hodge,State House,88,R,Jasper,Bay Springs Beat 3,x
Gary V Staples,State House,88,R,Jasper,Bay Springs Beat 3,x
Michael Brown,Governor ,,D,Jasper,Bay Springs Beat 3,66
William Bond Compton Jr.,Governor ,,D,Jasper,Bay Springs Beat 3,16
Jim Hood,Governor ,,D,Jasper,Bay Springs Beat 3,351
Robert J. Ray,Governor ,,D,Jasper,Bay Springs Beat 3,15
Robert Shuler Smith,Governor ,,D,Jasper,Bay Springs Beat 3,21
Gregory Wash,Governor ,,D,Jasper,Bay Springs Beat 3,4
Velesha P Williams,Governor ,,D,Jasper,Bay Springs Beat 3,14
Albert Wilson,Governor ,,D,Jasper,Bay Springs Beat 3,21
Jay Hughes,Lieutenant Governor,,D,Jasper,Bay Springs Beat 3,430
Johnny DuPree,Secretary of State,,D,Jasper,Bay Springs Beat 3,365
Maryra Hodges Hunt,Secretary of State,,D,Jasper,Bay Springs Beat 3,124
Jennifer Riley Collins,Attorney General,,D,Jasper,Bay Springs Beat 3,429
Addie Lee Green,State Treasurer,,D,Jasper,Bay Springs Beat 3,423
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jasper,Bay Springs Beat 3,443
Robert E Amos,Commissioner of Insurance,,D,Jasper,Bay Springs Beat 3,441
Juan Barnett,State Senate,34,D,Jasper,Bay Springs Beat 3,412
Deborah Denard Delgado ,State Senate,34,D,Jasper,Bay Springs Beat 3,123
Omeria Scott,State House,80,D,Jasper,Bay Springs Beat 3,x
Robert Foster,Governor ,,R,Jasper,Bay Springs Beat 4,5
Tate Reeves,Governor ,,R,Jasper,Bay Springs Beat 4,4
Bill Waller Jr.,Governor ,,R,Jasper,Bay Springs Beat 4,4
Delbert Hosemann,Lieutenant Governor,,R,Jasper,Bay Springs Beat 4,8
Shane Quick,Lieutenant Governor,,R,Jasper,Bay Springs Beat 4,0
Sam Britton,Secretary of State,,R,Jasper,Bay Springs Beat 4,7
Michael Watson,Secretary of State,,R,Jasper,Bay Springs Beat 4,6
Mark Baker,Attorney General,,R,Jasper,Bay Springs Beat 4,5
Lynn Fitch,Attorney General,,R,Jasper,Bay Springs Beat 4,4
Andy Taggart,Attorney General,,R,Jasper,Bay Springs Beat 4,4
Shad White,State Auditor,,R,Jasper,Bay Springs Beat 4,10
Eugene S. 'Buck' Clarke,State Treasurer,,R,Jasper,Bay Springs Beat 4,7
David McRae,State Treasurer,,R,Jasper,Bay Springs Beat 4,6
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jasper,Bay Springs Beat 4,10
Mike Chaney,Commissioner of Insurance,,R,Jasper,Bay Springs Beat 4,11
Steven L Wade,State Senate,34,R,Jasper,Bay Springs Beat 4,10
Mark K Tullos,State House,79,R,Jasper,Bay Springs Beat 4,11
