page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Clay,Cairo,146
2,Tate Reeves,Governor,,R,Clay,Cairo,127
2,Bob Hickingbottom,Governor,,C,Clay,Cairo,0
2,David R Singletary,Governor,,IND,Clay,Cairo,0
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,Cairo,163
2,Jay Hughes,Lieutenant Governor,,D,Clay,Cairo,109
2,Johnny DuPree,Secretary of State,,D,Clay,Cairo,124
2,Michael Watson,Secretary of State,,R,Clay,Cairo,149
2,Jennifer Riley Collins,Attorney General,,D,Clay,Cairo,120
2,Lynn Fitch,Attorney General,,R,Clay,Cairo,152
2,Shad White,State Auditor,,R,Clay,Cairo,192
4,Addie Lee Green,State Treasurer,,D,Clay,Cairo,113
4,David McRae,State Treasurer,,R,Clay,Cairo,157
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,Cairo,122
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,Cairo,148
6,Angela Turner Ford,State Senate,16,D,Clay,Cairo,221
6,Karl Gibbs,State House,36,D,Clay,Cairo,149
6,Jessica Lofton Lewis,State House,36,IND,Clay,Cairo,98
6,Gary A Chism,State House,37,R,Clay,Cairo,X
6,Vicky Rose,State House,37,L,Clay,Cairo,X
6,Chelkh Taylor,State House,38,D,Clay,Cairo,X
2,Jim Hood,Governor,,D,Clay,Caradine,415
2,Tate Reeves,Governor,,R,Clay,Caradine,65
2,Bob Hickingbottom,Governor,,C,Clay,Caradine,0
2,David R Singletary,Governor,,IND,Clay,Caradine,0
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,Caradine,86
2,Jay Hughes,Lieutenant Governor,,D,Clay,Caradine,377
2,Johnny DuPree,Secretary of State,,D,Clay,Caradine,387
2,Michael Watson,Secretary of State,,R,Clay,Caradine,81
2,Jennifer Riley Collins,Attorney General,,D,Clay,Caradine,403
2,Lynn Fitch,Attorney General,,R,Clay,Caradine,71
2,Shad White,State Auditor,,R,Clay,Caradine,212
4,Addie Lee Green,State Treasurer,,D,Clay,Caradine,392
4,David McRae,State Treasurer,,R,Clay,Caradine,79
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,Caradine,392
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,Caradine,73
6,Angela Turner Ford,State Senate,16,D,Clay,Caradine,434
6,Karl Gibbs,State House,36,D,Clay,Caradine,415
6,Jessica Lofton Lewis,State House,36,IND,Clay,Caradine,52
6,Gary A Chism,State House,37,R,Clay,Caradine,X
6,Vicky Rose,State House,37,L,Clay,Caradine,X
6,Chelkh Taylor,State House,38,D,Clay,Caradine,X
2,Jim Hood,Governor,,D,Clay,Cedar Bluff,22
2,Tate Reeves,Governor,,R,Clay,Cedar Bluff,110
2,Bob Hickingbottom,Governor,,C,Clay,Cedar Bluff,0
2,David R Singletary,Governor,,IND,Clay,Cedar Bluff,1
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,Cedar Bluff,118
2,Jay Hughes,Lieutenant Governor,,D,Clay,Cedar Bluff,13
2,Johnny DuPree,Secretary of State,,D,Clay,Cedar Bluff,17
2,Michael Watson,Secretary of State,,R,Clay,Cedar Bluff,114
2,Jennifer Riley Collins,Attorney General,,D,Clay,Cedar Bluff,16
2,Lynn Fitch,Attorney General,,R,Clay,Cedar Bluff,116
2,Shad White,State Auditor,,R,Clay,Cedar Bluff,121
4,Addie Lee Green,State Treasurer,,D,Clay,Cedar Bluff,13
4,David McRae,State Treasurer,,R,Clay,Cedar Bluff,118
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,Cedar Bluff,22
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,Cedar Bluff,108
6,Angela Turner Ford,State Senate,16,D,Clay,Cedar Bluff,92
6,Karl Gibbs,State House,36,D,Clay,Cedar Bluff,X
6,Jessica Lofton Lewis,State House,36,IND,Clay,Cedar Bluff,X
6,Gary A Chism,State House,37,R,Clay,Cedar Bluff,116
6,Vicky Rose,State House,37,L,Clay,Cedar Bluff,7
6,Chelkh Taylor,State House,38,D,Clay,Cedar Bluff,X
2,Jim Hood,Governor,,D,Clay,Central-West Point,373
2,Tate Reeves,Governor,,R,Clay,Central-West Point,224
2,Bob Hickingbottom,Governor,,C,Clay,Central-West Point,2
2,David R Singletary,Governor,,IND,Clay,Central-West Point,2
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,Central-West Point,264
2,Jay Hughes,Lieutenant Governor,,D,Clay,Central-West Point,322
2,Johnny DuPree,Secretary of State,,D,Clay,Central-West Point,328
2,Michael Watson,Secretary of State,,R,Clay,Central-West Point,266
2,Jennifer Riley Collins,Attorney General,,D,Clay,Central-West Point,340
2,Lynn Fitch,Attorney General,,R,Clay,Central-West Point,257
2,Shad White,State Auditor,,R,Clay,Central-West Point,407
4,Addie Lee Green,State Treasurer,,D,Clay,Central-West Point,307
4,David McRae,State Treasurer,,R,Clay,Central-West Point,286
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,Central-West Point,336
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,Central-West Point,258
6,Angela Turner Ford,State Senate,16,D,Clay,Central-West Point,525
6,Karl Gibbs,State House,36,D,Clay,Central-West Point,60
6,Jessica Lofton Lewis,State House,36,IND,Clay,Central-West Point,5
6,Gary A Chism,State House,37,R,Clay,Central-West Point,253
6,Vicky Rose,State House,37,L,Clay,Central-West Point,163
6,Chelkh Taylor,State House,38,D,Clay,Central-West Point,33
2,Jim Hood,Governor,,D,Clay,East-West Point,462
2,Tate Reeves,Governor,,R,Clay,East-West Point,589
2,Bob Hickingbottom,Governor,,C,Clay,East-West Point,3
2,David R Singletary,Governor,,IND,Clay,East-West Point,4
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,East-West Point,681
2,Jay Hughes,Lieutenant Governor,,D,Clay,East-West Point,370
2,Johnny DuPree,Secretary of State,,D,Clay,East-West Point,372
2,Michael Watson,Secretary of State,,R,Clay,East-West Point,670
2,Jennifer Riley Collins,Attorney General,,D,Clay,East-West Point,387
2,Lynn Fitch,Attorney General,,R,Clay,East-West Point,664
2,Shad White,State Auditor,,R,Clay,East-West Point,827
4,Addie Lee Green,State Treasurer,,D,Clay,East-West Point,344
4,David McRae,State Treasurer,,R,Clay,East-West Point,707
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,East-West Point,389
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,East-West Point,657
6,Angela Turner Ford,State Senate,16,D,Clay,East-West Point,850
6,Karl Gibbs,State House,36,D,Clay,East-West Point,108
6,Jessica Lofton Lewis,State House,36,IND,Clay,East-West Point,26
6,Gary A Chism,State House,37,R,Clay,East-West Point,652
6,Vicky Rose,State House,37,L,Clay,East-West Point,190
6,Chelkh Taylor,State House,38,D,Clay,East-West Point,X
2,Jim Hood,Governor,,D,Clay,North-West Point,561
2,Tate Reeves,Governor,,R,Clay,North-West Point,389
2,Bob Hickingbottom,Governor,,C,Clay,North-West Point,0
2,David R Singletary,Governor,,IND,Clay,North-West Point,4
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,North-West Point,421
2,Jay Hughes,Lieutenant Governor,,D,Clay,North-West Point,521
2,Johnny DuPree,Secretary of State,,D,Clay,North-West Point,528
2,Michael Watson,Secretary of State,,R,Clay,North-West Point,409
2,Jennifer Riley Collins,Attorney General,,D,Clay,North-West Point,546
2,Lynn Fitch,Attorney General,,R,Clay,North-West Point,403
2,Shad White,State Auditor,,R,Clay,North-West Point,656
4,Addie Lee Green,State Treasurer,,D,Clay,North-West Point,526
4,David McRae,State Treasurer,,R,Clay,North-West Point,421
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,North-West Point,540
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,North-West Point,402
6,Angela Turner Ford,State Senate,16,D,Clay,North-West Point,820
6,Karl Gibbs,State House,36,D,Clay,North-West Point,647
6,Jessica Lofton Lewis,State House,36,IND,Clay,North-West Point,264
6,Gary A Chism,State House,37,R,Clay,North-West Point,X
6,Vicky Rose,State House,37,L,Clay,North-West Point,X
6,Chelkh Taylor,State House,38,D,Clay,North-West Point,X
2,Jim Hood,Governor,,D,Clay,Pheba,205
2,Tate Reeves,Governor,,R,Clay,Pheba,159
2,Bob Hickingbottom,Governor,,C,Clay,Pheba,0
2,David R Singletary,Governor,,IND,Clay,Pheba,1
2,Delbert Hosemann,Lieutenant Governor,,R,Clay,Pheba,177
2,Jay Hughes,Lieutenant Governor,,D,Clay,Pheba,184
2,Johnny DuPree,Secretary of State,,D,Clay,Pheba,187
2,Michael Watson,Secretary of State,,R,Clay,Pheba,169
2,Jennifer Riley Collins,Attorney General,,D,Clay,Pheba,190
2,Lynn Fitch,Attorney General,,R,Clay,Pheba,167
2,Shad White,State Auditor,,R,Clay,Pheba,230
4,Addie Lee Green,State Treasurer,,D,Clay,Pheba,184
4,David McRae,State Treasurer,,R,Clay,Pheba,171
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Clay,Pheba,190
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Clay,Pheba,163
6,Angela Turner Ford,State Senate,16,D,Clay,Pheba,292
6,Karl Gibbs,State House,36,D,Clay,Pheba,X
6,Jessica Lofton Lewis,State House,36,IND,Clay,Pheba,X
