page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Desoto,Alphaba-Cockrum,81
2,Tate Reeves,Governor,,R,Desoto,Alphaba-Cockrum,415
2,Bob Hickingbottom,Governor,,C,Desoto,Alphaba-Cockrum,2
2,David R Singletary,Governor,,IND,Desoto,Alphaba-Cockrum,2
2,Delbert Hosemann,Lieutenant Governor,,R,Desoto,Alphaba-Cockrum,439
2,Jay Hughes,Lieutenant Governor,,D,Desoto,Alphaba-Cockrum,63
2,Johnny DuPree,Secretary of State,,D,Desoto,Alphaba-Cockrum,48
2,Michael Watson,Secretary of State,,R,Desoto,Alphaba-Cockrum,452
2,Jennifer Riley Collins,Attorney General,,D,Desoto,Alphaba-Cockrum,50
2,Lynn Fitch,Attorney General,,R,Desoto,Alphaba-Cockrum,451
2,Shad White,State Auditor,,R,Desoto,Alphaba-Cockrum,460
6,Addie Lee Green,State Treasurer,,D,Desoto,Alphaba-Cockrum,39
6,David McRae,State Treasurer,,R,Desoto,Alphaba-Cockrum,459
6,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Desoto,Alphaba-Cockrum,44
6,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Desoto,Alphaba-Cockrum,454
10,Michael W McLendon,State Senate,1,R,Desoto,Alphaba-Cockrum,459
10,Lee A Jackson,State Senate,2,D,Desoto,Alphaba-Cockrum,x
10,David Parker,State Senate,2,R,Desoto,Alphaba-Cockrum,x
10,Dianne Black,State Senate,19,D,Desoto,Alphaba-Cockrum,x
10,Kevin Blackwell,State Senate,19,R,Desoto,Alphaba-Cockrum,x
10,Dana Criswell,State House,6,R,Desoto,Alphaba-Cockrum,x
10,Steve Hopkins,State House,7,R,Desoto,Alphaba-Cockrum,x
10,Theresa Gillesple Isom,State House,7,D,Desoto,Alphaba-Cockrum,x
10,Jeff Hale,State House,24,R,Desoto,Alphaba-Cockrum,x
14,Dan Eubanks,State House,25,R,Desoto,Alphaba-Cockrum,x
14,Jerry Darnell,State House,28,R,Desoto,Alphaba-Cockrum,464
14,Matt Williams,State House,28,D,Desoto,Alphaba-Cockrum,39
14,Ashley Henley,State House,40,R,Desoto,Alphaba-Cockrum,x
14,Hester Jackson McCray,State House,40,D,Desoto,Alphaba-Cockrum,x
14,Bill Kinkade,State House,52,R,Desoto,Alphaba-Cockrum,x
2,Jim Hood,Governor,,D,Desoto,Baker's Chapel,115
2,Tate Reeves,Governor,,R,Desoto,Baker's Chapel,325
2,Bob Hickingbottom,Governor,,C,Desoto,Baker's Chapel,2
2,David R Singletary,Governor,,IND,Desoto,Baker's Chapel,0
2,Delbert Hosemann,Lieutenant Governor,,R,Desoto,Baker's Chapel,353
2,Jay Hughes,Lieutenant Governor,,D,Desoto,Baker's Chapel,86
2,Johnny DuPree,Secretary of State,,D,Desoto,Baker's Chapel,86
2,Michael Watson,Secretary of State,,R,Desoto,Baker's Chapel,350
2,Jennifer Riley Collins,Attorney General,,D,Desoto,Baker's Chapel,86
2,Lynn Fitch,Attorney General,,R,Desoto,Baker's Chapel,350
2,Shad White,State Auditor,,R,Desoto,Baker's Chapel,387
6,Addie Lee Green,State Treasurer,,D,Desoto,Baker's Chapel,78
6,David McRae,State Treasurer,,R,Desoto,Baker's Chapel,354
6,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Desoto,Baker's Chapel,80
