candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Jefferson,Cannonsburg,1
Tate Reeves,Governor,,R,Jefferson,Cannonsburg,6
Bill Waller Jr.,Governor,,R,Jefferson,Cannonsburg,0
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Cannonsburg,5
Shane Quick,Lieutenant Governor,,R,Jefferson,Cannonsburg,2
Sam Britton,Secretary of State,,R,Jefferson,Cannonsburg,1
Michael Watson,Secretary of State,,R,Jefferson,Cannonsburg,6
Mark Baker,Attorney General,,R,Jefferson,Cannonsburg,3
Lynn Fitch,Attorney General,,R,Jefferson,Cannonsburg,3
Andy Taggart,Attorney General,,R,Jefferson,Cannonsburg,1
Shad White,State Auditor,,R,Jefferson,Cannonsburg,7
Eugene S. 'Buck' Clarke,State Treasurer,,R,Jefferson,Cannonsburg,5
David McRae,State Treasurer,,R,Jefferson,Cannonsburg,2
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Cannonsburg,7
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Cannonsburg,7
Michael Brown,Governor,,D,Jefferson,Cannonsburg,27
William Bond Compton Jr.,Governor,,D,Jefferson,Cannonsburg,0
Jim Hood,Governor,,D,Jefferson,Cannonsburg,106
Robert J. Ray,Governor,,D,Jefferson,Cannonsburg,0
Robert Shuler Smith,Governor,,D,Jefferson,Cannonsburg,5
Gregory Wash,Governor,,D,Jefferson,Cannonsburg,0
Velesha P Williams,Governor,,D,Jefferson,Cannonsburg,4
Albert Wilson,Governor,,D,Jefferson,Cannonsburg,1
Jay Hughes,Lieutenant Governor,,D,Jefferson,Cannonsburg,129
Johnny DuPree,Secretary of State,,D,Jefferson,Cannonsburg,112
Maryra Hodges Hunt,Secretary of State,,D,Jefferson,Cannonsburg,23
Jennifer Riley Collins,Attorney General,,D,Jefferson,Cannonsburg,131
Addie Lee Green,State Treasurer,,D,Jefferson,Cannonsburg,128
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Cannonsburg,130
