county,office,district,candidate,party,votes
Winston,State Treasurer,,Addie Lee Green,Democrat,2754
Yalobusha,State Treasurer,,Addie Lee Green,Democrat,2174
Yazoo,State Treasurer,,Addie Lee Green,Democrat,3943
Adams,State Treasurer,,David McRae,Republican,4637
Alcorn,State Treasurer,,David McRae,Republican,9096
Amite,State Treasurer,,David McRae,Republican,3132
Attala,State Treasurer,,David McRae,Republican,3607
Benton,State Treasurer,,David McRae,Republican,1619
Bolivar,State Treasurer,,David McRae,Republican,3712
Calhoun,State Treasurer,,David McRae,Republican,3506
Carroll,State Treasurer,,David McRae,Republican,2926
Chickasaw,State Treasurer,,David McRae,Republican,3433
Choctaw,State Treasurer,,David McRae,Republican,2218
Claiborne,State Treasurer,,David McRae,Republican,600
Clarke,State Treasurer,,David McRae,Republican,4278
Clay,State Treasurer,,David McRae,Republican,3223
Coahoma,State Treasurer,,David McRae,Republican,1659
Copiah,State Treasurer,,David McRae,Republican,4703
Covington,State Treasurer,,David McRae,Republican,4597
DeSoto,State Treasurer,,David McRae,Republican,25011
Forrest,State Treasurer,,David McRae,Republican,12456
Franklin,State Treasurer,,David McRae,Republican,2384
George,State Treasurer,,David McRae,Republican,4762
Greene,State Treasurer,,David McRae,Republican,3173
Grenada,State Treasurer,,David McRae,Republican,4219
Hancock,State Treasurer,,David McRae,Republican,8979
Harrison,State Treasurer,,David McRae,Republican,28989
Hinds,State Treasurer,,David McRae,Republican,21669
Holmes,State Treasurer,,David McRae,Republican,1339
Humphreys,State Treasurer,,David McRae,Republican,873
Issaquena,State Treasurer,,David McRae,Republican,253
Itawamba,State Treasurer,,David McRae,Republican,6525
Jackson,State Treasurer,,David McRae,Republican,22696
Jasper,State Treasurer,,David McRae,Republican,3054
Jeff Davis,State Treasurer,,David McRae,Republican,1910
Jefferson,State Treasurer,,David McRae,Republican,525
Jones,State Treasurer,,David McRae,Republican,15540
Kemper,State Treasurer,,David McRae,Republican,1638
Lafayette,State Treasurer,,David McRae,Republican,9034
Lamar,State Treasurer,,David McRae,Republican,13420
Lauderdale,State Treasurer,,David McRae,Republican,13440
Lawrence,State Treasurer,,David McRae,Republican,3361
Leake,State Treasurer,,David McRae,Republican,4104
Lee,State Treasurer,,David McRae,Republican,16965
Leflore,State Treasurer,,David McRae,Republican,2537
Lincoln,State Treasurer,,David McRae,Republican,8100
Lowndes,State Treasurer,,David McRae,Republican,9894
Madison,State Treasurer,,David McRae,Republican,24058
Marion,State Treasurer,,David McRae,Republican,5951
Marshall,State Treasurer,,David McRae,Republican,4436
Monroe,State Treasurer,,David McRae,Republican,7939
Montgomery,State Treasurer,,David McRae,Republican,2304
Neshoba,State Treasurer,,David McRae,Republican,5895
Newton,State Treasurer,,David McRae,Republican,5222
Noxubee,State Treasurer,,David McRae,Republican,957
Oktibbeha,State Treasurer,,David McRae,Republican,6571
Panola,State Treasurer,,David McRae,Republican,6312
Pearl River,State Treasurer,,David McRae,Republican,10730
Perry,State Treasurer,,David McRae,Republican,3286
Pike,State Treasurer,,David McRae,Republican,6696
Pontotoc,State Treasurer,,David McRae,Republican,7661
Prentiss,State Treasurer,,David McRae,Republican,5808
Quitman,State Treasurer,,David McRae,Republican,928
Rankin,State Treasurer,,David McRae,Republican,35820
Scott,State Treasurer,,David McRae,Republican,4734
Sharkey,State Treasurer,,David McRae,Republican,602
Simpson,State Treasurer,,David McRae,Republican,6209
Smith,State Treasurer,,David McRae,Republican,5046
Stone,State Treasurer,,David McRae,Republican,3989
Sunflower,State Treasurer,,David McRae,Republican,2139
Tallahatchie,State Treasurer,,David McRae,Republican,2126
Tate,State Treasurer,,David McRae,Republican,5515
Tippah,State Treasurer,,David McRae,Republican,5801
Tishomingo,State Treasurer,,David McRae,Republican,5719
Tunica,State Treasurer,,David McRae,Republican,722
Union,State Treasurer,,David McRae,Republican,7514
Walthall,State Treasurer,,David McRae,Republican,2915
Warren,State Treasurer,,David McRae,Republican,7904
Washington,State Treasurer,,David McRae,Republican,3898
Wayne,State Treasurer,,David McRae,Republican,4599
Webster,State Treasurer,,David McRae,Republican,3311
Wilkinson,State Treasurer,,David McRae,Republican,1165
Winston,State Treasurer,,David McRae,Republican,3765
Yalobusha,State Treasurer,,David McRae,Republican,2893
Yazoo,State Treasurer,,David McRae,Republican,3963
Adams,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,5947
Alcorn,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2301
Amite,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2073
Attala,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2305
Benton,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,919
Bolivar,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,6025
Calhoun,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1640
Carroll,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1226
Chickasaw,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3121
Choctaw,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,843
Claiborne,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2989
Clarke,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2076
Clay,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4152
Coahoma,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3113
Copiah,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4950
Covington,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2674
DeSoto,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,11780
Forrest,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,8565
Franklin,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1266
George,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,725
Greene,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,925
Grenada,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3139
Hancock,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2811
Harrison,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,15707
Hinds,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,51281
Holmes,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4939
Humphreys,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1988
Issaquena,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,222
Itawamba,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1186
Jackson,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,10345
Jasper,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3018
Jeff Davis,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2760
Jefferson,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2768
Jones,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,6260
Kemper,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2475
Lafayette,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,6429
Lamar,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4258
Lauderdale,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,7900
Lawrence,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1815
Leake,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2761
Lee,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,8127
Leflore,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,5083
Lincoln,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3476
Lowndes,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,8009
Madison,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,15530
Marion,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2931
Marshall,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4375
Monroe,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4511
Montgomery,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1588
Neshoba,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2276
Newton,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2124
Noxubee,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2557
Oktibbeha,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,6182
Panola,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,5560
Pearl River,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2332
Perry,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1214
Pike,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,6126
Pontotoc,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2184
Prentiss,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2261
Quitman,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1672
Rankin,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,11376
Scott,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3105
Sharkey,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,975
Simpson,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,3082
Smith,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1415
Stone,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1265
Sunflower,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4192
Tallahatchie,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2548
Tate,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2830
Tippah,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1487
Tishomingo,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1343
Tunica,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1533
Union,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1681
Walthall,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,1909
Warren,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,6571
Washington,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,7920
Wayne,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2904
Webster,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,901
Wilkinson,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2270
Winston,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2848
Yalobusha,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,2276
Yazoo,Commissioner of Agriculture & Commerce,,Rickey L. Cole,Democrat,4092
Adams,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4390
Alcorn,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,8767
Amite,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3046
Attala,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3447
Benton,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,1567
Bolivar,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3606
Calhoun,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3350
Carroll,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2811
Chickasaw,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3133
Choctaw,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2135
Claiborne,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,566
Clarke,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4222
Clay,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3008
Coahoma,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,1556
Copiah,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4561
Covington,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4429
DeSoto,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,24712
Forrest,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,11903
Franklin,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2288
George,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4667
Greene,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3075
Grenada,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3993
Hancock,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,8735
Harrison,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,28186
Hinds,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,20187
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,1231
Humphreys,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,823
Issaquena,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,239
Itawamba,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,6178
Jackson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,21770
Jasper,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2863
Jeff Davis,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,1784
Jefferson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,458
Jones,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,14773
Kemper,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,1537
Lafayette,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,8651
Lamar,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,12991
Lauderdale,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,13008
Lawrence,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3212
Leake,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4035
Lee,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,16401
Leflore,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2383
Lincoln,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,7786
Lowndes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,9517
Madison,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,23140
Marion,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5850
Marshall,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4406
Monroe,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,7489
Montgomery,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2188
Neshoba,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5802
Newton,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5201
Noxubee,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,888
Oktibbeha,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,6220
Panola,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,6153
Pearl River,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,10677
Perry,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3071
Pike,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,6450
Pontotoc,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,7225
Prentiss,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5293
Quitman,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,896
Rankin,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,35148
Scott,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4650
Sharkey,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,588
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,6179
Smith,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5028
Stone,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3878
Sunflower,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2067
Tallahatchie,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2044
Tate,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5244
Tippah,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5566
Tishomingo,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,5296
Tunica,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,660
Union,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,7123
Walthall,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2774
Warren,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,7475
Washington,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3814
Wayne,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,4326
Webster,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3133
Wilkinson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,1117
Winston,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3669
Yalobusha,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,2772
Yazoo,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,3759
Adams,Commissioner of Insurance,,Robert E. Amos,Democrat,5715
Alcorn,Commissioner of Insurance,,Robert E. Amos,Democrat,1816
Amite,Commissioner of Insurance,,Robert E. Amos,Democrat,1974
Attala,Commissioner of Insurance,,Robert E. Amos,Democrat,2122
Benton,Commissioner of Insurance,,Robert E. Amos,Democrat,837
Bolivar,Commissioner of Insurance,,Robert E. Amos,Democrat,5895
Calhoun,Commissioner of Insurance,,Robert E. Amos,Democrat,1461
Carroll,Commissioner of Insurance,,Robert E. Amos,Democrat,1133
Chickasaw,Commissioner of Insurance,,Robert E. Amos,Democrat,2870
Choctaw,Commissioner of Insurance,,Robert E. Amos,Democrat,769
Claiborne,Commissioner of Insurance,,Robert E. Amos,Democrat,2855
Clarke,Commissioner of Insurance,,Robert E. Amos,Democrat,1990
Clay,Commissioner of Insurance,,Robert E. Amos,Democrat,3983
Coahoma,Commissioner of Insurance,,Robert E. Amos,Democrat,3037
Copiah,Commissioner of Insurance,,Robert E. Amos,Democrat,4904
Covington,Commissioner of Insurance,,Robert E. Amos,Democrat,2524
DeSoto,Commissioner of Insurance,,Robert E. Amos,Democrat,11470
Forrest,Commissioner of Insurance,,Robert E. Amos,Democrat,7959
Franklin,Commissioner of Insurance,,Robert E. Amos,Democrat,1165
George,Commissioner of Insurance,,Robert E. Amos,Democrat,632
Greene,Commissioner of Insurance,,Robert E. Amos,Democrat,728
Grenada,Commissioner of Insurance,,Robert E. Amos,Democrat,2918
Hancock,Commissioner of Insurance,,Robert E. Amos,Democrat,2522
Harrison,Commissioner of Insurance,,Robert E. Amos,Democrat,15023
Hinds,Commissioner of Insurance,,Robert E. Amos,Democrat,49638
Holmes,Commissioner of Insurance,,Robert E. Amos,Democrat,4862
Humphreys,Commissioner of Insurance,,Robert E. Amos,Democrat,1950
Issaquena,Commissioner of Insurance,,Robert E. Amos,Democrat,216
Itawamba,Commissioner of Insurance,,Robert E. Amos,Democrat,858
Jackson,Commissioner of Insurance,,Robert E. Amos,Democrat,9510
Jasper,Commissioner of Insurance,,Robert E. Amos,Democrat,2880
Jeff Davis,Commissioner of Insurance,,Robert E. Amos,Democrat,2612
Jefferson,Commissioner of Insurance,,Robert E. Amos,Democrat,2674
Jones,Commissioner of Insurance,,Robert E. Amos,Democrat,5340
Kemper,Commissioner of Insurance,,Robert E. Amos,Democrat,2341
Lafayette,Commissioner of Insurance,,Robert E. Amos,Democrat,5892
Lamar,Commissioner of Insurance,,Robert E. Amos,Democrat,3773
Lauderdale,Commissioner of Insurance,,Robert E. Amos,Democrat,7515
Lawrence,Commissioner of Insurance,,Robert E. Amos,Democrat,1697
Leake,Commissioner of Insurance,,Robert E. Amos,Democrat,2677
Lee,Commissioner of Insurance,,Robert E. Amos,Democrat,7407
Leflore,Commissioner of Insurance,,Robert E. Amos,Democrat,4919
Lincoln,Commissioner of Insurance,,Robert E. Amos,Democrat,3250
Lowndes,Commissioner of Insurance,,Robert E. Amos,Democrat,7662
Madison,Commissioner of Insurance,,Robert E. Amos,Democrat,14553
Marion,Commissioner of Insurance,,Robert E. Amos,Democrat,2783
Marshall,Commissioner of Insurance,,Robert E. Amos,Democrat,4342
Monroe,Commissioner of Insurance,,Robert E. Amos,Democrat,4097
Montgomery,Commissioner of Insurance,,Robert E. Amos,Democrat,1469
Neshoba,Commissioner of Insurance,,Robert E. Amos,Democrat,2072
Newton,Commissioner of Insurance,,Robert E. Amos,Democrat,2075
Noxubee,Commissioner of Insurance,,Robert E. Amos,Democrat,2508
Oktibbeha,Commissioner of Insurance,,Robert E. Amos,Democrat,5889
Panola,Commissioner of Insurance,,Robert E. Amos,Democrat,5416
Pearl River,Commissioner of Insurance,,Robert E. Amos,Democrat,2225
Perry,Commissioner of Insurance,,Robert E. Amos,Democrat,1006
Pike,Commissioner of Insurance,,Robert E. Amos,Democrat,5920
Pontotoc,Commissioner of Insurance,,Robert E. Amos,Democrat,1735
Prentiss,Commissioner of Insurance,,Robert E. Amos,Democrat,1647
Quitman,Commissioner of Insurance,,Robert E. Amos,Democrat,1612
Rankin,Commissioner of Insurance,,Robert E. Amos,Democrat,10584
Scott,Commissioner of Insurance,,Robert E. Amos,Democrat,3034
Sharkey,Commissioner of Insurance,,Robert E. Amos,Democrat,949
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,3029
Smith,Commissioner of Insurance,,Robert E. Amos,Democrat,1361
Stone,Commissioner of Insurance,,Robert E. Amos,Democrat,1166
Sunflower,Commissioner of Insurance,,Robert E. Amos,Democrat,4099
Tallahatchie,Commissioner of Insurance,,Robert E. Amos,Democrat,2400
Tate,Commissioner of Insurance,,Robert E. Amos,Democrat,2532
Tippah,Commissioner of Insurance,,Robert E. Amos,Democrat,1226
Tishomingo,Commissioner of Insurance,,Robert E. Amos,Democrat,967
Tunica,Commissioner of Insurance,,Robert E. Amos,Democrat,1502
Union,Commissioner of Insurance,,Robert E. Amos,Democrat,1307
Walthall,Commissioner of Insurance,,Robert E. Amos,Democrat,1789
Warren,Commissioner of Insurance,,Robert E. Amos,Democrat,5724
Washington,Commissioner of Insurance,,Robert E. Amos,Democrat,7895
Wayne,Commissioner of Insurance,,Robert E. Amos,Democrat,2655
Webster,Commissioner of Insurance,,Robert E. Amos,Democrat,718
Wilkinson,Commissioner of Insurance,,Robert E. Amos,Democrat,2225
Winston,Commissioner of Insurance,,Robert E. Amos,Democrat,2714
Yalobusha,Commissioner of Insurance,,Robert E. Amos,Democrat,2173
Yazoo,Commissioner of Insurance,,Robert E. Amos,Democrat,3924
Adams,Commissioner of Insurance,,Mike Chaney,Republican,4659
Alcorn,Commissioner of Insurance,,Mike Chaney,Republican,9291
Amite,Commissioner of Insurance,,Mike Chaney,Republican,3176
Attala,Commissioner of Insurance,,Mike Chaney,Republican,3670
Benton,Commissioner of Insurance,,Mike Chaney,Republican,1663
Bolivar,Commissioner of Insurance,,Mike Chaney,Republican,3770
Calhoun,Commissioner of Insurance,,Mike Chaney,Republican,3535
Carroll,Commissioner of Insurance,,Mike Chaney,Republican,2942
Chickasaw,Commissioner of Insurance,,Mike Chaney,Republican,3433
Choctaw,Commissioner of Insurance,,Mike Chaney,Republican,2222
Claiborne,Commissioner of Insurance,,Mike Chaney,Republican,712
Clarke,Commissioner of Insurance,,Mike Chaney,Republican,4341
Clay,Commissioner of Insurance,,Mike Chaney,Republican,3210
Coahoma,Commissioner of Insurance,,Mike Chaney,Republican,1649
Copiah,Commissioner of Insurance,,Mike Chaney,Republican,4672
Covington,Commissioner of Insurance,,Mike Chaney,Republican,4606
DeSoto,Commissioner of Insurance,,Mike Chaney,Republican,24994
Forrest,Commissioner of Insurance,,Mike Chaney,Republican,12555
Franklin,Commissioner of Insurance,,Mike Chaney,Republican,2410
George,Commissioner of Insurance,,Mike Chaney,Republican,4780
Greene,Commissioner of Insurance,,Mike Chaney,Republican,3282
Grenada,Commissioner of Insurance,,Mike Chaney,Republican,4275
Hancock,Commissioner of Insurance,,Mike Chaney,Republican,9050
Harrison,Commissioner of Insurance,,Mike Chaney,Republican,29049
Hinds,Commissioner of Insurance,,Mike Chaney,Republican,21905
Holmes,Commissioner of Insurance,,Mike Chaney,Republican,1374
Humphreys,Commissioner of Insurance,,Mike Chaney,Republican,885
Issaquena,Commissioner of Insurance,,Mike Chaney,Republican,255
Itawamba,Commissioner of Insurance,,Mike Chaney,Republican,6536
Jackson,Commissioner of Insurance,,Mike Chaney,Republican,22814
Jasper,Commissioner of Insurance,,Mike Chaney,Republican,3028
Jeff Davis,Commissioner of Insurance,,Mike Chaney,Republican,1954
Jefferson,Commissioner of Insurance,,Mike Chaney,Republican,564
Jones,Commissioner of Insurance,,Mike Chaney,Republican,15697
Kemper,Commissioner of Insurance,,Mike Chaney,Republican,1684
Lafayette,Commissioner of Insurance,,Mike Chaney,Republican,9228
Lamar,Commissioner of Insurance,,Mike Chaney,Republican,13509
Lauderdale,Commissioner of Insurance,,Mike Chaney,Republican,13419
Lawrence,Commissioner of Insurance,,Mike Chaney,Republican,3375
Leake,Commissioner of Insurance,,Mike Chaney,Republican,4165
Lee,Commissioner of Insurance,,Mike Chaney,Republican,17222
Leflore,Commissioner of Insurance,,Mike Chaney,Republican,2611
Lincoln,Commissioner of Insurance,,Mike Chaney,Republican,8066
Lowndes,Commissioner of Insurance,,Mike Chaney,Republican,9939
Madison,Commissioner of Insurance,,Mike Chaney,Republican,24198
Marion,Commissioner of Insurance,,Mike Chaney,Republican,6034
Marshall,Commissioner of Insurance,,Mike Chaney,Republican,4476
Monroe,Commissioner of Insurance,,Mike Chaney,Republican,8000
Montgomery,Commissioner of Insurance,,Mike Chaney,Republican,2313
Neshoba,Commissioner of Insurance,,Mike Chaney,Republican,6011
Newton,Commissioner of Insurance,,Mike Chaney,Republican,5251
Noxubee,Commissioner of Insurance,,Mike Chaney,Republican,960
Oktibbeha,Commissioner of Insurance,,Mike Chaney,Republican,6597
Panola,Commissioner of Insurance,,Mike Chaney,Republican,6308
Pearl River,Commissioner of Insurance,,Mike Chaney,Republican,10796
Perry,Commissioner of Insurance,,Mike Chaney,Republican,3291
Pike,Commissioner of Insurance,,Mike Chaney,Republican,6722
Pontotoc,Commissioner of Insurance,,Mike Chaney,Republican,7737
Prentiss,Commissioner of Insurance,,Mike Chaney,Republican,5960
Quitman,Commissioner of Insurance,,Mike Chaney,Republican,987
Rankin,Commissioner of Insurance,,Mike Chaney,Republican,35806
Scott,Commissioner of Insurance,,Mike Chaney,Republican,4750
Sharkey,Commissioner of Insurance,,Mike Chaney,Republican,630
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,6253
Smith,Commissioner of Insurance,,Mike Chaney,Republican,5072
Stone,Commissioner of Insurance,,Mike Chaney,Republican,3998
Sunflower,Commissioner of Insurance,,Mike Chaney,Republican,2182
Tallahatchie,Commissioner of Insurance,,Mike Chaney,Republican,2205
Tate,Commissioner of Insurance,,Mike Chaney,Republican,5580
Tippah,Commissioner of Insurance,,Mike Chaney,Republican,5874
Tishomingo,Commissioner of Insurance,,Mike Chaney,Republican,5708
Tunica,Commissioner of Insurance,,Mike Chaney,Republican,717
Union,Commissioner of Insurance,,Mike Chaney,Republican,7588
Walthall,Commissioner of Insurance,,Mike Chaney,Republican,2931
Warren,Commissioner of Insurance,,Mike Chaney,Republican,8448
Washington,Commissioner of Insurance,,Mike Chaney,Republican,3896
Wayne,Commissioner of Insurance,,Mike Chaney,Republican,4630
Webster,Commissioner of Insurance,,Mike Chaney,Republican,3336
Wilkinson,Commissioner of Insurance,,Mike Chaney,Republican,1183
