page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Greene,Leakesville,159
2,Tate Reeves,Governor,,R,Greene,Leakesville,621
2,Bob Hickingbottom,Governor,,C,Greene,Leakesville,3
2,David R Singletary,Governor,,IND,Greene,Leakesville,7
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Leakesville,624
2,Jay Hughes,Lieutenant Governor,,D,Greene,Leakesville,160
2,Johnny DuPree,Secretary of State,,D,Greene,Leakesville,113
2,Michael Watson,Secretary of State,,R,Greene,Leakesville,665
2,Jennifer Riley Collins,Attorney General,,D,Greene,Leakesville,93
2,Lynn Fitch,Attorney General,,R,Greene,Leakesville,687
2,Shad White,State Auditor,,R,Greene,Leakesville,727
4,Addie Lee Green,State Treasurer,,D,Greene,Leakesville,88
4,David McRae,State Treasurer,,R,Greene,Leakesville,685
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Leakesville,113
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Leakesville,664
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Leakesville,745
6,Shane Barnett,State House,86,R,Greene,Leakesville,X
6,Matthew Daves,State House,105,D,Greene,Leakesville,80
6,Dale Goodin,State House,105,R,Greene,Leakesville,700
2,Jim Hood,Governor,,D,Greene,North Leakesville,127
2,Tate Reeves,Governor,,R,Greene,North Leakesville,104
2,Bob Hickingbottom,Governor,,C,Greene,North Leakesville,1
2,David R Singletary,Governor,,IND,Greene,North Leakesville,5
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,North Leakesville,101
2,Jay Hughes,Lieutenant Governor,,D,Greene,North Leakesville,125
2,Johnny DuPree,Secretary of State,,D,Greene,North Leakesville,139
2,Michael Watson,Secretary of State,,R,Greene,North Leakesville,94
2,Jennifer Riley Collins,Attorney General,,D,Greene,North Leakesville,122
2,Lynn Fitch,Attorney General,,R,Greene,North Leakesville,109
2,Shad White,State Auditor,,R,Greene,North Leakesville,156
4,Addie Lee Green,State Treasurer,,D,Greene,North Leakesville,120
4,David McRae,State Treasurer,,R,Greene,North Leakesville,108
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,North Leakesville,125
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,North Leakesville,104
6,Dennis DeBar Jr.,State Senate,43,R,Greene,North Leakesville,169
6,Shane Barnett,State House,86,R,Greene,North Leakesville,X
6,Matthew Daves,State House,105,D,Greene,North Leakesville,123
6,Dale Goodin,State House,105,R,Greene,North Leakesville,102
2,Jim Hood,Governor,,D,Greene,State Line,268
2,Tate Reeves,Governor,,R,Greene,State Line,221
2,Bob Hickingbottom,Governor,,C,Greene,State Line,6
2,David R Singletary,Governor,,IND,Greene,State Line,4
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,State Line,225
2,Jay Hughes,Lieutenant Governor,,D,Greene,State Line,254
2,Johnny DuPree,Secretary of State,,D,Greene,State Line,262
2,Michael Watson,Secretary of State,,R,Greene,State Line,226
2,Jennifer Riley Collins,Attorney General,,D,Greene,State Line,253
2,Lynn Fitch,Attorney General,,R,Greene,State Line,228
2,Shad White,State Auditor,,R,Greene,State Line,337
4,Addie Lee Green,State Treasurer,,D,Greene,State Line,246
4,David McRae,State Treasurer,,R,Greene,State Line,230
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,State Line,248
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,State Line,230
6,Dennis DeBar Jr.,State Senate,43,R,Greene,State Line,364
6,Shane Barnett,State House,86,R,Greene,State Line,333
6,Matthew Daves,State House,105,D,Greene,State Line,2
6,Dale Goodin,State House,105,R,Greene,State Line,11
2,Jim Hood,Governor,,D,Greene,Mutual Rights,25
2,Tate Reeves,Governor,,R,Greene,Mutual Rights,116
2,Bob Hickingbottom,Governor,,C,Greene,Mutual Rights,1
2,David R Singletary,Governor,,IND,Greene,Mutual Rights,2
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Mutual Rights,122
2,Jay Hughes,Lieutenant Governor,,D,Greene,Mutual Rights,17
2,Johnny DuPree,Secretary of State,,D,Greene,Mutual Rights,12
2,Michael Watson,Secretary of State,,R,Greene,Mutual Rights,126
2,Jennifer Riley Collins,Attorney General,,D,Greene,Mutual Rights,11
2,Lynn Fitch,Attorney General,,R,Greene,Mutual Rights,130
2,Shad White,State Auditor,,R,Greene,Mutual Rights,125
4,Addie Lee Green,State Treasurer,,D,Greene,Mutual Rights,14
4,David McRae,State Treasurer,,R,Greene,Mutual Rights,126
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Mutual Rights,18
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Mutual Rights,122
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Mutual Rights,129
6,Shane Barnett,State House,86,R,Greene,Mutual Rights,X
6,Matthew Daves,State House,105,D,Greene,Mutual Rights,9
6,Dale Goodin,State House,105,R,Greene,Mutual Rights,131
2,Jim Hood,Governor,,D,Greene,Wade,54
2,Tate Reeves,Governor,,R,Greene,Wade,317
2,Bob Hickingbottom,Governor,,C,Greene,Wade,1
2,David R Singletary,Governor,,IND,Greene,Wade,7
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Wade,338
2,Jay Hughes,Lieutenant Governor,,D,Greene,Wade,37
2,Johnny DuPree,Secretary of State,,D,Greene,Wade,32
2,Michael Watson,Secretary of State,,R,Greene,Wade,345
2,Jennifer Riley Collins,Attorney General,,D,Greene,Wade,34
2,Lynn Fitch,Attorney General,,R,Greene,Wade,341
2,Shad White,State Auditor,,R,Greene,Wade,357
4,Addie Lee Green,State Treasurer,,D,Greene,Wade,35
4,David McRae,State Treasurer,,R,Greene,Wade,340
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Wade,46
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Wade,327
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Wade,354
6,Shane Barnett,State House,86,R,Greene,Wade,X
6,Matthew Daves,State House,105,D,Greene,Wade,35
6,Dale Goodin,State House,105,R,Greene,Wade,339
2,Jim Hood,Governor,,D,Greene,Jones,16
2,Tate Reeves,Governor,,R,Greene,Jones,122
2,Bob Hickingbottom,Governor,,C,Greene,Jones,1
2,David R Singletary,Governor,,IND,Greene,Jones,0
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Jones,127
2,Jay Hughes,Lieutenant Governor,,D,Greene,Jones,12
2,Johnny DuPree,Secretary of State,,D,Greene,Jones,11
2,Michael Watson,Secretary of State,,R,Greene,Jones,128
2,Jennifer Riley Collins,Attorney General,,D,Greene,Jones,5
2,Lynn Fitch,Attorney General,,R,Greene,Jones,133
2,Shad White,State Auditor,,R,Greene,Jones,138
4,Addie Lee Green,State Treasurer,,D,Greene,Jones,4
4,David McRae,State Treasurer,,R,Greene,Jones,132
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Jones,11
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Jones,128
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Jones,135
6,Shane Barnett,State House,86,R,Greene,Jones,X
6,Matthew Daves,State House,105,D,Greene,Jones,3
6,Dale Goodin,State House,105,R,Greene,Jones,136
2,Jim Hood,Governor,,D,Greene,Plave,16
2,Tate Reeves,Governor,,R,Greene,Plave,241
2,Bob Hickingbottom,Governor,,C,Greene,Plave,2
2,David R Singletary,Governor,,IND,Greene,Plave,1
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Plave,236
2,Jay Hughes,Lieutenant Governor,,D,Greene,Plave,21
2,Johnny DuPree,Secretary of State,,D,Greene,Plave,12
2,Michael Watson,Secretary of State,,R,Greene,Plave,244
2,Jennifer Riley Collins,Attorney General,,D,Greene,Plave,14
2,Lynn Fitch,Attorney General,,R,Greene,Plave,245
2,Shad White,State Auditor,,R,Greene,Plave,243
4,Addie Lee Green,State Treasurer,,D,Greene,Plave,11
4,David McRae,State Treasurer,,R,Greene,Plave,246
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Plave,18
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Plave,241
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Plave,250
6,Shane Barnett,State House,86,R,Greene,Plave,X
6,Matthew Daves,State House,105,D,Greene,Plave,12
6,Dale Goodin,State House,105,R,Greene,Plave,247
2,Jim Hood,Governor,,D,Greene,Maples,78
2,Tate Reeves,Governor,,R,Greene,Maples,365
2,Bob Hickingbottom,Governor,,C,Greene,Maples,5
2,David R Singletary,Governor,,IND,Greene,Maples,10
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Maples,360
2,Jay Hughes,Lieutenant Governor,,D,Greene,Maples,87
2,Johnny DuPree,Secretary of State,,D,Greene,Maples,82
2,Michael Watson,Secretary of State,,R,Greene,Maples,368
2,Jennifer Riley Collins,Attorney General,,D,Greene,Maples,70
2,Lynn Fitch,Attorney General,,R,Greene,Maples,379
2,Shad White,State Auditor,,R,Greene,Maples,415
4,Addie Lee Green,State Treasurer,,D,Greene,Maples,63
4,David McRae,State Treasurer,,R,Greene,Maples,382
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Maples,79
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Maples,363
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Maples,432
6,Shane Barnett,State House,86,R,Greene,Maples,X
6,Matthew Daves,State House,105,D,Greene,Maples,47
6,Dale Goodin,State House,105,R,Greene,Maples,398
2,Jim Hood,Governor,,D,Greene,Vernal ,53
2,Tate Reeves,Governor,,R,Greene,Vernal ,276
2,Bob Hickingbottom,Governor,,C,Greene,Vernal ,1
2,David R Singletary,Governor,,IND,Greene,Vernal ,3
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Vernal ,278
2,Jay Hughes,Lieutenant Governor,,D,Greene,Vernal ,56
2,Johnny DuPree,Secretary of State,,D,Greene,Vernal ,50
2,Michael Watson,Secretary of State,,R,Greene,Vernal ,279
2,Jennifer Riley Collins,Attorney General,,D,Greene,Vernal ,48
2,Lynn Fitch,Attorney General,,R,Greene,Vernal ,284
2,Shad White,State Auditor,,R,Greene,Vernal ,305
4,Addie Lee Green,State Treasurer,,D,Greene,Vernal ,40
4,David McRae,State Treasurer,,R,Greene,Vernal ,289
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Vernal ,49
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Vernal ,282
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Vernal ,310
6,Shane Barnett,State House,86,R,Greene,Vernal ,X
6,Matthew Daves,State House,105,D,Greene,Vernal ,52
6,Dale Goodin,State House,105,R,Greene,Vernal ,280
2,Jim Hood,Governor,,D,Greene,Washington Neely,39
2,Tate Reeves,Governor,,R,Greene,Washington Neely,207
2,Bob Hickingbottom,Governor,,C,Greene,Washington Neely,0
2,David R Singletary,Governor,,IND,Greene,Washington Neely,5
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Washington Neely,214
2,Jay Hughes,Lieutenant Governor,,D,Greene,Washington Neely,36
2,Johnny DuPree,Secretary of State,,D,Greene,Washington Neely,25
2,Michael Watson,Secretary of State,,R,Greene,Washington Neely,224
2,Jennifer Riley Collins,Attorney General,,D,Greene,Washington Neely,19
2,Lynn Fitch,Attorney General,,R,Greene,Washington Neely,230
2,Shad White,State Auditor,,R,Greene,Washington Neely,239
4,Addie Lee Green,State Treasurer,,D,Greene,Washington Neely,25
4,David McRae,State Treasurer,,R,Greene,Washington Neely,223
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Washington Neely,31
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Washington Neely,220
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Washington Neely,243
6,Shane Barnett,State House,86,R,Greene,Washington Neely,X
6,Matthew Daves,State House,105,D,Greene,Washington Neely,23
6,Dale Goodin,State House,105,R,Greene,Washington Neely,226
2,Jim Hood,Governor,,D,Greene,Leaf,36
2,Tate Reeves,Governor,,R,Greene,Leaf,63
2,Bob Hickingbottom,Governor,,C,Greene,Leaf,0
2,David R Singletary,Governor,,IND,Greene,Leaf,7
2,Delbert Hosemann,Lieutenant Governor,,R,Greene,Leaf,67
2,Jay Hughes,Lieutenant Governor,,D,Greene,Leaf,36
2,Johnny DuPree,Secretary of State,,D,Greene,Leaf,33
2,Michael Watson,Secretary of State,,R,Greene,Leaf,71
2,Jennifer Riley Collins,Attorney General,,D,Greene,Leaf,32
2,Lynn Fitch,Attorney General,,R,Greene,Leaf,71
2,Shad White,State Auditor,,R,Greene,Leaf,93
4,Addie Lee Green,State Treasurer,,D,Greene,Leaf,28
4,David McRae,State Treasurer,,R,Greene,Leaf,75
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Leaf,29
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Leaf,74
6,Dennis DeBar Jr.,State Senate,43,R,Greene,Leaf,92
6,Shane Barnett,State House,86,R,Greene,Leaf,X
6,Matthew Daves,State House,105,D,Greene,Leaf,27
6,Dale Goodin,State House,105,R,Greene,Leaf,77
3,Jim Hood,Governor,,D,Greene,Mclain,129
3,Tate Reeves,Governor,,R,Greene,Mclain,101
3,Bob Hickingbottom,Governor,,C,Greene,Mclain,1
3,David R Singletary,Governor,,IND,Greene,Mclain,3
3,Delbert Hosemann,Lieutenant Governor,,R,Greene,Mclain,108
3,Jay Hughes,Lieutenant Governor,,D,Greene,Mclain,119
3,Johnny DuPree,Secretary of State,,D,Greene,Mclain,121
3,Michael Watson,Secretary of State,,R,Greene,Mclain,107
3,Jennifer Riley Collins,Attorney General,,D,Greene,Mclain,120
3,Lynn Fitch,Attorney General,,R,Greene,Mclain,111
3,Shad White,State Auditor,,R,Greene,Mclain,148
5,Addie Lee Green,State Treasurer,,D,Greene,Mclain,118
5,David McRae,State Treasurer,,R,Greene,Mclain,110
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Mclain,127
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Mclain,101
7,Dennis DeBar Jr.,State Senate,43,R,Greene,Mclain,158
7,Shane Barnett,State House,86,R,Greene,Mclain,X
7,Matthew Daves,State House,105,D,Greene,Mclain,108
7,Dale Goodin,State House,105,R,Greene,Mclain,119
3,Jim Hood,Governor,,D,Greene,Jonathan,39
3,Tate Reeves,Governor,,R,Greene,Jonathan,213
3,Bob Hickingbottom,Governor,,C,Greene,Jonathan,2
3,David R Singletary,Governor,,IND,Greene,Jonathan,4
3,Delbert Hosemann,Lieutenant Governor,,R,Greene,Jonathan,210
3,Jay Hughes,Lieutenant Governor,,D,Greene,Jonathan,42
3,Johnny DuPree,Secretary of State,,D,Greene,Jonathan,31
3,Michael Watson,Secretary of State,,R,Greene,Jonathan,217
3,Jennifer Riley Collins,Attorney General,,D,Greene,Jonathan,22
3,Lynn Fitch,Attorney General,,R,Greene,Jonathan,227
3,Shad White,State Auditor,,R,Greene,Jonathan,232
5,Addie Lee Green,State Treasurer,,D,Greene,Jonathan,22
5,David McRae,State Treasurer,,R,Greene,Jonathan,227
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Jonathan,31
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Jonathan,219
7,Dennis DeBar Jr.,State Senate,43,R,Greene,Jonathan,238
7,Shane Barnett,State House,86,R,Greene,Jonathan,5
7,Matthew Daves,State House,105,D,Greene,Jonathan,22
7,Dale Goodin,State House,105,R,Greene,Jonathan,226
3,Jim Hood,Governor,,D,Greene,TOTAL ,1039
3,Tate Reeves,Governor,,R,Greene,TOTAL ,2967
3,Bob Hickingbottom,Governor,,C,Greene,TOTAL ,24
3,David R Singletary,Governor,,IND,Greene,TOTAL ,58
3,Delbert Hosemann,Lieutenant Governor,,R,Greene,TOTAL ,3010
3,Jay Hughes,Lieutenant Governor,,D,Greene,TOTAL ,1002
3,Johnny DuPree,Secretary of State,,D,Greene,TOTAL ,923
3,Michael Watson,Secretary of State,,R,Greene,TOTAL ,3094
3,Jennifer Riley Collins,Attorney General,,D,Greene,TOTAL ,843
3,Lynn Fitch,Attorney General,,R,Greene,TOTAL ,3175
3,Shad White,State Auditor,,R,Greene,TOTAL ,3515
5,Addie Lee Green,State Treasurer,,D,Greene,TOTAL ,814
5,David McRae,State Treasurer,,R,Greene,TOTAL ,3173
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,TOTAL ,925
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,TOTAL ,3075
7,Dennis DeBar Jr.,State Senate,43,R,Greene,TOTAL ,3619
7,Shane Barnett,State House,86,R,Greene,TOTAL ,338
7,Matthew Daves,State House,105,D,Greene,TOTAL ,543
7,Dale Goodin,State House,105,R,Greene,TOTAL ,2992
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
