candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Kemper,Band Building,8
Tate Reeves,Governor ,,R,Kemper,Band Building,28
Bill Waller Jr.,Governor ,,R,Kemper,Band Building,8
Delbert Hosemann,Lieutenant Governor,,R,Kemper,Band Building,35
Shane Quick,Lieutenant Governor,,R,Kemper,Band Building,6
Sam Britton,Secretary of State,,R,Kemper,Band Building,17
Michael Watson,Secretary of State,,R,Kemper,Band Building,24
Mark Baker,Attorney General,,R,Kemper,Band Building,11
Lynn Fitch,Attorney General,,R,Kemper,Band Building,23
Andy Taggart,Attorney General,,R,Kemper,Band Building,7
Shad White,State Auditor,,R,Kemper,Band Building,37
Eugene S. 'Buck' Clarke,State Treasurer,,R,Kemper,Band Building,6
David McRae,State Treasurer,,R,Kemper,Band Building,36
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Kemper,Band Building,37
Mike Chaney,Commissioner of Insurance,,R,Kemper,Band Building,36
Michael Brown,Governor ,,D,Kemper,Band Building,30
William Bond Compton Jr.,Governor ,,D,Kemper,Band Building,7
Jim Hood,Governor ,,D,Kemper,Band Building,132
Robert J. Ray,Governor ,,D,Kemper,Band Building,1
Robert Shuler Smith,Governor ,,D,Kemper,Band Building,6
Gregory Wash,Governor ,,D,Kemper,Band Building,0
Velesha P Williams,Governor ,,D,Kemper,Band Building,8
Albert Wilson,Governor ,,D,Kemper,Band Building,1
Jay Hughes,Lieutenant Governor,,D,Kemper,Band Building,149
Johnny DuPree,Secretary of State,,D,Kemper,Band Building,128
Maryra Hodges Hunt,Secretary of State,,D,Kemper,Band Building,42
Jennifer Riley Collins,Attorney General,,D,Kemper,Band Building,152
Addie Lee Green,State Treasurer,,D,Kemper,Band Building,148
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Kemper,Band Building,152
Robert E Arnos,Commissioner of Insurance,,D,Kemper,Band Building,148
Sampton Jackson II,State Senate,32,D,Kemper,Band Building,175
Michael Ted Evans,State House,45,D,Kemper,Band Building,166
Robert Foster,Governor ,,R,Kemper,Courthouse,4
Tate Reeves,Governor ,,R,Kemper,Courthouse,20
Bill Waller Jr.,Governor ,,R,Kemper,Courthouse,14
Delbert Hosemann,Lieutenant Governor,,R,Kemper,Courthouse,26
Shane Quick,Lieutenant Governor,,R,Kemper,Courthouse,7
Sam Britton,Secretary of State,,R,Kemper,Courthouse,16
Michael Watson,Secretary of State,,R,Kemper,Courthouse,20
Mark Baker,Attorney General,,R,Kemper,Courthouse,10
Lynn Fitch,Attorney General,,R,Kemper,Courthouse,22
Andy Taggart,Attorney General,,R,Kemper,Courthouse,4
Shad White,State Auditor,,R,Kemper,Courthouse,31
Eugene S. 'Buck' Clarke,State Treasurer,,R,Kemper,Courthouse,8
David McRae,State Treasurer,,R,Kemper,Courthouse,28
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Kemper,Courthouse,35
Mike Chaney,Commissioner of Insurance,,R,Kemper,Courthouse,35
Michael Brown,Governor ,,D,Kemper,Courthouse,84
William Bond Compton Jr.,Governor ,,D,Kemper,Courthouse,18
Jim Hood,Governor ,,D,Kemper,Courthouse,272
Robert J. Ray,Governor ,,D,Kemper,Courthouse,13
Robert Shuler Smith,Governor ,,D,Kemper,Courthouse,7
Gregory Wash,Governor ,,D,Kemper,Courthouse,6
Velesha P Williams,Governor ,,D,Kemper,Courthouse,20
Albert Wilson,Governor ,,D,Kemper,Courthouse,5
Jay Hughes,Lieutenant Governor,,D,Kemper,Courthouse,360
Johnny DuPree,Secretary of State,,D,Kemper,Courthouse,286
Maryra Hodges Hunt,Secretary of State,,D,Kemper,Courthouse,115
Jennifer Riley Collins,Attorney General,,D,Kemper,Courthouse,353
Addie Lee Green,State Treasurer,,D,Kemper,Courthouse,345
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Kemper,Courthouse,349
Robert E Arnos,Commissioner of Insurance,,D,Kemper,Courthouse,342
Sampton Jackson II,State Senate,32,D,Kemper,Courthouse,397
Michael Ted Evans,State House,45,D,Kemper,Courthouse,376
Robert Foster,Governor ,,R,Kemper,Farmers Market,1
Tate Reeves,Governor ,,R,Kemper,Farmers Market,23
Bill Waller Jr.,Governor ,,R,Kemper,Farmers Market,4
Delbert Hosemann,Lieutenant Governor,,R,Kemper,Farmers Market,23
Shane Quick,Lieutenant Governor,,R,Kemper,Farmers Market,4
Sam Britton,Secretary of State,,R,Kemper,Farmers Market,14
Michael Watson,Secretary of State,,R,Kemper,Farmers Market,14
Mark Baker,Attorney General,,R,Kemper,Farmers Market,8
Lynn Fitch,Attorney General,,R,Kemper,Farmers Market,19
Andy Taggart,Attorney General,,R,Kemper,Farmers Market,1
Shad White,State Auditor,,R,Kemper,Farmers Market,27
Eugene S. 'Buck' Clarke,State Treasurer,,R,Kemper,Farmers Market,9
David McRae,State Treasurer,,R,Kemper,Farmers Market,19
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Kemper,Farmers Market,28
Mike Chaney,Commissioner of Insurance,,R,Kemper,Farmers Market,28
Michael Brown,Governor ,,D,Kemper,Farmers Market,3
William Bond Compton Jr.,Governor ,,D,Kemper,Farmers Market,2
Jim Hood,Governor ,,D,Kemper,Farmers Market,22
Robert J. Ray,Governor ,,D,Kemper,Farmers Market,2
Robert Shuler Smith,Governor ,,D,Kemper,Farmers Market,2
Gregory Wash,Governor ,,D,Kemper,Farmers Market,0
Velesha P Williams,Governor ,,D,Kemper,Farmers Market,3
Albert Wilson,Governor ,,D,Kemper,Farmers Market,0
Jay Hughes,Lieutenant Governor,,D,Kemper,Farmers Market,29
Johnny DuPree,Secretary of State,,D,Kemper,Farmers Market,23
Maryra Hodges Hunt,Secretary of State,,D,Kemper,Farmers Market,8
Jennifer Riley Collins,Attorney General,,D,Kemper,Farmers Market,30
Addie Lee Green,State Treasurer,,D,Kemper,Farmers Market,29
