page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Pearl River,Amackertown 2,14
2,Tate Reeves,Governor,,R,Pearl River,Amackertown 2,171
2,Bob Hickingbottom,Governor,,C,Pearl River,Amackertown 2,1
2,David R Singletary,Governor,,IND,Pearl River,Amackertown 2,0
2,Delbert Hosemann,Lieutenant Governor,,R,Pearl River,Amackertown 2,170
2,Jay Hughes,Lieutenant Governor,,D,Pearl River,Amackertown 2,15
2,Johnny DuPree,Secretary of State,,D,Pearl River,Amackertown 2,19
2,Michael Watson,Secretary of State,,R,Pearl River,Amackertown 2,166
2,Jennifer Riley Collins,Attorney General,,D,Pearl River,Amackertown 2,14
2,Lynn Fitch,Attorney General,,R,Pearl River,Amackertown 2,171
2,Shad White,State Auditor,,R,Pearl River,Amackertown 2,165
5,Addie Lee Green,State Treasurer,,D,Pearl River,Amackertown 2,13
5,David McRae,State Treasurer,,R,Pearl River,Amackertown 2,171
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pearl River,Amackertown 2,13
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pearl River,Amackertown 2,171
8,Angela Burks Hill,State Senate,40,R,Pearl River,Amackertown 2,149
8,Thomas Lehr,State Senate,40,D,Pearl River,Amackertown 2,12
8,John A Polk,State Senate,44,R,Pearl River,Amackertown 2,21
8,Joseph M 'Mike' Seymour,State Senate,47,R,Pearl River,Amackertown 2,0
8,Timmy Ladner,State House,93,R,Pearl River,Amackertown 2,X
8,Jansen Owen,State House,106,R,Pearl River,Amackertown 2,163
8,Stacey Hobgood Wilkes,State House,108,R,Pearl River,Amackertown 2,X
2,Jim Hood,Governor,,D,Pearl River,Carriere 3,108
2,Tate Reeves,Governor,,R,Pearl River,Carriere 3,416
2,Bob Hickingbottom,Governor,,C,Pearl River,Carriere 3,2
2,David R Singletary,Governor,,IND,Pearl River,Carriere 3,6
2,Delbert Hosemann,Lieutenant Governor,,R,Pearl River,Carriere 3,417
2,Jay Hughes,Lieutenant Governor,,D,Pearl River,Carriere 3,109
2,Johnny DuPree,Secretary of State,,D,Pearl River,Carriere 3,92
2,Michael Watson,Secretary of State,,R,Pearl River,Carriere 3,434
2,Jennifer Riley Collins,Attorney General,,D,Pearl River,Carriere 3,86
2,Lynn Fitch,Attorney General,,R,Pearl River,Carriere 3,437
2,Shad White,State Auditor,,R,Pearl River,Carriere 3,469
5,Addie Lee Green,State Treasurer,,D,Pearl River,Carriere 3,84
5,David McRae,State Treasurer,,R,Pearl River,Carriere 3,440
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pearl River,Carriere 3,89
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pearl River,Carriere 3,435
8,Angela Burks Hill,State Senate,40,R,Pearl River,Carriere 3,433
8,Thomas Lehr,State Senate,40,D,Pearl River,Carriere 3,78
8,John A Polk,State Senate,44,R,Pearl River,Carriere 3,X
8,Joseph M 'Mike' Seymour,State Senate,47,R,Pearl River,Carriere 3,X
8,Timmy Ladner,State House,93,R,Pearl River,Carriere 3,X
8,Jansen Owen,State House,106,R,Pearl River,Carriere 3,468
8,Stacey Hobgood Wilkes,State House,108,R,Pearl River,Carriere 3,X
2,Jim Hood,Governor,,D,Pearl River,Carriere 5,158
2,Tate Reeves,Governor,,R,Pearl River,Carriere 5,773
2,Bob Hickingbottom,Governor,,C,Pearl River,Carriere 5,5
2,David R Singletary,Governor,,IND,Pearl River,Carriere 5,16
2,Delbert Hosemann,Lieutenant Governor,,R,Pearl River,Carriere 5,797
2,Jay Hughes,Lieutenant Governor,,D,Pearl River,Carriere 5,152
2,Johnny DuPree,Secretary of State,,D,Pearl River,Carriere 5,127
2,Michael Watson,Secretary of State,,R,Pearl River,Carriere 5,820
2,Jennifer Riley Collins,Attorney General,,D,Pearl River,Carriere 5,120
2,Lynn Fitch,Attorney General,,R,Pearl River,Carriere 5,826
2,Shad White,State Auditor,,R,Pearl River,Carriere 5,864
5,Addie Lee Green,State Treasurer,,D,Pearl River,Carriere 5,121
5,David McRae,State Treasurer,,R,Pearl River,Carriere 5,823
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pearl River,Carriere 5,122
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pearl River,Carriere 5,820
8,Angela Burks Hill,State Senate,40,R,Pearl River,Carriere 5,818
8,Thomas Lehr,State Senate,40,D,Pearl River,Carriere 5,121
8,John A Polk,State Senate,44,R,Pearl River,Carriere 5,X
8,Joseph M 'Mike' Seymour,State Senate,47,R,Pearl River,Carriere 5,X
8,Timmy Ladner,State House,93,R,Pearl River,Carriere 5,X
8,Jansen Owen,State House,106,R,Pearl River,Carriere 5,198
8,Stacey Hobgood Wilkes,State House,108,R,Pearl River,Carriere 5,659
2,Jim Hood,Governor,,D,Pearl River,Ceasar 3,8
2,Tate Reeves,Governor,,R,Pearl River,Ceasar 3,99
2,Bob Hickingbottom,Governor,,C,Pearl River,Ceasar 3,0
2,David R Singletary,Governor,,IND,Pearl River,Ceasar 3,3
2,Delbert Hosemann,Lieutenant Governor,,R,Pearl River,Ceasar 3,99
2,Jay Hughes,Lieutenant Governor,,D,Pearl River,Ceasar 3,11
2,Johnny DuPree,Secretary of State,,D,Pearl River,Ceasar 3,7
2,Michael Watson,Secretary of State,,R,Pearl River,Ceasar 3,103
2,Jennifer Riley Collins,Attorney General,,D,Pearl River,Ceasar 3,9
2,Lynn Fitch,Attorney General,,R,Pearl River,Ceasar 3,101
2,Shad White,State Auditor,,R,Pearl River,Ceasar 3,104
5,Addie Lee Green,State Treasurer,,D,Pearl River,Ceasar 3,8
5,David McRae,State Treasurer,,R,Pearl River,Ceasar 3,101
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pearl River,Ceasar 3,4
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pearl River,Ceasar 3,105
8,Angela Burks Hill,State Senate,40,R,Pearl River,Ceasar 3,X
8,Thomas Lehr,State Senate,40,D,Pearl River,Ceasar 3,X
8,John A Polk,State Senate,44,R,Pearl River,Ceasar 3,X
8,Joseph M 'Mike' Seymour,State Senate,47,R,Pearl River,Ceasar 3,105
8,Timmy Ladner,State House,93,R,Pearl River,Ceasar 3,X
8,Jansen Owen,State House,106,R,Pearl River,Ceasar 3,X
8,Stacey Hobgood Wilkes,State House,108,R,Pearl River,Ceasar 3,106
2,Jim Hood,Governor,,D,Pearl River,Crossroads 2,42
2,Tate Reeves,Governor,,R,Pearl River,Crossroads 2,324
2,Bob Hickingbottom,Governor,,C,Pearl River,Crossroads 2,2
2,David R Singletary,Governor,,IND,Pearl River,Crossroads 2,5
2,Delbert Hosemann,Lieutenant Governor,,R,Pearl River,Crossroads 2,342
2,Jay Hughes,Lieutenant Governor,,D,Pearl River,Crossroads 2,33
2,Johnny DuPree,Secretary of State,,D,Pearl River,Crossroads 2,28
2,Michael Watson,Secretary of State,,R,Pearl River,Crossroads 2,345
2,Jennifer Riley Collins,Attorney General,,D,Pearl River,Crossroads 2,27
2,Lynn Fitch,Attorney General,,R,Pearl River,Crossroads 2,347
