page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Tippah,Blue Mountain,213
2,Tate Reeves,Governor,,R,Tippah,Blue Mountain,311
2,Bob Hickingbottom,Governor,,C,Tippah,Blue Mountain,4
2,David R Singletary,Governor,,IND,Tippah,Blue Mountain,12
2,Delbert Hosemann,Lieutenant Governor,,R,Tippah,Blue Mountain,334
2,Jay Hughes,Lieutenant Governor,,D,Tippah,Blue Mountain,194
2,Johnny DuPree,Secretary of State,,D,Tippah,Blue Mountain,197
2,Michael Watson,Secretary of State,,R,Tippah,Blue Mountain,329
2,Jennifer Riley Collins,Attorney General,,D,Tippah,Blue Mountain,212
2,Lynn Fitch,Attorney General,,R,Tippah,Blue Mountain,323
2,Shad White,State Auditor,,R,Tippah,Blue Mountain,435
5,Addie Lee Green,State Treasurer,,D,Tippah,Blue Mountain,194
5,David McRae,State Treasurer,,R,Tippah,Blue Mountain,338
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tippah,Blue Mountain,211
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tippah,Blue Mountain,311
8,Rita Potts Parks,State Senate,4,R,Tippah,Blue Mountain,441
8,Joseph F 'Jody' Steverson,State House,4,R,Tippah,Blue Mountain,436
2,Jim Hood,Governor,,D,Tippah,Brownfield,17
2,Tate Reeves,Governor,,R,Tippah,Brownfield,93
2,Bob Hickingbottom,Governor,,C,Tippah,Brownfield,0
2,David R Singletary,Governor,,IND,Tippah,Brownfield,1
2,Delbert Hosemann,Lieutenant Governor,,R,Tippah,Brownfield,94
2,Jay Hughes,Lieutenant Governor,,D,Tippah,Brownfield,14
2,Johnny DuPree,Secretary of State,,D,Tippah,Brownfield,18
2,Michael Watson,Secretary of State,,R,Tippah,Brownfield,91
2,Jennifer Riley Collins,Attorney General,,D,Tippah,Brownfield,15
2,Lynn Fitch,Attorney General,,R,Tippah,Brownfield,95
2,Shad White,State Auditor,,R,Tippah,Brownfield,97
5,Addie Lee Green,State Treasurer,,D,Tippah,Brownfield,7
5,David McRae,State Treasurer,,R,Tippah,Brownfield,101
