page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Pontotoc,Algoma Al,120
2,Tate Reeves,Governor,,R,Pontotoc,Algoma Al,282
2,Bob Hickingbottom,Governor,,C,Pontotoc,Algoma Al,2
2,David R Singletary,Governor,,IND,Pontotoc,Algoma Al,5
2,Delbert Hosemann,Lieutenant Governor,,R,Pontotoc,Algoma Al,327
2,Jay Hughes,Lieutenant Governor,,D,Pontotoc,Algoma Al,86
2,Johnny DuPree,Secretary of State,,D,Pontotoc,Algoma Al,67
2,Michael Watson,Secretary of State,,R,Pontotoc,Algoma Al,340
2,Jennifer Riley Collins,Attorney General,,D,Pontotoc,Algoma Al,65
2,Lynn Fitch,Attorney General,,R,Pontotoc,Algoma Al,353
2,Shad White,State Auditor,,R,Pontotoc,Algoma Al,377
5,Addie Lee Green,State Treasurer,,D,Pontotoc,Algoma Al,53
5,David McRae,State Treasurer,,R,Pontotoc,Algoma Al,360
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pontotoc,Algoma Al,66
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pontotoc,Algoma Al,341
8,Kathy L Chism,State Senate,3,R,Pontotoc,Algoma Al,21
8,Tim Tucker,State Senate,3,D,Pontotoc,Algoma Al,5
8,Kegan Coleman,State Senate,8,D,Pontotoc,Algoma Al,66
8,Benjamin A Suber,State Senate,8,R,Pontotoc,Algoma Al,14
8,E Mac Huddleston,State House,15,R,Pontotoc,Algoma Al,256
8,Pat Montgomery,State House,15,D,Pontotoc,Algoma Al,156
8,Thomas 'Tommy' Futral,State House,22,R,Pontotoc,Algoma Al,x
8,Jon Lancaster,State House,22,D,Pontotoc,Algoma Al,x
2,Jim Hood,Governor,,D,Pontotoc,Bankhead Ba,250
2,Tate Reeves,Governor,,R,Pontotoc,Bankhead Ba,228
2,Bob Hickingbottom,Governor,,C,Pontotoc,Bankhead Ba,1
2,David R Singletary,Governor,,IND,Pontotoc,Bankhead Ba,2
2,Delbert Hosemann,Lieutenant Governor,,R,Pontotoc,Bankhead Ba,247
2,Jay Hughes,Lieutenant Governor,,D,Pontotoc,Bankhead Ba,224
2,Johnny DuPree,Secretary of State,,D,Pontotoc,Bankhead Ba,223
2,Michael Watson,Secretary of State,,R,Pontotoc,Bankhead Ba,241
2,Jennifer Riley Collins,Attorney General,,D,Pontotoc,Bankhead Ba,223
2,Lynn Fitch,Attorney General,,R,Pontotoc,Bankhead Ba,246
2,Shad White,State Auditor,,R,Pontotoc,Bankhead Ba,342
5,Addie Lee Green,State Treasurer,,D,Pontotoc,Bankhead Ba,210
5,David McRae,State Treasurer,,R,Pontotoc,Bankhead Ba,257
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pontotoc,Bankhead Ba,223
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pontotoc,Bankhead Ba,241
8,Kathy L Chism,State Senate,3,R,Pontotoc,Bankhead Ba,226
8,Tim Tucker,State Senate,3,D,Pontotoc,Bankhead Ba,238
8,Kegan Coleman,State Senate,8,D,Pontotoc,Bankhead Ba,x
8,Benjamin A Suber,State Senate,8,R,Pontotoc,Bankhead Ba,x
8,E Mac Huddleston,State House,15,R,Pontotoc,Bankhead Ba,x
8,Pat Montgomery,State House,15,D,Pontotoc,Bankhead Ba,x
8,Thomas 'Tommy' Futral,State House,22,R,Pontotoc,Bankhead Ba,238
8,Jon Lancaster,State House,22,D,Pontotoc,Bankhead Ba,224
2,Jim Hood,Governor,,D,Pontotoc,Beckham Bec,116
2,Tate Reeves,Governor,,R,Pontotoc,Beckham Bec,247
2,Bob Hickingbottom,Governor,,C,Pontotoc,Beckham Bec,0
2,David R Singletary,Governor,,IND,Pontotoc,Beckham Bec,4
2,Delbert Hosemann,Lieutenant Governor,,R,Pontotoc,Beckham Bec,284
2,Jay Hughes,Lieutenant Governor,,D,Pontotoc,Beckham Bec,80
2,Johnny DuPree,Secretary of State,,D,Pontotoc,Beckham Bec,75
2,Michael Watson,Secretary of State,,R,Pontotoc,Beckham Bec,284
2,Jennifer Riley Collins,Attorney General,,D,Pontotoc,Beckham Bec,76
2,Lynn Fitch,Attorney General,,R,Pontotoc,Beckham Bec,291
2,Shad White,State Auditor,,R,Pontotoc,Beckham Bec,314
5,Addie Lee Green,State Treasurer,,D,Pontotoc,Beckham Bec,64
5,David McRae,State Treasurer,,R,Pontotoc,Beckham Bec,299
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pontotoc,Beckham Bec,80
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pontotoc,Beckham Bec,282
8,Kathy L Chism,State Senate,3,R,Pontotoc,Beckham Bec,x
8,Tim Tucker,State Senate,3,D,Pontotoc,Beckham Bec,x
8,Kegan Coleman,State Senate,8,D,Pontotoc,Beckham Bec,85
8,Benjamin A Suber,State Senate,8,R,Pontotoc,Beckham Bec,278
8,E Mac Huddleston,State House,15,R,Pontotoc,Beckham Bec,x
8,Pat Montgomery,State House,15,D,Pontotoc,Beckham Bec,x
8,Thomas 'Tommy' Futral,State House,22,R,Pontotoc,Beckham Bec,257
8,Jon Lancaster,State House,22,D,Pontotoc,Beckham Bec,103
2,Jim Hood,Governor,,D,Pontotoc,Bethel/Endville Be,92
2,Tate Reeves,Governor,,R,Pontotoc,Bethel/Endville Be,293
2,Bob Hickingbottom,Governor,,C,Pontotoc,Bethel/Endville Be,0
2,David R Singletary,Governor,,IND,Pontotoc,Bethel/Endville Be,4
2,Delbert Hosemann,Lieutenant Governor,,R,Pontotoc,Bethel/Endville Be,315
2,Jay Hughes,Lieutenant Governor,,D,Pontotoc,Bethel/Endville Be,74
2,Johnny DuPree,Secretary of State,,D,Pontotoc,Bethel/Endville Be,67
2,Michael Watson,Secretary of State,,R,Pontotoc,Bethel/Endville Be,312
2,Jennifer Riley Collins,Attorney General,,D,Pontotoc,Bethel/Endville Be,66
2,Lynn Fitch,Attorney General,,R,Pontotoc,Bethel/Endville Be,317
2,Shad White,State Auditor,,R,Pontotoc,Bethel/Endville Be,348
5,Addie Lee Green,State Treasurer,,D,Pontotoc,Bethel/Endville Be,50
5,David McRae,State Treasurer,,R,Pontotoc,Bethel/Endville Be,328
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pontotoc,Bethel/Endville Be,71
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pontotoc,Bethel/Endville Be,307
8,Kathy L Chism,State Senate,3,R,Pontotoc,Bethel/Endville Be,303
8,Tim Tucker,State Senate,3,D,Pontotoc,Bethel/Endville Be,79
8,Kegan Coleman,State Senate,8,D,Pontotoc,Bethel/Endville Be,x
8,Benjamin A Suber,State Senate,8,R,Pontotoc,Bethel/Endville Be,x
8,E Mac Huddleston,State House,15,R,Pontotoc,Bethel/Endville Be,317
8,Pat Montgomery,State House,15,D,Pontotoc,Bethel/Endville Be,66
8,Thomas 'Tommy' Futral,State House,22,R,Pontotoc,Bethel/Endville Be,x
8,Jon Lancaster,State House,22,D,Pontotoc,Bethel/Endville Be,x
2,Jim Hood,Governor,,D,Pontotoc,Buchanan Bu,57
2,Tate Reeves,Governor,,R,Pontotoc,Buchanan Bu,250
2,Bob Hickingbottom,Governor,,C,Pontotoc,Buchanan Bu,0
2,David R Singletary,Governor,,IND,Pontotoc,Buchanan Bu,3
2,Delbert Hosemann,Lieutenant Governor,,R,Pontotoc,Buchanan Bu,263
2,Jay Hughes,Lieutenant Governor,,D,Pontotoc,Buchanan Bu,43
2,Johnny DuPree,Secretary of State,,D,Pontotoc,Buchanan Bu,31
2,Michael Watson,Secretary of State,,R,Pontotoc,Buchanan Bu,267
2,Jennifer Riley Collins,Attorney General,,D,Pontotoc,Buchanan Bu,33
2,Lynn Fitch,Attorney General,,R,Pontotoc,Buchanan Bu,272
