page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Winston ,American Legion,455
2,Tate Reeves,Governor,,R,Winston ,American Legion,71
2,Bob Hickingbottom,Governor,,C,Winston ,American Legion,0
2,David R Singletary,Governor,,IND,Winston ,American Legion,0
2,Delbert Hosemann,Lieutenant Governor,,R,Winston ,American Legion,93
2,Jay Hughes,Lieutenant Governor,,D,Winston ,American Legion,433
2,Johnny DuPree,Secretary of State,,D,Winston ,American Legion,445
2,Michael Watson,Secretary of State,,R,Winston ,American Legion,80
2,Jennifer Riley Collins,Attorney General,,D,Winston ,American Legion,453
2,Lynn Fitch,Attorney General,,R,Winston ,American Legion,74
2,Shad White,State Auditor,,R,Winston ,American Legion,212
4,Addie Lee Green,State Treasurer,,D,Winston ,American Legion,450
4,David McRae,State Treasurer,,R,Winston ,American Legion,75
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,American Legion,451
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,American Legion,75
6,Jenifer B Branning,State Senate,18,R,Winston ,American Legion,X
6,Sampson Jackson II,State Senate,32,D,Winston ,American Legion,498
6,Joey Hood,State House,35,R,Winston ,American Legion,X
6,Carl L Mickens,State House,42,D,Winston ,American Legion,501
6,Loyd B 'Rob' Roberson,State House,43,R,Winston ,American Legion,X
6,Michael Ted Evans,State House,45,D,Winston ,American Legion,X
2,Jim Hood,Governor,,D,Winston ,County Agent,522
2,Tate Reeves,Governor,,R,Winston ,County Agent,92
2,Bob Hickingbottom,Governor,,C,Winston ,County Agent,1
2,David R Singletary,Governor,,IND,Winston ,County Agent,3
2,Delbert Hosemann,Lieutenant Governor,,R,Winston ,County Agent,116
2,Jay Hughes,Lieutenant Governor,,D,Winston ,County Agent,502
2,Johnny DuPree,Secretary of State,,D,Winston ,County Agent,498
2,Michael Watson,Secretary of State,,R,Winston ,County Agent,119
2,Jennifer Riley Collins,Attorney General,,D,Winston ,County Agent,501
2,Lynn Fitch,Attorney General,,R,Winston ,County Agent,116
2,Shad White,State Auditor,,R,Winston ,County Agent,302
4,Addie Lee Green,State Treasurer,,D,Winston ,County Agent,467
4,David McRae,State Treasurer,,R,Winston ,County Agent,120
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,County Agent,501
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,County Agent,116
6,Jenifer B Branning,State Senate,18,R,Winston ,County Agent,0
6,Sampson Jackson II,State Senate,32,D,Winston ,County Agent,568
6,Joey Hood,State House,35,R,Winston ,County Agent,39
6,Carl L Mickens,State House,42,D,Winston ,County Agent,535
6,Loyd B 'Rob' Roberson,State House,43,R,Winston ,County Agent,X
6,Michael Ted Evans,State House,45,D,Winston ,County Agent,X
2,Jim Hood,Governor,,D,Winston ,East Winston,142
2,Tate Reeves,Governor,,R,Winston ,East Winston,314
2,Bob Hickingbottom,Governor,,C,Winston ,East Winston,2
2,David R Singletary,Governor,,IND,Winston ,East Winston,2
2,Delbert Hosemann,Lieutenant Governor,,R,Winston ,East Winston,330
2,Jay Hughes,Lieutenant Governor,,D,Winston ,East Winston,132
2,Johnny DuPree,Secretary of State,,D,Winston ,East Winston,127
2,Michael Watson,Secretary of State,,R,Winston ,East Winston,335
2,Jennifer Riley Collins,Attorney General,,D,Winston ,East Winston,135
2,Lynn Fitch,Attorney General,,R,Winston ,East Winston,326
2,Shad White,State Auditor,,R,Winston ,East Winston,367
4,Addie Lee Green,State Treasurer,,D,Winston ,East Winston,117
4,David McRae,State Treasurer,,R,Winston ,East Winston,345
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,East Winston,126
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,East Winston,336
6,Jenifer B Branning,State Senate,18,R,Winston ,East Winston,361
6,Sampson Jackson II,State Senate,32,D,Winston ,East Winston,X
6,Joey Hood,State House,35,R,Winston ,East Winston,X
6,Carl L Mickens,State House,42,D,Winston ,East Winston,345
6,Loyd B 'Rob' Roberson,State House,43,R,Winston ,East Winston,X
6,Michael Ted Evans,State House,45,D,Winston ,East Winston,X
2,Jim Hood,Governor,,D,Winston ,Fairground,501
2,Tate Reeves,Governor,,R,Winston ,Fairground,681
2,Bob Hickingbottom,Governor,,C,Winston ,Fairground,3
2,David R Singletary,Governor,,IND,Winston ,Fairground,7
2,Delbert Hosemann,Lieutenant Governor,,R,Winston ,Fairground,754
2,Jay Hughes,Lieutenant Governor,,D,Winston ,Fairground,436
2,Johnny DuPree,Secretary of State,,D,Winston ,Fairground,415
2,Michael Watson,Secretary of State,,R,Winston ,Fairground,777
2,Jennifer Riley Collins,Attorney General,,D,Winston ,Fairground,432
2,Lynn Fitch,Attorney General,,R,Winston ,Fairground,760
2,Shad White,State Auditor,,R,Winston ,Fairground,918
4,Addie Lee Green,State Treasurer,,D,Winston ,Fairground,404
4,David McRae,State Treasurer,,R,Winston ,Fairground,787
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Winston ,Fairground,429
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Winston ,Fairground,760
6,Jenifer B Branning,State Senate,18,R,Winston ,Fairground,X
6,Sampson Jackson II,State Senate,32,D,Winston ,Fairground,928
6,Joey Hood,State House,35,R,Winston ,Fairground,628
6,Carl L Mickens,State House,42,D,Winston ,Fairground,198
6,Loyd B 'Rob' Roberson,State House,43,R,Winston ,Fairground,133
6,Michael Ted Evans,State House,45,D,Winston ,Fairground,X
2,Jim Hood,Governor,,D,Winston ,Lovorn Tractor,144
2,Tate Reeves,Governor,,R,Winston ,Lovorn Tractor,151
2,Bob Hickingbottom,Governor,,C,Winston ,Lovorn Tractor,0
2,David R Singletary,Governor,,IND,Winston ,Lovorn Tractor,2
