page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Sunflower,11-Inverness,234
2,Tate Reeves,Governor,,R,Sunflower,11-Inverness,273
2,Bob Hickingbottom,Governor,,C,Sunflower,11-Inverness,1
2,David R Singletary,Governor,,IND,Sunflower,11-Inverness,2
2,Delbert Hosemann,Lieutenant Governor,,R,Sunflower,11-Inverness,299
2,Jay Hughes,Lieutenant Governor,,D,Sunflower,11-Inverness,203
2,Johnny DuPree,Secretary of State,,D,Sunflower,11-Inverness,207
2,Michael Watson,Secretary of State,,R,Sunflower,11-Inverness,297
2,Jennifer Riley Collins,Attorney General,,D,Sunflower,11-Inverness,207
2,Lynn Fitch,Attorney General,,R,Sunflower,11-Inverness,304
2,Shad White,State Auditor,,R,Sunflower,11-Inverness,401
4,Addie Lee Green,State Treasurer,,D,Sunflower,11-Inverness,199
4,David McRae,State Treasurer,,R,Sunflower,11-Inverness,306
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sunflower,11-Inverness,207
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sunflower,11-Inverness,301
6,B C Hammond,State Senate,13,R,Sunflower,11-Inverness,X
6,Sarita M Simmons,State Senate,13,D,Sunflower,11-Inverness,X
6,Hayes Dent,State Senate,22,R,Sunflower,11-Inverness,304
6,Joseph C Thomas Sr.,State Senate,22,D,Sunflower,11-Inverness,201
6,Abe Marshall Hudson Jr.,State House,29,D,Sunflower,11-Inverness,X
6,Tracey T Rosebud,State House,30,D,Sunflower,11-Inverness,X
6,Otis L Anthony ,State House,31,D,Sunflower,11-Inverness,427
2,Jim Hood,Governor,,D,Sunflower,12-Moorhead,437
2,Tate Reeves,Governor,,R,Sunflower,12-Moorhead,67
2,Bob Hickingbottom,Governor,,C,Sunflower,12-Moorhead,2
2,David R Singletary,Governor,,IND,Sunflower,12-Moorhead,5
2,Delbert Hosemann,Lieutenant Governor,,R,Sunflower,12-Moorhead,93
2,Jay Hughes,Lieutenant Governor,,D,Sunflower,12-Moorhead,399
2,Johnny DuPree,Secretary of State,,D,Sunflower,12-Moorhead,413
2,Michael Watson,Secretary of State,,R,Sunflower,12-Moorhead,83
2,Jennifer Riley Collins,Attorney General,,D,Sunflower,12-Moorhead,423
2,Lynn Fitch,Attorney General,,R,Sunflower,12-Moorhead,81
2,Shad White,State Auditor,,R,Sunflower,12-Moorhead,285
4,Addie Lee Green,State Treasurer,,D,Sunflower,12-Moorhead,410
4,David McRae,State Treasurer,,R,Sunflower,12-Moorhead,87
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sunflower,12-Moorhead,414
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sunflower,12-Moorhead,82
6,B C Hammond,State Senate,13,R,Sunflower,12-Moorhead,77
6,Sarita M Simmons,State Senate,13,D,Sunflower,12-Moorhead,426
6,Hayes Dent,State Senate,22,R,Sunflower,12-Moorhead,X
6,Joseph C Thomas Sr.,State Senate,22,D,Sunflower,12-Moorhead,X
6,Abe Marshall Hudson Jr.,State House,29,D,Sunflower,12-Moorhead,X
6,Tracey T Rosebud,State House,30,D,Sunflower,12-Moorhead,X
6,Otis L Anthony ,State House,31,D,Sunflower,12-Moorhead,451
2,Jim Hood,Governor,,D,Sunflower,13-Indianola #1 Southeast ,255
2,Tate Reeves,Governor,,R,Sunflower,13-Indianola #1 Southeast ,2
2,Bob Hickingbottom,Governor,,C,Sunflower,13-Indianola #1 Southeast ,1
2,David R Singletary,Governor,,IND,Sunflower,13-Indianola #1 Southeast ,1
2,Delbert Hosemann,Lieutenant Governor,,R,Sunflower,13-Indianola #1 Southeast ,11
2,Jay Hughes,Lieutenant Governor,,D,Sunflower,13-Indianola #1 Southeast ,243
2,Johnny DuPree,Secretary of State,,D,Sunflower,13-Indianola #1 Southeast ,243
2,Michael Watson,Secretary of State,,R,Sunflower,13-Indianola #1 Southeast ,8
2,Jennifer Riley Collins,Attorney General,,D,Sunflower,13-Indianola #1 Southeast ,253
2,Lynn Fitch,Attorney General,,R,Sunflower,13-Indianola #1 Southeast ,5
2,Shad White,State Auditor,,R,Sunflower,13-Indianola #1 Southeast ,144
4,Addie Lee Green,State Treasurer,,D,Sunflower,13-Indianola #1 Southeast ,245
4,David McRae,State Treasurer,,R,Sunflower,13-Indianola #1 Southeast ,9
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sunflower,13-Indianola #1 Southeast ,247
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sunflower,13-Indianola #1 Southeast ,5
6,B C Hammond,State Senate,13,R,Sunflower,13-Indianola #1 Southeast ,2
6,Sarita M Simmons,State Senate,13,D,Sunflower,13-Indianola #1 Southeast ,253
6,Hayes Dent,State Senate,22,R,Sunflower,13-Indianola #1 Southeast ,X
6,Joseph C Thomas Sr.,State Senate,22,D,Sunflower,13-Indianola #1 Southeast ,X
6,Abe Marshall Hudson Jr.,State House,29,D,Sunflower,13-Indianola #1 Southeast ,X
6,Tracey T Rosebud,State House,30,D,Sunflower,13-Indianola #1 Southeast ,X
6,Otis L Anthony ,State House,31,D,Sunflower,13-Indianola #1 Southeast ,254
2,Jim Hood,Governor,,D,Sunflower,21-Indianola #2 West ,291
2,Tate Reeves,Governor,,R,Sunflower,21-Indianola #2 West ,111
2,Bob Hickingbottom,Governor,,C,Sunflower,21-Indianola #2 West ,0
2,David R Singletary,Governor,,IND,Sunflower,21-Indianola #2 West ,2
2,Delbert Hosemann,Lieutenant Governor,,R,Sunflower,21-Indianola #2 West ,138
2,Jay Hughes,Lieutenant Governor,,D,Sunflower,21-Indianola #2 West ,263
2,Johnny DuPree,Secretary of State,,D,Sunflower,21-Indianola #2 West ,263
2,Michael Watson,Secretary of State,,R,Sunflower,21-Indianola #2 West ,135
2,Jennifer Riley Collins,Attorney General,,D,Sunflower,21-Indianola #2 West ,269
2,Lynn Fitch,Attorney General,,R,Sunflower,21-Indianola #2 West ,131
2,Shad White,State Auditor,,R,Sunflower,21-Indianola #2 West ,281
4,Addie Lee Green,State Treasurer,,D,Sunflower,21-Indianola #2 West ,267
4,David McRae,State Treasurer,,R,Sunflower,21-Indianola #2 West ,135
