page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor ,,R,Alcorn ,2nd Distrcit Central Precinct,226
2,Bill Waller Jr.,Governor ,,R,Alcorn ,2nd Distrcit Central Precinct,154
2,Tate Reeves,Governor ,,R,Alcorn ,Bethel,14
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Bethel,23
2,Tate Reeves,Governor ,,R,Alcorn ,Biggersville,104
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Biggersville,166
2,Tate Reeves,Governor ,,R,Alcorn ,College Hill,82
2,Bill Waller Jr.,Governor ,,R,Alcorn ,College Hill,97
2,Tate Reeves,Governor ,,R,Alcorn ,East Corinth,144
2,Bill Waller Jr.,Governor ,,R,Alcorn ,East Corinth,306
2,Tate Reeves,Governor ,,R,Alcorn ,Five Points 1st Dist,320
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Five Points 1st Dist,244
2,Tate Reeves,Governor ,,R,Alcorn ,Glen,176
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Glen,112
2,Tate Reeves,Governor ,,R,Alcorn ,Jacinto,55
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Jacinto,63
2,Tate Reeves,Governor ,,R,Alcorn ,Kossuth,310
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Kossuth,263
2,Tate Reeves,Governor ,,R,Alcorn ,North Corinth,145
2,Bill Waller Jr.,Governor ,,R,Alcorn ,North Corinth,256
2,Tate Reeves,Governor ,,R,Alcorn ,Pinecrest ,85
2,Bill Waller Jr.,Governor ,,R,Alcorn ,Pinecrest ,106
3,Tate Reeves,Governor ,,R,Alcorn ,Rienzi,163
3,Bill Waller Jr.,Governor ,,R,Alcorn ,Rienzi,123
3,Tate Reeves,Governor ,,R,Alcorn ,Shady Grove,148
3,Bill Waller Jr.,Governor ,,R,Alcorn ,Shady Grove,168
3,Tate Reeves,Governor ,,R,Alcorn ,South Corinth,91
3,Bill Waller Jr.,Governor ,,R,Alcorn ,South Corinth,78
3,Tate Reeves,Governor ,,R,Alcorn ,Union Center,180
3,Bill Waller Jr.,Governor ,,R,Alcorn ,Union Center,133
3,Tate Reeves,Governor ,,R,Alcorn ,Wenasoga,133
3,Bill Waller Jr.,Governor ,,R,Alcorn ,Wenasoga,104
3,Tate Reeves,Governor ,,R,Alcorn ,West Corinth,94
3,Bill Waller Jr.,Governor ,,R,Alcorn ,West Corinth,102
3,Tate Reeves,Governor ,,R,Alcorn ,TOTAL,2470
3,Bill Waller Jr.,Governor ,,R,Alcorn ,TOTAL,2498
