page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Harrison,Advance,98
2,Tate Reeves,Governor,,R,Harrison,Advance,434
2,Bob Hickingbottom,Governor,,C,Harrison,Advance,1
2,David R Singletary,Governor,,IND,Harrison,Advance,3
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Advance,458
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Advance,78
2,Johnny DuPree,Secretary of State,,D,Harrison,Advance,73
2,Michael Watson,Secretary of State,,R,Harrison,Advance,460
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Advance,92
2,Lynn Fitch,Attorney General,,R,Harrison,Advance,440
2,Shad White,State Auditor,,R,Harrison,Advance,487
7,Addie Lee Green,State Treasurer,,D,Harrison,Advance,67
7,David McRae,State Treasurer,,R,Harrison,Advance,468
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Advance,78
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Advance,457
12,Philip Moran,State Senate,46,R,Harrison,Advance,423
12,Gary Fredericks,State Senate,48,D,Harrison,Advance,x
12,Mike Thompson,State Senate,48,R,Harrison,Advance,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Advance,55
12,Jay McKnight,State House,95,R,Harrison,Advance,68
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Advance,x
12,Tony Lawrence,State House,114,IND,Harrison,Advance,x
12,Felix O Gines,State House,115,D,Harrison,Advance,x
12,Randall H Patterson,State House,115,R,Harrison,Advance,x
17,Casey Eure,State House,116,R,Harrison,Advance,411
17,Kevin W Felsher,State House,117,R,Harrison,Advance,x
17,Inez M Kelleher,State House,117,D,Harrison,Advance,x
17,Greg Haney,State House,118,R,Harrison,Advance,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Advance,x
17,Richard Bennett,State House,120,R,Harrison,Advance,x
17,Carolyn Crawford,State House,121,R,Harrison,Advance,x
2,Jim Hood,Governor,,D,Harrison,Bay Central,289
2,Tate Reeves,Governor,,R,Harrison,Bay Central,557
2,Bob Hickingbottom,Governor,,C,Harrison,Bay Central,3
2,David R Singletary,Governor,,IND,Harrison,Bay Central,12
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Bay Central,601
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Bay Central,257
2,Johnny DuPree,Secretary of State,,D,Harrison,Bay Central,244
2,Michael Watson,Secretary of State,,R,Harrison,Bay Central,608
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Bay Central,273
2,Lynn Fitch,Attorney General,,R,Harrison,Bay Central,585
2,Shad White,State Auditor,,R,Harrison,Bay Central,687
7,Addie Lee Green,State Treasurer,,D,Harrison,Bay Central,231
7,David McRae,State Treasurer,,R,Harrison,Bay Central,614
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Bay Central,242
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Bay Central,599
12,Philip Moran,State Senate,46,R,Harrison,Bay Central,x
12,Gary Fredericks,State Senate,48,D,Harrison,Bay Central,x
12,Mike Thompson,State Senate,48,R,Harrison,Bay Central,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Bay Central,x
12,Jay McKnight,State House,95,R,Harrison,Bay Central,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Bay Central,x
12,Tony Lawrence,State House,114,IND,Harrison,Bay Central,x
12,Felix O Gines,State House,115,D,Harrison,Bay Central,21
12,Randall H Patterson,State House,115,R,Harrison,Bay Central,71
17,Casey Eure,State House,116,R,Harrison,Bay Central,x
17,Kevin W Felsher,State House,117,R,Harrison,Bay Central,508
17,Inez M Kelleher,State House,117,D,Harrison,Bay Central,243
17,Greg Haney,State House,118,R,Harrison,Bay Central,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Bay Central,x
17,Richard Bennett,State House,120,R,Harrison,Bay Central,x
17,Carolyn Crawford,State House,121,R,Harrison,Bay Central,x
2,Jim Hood,Governor,,D,Harrison,Bayou View,273
2,Tate Reeves,Governor,,R,Harrison,Bayou View,853
2,Bob Hickingbottom,Governor,,C,Harrison,Bayou View,3
2,David R Singletary,Governor,,IND,Harrison,Bayou View,30
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Bayou View,968
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Bayou View,193
2,Johnny DuPree,Secretary of State,,D,Harrison,Bayou View,160
2,Michael Watson,Secretary of State,,R,Harrison,Bayou View,998
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Bayou View,201
2,Lynn Fitch,Attorney General,,R,Harrison,Bayou View,960
2,Shad White,State Auditor,,R,Harrison,Bayou View,1051
7,Addie Lee Green,State Treasurer,,D,Harrison,Bayou View,142
7,David McRae,State Treasurer,,R,Harrison,Bayou View,1008
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Bayou View,160
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Bayou View,991
12,Philip Moran,State Senate,46,R,Harrison,Bayou View,x
12,Gary Fredericks,State Senate,48,D,Harrison,Bayou View,x
12,Mike Thompson,State Senate,48,R,Harrison,Bayou View,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Bayou View,1050
12,Jay McKnight,State House,95,R,Harrison,Bayou View,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Bayou View,x
12,Tony Lawrence,State House,114,IND,Harrison,Bayou View,x
12,Felix O Gines,State House,115,D,Harrison,Bayou View,x
12,Randall H Patterson,State House,115,R,Harrison,Bayou View,x
17,Casey Eure,State House,116,R,Harrison,Bayou View,x
17,Kevin W Felsher,State House,117,R,Harrison,Bayou View,x
17,Inez M Kelleher,State House,117,D,Harrison,Bayou View,x
17,Greg Haney,State House,118,R,Harrison,Bayou View,1065
17,Sonya Williams Barnes,State House,119,D,Harrison,Bayou View,x
17,Richard Bennett,State House,120,R,Harrison,Bayou View,x
17,Carolyn Crawford,State House,121,R,Harrison,Bayou View,x
2,Jim Hood,Governor,,D,Harrison,Biloxi #11,695
2,Tate Reeves,Governor,,R,Harrison,Biloxi #11,1138
2,Bob Hickingbottom,Governor,,C,Harrison,Biloxi #11,5
2,David R Singletary,Governor,,IND,Harrison,Biloxi #11,25
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Biloxi #11,1254
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Biloxi #11,607
2,Johnny DuPree,Secretary of State,,D,Harrison,Biloxi #11,567
2,Michael Watson,Secretary of State,,R,Harrison,Biloxi #11,1273
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Biloxi #11,656
2,Lynn Fitch,Attorney General,,R,Harrison,Biloxi #11,1199
2,Shad White,State Auditor,,R,Harrison,Biloxi #11,1492
7,Addie Lee Green,State Treasurer,,D,Harrison,Biloxi #11,555
7,David McRae,State Treasurer,,R,Harrison,Biloxi #11,1282
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Biloxi #11,589
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Biloxi #11,1231
12,Philip Moran,State Senate,46,R,Harrison,Biloxi #11,x
12,Gary Fredericks,State Senate,48,D,Harrison,Biloxi #11,x
12,Mike Thompson,State Senate,48,R,Harrison,Biloxi #11,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Biloxi #11,1308
12,Jay McKnight,State House,95,R,Harrison,Biloxi #11,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Biloxi #11,x
12,Tony Lawrence,State House,114,IND,Harrison,Biloxi #11,x
12,Felix O Gines,State House,115,D,Harrison,Biloxi #11,x
12,Randall H Patterson,State House,115,R,Harrison,Biloxi #11,x
17,Casey Eure,State House,116,R,Harrison,Biloxi #11,x
17,Kevin W Felsher,State House,117,R,Harrison,Biloxi #11,1232
17,Inez M Kelleher,State House,117,D,Harrison,Biloxi #11,597
17,Greg Haney,State House,118,R,Harrison,Biloxi #11,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Biloxi #11,x
17,Richard Bennett,State House,120,R,Harrison,Biloxi #11,x
17,Carolyn Crawford,State House,121,R,Harrison,Biloxi #11,x
2,Jim Hood,Governor,,D,Harrison,Biloxi #8,177
2,Tate Reeves,Governor,,R,Harrison,Biloxi #8,268
2,Bob Hickingbottom,Governor,,C,Harrison,Biloxi #8,2
2,David R Singletary,Governor,,IND,Harrison,Biloxi #8,6
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Biloxi #8,291
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Biloxi #8,159
2,Johnny DuPree,Secretary of State,,D,Harrison,Biloxi #8,152
2,Michael Watson,Secretary of State,,R,Harrison,Biloxi #8,298
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Biloxi #8,168
2,Lynn Fitch,Attorney General,,R,Harrison,Biloxi #8,284
2,Shad White,State Auditor,,R,Harrison,Biloxi #8,357
7,Addie Lee Green,State Treasurer,,D,Harrison,Biloxi #8,145
7,David McRae,State Treasurer,,R,Harrison,Biloxi #8,304
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Biloxi #8,159
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Biloxi #8,288
12,Philip Moran,State Senate,46,R,Harrison,Biloxi #8,x
12,Gary Fredericks,State Senate,48,D,Harrison,Biloxi #8,x
12,Mike Thompson,State Senate,48,R,Harrison,Biloxi #8,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Biloxi #8,x
12,Jay McKnight,State House,95,R,Harrison,Biloxi #8,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Biloxi #8,x
12,Tony Lawrence,State House,114,IND,Harrison,Biloxi #8,x
12,Felix O Gines,State House,115,D,Harrison,Biloxi #8,168
12,Randall H Patterson,State House,115,R,Harrison,Biloxi #8,281
17,Casey Eure,State House,116,R,Harrison,Biloxi #8,x
17,Kevin W Felsher,State House,117,R,Harrison,Biloxi #8,x
17,Inez M Kelleher,State House,117,D,Harrison,Biloxi #8,x
17,Greg Haney,State House,118,R,Harrison,Biloxi #8,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Biloxi #8,x
17,Richard Bennett,State House,120,R,Harrison,Biloxi #8,x
17,Carolyn Crawford,State House,121,R,Harrison,Biloxi #8,x
2,Jim Hood,Governor,,D,Harrison,Biloxi 10,374
2,Tate Reeves,Governor,,R,Harrison,Biloxi 10,495
2,Bob Hickingbottom,Governor,,C,Harrison,Biloxi 10,1
2,David R Singletary,Governor,,IND,Harrison,Biloxi 10,14
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Biloxi 10,543
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Biloxi 10,337
2,Johnny DuPree,Secretary of State,,D,Harrison,Biloxi 10,322
2,Michael Watson,Secretary of State,,R,Harrison,Biloxi 10,553
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Biloxi 10,375
2,Lynn Fitch,Attorney General,,R,Harrison,Biloxi 10,503
2,Shad White,State Auditor,,R,Harrison,Biloxi 10,685
7,Addie Lee Green,State Treasurer,,D,Harrison,Biloxi 10,320
7,David McRae,State Treasurer,,R,Harrison,Biloxi 10,546
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Biloxi 10,346
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Biloxi 10,520
12,Philip Moran,State Senate,46,R,Harrison,Biloxi 10,x
12,Gary Fredericks,State Senate,48,D,Harrison,Biloxi 10,x
12,Mike Thompson,State Senate,48,R,Harrison,Biloxi 10,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Biloxi 10,x
12,Jay McKnight,State House,95,R,Harrison,Biloxi 10,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Biloxi 10,x
12,Tony Lawrence,State House,114,IND,Harrison,Biloxi 10,x
12,Felix O Gines,State House,115,D,Harrison,Biloxi 10,64
12,Randall H Patterson,State House,115,R,Harrison,Biloxi 10,81
17,Casey Eure,State House,116,R,Harrison,Biloxi 10,x
17,Kevin W Felsher,State House,117,R,Harrison,Biloxi 10,433
17,Inez M Kelleher,State House,117,D,Harrison,Biloxi 10,290
17,Greg Haney,State House,118,R,Harrison,Biloxi 10,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Biloxi 10,x
17,Richard Bennett,State House,120,R,Harrison,Biloxi 10,x
17,Carolyn Crawford,State House,121,R,Harrison,Biloxi 10,x
2,Jim Hood,Governor,,D,Harrison,Biloxi Bay,225
2,Tate Reeves,Governor,,R,Harrison,Biloxi Bay,281
2,Bob Hickingbottom,Governor,,C,Harrison,Biloxi Bay,1
2,David R Singletary,Governor,,IND,Harrison,Biloxi Bay,12
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Biloxi Bay,319
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Biloxi Bay,195
2,Johnny DuPree,Secretary of State,,D,Harrison,Biloxi Bay,200
2,Michael Watson,Secretary of State,,R,Harrison,Biloxi Bay,310
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Biloxi Bay,219
2,Lynn Fitch,Attorney General,,R,Harrison,Biloxi Bay,295
2,Shad White,State Auditor,,R,Harrison,Biloxi Bay,387
7,Addie Lee Green,State Treasurer,,D,Harrison,Biloxi Bay,202
7,David McRae,State Treasurer,,R,Harrison,Biloxi Bay,306
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Biloxi Bay,202
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Biloxi Bay,304
12,Philip Moran,State Senate,46,R,Harrison,Biloxi Bay,x
12,Gary Fredericks,State Senate,48,D,Harrison,Biloxi Bay,x
12,Mike Thompson,State Senate,48,R,Harrison,Biloxi Bay,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Biloxi Bay,x
12,Jay McKnight,State House,95,R,Harrison,Biloxi Bay,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Biloxi Bay,x
12,Tony Lawrence,State House,114,IND,Harrison,Biloxi Bay,x
12,Felix O Gines,State House,115,D,Harrison,Biloxi Bay,189
12,Randall H Patterson,State House,115,R,Harrison,Biloxi Bay,284
17,Casey Eure,State House,116,R,Harrison,Biloxi Bay,x
17,Kevin W Felsher,State House,117,R,Harrison,Biloxi Bay,16
17,Inez M Kelleher,State House,117,D,Harrison,Biloxi Bay,15
17,Greg Haney,State House,118,R,Harrison,Biloxi Bay,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Biloxi Bay,x
17,Richard Bennett,State House,120,R,Harrison,Biloxi Bay,x
17,Carolyn Crawford,State House,121,R,Harrison,Biloxi Bay,x
2,Jim Hood,Governor,,D,Harrison,Biloxi Central,326
2,Tate Reeves,Governor,,R,Harrison,Biloxi Central,310
2,Bob Hickingbottom,Governor,,C,Harrison,Biloxi Central,6
2,David R Singletary,Governor,,IND,Harrison,Biloxi Central,10
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Biloxi Central,342
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Biloxi Central,304
2,Johnny DuPree,Secretary of State,,D,Harrison,Biloxi Central,278
2,Michael Watson,Secretary of State,,R,Harrison,Biloxi Central,366
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Biloxi Central,312
2,Lynn Fitch,Attorney General,,R,Harrison,Biloxi Central,336
2,Shad White,State Auditor,,R,Harrison,Biloxi Central,447
7,Addie Lee Green,State Treasurer,,D,Harrison,Biloxi Central,282
7,David McRae,State Treasurer,,R,Harrison,Biloxi Central,360
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Biloxi Central,287
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Biloxi Central,346
12,Philip Moran,State Senate,46,R,Harrison,Biloxi Central,x
12,Gary Fredericks,State Senate,48,D,Harrison,Biloxi Central,x
12,Mike Thompson,State Senate,48,R,Harrison,Biloxi Central,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,Biloxi Central,x
12,Jay McKnight,State House,95,R,Harrison,Biloxi Central,x
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,Biloxi Central,x
12,Tony Lawrence,State House,114,IND,Harrison,Biloxi Central,x
12,Felix O Gines,State House,115,D,Harrison,Biloxi Central,314
12,Randall H Patterson,State House,115,R,Harrison,Biloxi Central,315
17,Casey Eure,State House,116,R,Harrison,Biloxi Central,x
17,Kevin W Felsher,State House,117,R,Harrison,Biloxi Central,x
17,Inez M Kelleher,State House,117,D,Harrison,Biloxi Central,x
17,Greg Haney,State House,118,R,Harrison,Biloxi Central,x
17,Sonya Williams Barnes,State House,119,D,Harrison,Biloxi Central,x
17,Richard Bennett,State House,120,R,Harrison,Biloxi Central,x
17,Carolyn Crawford,State House,121,R,Harrison,Biloxi Central,x
2,Jim Hood,Governor,,D,Harrison,County Farm/Gulf Haven,264
2,Tate Reeves,Governor,,R,Harrison,County Farm/Gulf Haven,814
2,Bob Hickingbottom,Governor,,C,Harrison,County Farm/Gulf Haven,3
2,David R Singletary,Governor,,IND,Harrison,County Farm/Gulf Haven,12
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,County Farm/Gulf Haven,863
2,Jay Hughes,Lieutenant Governor,,D,Harrison,County Farm/Gulf Haven,228
2,Johnny DuPree,Secretary of State,,D,Harrison,County Farm/Gulf Haven,210
2,Michael Watson,Secretary of State,,R,Harrison,County Farm/Gulf Haven,878
2,Jennifer Riley Collins,Attorney General,,D,Harrison,County Farm/Gulf Haven,245
2,Lynn Fitch,Attorney General,,R,Harrison,County Farm/Gulf Haven,849
2,Shad White,State Auditor,,R,Harrison,County Farm/Gulf Haven,942
7,Addie Lee Green,State Treasurer,,D,Harrison,County Farm/Gulf Haven,196
7,David McRae,State Treasurer,,R,Harrison,County Farm/Gulf Haven,889
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,County Farm/Gulf Haven,209
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,County Farm/Gulf Haven,871
12,Philip Moran,State Senate,46,R,Harrison,County Farm/Gulf Haven,x
12,Gary Fredericks,State Senate,48,D,Harrison,County Farm/Gulf Haven,x
12,Mike Thompson,State Senate,48,R,Harrison,County Farm/Gulf Haven,x
12,Joel R Carter Jr.,State Senate,49,R,Harrison,County Farm/Gulf Haven,926
12,Jay McKnight,State House,95,R,Harrison,County Farm/Gulf Haven,404
12,Jeffrey S 'Jeff' Guice,State House,114,R,Harrison,County Farm/Gulf Haven,x
12,Tony Lawrence,State House,114,IND,Harrison,County Farm/Gulf Haven,x
12,Felix O Gines,State House,115,D,Harrison,County Farm/Gulf Haven,x
12,Randall H Patterson,State House,115,R,Harrison,County Farm/Gulf Haven,x
17,Casey Eure,State House,116,R,Harrison,County Farm/Gulf Haven,x
17,Kevin W Felsher,State House,117,R,Harrison,County Farm/Gulf Haven,x
17,Inez M Kelleher,State House,117,D,Harrison,County Farm/Gulf Haven,x
17,Greg Haney,State House,118,R,Harrison,County Farm/Gulf Haven,x
17,Sonya Williams Barnes,State House,119,D,Harrison,County Farm/Gulf Haven,x
17,Richard Bennett,State House,120,R,Harrison,County Farm/Gulf Haven,x
17,Carolyn Crawford,State House,121,R,Harrison,County Farm/Gulf Haven,526
2,Jim Hood,Governor,,D,Harrison,Delisle ,427
2,Tate Reeves,Governor,,R,Harrison,Delisle ,449
2,Bob Hickingbottom,Governor,,C,Harrison,Delisle ,0
2,David R Singletary,Governor,,IND,Harrison,Delisle ,6
2,Delbert Hosemann,Lieutenant Governor,,R,Harrison,Delisle ,511
2,Jay Hughes,Lieutenant Governor,,D,Harrison,Delisle ,366
2,Johnny DuPree,Secretary of State,,D,Harrison,Delisle ,362
2,Michael Watson,Secretary of State,,R,Harrison,Delisle ,519
2,Jennifer Riley Collins,Attorney General,,D,Harrison,Delisle ,390
2,Lynn Fitch,Attorney General,,R,Harrison,Delisle ,492
2,Shad White,State Auditor,,R,Harrison,Delisle ,635
7,Addie Lee Green,State Treasurer,,D,Harrison,Delisle ,363
7,David McRae,State Treasurer,,R,Harrison,Delisle ,516
7,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Harrison,Delisle ,379
7,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Harrison,Delisle ,499
