candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Leake,Conway,15
Tate Reeves,Governor ,,R,Leake,Conway,47
Bill Waller Jr.,Governor ,,R,Leake,Conway,42
Delbert Hosemann,Lieutenant Governor,,R,Leake,Conway,81
Shane Quick,Lieutenant Governor,,R,Leake,Conway,17
Sam Britton,Secretary of State,,R,Leake,Conway,44
Michael Watson,Secretary of State,,R,Leake,Conway,58
Mark Baker,Attorney General,,R,Leake,Conway,32
Lynn Fitch,Attorney General,,R,Leake,Conway,49
Andy Taggart,Attorney General,,R,Leake,Conway,21
Shad White,State Auditor,,R,Leake,Conway,93
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leake,Conway,31
David McRae,State Treasurer,,R,Leake,Conway,67
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leake,Conway,97
Mike Chaney,Commissioner of Insurance,,R,Leake,Conway,97
Jenifer B Branning,State Senate,18,R,Leake,Conway,x
C Scott Bounds,State House,44,R,Leake,Conway,x
Dana A Gwin,State House,48,R,Leake,Conway,x
Jason White,State House,48,R,Leake,Conway,x
Randal 'Randy' Rushing,State House,78,R,Leake,Conway,x
Michael Brown,Governor ,,D,Leake,Conway,18
William Bond Compton Jr.,Governor ,,D,Leake,Conway,1
Jim Hood,Governor ,,D,Leake,Conway,119
Robert J. Ray,Governor ,,D,Leake,Conway,5
Robert Shuler Smith,Governor ,,D,Leake,Conway,9
Gregory Wash,Governor ,,D,Leake,Conway,2
Velesha P Williams,Governor ,,D,Leake,Conway,1
Albert Wilson,Governor ,,D,Leake,Conway,0
Jay Hughes,Lieutenant Governor,,D,Leake,Conway,134
Johnny DuPree,Secretary of State,,D,Leake,Conway,114
Maryra Hodges Hunt,Secretary of State,,D,Leake,Conway,30
Jennifer Riley Collins,Attorney General,,D,Leake,Conway,134
Addie Lee Green,State Treasurer,,D,Leake,Conway,132
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Leake,Conway,134
Robert E Amos,Commissioner of Insurance,,D,Leake,Conway,136
Barbara Blackmon,State Senate,21,D,Leake,Conway,144
Kenneth Walker,State House,27,D,Leake,Conway,145
Joe C Bradford,State House,78,D,Leake,Conway,x
Robert Foster,Governor ,,R,Leake,East Carthage,40
Tate Reeves,Governor ,,R,Leake,East Carthage,129
Bill Waller Jr.,Governor ,,R,Leake,East Carthage,243
Delbert Hosemann,Lieutenant Governor,,R,Leake,East Carthage,348
Shane Quick,Lieutenant Governor,,R,Leake,East Carthage,40
Sam Britton,Secretary of State,,R,Leake,East Carthage,181
Michael Watson,Secretary of State,,R,Leake,East Carthage,221
Mark Baker,Attorney General,,R,Leake,East Carthage,110
Lynn Fitch,Attorney General,,R,Leake,East Carthage,175
Andy Taggart,Attorney General,,R,Leake,East Carthage,122
Shad White,State Auditor,,R,Leake,East Carthage,389
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leake,East Carthage,161
David McRae,State Treasurer,,R,Leake,East Carthage,241
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leake,East Carthage,396
Mike Chaney,Commissioner of Insurance,,R,Leake,East Carthage,400
Jenifer B Branning,State Senate,18,R,Leake,East Carthage,398
C Scott Bounds,State House,44,R,Leake,East Carthage,x
Dana A Gwin,State House,48,R,Leake,East Carthage,53
Jason White,State House,48,R,Leake,East Carthage,349
Randal 'Randy' Rushing,State House,78,R,Leake,East Carthage,x
Michael Brown,Governor ,,D,Leake,East Carthage,5
William Bond Compton Jr.,Governor ,,D,Leake,East Carthage,0
Jim Hood,Governor ,,D,Leake,East Carthage,66
Robert J. Ray,Governor ,,D,Leake,East Carthage,0
Robert Shuler Smith,Governor ,,D,Leake,East Carthage,4
Gregory Wash,Governor ,,D,Leake,East Carthage,0
Velesha P Williams,Governor ,,D,Leake,East Carthage,3
Albert Wilson,Governor ,,D,Leake,East Carthage,2
Jay Hughes,Lieutenant Governor,,D,Leake,East Carthage,71
Johnny DuPree,Secretary of State,,D,Leake,East Carthage,51
Maryra Hodges Hunt,Secretary of State,,D,Leake,East Carthage,22
Jennifer Riley Collins,Attorney General,,D,Leake,East Carthage,66
Addie Lee Green,State Treasurer,,D,Leake,East Carthage,65
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Leake,East Carthage,64
Robert E Amos,Commissioner of Insurance,,D,Leake,East Carthage,69
Barbara Blackmon,State Senate,21,D,Leake,East Carthage,x
Kenneth Walker,State House,27,D,Leake,East Carthage,x
Joe C Bradford,State House,78,D,Leake,East Carthage,x
Robert Foster,Governor ,,R,Leake,Edinburg,60
Tate Reeves,Governor ,,R,Leake,Edinburg,136
Bill Waller Jr.,Governor ,,R,Leake,Edinburg,95
Delbert Hosemann,Lieutenant Governor,,R,Leake,Edinburg,221
Shane Quick,Lieutenant Governor,,R,Leake,Edinburg,46
Sam Britton,Secretary of State,,R,Leake,Edinburg,107
Michael Watson,Secretary of State,,R,Leake,Edinburg,169
Mark Baker,Attorney General,,R,Leake,Edinburg,69
Lynn Fitch,Attorney General,,R,Leake,Edinburg,152
Andy Taggart,Attorney General,,R,Leake,Edinburg,61
Shad White,State Auditor,,R,Leake,Edinburg,262
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leake,Edinburg,114
David McRae,State Treasurer,,R,Leake,Edinburg,157
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leake,Edinburg,275
Mike Chaney,Commissioner of Insurance,,R,Leake,Edinburg,274
Jenifer B Branning,State Senate,18,R,Leake,Edinburg,278
C Scott Bounds,State House,44,R,Leake,Edinburg,x
Dana A Gwin,State House,48,R,Leake,Edinburg,41
Jason White,State House,48,R,Leake,Edinburg,230
Randal 'Randy' Rushing,State House,78,R,Leake,Edinburg,x
Michael Brown,Governor ,,D,Leake,Edinburg,1
William Bond Compton Jr.,Governor ,,D,Leake,Edinburg,0
Jim Hood,Governor ,,D,Leake,Edinburg,7
